s,kW,kW,kW,kW,kW,kW,kW,kW,kW,kg/s,kg/s
Time,HRR,Q_RADI,Q_CONV,Q_COND,Q_DIFF,Q_PRES,Q_PART,Q_ENTH,Q_TOTAL,MLR_FUEL,MLR_TOTAL
 0.000E+00, 0.000E+00,-1.481E-16, 3.442E-18, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00,-1.446E-16, 0.000E+00, 0.000E+00
 5.012E+00, 7.684E+02,-2.137E+02,-3.048E+02,-8.570E+00,-4.831E-02, 0.000E+00, 0.000E+00, 2.304E+02, 2.413E+02, 1.718E-02, 1.718E-02
 1.001E+01, 8.986E+02,-2.340E+02,-6.545E+02,-9.156E+00,-5.629E-02, 0.000E+00, 0.000E+00, 5.185E-01, 8.424E-01, 1.980E-02, 1.980E-02
 1.501E+01, 9.096E+02,-2.373E+02,-6.599E+02,-1.107E+01,-5.642E-02, 0.000E+00, 0.000E+00, 2.131E+00, 1.311E+00, 1.980E-02, 1.980E-02
 2.000E+01, 9.006E+02,-2.347E+02,-6.665E+02,-1.019E+01,-5.648E-02, 0.000E+00, 0.000E+00,-1.057E+01,-1.084E+01, 1.980E-02, 1.980E-02
 2.501E+01, 9.029E+02,-2.365E+02,-6.558E+02,-1.089E+01,-5.626E-02, 0.000E+00, 0.000E+00, 2.352E-02,-3.485E-01, 1.980E-02, 1.980E-02
 3.000E+01, 9.035E+02,-2.341E+02,-6.508E+02,-9.073E+00,-5.633E-02, 0.000E+00, 0.000E+00, 9.199E+00, 9.434E+00, 1.980E-02, 1.980E-02
 3.500E+01, 9.111E+02,-2.379E+02,-6.594E+02,-9.595E+00,-5.627E-02, 0.000E+00, 0.000E+00, 4.989E+00, 4.100E+00, 1.980E-02, 1.980E-02
 4.000E+01, 9.022E+02,-2.352E+02,-6.464E+02,-1.030E+01,-5.633E-02, 0.000E+00, 0.000E+00, 9.995E+00, 1.030E+01, 1.980E-02, 1.980E-02
 4.501E+01, 9.026E+02,-2.362E+02,-6.766E+02,-1.124E+01,-5.639E-02, 0.000E+00, 0.000E+00,-2.054E+01,-2.153E+01, 1.980E-02, 1.980E-02
