m,kW/m
Height,HRRPUL
 5.850E-02, 2.372E+03
 1.715E-01, 8.715E+02
 2.844E-01, 5.465E+02
 3.974E-01, 4.638E+02
 5.103E-01, 4.600E+02
 6.233E-01, 4.743E+02
 7.362E-01, 4.885E+02
 8.492E-01, 5.019E+02
 9.621E-01, 5.099E+02
 1.075E+00, 5.110E+02
 1.188E+00, 5.070E+02
 1.301E+00, 5.008E+02
 1.414E+00, 4.921E+02
 1.527E+00, 4.779E+02
 1.640E+00, 4.581E+02
 1.753E+00, 4.357E+02
 1.866E+00, 4.110E+02
 1.979E+00, 3.836E+02
 2.092E+00, 3.530E+02
 2.205E+00, 3.212E+02
 2.318E+00, 2.867E+02
 2.431E+00, 2.523E+02
 2.543E+00, 2.189E+02
 2.656E+00, 1.889E+02
 2.769E+00, 1.607E+02
 2.882E+00, 1.350E+02
 2.995E+00, 1.126E+02
 3.108E+00, 9.352E+01
 3.221E+00, 7.670E+01
 3.334E+00, 6.217E+01
 3.447E+00, 5.011E+01
 3.560E+00, 4.021E+01
 3.673E+00, 3.216E+01
 3.786E+00, 2.562E+01
 3.899E+00, 2.036E+01
 4.012E+00, 1.622E+01
 4.125E+00, 1.287E+01
 4.238E+00, 1.019E+01
 4.351E+00, 7.980E+00
 4.464E+00, 6.236E+00
 4.577E+00, 4.847E+00
 4.690E+00, 3.778E+00
 4.803E+00, 2.952E+00
 4.915E+00, 2.317E+00
 5.028E+00, 1.826E+00
 5.141E+00, 1.439E+00
 5.254E+00, 1.134E+00
 5.367E+00, 8.944E-01
 5.480E+00, 7.063E-01
 5.593E+00, 5.583E-01
 5.706E+00, 4.416E-01
 5.819E+00, 3.497E-01
 5.932E+00, 2.758E-01
 6.045E+00, 2.177E-01
 6.158E+00, 1.716E-01
 6.271E+00, 1.353E-01
 6.384E+00, 1.069E-01
 6.497E+00, 8.454E-02
 6.610E+00, 6.683E-02
 6.723E+00, 5.291E-02
 6.836E+00, 4.170E-02
 6.949E+00, 3.304E-02
 7.062E+00, 2.628E-02
 7.175E+00, 2.080E-02
 7.288E+00, 1.645E-02
 7.400E+00, 1.306E-02
 7.513E+00, 1.039E-02
 7.626E+00, 8.337E-03
 7.739E+00, 6.657E-03
 7.852E+00, 5.349E-03
 7.965E+00, 4.278E-03
 8.078E+00, 3.426E-03
 8.191E+00, 2.734E-03
 8.304E+00, 2.186E-03
 8.417E+00, 1.787E-03
 8.530E+00, 1.066E-03
