m,kW/m
Height,HRRPUL
 2.391E+00, 6.185E+04
 7.127E+00, 6.975E+04
 1.186E+01, 6.970E+04
 1.660E+01, 6.822E+04
 2.134E+01, 5.776E+04
 2.607E+01, 4.858E+04
 3.081E+01, 4.336E+04
 3.554E+01, 3.988E+04
 4.028E+01, 3.617E+04
 4.502E+01, 3.188E+04
 4.975E+01, 2.684E+04
 5.449E+01, 2.158E+04
 5.923E+01, 1.649E+04
 6.396E+01, 1.215E+04
 6.870E+01, 8.830E+03
 7.343E+01, 6.407E+03
 7.817E+01, 4.648E+03
 8.291E+01, 3.381E+03
 8.764E+01, 2.458E+03
 9.238E+01, 1.801E+03
 9.712E+01, 1.320E+03
 1.019E+02, 9.708E+02
 1.066E+02, 7.067E+02
 1.113E+02, 5.188E+02
 1.161E+02, 3.804E+02
 1.208E+02, 2.813E+02
 1.255E+02, 2.066E+02
 1.303E+02, 1.532E+02
 1.350E+02, 1.126E+02
 1.397E+02, 8.349E+01
 1.445E+02, 6.134E+01
 1.492E+02, 4.554E+01
 1.540E+02, 3.353E+01
 1.587E+02, 2.493E+01
 1.634E+02, 1.842E+01
 1.682E+02, 1.372E+01
 1.729E+02, 1.025E+01
 1.776E+02, 5.934E+00
