s,kW,kW,kW,kW,kW,kW,kW,kW,kW,kg/s,kg/s
Time,HRR,Q_RADI,Q_CONV,Q_COND,Q_DIFF,Q_PRES,Q_PART,Q_ENTH,Q_TOTAL,MLR_FUEL,MLR_TOTAL
 0.000E+00, 0.000E+00,-2.307E-15,-1.443E-18, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00,-2.308E-15, 0.000E+00, 0.000E+00
 5.003E+00, 6.584E+02,-1.776E+02,-2.529E+02,-7.088E+00,-4.224E-02, 0.000E+00, 0.000E+00, 2.175E+02, 2.207E+02, 1.713E-02, 1.713E-02
 1.000E+01, 9.230E+02,-2.427E+02,-6.592E+02,-8.911E+00,-4.857E-02, 0.000E+00, 0.000E+00, 1.256E+01, 1.219E+01, 1.980E-02, 1.980E-02
 1.501E+01, 9.076E+02,-2.394E+02,-6.598E+02,-9.164E+00,-4.886E-02, 0.000E+00, 0.000E+00,-5.200E-01,-8.179E-01, 1.980E-02, 1.980E-02
 2.000E+01, 9.089E+02,-2.389E+02,-6.625E+02,-8.684E+00,-4.890E-02, 0.000E+00, 0.000E+00,-1.460E+00,-1.209E+00, 1.980E-02, 1.980E-02
 2.500E+01, 9.056E+02,-2.373E+02,-6.636E+02,-8.802E+00,-4.861E-02, 0.000E+00, 0.000E+00,-4.205E+00,-4.204E+00, 1.980E-02, 1.980E-02
 3.000E+01, 9.019E+02,-2.372E+02,-6.729E+02,-9.290E+00,-4.862E-02, 0.000E+00, 0.000E+00,-1.743E+01,-1.760E+01, 1.980E-02, 1.980E-02
 3.500E+01, 9.141E+02,-2.402E+02,-6.678E+02,-8.801E+00,-4.883E-02, 0.000E+00, 0.000E+00,-2.871E+00,-2.819E+00, 1.980E-02, 1.980E-02
 4.000E+01, 9.127E+02,-2.395E+02,-6.388E+02,-9.050E+00,-4.875E-02, 0.000E+00, 0.000E+00, 2.563E+01, 2.527E+01, 1.980E-02, 1.980E-02
 4.501E+01, 9.185E+02,-2.420E+02,-6.689E+02,-9.146E+00,-4.880E-02, 0.000E+00, 0.000E+00,-1.673E+00,-1.574E+00, 1.980E-02, 1.980E-02
