m,kW/m
Height,HRRPUL
 2.382E-01, 8.049E+03
 7.086E-01, 8.617E+03
 1.179E+00, 9.514E+03
 1.649E+00, 9.327E+03
 2.120E+00, 8.810E+03
 2.590E+00, 8.415E+03
 3.060E+00, 8.218E+03
 3.531E+00, 8.133E+03
 4.001E+00, 8.124E+03
 4.472E+00, 8.120E+03
 4.942E+00, 8.131E+03
 5.412E+00, 8.151E+03
 5.883E+00, 8.181E+03
 6.353E+00, 8.211E+03
 6.823E+00, 8.267E+03
 7.294E+00, 8.351E+03
 7.764E+00, 8.434E+03
 8.235E+00, 8.504E+03
 8.705E+00, 8.620E+03
 9.175E+00, 8.754E+03
 9.646E+00, 8.878E+03
 1.012E+01, 9.023E+03
 1.059E+01, 9.201E+03
 1.106E+01, 9.395E+03
 1.153E+01, 9.615E+03
 1.200E+01, 9.855E+03
 1.247E+01, 1.007E+04
 1.294E+01, 1.027E+04
 1.341E+01, 1.050E+04
 1.388E+01, 1.073E+04
 1.435E+01, 1.093E+04
 1.482E+01, 1.111E+04
 1.529E+01, 1.126E+04
 1.576E+01, 1.141E+04
 1.623E+01, 1.151E+04
 1.670E+01, 1.157E+04
 1.717E+01, 1.160E+04
 1.764E+01, 1.159E+04
 1.811E+01, 1.157E+04
 1.858E+01, 1.151E+04
 1.905E+01, 1.144E+04
 1.952E+01, 1.131E+04
 1.999E+01, 1.118E+04
 2.046E+01, 1.103E+04
 2.093E+01, 1.087E+04
 2.141E+01, 1.068E+04
 2.188E+01, 1.044E+04
 2.235E+01, 1.017E+04
 2.282E+01, 9.898E+03
 2.329E+01, 9.609E+03
 2.376E+01, 9.325E+03
 2.423E+01, 9.033E+03
 2.470E+01, 8.716E+03
 2.517E+01, 8.404E+03
 2.564E+01, 8.057E+03
 2.611E+01, 7.700E+03
 2.658E+01, 7.331E+03
 2.705E+01, 6.953E+03
 2.752E+01, 6.577E+03
 2.799E+01, 6.195E+03
 2.846E+01, 5.829E+03
 2.893E+01, 5.473E+03
 2.940E+01, 5.123E+03
 2.987E+01, 4.791E+03
 3.034E+01, 4.473E+03
 3.081E+01, 4.162E+03
 3.128E+01, 3.865E+03
 3.175E+01, 3.564E+03
 3.222E+01, 3.277E+03
 3.269E+01, 3.013E+03
 3.316E+01, 2.758E+03
 3.363E+01, 2.512E+03
 3.411E+01, 2.289E+03
 3.458E+01, 2.087E+03
 3.505E+01, 1.909E+03
 3.552E+01, 1.739E+03
 3.599E+01, 1.569E+03
 3.646E+01, 1.410E+03
 3.693E+01, 1.263E+03
 3.740E+01, 1.124E+03
 3.787E+01, 9.980E+02
 3.834E+01, 8.820E+02
 3.881E+01, 7.787E+02
 3.928E+01, 6.856E+02
 3.975E+01, 5.995E+02
 4.022E+01, 5.260E+02
 4.069E+01, 4.588E+02
 4.116E+01, 3.980E+02
 4.163E+01, 3.450E+02
 4.210E+01, 2.981E+02
 4.257E+01, 2.567E+02
 4.304E+01, 2.208E+02
 4.351E+01, 1.896E+02
 4.398E+01, 1.641E+02
 4.445E+01, 1.411E+02
 4.492E+01, 1.211E+02
 4.539E+01, 1.027E+02
 4.586E+01, 8.703E+01
 4.634E+01, 7.370E+01
 4.681E+01, 6.264E+01
 4.728E+01, 5.278E+01
 4.775E+01, 4.413E+01
 4.822E+01, 3.711E+01
 4.869E+01, 3.120E+01
 4.916E+01, 2.625E+01
 4.963E+01, 2.216E+01
 5.010E+01, 1.879E+01
 5.057E+01, 1.585E+01
 5.104E+01, 1.332E+01
 5.151E+01, 1.116E+01
 5.198E+01, 9.425E+00
 5.245E+01, 7.982E+00
 5.292E+01, 6.694E+00
 5.339E+01, 5.609E+00
 5.386E+01, 4.705E+00
 5.433E+01, 3.952E+00
 5.480E+01, 3.321E+00
 5.527E+01, 2.800E+00
 5.574E+01, 2.360E+00
 5.621E+01, 1.988E+00
 5.668E+01, 1.668E+00
 5.715E+01, 1.406E+00
 5.762E+01, 1.189E+00
 5.809E+01, 1.003E+00
 5.856E+01, 8.449E-01
 5.904E+01, 7.124E-01
 5.951E+01, 6.014E-01
 5.998E+01, 5.061E-01
 6.045E+01, 4.273E-01
 6.092E+01, 3.589E-01
 6.139E+01, 3.021E-01
 6.186E+01, 2.560E-01
 6.233E+01, 2.186E-01
 6.280E+01, 1.860E-01
 6.327E+01, 1.569E-01
 6.374E+01, 1.326E-01
 6.421E+01, 1.125E-01
 6.468E+01, 9.490E-02
 6.515E+01, 8.049E-02
 6.562E+01, 6.833E-02
 6.609E+01, 5.775E-02
 6.656E+01, 4.886E-02
 6.703E+01, 4.128E-02
 6.750E+01, 3.490E-02
 6.797E+01, 2.954E-02
 6.844E+01, 2.507E-02
 6.891E+01, 2.119E-02
 6.938E+01, 1.791E-02
 6.985E+01, 1.501E-02
 7.032E+01, 1.263E-02
 7.079E+01, 1.085E-02
 7.127E+01, 6.481E-03
