m,kW/m
Height,HRRPUL
 5.690E-02, 1.622E+03
 1.756E-01, 2.965E+02
 2.944E-01, 1.366E+02
 4.131E-01, 1.004E+02
 5.319E-01, 8.440E+01
 6.506E-01, 6.991E+01
 7.694E-01, 5.639E+01
 8.881E-01, 4.397E+01
 1.007E+00, 3.346E+01
 1.126E+00, 2.523E+01
 1.244E+00, 1.894E+01
 1.363E+00, 1.419E+01
 1.482E+00, 1.058E+01
 1.601E+00, 7.928E+00
 1.719E+00, 5.942E+00
 1.838E+00, 4.455E+00
 1.957E+00, 3.324E+00
 2.076E+00, 2.482E+00
 2.194E+00, 1.855E+00
 2.313E+00, 1.386E+00
 2.432E+00, 1.033E+00
 2.551E+00, 7.736E-01
 2.669E+00, 5.787E-01
 2.788E+00, 4.334E-01
 2.907E+00, 3.244E-01
 3.026E+00, 2.428E-01
 3.144E+00, 1.811E-01
 3.263E+00, 1.357E-01
 3.382E+00, 1.020E-01
 3.501E+00, 7.718E-02
 3.619E+00, 5.817E-02
 3.738E+00, 4.404E-02
 3.857E+00, 3.324E-02
 3.976E+00, 2.537E-02
 4.094E+00, 1.929E-02
 4.213E+00, 1.477E-02
 4.332E+00, 1.125E-02
 4.451E+00, 6.759E-03
