m,kW/m
Height,HRRPUL
 2.734E-01, 4.341E+03
 8.141E-01, 4.350E+03
 1.355E+00, 4.393E+03
 1.896E+00, 4.402E+03
 2.436E+00, 4.455E+03
 2.977E+00, 4.607E+03
 3.518E+00, 4.723E+03
 4.059E+00, 4.766E+03
 4.599E+00, 4.797E+03
 5.140E+00, 4.815E+03
 5.681E+00, 4.837E+03
 6.222E+00, 4.858E+03
 6.762E+00, 4.859E+03
 7.303E+00, 4.816E+03
 7.844E+00, 4.756E+03
 8.385E+00, 4.713E+03
 8.925E+00, 4.660E+03
 9.466E+00, 4.587E+03
 1.001E+01, 4.501E+03
 1.055E+01, 4.410E+03
 1.109E+01, 4.302E+03
 1.163E+01, 4.163E+03
 1.217E+01, 3.998E+03
 1.271E+01, 3.829E+03
 1.325E+01, 3.637E+03
 1.379E+01, 3.414E+03
 1.433E+01, 3.170E+03
 1.487E+01, 2.907E+03
 1.541E+01, 2.605E+03
 1.596E+01, 2.293E+03
 1.650E+01, 1.978E+03
 1.704E+01, 1.692E+03
 1.758E+01, 1.434E+03
 1.812E+01, 1.195E+03
 1.866E+01, 9.822E+02
 1.920E+01, 8.008E+02
 1.974E+01, 6.462E+02
 2.028E+01, 5.180E+02
 2.082E+01, 4.132E+02
 2.136E+01, 3.275E+02
 2.190E+01, 2.585E+02
 2.244E+01, 2.038E+02
 2.298E+01, 1.608E+02
 2.353E+01, 1.269E+02
 2.407E+01, 9.983E+01
 2.461E+01, 7.881E+01
 2.515E+01, 6.215E+01
 2.569E+01, 4.904E+01
 2.623E+01, 3.861E+01
 2.677E+01, 3.041E+01
 2.731E+01, 2.389E+01
 2.785E+01, 1.880E+01
 2.839E+01, 1.480E+01
 2.893E+01, 1.167E+01
 2.947E+01, 9.215E+00
 3.001E+01, 7.299E+00
 3.056E+01, 5.783E+00
 3.110E+01, 4.587E+00
 3.164E+01, 3.654E+00
 3.218E+01, 2.911E+00
 3.272E+01, 2.315E+00
 3.326E+01, 1.846E+00
 3.380E+01, 1.474E+00
 3.434E+01, 1.179E+00
 3.488E+01, 9.405E-01
 3.542E+01, 7.532E-01
 3.596E+01, 6.019E-01
 3.650E+01, 4.834E-01
 3.704E+01, 3.863E-01
 3.759E+01, 3.092E-01
 3.813E+01, 2.476E-01
 3.867E+01, 1.988E-01
 3.921E+01, 1.591E-01
 3.975E+01, 1.271E-01
 4.029E+01, 1.033E-01
 4.083E+01, 6.142E-02
