m,kW/m
Height,HRRPUL
 7.156E-01, 1.058E+04
 2.142E+00, 1.170E+04
 3.568E+00, 1.198E+04
 4.994E+00, 1.145E+04
 6.421E+00, 1.004E+04
 7.847E+00, 8.708E+03
 9.273E+00, 7.760E+03
 1.070E+01, 6.896E+03
 1.213E+01, 5.949E+03
 1.355E+01, 4.967E+03
 1.498E+01, 3.996E+03
 1.640E+01, 3.079E+03
 1.783E+01, 2.286E+03
 1.926E+01, 1.679E+03
 2.068E+01, 1.228E+03
 2.211E+01, 9.036E+02
 2.354E+01, 6.609E+02
 2.496E+01, 4.835E+02
 2.639E+01, 3.536E+02
 2.781E+01, 2.603E+02
 2.924E+01, 1.923E+02
 3.067E+01, 1.432E+02
 3.209E+01, 1.064E+02
 3.352E+01, 7.929E+01
 3.495E+01, 5.879E+01
 3.637E+01, 4.363E+01
 3.780E+01, 3.240E+01
 3.922E+01, 2.426E+01
 4.065E+01, 1.818E+01
 4.208E+01, 1.361E+01
 4.350E+01, 1.016E+01
 4.493E+01, 7.631E+00
 4.636E+01, 5.719E+00
 4.778E+01, 4.318E+00
 4.921E+01, 3.224E+00
 5.063E+01, 2.436E+00
 5.206E+01, 1.856E+00
 5.349E+01, 1.101E+00
