m,kW/m
Height,HRRPUL
 6.938E-02, 3.243E+03
 2.181E-01, 1.364E+03
 3.669E-01, 9.379E+02
 5.156E-01, 8.438E+02
 6.644E-01, 8.398E+02
 8.131E-01, 8.544E+02
 9.619E-01, 8.611E+02
 1.111E+00, 8.571E+02
 1.259E+00, 8.476E+02
 1.408E+00, 8.287E+02
 1.557E+00, 8.070E+02
 1.706E+00, 7.810E+02
 1.854E+00, 7.545E+02
 2.003E+00, 7.202E+02
 2.152E+00, 6.804E+02
 2.301E+00, 6.404E+02
 2.449E+00, 5.939E+02
 2.598E+00, 5.437E+02
 2.747E+00, 4.922E+02
 2.896E+00, 4.421E+02
 3.044E+00, 3.905E+02
 3.193E+00, 3.381E+02
 3.342E+00, 2.884E+02
 3.491E+00, 2.443E+02
 3.639E+00, 2.049E+02
 3.788E+00, 1.686E+02
 3.937E+00, 1.388E+02
 4.086E+00, 1.146E+02
 4.234E+00, 9.368E+01
 4.383E+00, 7.573E+01
 4.532E+00, 6.109E+01
 4.681E+00, 4.930E+01
 4.829E+00, 3.953E+01
 4.978E+00, 3.159E+01
 5.127E+00, 2.523E+01
 5.276E+00, 1.989E+01
 5.424E+00, 1.580E+01
 5.573E+00, 1.267E+01
 5.722E+00, 1.004E+01
 5.871E+00, 8.073E+00
 6.019E+00, 6.469E+00
 6.168E+00, 5.192E+00
 6.317E+00, 4.158E+00
 6.466E+00, 3.296E+00
 6.614E+00, 2.612E+00
 6.763E+00, 2.078E+00
 6.912E+00, 1.665E+00
 7.061E+00, 1.322E+00
 7.209E+00, 1.057E+00
 7.358E+00, 8.468E-01
 7.507E+00, 6.810E-01
 7.656E+00, 5.456E-01
 7.804E+00, 4.387E-01
 7.953E+00, 3.479E-01
 8.102E+00, 2.753E-01
 8.251E+00, 2.182E-01
 8.399E+00, 1.734E-01
 8.548E+00, 1.381E-01
 8.697E+00, 1.098E-01
 8.846E+00, 8.768E-02
 8.994E+00, 6.972E-02
 9.143E+00, 5.544E-02
 9.292E+00, 4.393E-02
 9.441E+00, 3.513E-02
 9.589E+00, 2.788E-02
 9.738E+00, 2.221E-02
 9.887E+00, 1.764E-02
 1.004E+01, 1.416E-02
 1.018E+01, 1.125E-02
 1.033E+01, 8.944E-03
 1.048E+01, 7.098E-03
 1.063E+01, 5.692E-03
 1.078E+01, 4.568E-03
 1.093E+01, 3.637E-03
 1.108E+01, 2.962E-03
 1.123E+01, 1.772E-03
