m,kW/m
Height,HRRPUL
 3.438E+00, 1.097E+05
 1.025E+01, 1.241E+05
 1.707E+01, 1.261E+05
 2.388E+01, 1.210E+05
 3.070E+01, 1.037E+05
 3.751E+01, 8.856E+04
 4.433E+01, 7.840E+04
 5.114E+01, 7.015E+04
 5.796E+01, 6.174E+04
 6.477E+01, 5.281E+04
 7.159E+01, 4.335E+04
 7.840E+01, 3.371E+04
 8.522E+01, 2.498E+04
 9.203E+01, 1.818E+04
 9.885E+01, 1.312E+04
 1.057E+02, 9.481E+03
 1.125E+02, 6.835E+03
 1.193E+02, 4.943E+03
 1.261E+02, 3.572E+03
 1.329E+02, 2.590E+03
 1.397E+02, 1.873E+03
 1.466E+02, 1.358E+03
 1.534E+02, 9.849E+02
 1.602E+02, 7.187E+02
 1.670E+02, 5.251E+02
 1.738E+02, 3.853E+02
 1.806E+02, 2.809E+02
 1.874E+02, 2.064E+02
 1.943E+02, 1.513E+02
 2.011E+02, 1.113E+02
 2.079E+02, 8.186E+01
 2.147E+02, 6.064E+01
 2.215E+02, 4.444E+01
 2.283E+02, 3.300E+01
 2.351E+02, 2.443E+01
 2.420E+02, 1.816E+01
 2.488E+02, 1.362E+01
 2.556E+02, 7.835E+00
