m,kW/m
Height,HRRPUL
 4.500E+00, 1.613E+05
 1.350E+01, 1.849E+05
 2.250E+01, 1.835E+05
 3.150E+01, 1.822E+05
 4.050E+01, 1.609E+05
 4.950E+01, 1.407E+05
 5.850E+01, 1.269E+05
 6.750E+01, 1.131E+05
 7.650E+01, 9.907E+04
 8.550E+01, 8.342E+04
 9.450E+01, 6.574E+04
 1.035E+02, 4.879E+04
 1.125E+02, 3.508E+04
 1.215E+02, 2.499E+04
 1.305E+02, 1.778E+04
 1.395E+02, 1.268E+04
 1.485E+02, 9.066E+03
 1.575E+02, 6.504E+03
 1.665E+02, 4.653E+03
 1.755E+02, 3.356E+03
 1.845E+02, 2.416E+03
 1.935E+02, 1.744E+03
 2.025E+02, 1.253E+03
 2.115E+02, 9.087E+02
 2.205E+02, 6.542E+02
 2.295E+02, 4.764E+02
 2.385E+02, 3.447E+02
 2.475E+02, 2.518E+02
 2.565E+02, 1.834E+02
 2.655E+02, 1.350E+02
 2.745E+02, 9.838E+01
 2.835E+02, 7.238E+01
 2.925E+02, 5.296E+01
 3.015E+02, 3.909E+01
 3.105E+02, 2.866E+01
 3.195E+02, 2.119E+01
 3.285E+02, 1.578E+01
 3.375E+02, 8.997E+00
