m,kW/m
Height,HRRPUL
 1.052E-01, 3.092E+03
 3.198E-01, 2.336E+03
 5.343E-01, 1.852E+03
 7.488E-01, 1.642E+03
 9.633E-01, 1.567E+03
 1.178E+00, 1.525E+03
 1.392E+00, 1.501E+03
 1.607E+00, 1.482E+03
 1.821E+00, 1.454E+03
 2.036E+00, 1.423E+03
 2.250E+00, 1.389E+03
 2.465E+00, 1.345E+03
 2.679E+00, 1.300E+03
 2.894E+00, 1.254E+03
 3.108E+00, 1.206E+03
 3.323E+00, 1.155E+03
 3.537E+00, 1.101E+03
 3.752E+00, 1.040E+03
 3.966E+00, 9.724E+02
 4.181E+00, 9.001E+02
 4.395E+00, 8.257E+02
 4.610E+00, 7.454E+02
 4.824E+00, 6.571E+02
 5.039E+00, 5.711E+02
 5.253E+00, 4.901E+02
 5.468E+00, 4.164E+02
 5.682E+00, 3.492E+02
 5.897E+00, 2.903E+02
 6.111E+00, 2.399E+02
 6.326E+00, 1.979E+02
 6.540E+00, 1.608E+02
 6.755E+00, 1.299E+02
 6.969E+00, 1.048E+02
 7.184E+00, 8.461E+01
 7.398E+00, 6.806E+01
 7.613E+00, 5.433E+01
 7.827E+00, 4.319E+01
 8.042E+00, 3.450E+01
 8.256E+00, 2.741E+01
 8.471E+00, 2.169E+01
 8.685E+00, 1.706E+01
 8.900E+00, 1.350E+01
 9.114E+00, 1.071E+01
 9.329E+00, 8.472E+00
 9.543E+00, 6.718E+00
 9.758E+00, 5.351E+00
 9.972E+00, 4.246E+00
 1.019E+01, 3.345E+00
 1.040E+01, 2.626E+00
 1.062E+01, 2.068E+00
 1.083E+01, 1.634E+00
 1.104E+01, 1.295E+00
 1.126E+01, 1.027E+00
 1.147E+01, 8.143E-01
 1.169E+01, 6.441E-01
 1.190E+01, 5.103E-01
 1.212E+01, 4.028E-01
 1.233E+01, 3.182E-01
 1.255E+01, 2.499E-01
 1.276E+01, 1.968E-01
 1.298E+01, 1.553E-01
 1.319E+01, 1.238E-01
 1.340E+01, 9.875E-02
 1.362E+01, 7.904E-02
 1.383E+01, 6.329E-02
 1.405E+01, 5.098E-02
 1.426E+01, 4.126E-02
 1.448E+01, 3.333E-02
 1.469E+01, 2.685E-02
 1.491E+01, 2.167E-02
 1.512E+01, 1.756E-02
 1.533E+01, 1.421E-02
 1.555E+01, 1.147E-02
 1.576E+01, 9.219E-03
 1.598E+01, 7.574E-03
 1.619E+01, 4.563E-03
