s,kW,kW,kW,kW,kW,kW,kW,kW,kW,kg/s,kg/s
Time,HRR,Q_RADI,Q_CONV,Q_COND,Q_DIFF,Q_PRES,Q_PART,Q_ENTH,Q_TOTAL,MLR_FUEL,MLR_TOTAL
 0.000E+00, 0.000E+00,-1.481E-16, 3.442E-18, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00,-1.446E-16, 0.000E+00, 0.000E+00
 5.005E+00, 6.438E+02,-1.826E+02,-2.502E+02,-6.407E+00,-4.086E-02, 0.000E+00, 0.000E+00, 1.993E+02, 2.046E+02, 1.432E-02, 1.432E-02
 1.000E+01, 7.542E+02,-1.986E+02,-5.368E+02,-9.151E+00,-4.766E-02, 0.000E+00, 0.000E+00, 1.007E+01, 9.712E+00, 1.650E-02, 1.650E-02
 1.500E+01, 7.488E+02,-1.948E+02,-5.281E+02,-9.449E+00,-4.766E-02, 0.000E+00, 0.000E+00, 1.665E+01, 1.639E+01, 1.650E-02, 1.650E-02
 2.000E+01, 7.560E+02,-1.979E+02,-5.685E+02,-9.983E+00,-4.777E-02, 0.000E+00, 0.000E+00,-1.941E+01,-2.042E+01, 1.650E-02, 1.650E-02
 2.501E+01, 7.541E+02,-1.971E+02,-5.385E+02,-8.896E+00,-4.767E-02, 0.000E+00, 0.000E+00, 9.764E+00, 9.533E+00, 1.650E-02, 1.650E-02
 3.000E+01, 7.532E+02,-1.968E+02,-5.473E+02,-9.854E+00,-4.762E-02, 0.000E+00, 0.000E+00,-8.374E-01,-7.686E-01, 1.650E-02, 1.650E-02
 3.501E+01, 7.574E+02,-1.977E+02,-5.542E+02,-9.236E+00,-4.755E-02, 0.000E+00, 0.000E+00,-3.256E+00,-3.729E+00, 1.650E-02, 1.650E-02
 4.000E+01, 7.544E+02,-1.970E+02,-5.480E+02,-9.263E+00,-4.746E-02, 0.000E+00, 0.000E+00,-5.504E-02, 2.434E-02, 1.650E-02, 1.650E-02
 4.500E+01, 7.549E+02,-1.980E+02,-5.550E+02,-1.004E+01,-4.768E-02, 0.000E+00, 0.000E+00,-7.488E+00,-8.118E+00, 1.650E-02, 1.650E-02
