s,kW/m2,kW/m2,kW/m2,kW/m2
 3.900E+01, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00
 4.100E+01, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00
 4.200E+01, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00
 4.400E+01, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00
 4.500E+01, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00
 4.700E+01, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00
 4.800E+01, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00
 5.000E+01, 0.000E+00, 0.000E+00, 0.000E+00, 7.175E+01
 5.100E+01, 0.000E+00, 0.000E+00, 0.000E+00, 7.501E+01
 5.300E+01, 0.000E+00, 0.000E+00, 0.000E+00, 7.812E+01
 5.400E+01, 0.000E+00, 0.000E+00, 0.000E+00, 8.116E+01
 5.600E+01, 0.000E+00, 0.000E+00, 0.000E+00, 8.376E+01
 5.700E+01, 0.000E+00, 0.000E+00, 0.000E+00, 8.576E+01
 5.900E+01, 0.000E+00, 0.000E+00, 0.000E+00, 8.708E+01
 6.000E+01, 0.000E+00, 0.000E+00, 0.000E+00, 8.780E+01
 6.200E+01, 0.000E+00, 0.000E+00, 0.000E+00, 8.792E+01
 6.300E+01, 0.000E+00, 0.000E+00, 0.000E+00, 8.785E+01
 6.500E+01, 0.000E+00, 0.000E+00, 0.000E+00, 8.777E+01
 6.600E+01, 0.000E+00, 0.000E+00, 0.000E+00, 8.763E+01
 6.800E+01, 0.000E+00, 0.000E+00, 0.000E+00, 8.741E+01
 6.900E+01, 0.000E+00, 0.000E+00, 0.000E+00, 8.710E+01
 7.100E+01, 0.000E+00, 0.000E+00, 0.000E+00, 8.671E+01
 7.200E+01, 0.000E+00, 0.000E+00, 0.000E+00, 8.622E+01
 7.400E+01, 0.000E+00, 0.000E+00, 0.000E+00, 8.571E+01
 7.500E+01, 0.000E+00, 0.000E+00, 0.000E+00, 8.519E+01
 7.700E+01, 0.000E+00, 0.000E+00, 0.000E+00, 8.469E+01
 7.800E+01, 0.000E+00, 0.000E+00, 0.000E+00, 8.421E+01
 8.000E+01, 0.000E+00, 0.000E+00, 0.000E+00, 8.379E+01
 8.100E+01, 0.000E+00, 0.000E+00, 0.000E+00, 8.338E+01
 8.300E+01, 0.000E+00, 0.000E+00, 0.000E+00, 8.302E+01
 8.400E+01, 0.000E+00, 0.000E+00, 0.000E+00, 8.267E+01
 8.600E+01, 0.000E+00, 0.000E+00, 0.000E+00, 8.232E+01
 8.700E+01, 0.000E+00, 0.000E+00, 0.000E+00, 8.201E+01
 8.900E+01, 0.000E+00, 0.000E+00, 0.000E+00, 8.190E+01
 9.000E+01, 0.000E+00, 0.000E+00, 0.000E+00, 8.197E+01
 9.200E+01, 0.000E+00, 0.000E+00, 0.000E+00, 8.229E+01
 9.300E+01, 0.000E+00, 0.000E+00, 0.000E+00, 8.280E+01
 9.500E+01, 0.000E+00, 0.000E+00, 2.585E+01, 8.349E+01
 9.600E+01, 0.000E+00, 0.000E+00, 5.305E+01, 8.420E+01
 9.800E+01, 0.000E+00, 0.000E+00, 5.484E+01, 8.492E+01
 9.900E+01, 0.000E+00, 0.000E+00, 5.653E+01, 8.569E+01
 1.010E+02, 0.000E+00, 0.000E+00, 5.825E+01, 8.654E+01
 1.020E+02, 0.000E+00, 0.000E+00, 5.991E+01, 8.746E+01
 1.040E+02, 0.000E+00, 0.000E+00, 6.140E+01, 8.847E+01
 1.050E+02, 0.000E+00, 0.000E+00, 6.263E+01, 8.954E+01
 1.070E+02, 0.000E+00, 0.000E+00, 6.361E+01, 9.063E+01
 1.080E+02, 0.000E+00, 0.000E+00, 6.433E+01, 9.172E+01
 1.100E+02, 0.000E+00, 0.000E+00, 6.474E+01, 9.284E+01
 1.110E+02, 0.000E+00, 0.000E+00, 6.492E+01, 9.398E+01
 1.130E+02, 0.000E+00, 0.000E+00, 6.490E+01, 9.516E+01
 1.140E+02, 0.000E+00, 0.000E+00, 6.485E+01, 9.636E+01
 1.160E+02, 0.000E+00, 0.000E+00, 6.481E+01, 9.761E+01
 1.170E+02, 0.000E+00, 0.000E+00, 6.476E+01, 9.886E+01
 1.190E+02, 0.000E+00, 0.000E+00, 6.468E+01, 1.001E+02
 1.200E+02, 0.000E+00, 0.000E+00, 6.456E+01, 1.014E+02
 1.220E+02, 0.000E+00, 0.000E+00, 6.441E+01, 1.028E+02
 1.230E+02, 0.000E+00, 0.000E+00, 6.422E+01, 1.043E+02
 1.250E+02, 0.000E+00, 0.000E+00, 6.401E+01, 1.058E+02
 1.260E+02, 0.000E+00, 0.000E+00, 6.375E+01, 1.075E+02
 1.280E+02, 0.000E+00, 0.000E+00, 6.347E+01, 1.092E+02
 1.290E+02, 0.000E+00, 0.000E+00, 6.319E+01, 1.109E+02
 1.310E+02, 0.000E+00, 0.000E+00, 6.291E+01, 1.127E+02
 1.320E+02, 0.000E+00, 0.000E+00, 6.263E+01, 1.144E+02
 1.340E+02, 0.000E+00, 0.000E+00, 6.238E+01, 1.161E+02
 1.350E+02, 0.000E+00, 0.000E+00, 6.212E+01, 1.179E+02
 1.370E+02, 0.000E+00, 0.000E+00, 6.189E+01, 1.196E+02
 1.380E+02, 0.000E+00, 0.000E+00, 6.166E+01, 1.214E+02
 1.400E+02, 0.000E+00, 0.000E+00, 6.146E+01, 1.232E+02
 1.410E+02, 0.000E+00, 0.000E+00, 6.126E+01, 1.249E+02
 1.430E+02, 0.000E+00, 0.000E+00, 6.107E+01, 1.267E+02
 1.440E+02, 0.000E+00, 0.000E+00, 6.088E+01, 1.286E+02
 1.460E+02, 0.000E+00, 0.000E+00, 6.070E+01, 1.304E+02
 1.470E+02, 0.000E+00, 0.000E+00, 6.054E+01, 1.324E+02
 1.490E+02, 0.000E+00, 0.000E+00, 6.049E+01, 1.343E+02
 1.500E+02, 0.000E+00, 0.000E+00, 6.050E+01, 1.363E+02
 1.520E+02, 0.000E+00, 0.000E+00, 6.062E+01, 1.383E+02
 1.530E+02, 0.000E+00, 0.000E+00, 6.081E+01, 1.402E+02
 1.550E+02, 0.000E+00, 0.000E+00, 6.110E+01, 1.422E+02
 1.560E+02, 0.000E+00, 0.000E+00, 6.146E+01, 1.441E+02
 1.580E+02, 0.000E+00, 0.000E+00, 6.185E+01, 1.461E+02
 1.590E+02, 0.000E+00, 0.000E+00, 6.224E+01, 1.480E+02
 1.610E+02, 0.000E+00, 0.000E+00, 6.263E+01, 1.500E+02
 1.620E+02, 0.000E+00, 0.000E+00, 6.303E+01, 1.519E+02
 1.640E+02, 0.000E+00, 0.000E+00, 6.348E+01, 1.538E+02
 1.650E+02, 0.000E+00, 0.000E+00, 6.394E+01, 1.558E+02
 1.670E+02, 0.000E+00, 0.000E+00, 6.445E+01, 1.577E+02
 1.680E+02, 0.000E+00, 0.000E+00, 6.498E+01, 1.597E+02
 1.700E+02, 0.000E+00, 0.000E+00, 6.555E+01, 1.617E+02
 1.710E+02, 0.000E+00, 0.000E+00, 6.614E+01, 1.636E+02
 1.730E+02, 0.000E+00, 0.000E+00, 6.673E+01, 1.656E+02
 1.740E+02, 0.000E+00, 0.000E+00, 6.733E+01, 1.675E+02
 1.760E+02, 0.000E+00, 0.000E+00, 6.793E+01, 1.690E+02
 1.770E+02, 0.000E+00, 0.000E+00, 6.853E+01, 1.702E+02
 1.790E+02, 0.000E+00, 0.000E+00, 6.915E+01, 1.711E+02
 1.800E+02, 0.000E+00, 0.000E+00, 6.979E+01, 1.717E+02
 1.820E+02, 0.000E+00, 0.000E+00, 7.044E+01, 1.722E+02
 1.830E+02, 0.000E+00, 0.000E+00, 7.109E+01, 1.726E+02
 1.850E+02, 0.000E+00, 0.000E+00, 7.177E+01, 1.728E+02
 1.860E+02, 0.000E+00, 0.000E+00, 7.245E+01, 1.726E+02
 1.880E+02, 0.000E+00, 0.000E+00, 7.314E+01, 1.716E+02
 1.890E+02, 0.000E+00, 0.000E+00, 7.382E+01, 1.701E+02
 1.910E+02, 0.000E+00, 0.000E+00, 7.452E+01, 1.680E+02
 1.920E+02, 0.000E+00, 0.000E+00, 7.524E+01, 1.654E+02
 1.940E+02, 0.000E+00, 0.000E+00, 7.601E+01, 1.628E+02
 1.950E+02, 0.000E+00, 0.000E+00, 7.681E+01, 1.602E+02
 1.970E+02, 0.000E+00, 0.000E+00, 7.765E+01, 1.578E+02
 1.980E+02, 0.000E+00, 0.000E+00, 7.853E+01, 1.554E+02
 2.000E+02, 0.000E+00, 0.000E+00, 7.945E+01, 1.532E+02
 2.010E+02, 0.000E+00, 0.000E+00, 8.039E+01, 1.510E+02
 2.030E+02, 0.000E+00, 0.000E+00, 8.133E+01, 1.490E+02
 2.040E+02, 0.000E+00, 0.000E+00, 8.226E+01, 1.469E+02
 2.060E+02, 0.000E+00, 0.000E+00, 8.321E+01, 1.449E+02
 2.070E+02, 0.000E+00, 0.000E+00, 8.415E+01, 1.427E+02
 2.090E+02, 0.000E+00, 0.000E+00, 8.509E+01, 1.403E+02
 2.100E+02, 0.000E+00, 0.000E+00, 8.604E+01, 1.377E+02
 2.120E+02, 0.000E+00, 0.000E+00, 8.699E+01, 1.349E+02
 2.130E+02, 0.000E+00, 0.000E+00, 8.795E+01, 1.319E+02
 2.150E+02, 0.000E+00, 0.000E+00, 8.891E+01, 1.289E+02
 2.160E+02, 0.000E+00, 0.000E+00, 8.986E+01, 1.258E+02
 2.180E+02, 0.000E+00, 0.000E+00, 9.083E+01, 1.228E+02
 2.190E+02, 0.000E+00, 0.000E+00, 9.179E+01, 1.199E+02
 2.210E+02, 0.000E+00, 0.000E+00, 9.276E+01, 1.172E+02
 2.220E+02, 0.000E+00, 0.000E+00, 9.374E+01, 1.145E+02
 2.240E+02, 0.000E+00, 4.070E+01, 9.475E+01, 1.120E+02
 2.250E+02, 0.000E+00, 4.190E+01, 9.577E+01, 1.095E+02
 2.270E+02, 0.000E+00, 4.300E+01, 9.681E+01, 1.071E+02
 2.280E+02, 0.000E+00, 4.404E+01, 9.787E+01, 1.046E+02
 2.300E+02, 0.000E+00, 4.517E+01, 9.894E+01, 1.023E+02
 2.310E+02, 0.000E+00, 4.623E+01, 1.000E+02, 1.002E+02
 2.330E+02, 0.000E+00, 4.731E+01, 1.011E+02, 9.818E+01
 2.340E+02, 0.000E+00, 4.824E+01, 1.022E+02, 9.629E+01
 2.360E+02, 0.000E+00, 4.907E+01, 1.032E+02, 9.449E+01
 2.370E+02, 0.000E+00, 4.974E+01, 1.043E+02, 9.269E+01
 2.390E+02, 0.000E+00, 5.024E+01, 1.054E+02, 9.090E+01
 2.400E+02, 0.000E+00, 5.063E+01, 1.064E+02, 8.915E+01
 2.420E+02, 0.000E+00, 5.088E+01, 1.075E+02, 8.745E+01
 2.430E+02, 0.000E+00, 5.101E+01, 1.086E+02, 8.580E+01
 2.450E+02, 0.000E+00, 5.102E+01, 1.096E+02, 8.420E+01
 2.460E+02, 0.000E+00, 5.100E+01, 1.107E+02, 8.263E+01
 2.480E+02, 0.000E+00, 5.097E+01, 1.118E+02, 8.106E+01
 2.490E+02, 0.000E+00, 5.094E+01, 1.128E+02, 7.951E+01
 2.510E+02, 0.000E+00, 5.092E+01, 1.139E+02, 7.806E+01
 2.520E+02, 0.000E+00, 5.088E+01, 1.150E+02, 7.670E+01
 2.540E+02, 0.000E+00, 5.082E+01, 1.160E+02, 7.546E+01
 2.550E+02, 0.000E+00, 5.075E+01, 1.171E+02, 7.432E+01
 2.570E+02, 0.000E+00, 5.066E+01, 1.182E+02, 7.328E+01
 2.580E+02, 0.000E+00, 5.055E+01, 1.193E+02, 7.225E+01
 2.600E+02, 0.000E+00, 5.042E+01, 1.203E+02, 7.122E+01
 2.610E+02, 0.000E+00, 5.028E+01, 1.214E+02, 7.021E+01
 2.630E+02, 0.000E+00, 5.012E+01, 1.225E+02, 6.923E+01
 2.640E+02, 0.000E+00, 4.994E+01, 1.235E+02, 6.827E+01
 2.660E+02, 0.000E+00, 4.977E+01, 1.244E+02, 6.734E+01
 2.670E+02, 0.000E+00, 4.959E+01, 1.252E+02, 6.644E+01
 2.690E+02, 0.000E+00, 4.942E+01, 1.259E+02, 6.554E+01
 2.700E+02, 0.000E+00, 4.925E+01, 1.264E+02, 6.464E+01
 2.720E+02, 0.000E+00, 4.908E+01, 1.268E+02, 6.377E+01
 2.730E+02, 0.000E+00, 4.892E+01, 1.271E+02, 6.294E+01
 2.750E+02, 0.000E+00, 4.877E+01, 1.273E+02, 6.216E+01
 2.760E+02, 0.000E+00, 4.863E+01, 1.275E+02, 6.142E+01
 2.780E+02, 0.000E+00, 4.849E+01, 1.277E+02, 6.072E+01
 2.790E+02, 0.000E+00, 4.836E+01, 1.278E+02, 6.004E+01
 2.810E+02, 0.000E+00, 4.823E+01, 1.276E+02, 5.935E+01
 2.820E+02, 0.000E+00, 4.811E+01, 1.272E+02, 5.868E+01
 2.840E+02, 0.000E+00, 4.800E+01, 1.265E+02, 5.805E+01
 2.850E+02, 0.000E+00, 4.788E+01, 1.256E+02, 5.744E+01
 2.870E+02, 0.000E+00, 4.776E+01, 1.244E+02, 5.688E+01
 2.880E+02, 0.000E+00, 4.764E+01, 1.231E+02, 5.634E+01
 2.900E+02, 0.000E+00, 4.756E+01, 1.216E+02, 5.582E+01
 2.910E+02, 0.000E+00, 4.752E+01, 1.202E+02, 5.531E+01
 2.930E+02, 0.000E+00, 4.753E+01, 1.188E+02, 5.481E+01
 2.940E+02, 0.000E+00, 4.757E+01, 1.174E+02, 5.434E+01
 2.960E+02, 0.000E+00, 4.766E+01, 1.161E+02, 5.393E+01
 2.970E+02, 0.000E+00, 4.778E+01, 1.148E+02, 5.356E+01
 2.990E+02, 0.000E+00, 4.795E+01, 1.136E+02, 5.324E+01
 3.000E+02, 0.000E+00, 4.816E+01, 1.124E+02, 5.295E+01
 3.020E+02, 0.000E+00, 4.840E+01, 1.113E+02, 5.267E+01
 3.030E+02, 0.000E+00, 4.864E+01, 1.102E+02, 5.238E+01
 3.050E+02, 0.000E+00, 4.888E+01, 1.091E+02, 5.208E+01
 3.060E+02, 0.000E+00, 4.911E+01, 1.079E+02, 5.178E+01
 3.080E+02, 0.000E+00, 4.936E+01, 1.068E+02, 5.147E+01
 3.090E+02, 0.000E+00, 4.962E+01, 1.056E+02, 5.115E+01
 3.110E+02, 0.000E+00, 4.990E+01, 1.043E+02, 5.083E+01
 3.120E+02, 0.000E+00, 5.019E+01, 1.030E+02, 5.051E+01
 3.140E+02, 0.000E+00, 5.049E+01, 1.015E+02, 5.018E+01
 3.150E+02, 0.000E+00, 5.081E+01, 9.994E+01, 4.986E+01
 3.170E+02, 0.000E+00, 5.115E+01, 9.831E+01, 4.955E+01
 3.180E+02, 0.000E+00, 5.150E+01, 9.664E+01, 4.925E+01
 3.200E+02, 0.000E+00, 5.187E+01, 9.497E+01, 4.896E+01
 3.210E+02, 0.000E+00, 5.223E+01, 9.330E+01, 4.867E+01
 3.230E+02, 0.000E+00, 5.260E+01, 9.166E+01, 4.839E+01
 3.240E+02, 0.000E+00, 5.297E+01, 9.006E+01, 4.810E+01
 3.260E+02, 0.000E+00, 5.333E+01, 8.850E+01, 4.784E+01
 3.270E+02, 0.000E+00, 5.371E+01, 8.698E+01, 4.759E+01
 3.290E+02, 0.000E+00, 5.409E+01, 8.553E+01, 4.738E+01
 3.300E+02, 0.000E+00, 5.447E+01, 8.411E+01, 4.719E+01
 3.320E+02, 0.000E+00, 5.487E+01, 8.274E+01, 4.703E+01
 3.330E+02, 0.000E+00, 5.526E+01, 8.138E+01, 4.688E+01
 3.350E+02, 0.000E+00, 5.567E+01, 8.002E+01, 4.672E+01
 3.360E+02, 0.000E+00, 5.609E+01, 7.867E+01, 4.656E+01
 3.380E+02, 0.000E+00, 5.650E+01, 7.735E+01, 4.638E+01
 3.390E+02, 0.000E+00, 5.693E+01, 7.609E+01, 4.618E+01
 3.410E+02, 0.000E+00, 5.735E+01, 7.489E+01, 4.596E+01
 3.420E+02, 0.000E+00, 5.777E+01, 7.373E+01, 4.572E+01
 3.440E+02, 0.000E+00, 5.819E+01, 7.265E+01, 4.547E+01
 3.450E+02, 0.000E+00, 5.862E+01, 7.161E+01, 4.522E+01
 3.470E+02, 0.000E+00, 5.908E+01, 7.062E+01, 4.499E+01
 3.480E+02, 0.000E+00, 5.954E+01, 6.963E+01, 4.479E+01
 3.500E+02, 0.000E+00, 6.003E+01, 6.864E+01, 4.463E+01
 3.510E+02, 0.000E+00, 6.054E+01, 6.766E+01, 4.451E+01
 3.530E+02, 0.000E+00, 6.106E+01, 6.669E+01, 4.443E+01
 3.540E+02, 0.000E+00, 6.160E+01, 6.574E+01, 4.437E+01
 3.560E+02, 0.000E+00, 6.217E+01, 6.482E+01, 4.431E+01
 3.570E+02, 0.000E+00, 6.274E+01, 6.391E+01, 4.425E+01
 3.590E+02, 0.000E+00, 6.332E+01, 6.302E+01, 4.415E+01
 3.600E+02, 0.000E+00, 6.390E+01, 6.215E+01, 4.401E+01
 3.620E+02, 0.000E+00, 6.448E+01, 6.129E+01, 4.383E+01
 3.630E+02, 0.000E+00, 6.506E+01, 6.043E+01, 4.362E+01
 3.650E+02, 0.000E+00, 6.564E+01, 5.957E+01, 4.338E+01
 3.660E+02, 0.000E+00, 6.622E+01, 5.873E+01, 4.313E+01
 3.680E+02, 0.000E+00, 6.680E+01, 5.793E+01, 4.288E+01
 3.690E+02, 0.000E+00, 6.739E+01, 5.717E+01, 4.267E+01
 3.710E+02, 0.000E+00, 6.798E+01, 5.646E+01, 4.250E+01
 3.720E+02, 0.000E+00, 6.856E+01, 5.579E+01, 4.238E+01
 3.740E+02, 0.000E+00, 6.915E+01, 5.516E+01, 4.229E+01
 3.750E+02, 0.000E+00, 6.975E+01, 5.457E+01, 4.225E+01
 3.770E+02, 0.000E+00, 7.034E+01, 5.401E+01, 4.221E+01
 3.780E+02, 0.000E+00, 7.093E+01, 5.344E+01, 4.217E+01
 3.800E+02, 0.000E+00, 7.152E+01, 5.288E+01, 4.212E+01
 3.810E+02, 0.000E+00, 7.211E+01, 5.232E+01, 4.206E+01
 3.830E+02, 0.000E+00, 7.271E+01, 5.178E+01, 4.198E+01
 3.840E+02, 0.000E+00, 7.332E+01, 5.124E+01, 4.188E+01
 3.860E+02, 0.000E+00, 7.393E+01, 5.071E+01, 4.177E+01
 3.870E+02, 0.000E+00, 7.456E+01, 5.020E+01, 4.166E+01
 3.890E+02, 0.000E+00, 7.519E+01, 4.969E+01, 4.154E+01
 3.900E+02, 0.000E+00, 7.583E+01, 4.920E+01, 4.143E+01
 3.920E+02, 0.000E+00, 7.648E+01, 4.871E+01, 4.131E+01
 3.930E+02, 0.000E+00, 7.713E+01, 4.822E+01, 4.120E+01
 3.950E+02, 0.000E+00, 7.780E+01, 4.773E+01, 4.108E+01
 3.960E+02, 0.000E+00, 7.846E+01, 4.725E+01, 4.097E+01
 3.980E+02, 0.000E+00, 7.912E+01, 4.679E+01, 4.086E+01
 3.990E+02, 0.000E+00, 7.979E+01, 4.635E+01, 4.074E+01
 4.010E+02, 0.000E+00, 8.045E+01, 4.593E+01, 4.063E+01
 4.020E+02, 0.000E+00, 8.111E+01, 4.552E+01, 4.051E+01
 4.040E+02, 0.000E+00, 8.177E+01, 4.513E+01, 4.040E+01
 4.050E+02, 0.000E+00, 8.243E+01, 4.476E+01, 4.028E+01
 4.070E+02, 0.000E+00, 8.309E+01, 4.438E+01, 4.017E+01
 4.080E+02, 0.000E+00, 8.374E+01, 4.401E+01, 4.005E+01
 4.100E+02, 0.000E+00, 8.440E+01, 4.364E+01, 3.994E+01
 4.110E+02, 0.000E+00, 8.505E+01, 4.328E+01, 3.983E+01
 4.130E+02, 0.000E+00, 8.570E+01, 4.293E+01, 3.972E+01
 4.140E+02, 0.000E+00, 8.636E+01, 4.260E+01, 3.961E+01
 4.160E+02, 0.000E+00, 8.701E+01, 4.228E+01, 3.951E+01
 4.170E+02, 0.000E+00, 8.766E+01, 4.198E+01, 3.941E+01
 4.190E+02, 0.000E+00, 8.831E+01, 4.169E+01, 3.931E+01
 4.200E+02, 0.000E+00, 8.896E+01, 4.140E+01, 3.922E+01
 4.220E+02, 0.000E+00, 8.962E+01, 4.112E+01, 3.912E+01
 4.230E+02, 0.000E+00, 9.028E+01, 4.084E+01, 3.902E+01
 4.250E+02, 0.000E+00, 9.094E+01, 4.057E+01, 3.892E+01
 4.260E+02, 0.000E+00, 9.160E+01, 4.031E+01, 3.881E+01
 4.280E+02, 0.000E+00, 9.225E+01, 4.007E+01, 3.870E+01
 4.290E+02, 0.000E+00, 9.292E+01, 3.985E+01, 3.858E+01
 4.310E+02, 0.000E+00, 9.358E+01, 3.965E+01, 3.847E+01
 4.320E+02, 0.000E+00, 9.424E+01, 3.947E+01, 3.836E+01
 4.340E+02, 0.000E+00, 9.491E+01, 3.931E+01, 3.825E+01
 4.350E+02, 0.000E+00, 9.556E+01, 3.915E+01, 3.816E+01
 4.370E+02, 0.000E+00, 9.623E+01, 3.899E+01, 3.807E+01
 4.380E+02, 0.000E+00, 9.687E+01, 3.884E+01, 3.800E+01
 4.400E+02, 0.000E+00, 9.744E+01, 3.868E+01, 3.794E+01
 4.410E+02, 0.000E+00, 9.796E+01, 3.852E+01, 3.789E+01
 4.430E+02, 0.000E+00, 9.840E+01, 3.835E+01, 3.783E+01
 4.440E+02, 0.000E+00, 9.879E+01, 3.818E+01, 3.777E+01
 4.460E+02, 0.000E+00, 9.912E+01, 3.801E+01, 3.772E+01
 4.470E+02, 0.000E+00, 9.939E+01, 3.784E+01, 3.768E+01
 4.490E+02, 0.000E+00, 9.959E+01, 3.766E+01, 3.763E+01
 4.500E+02, 0.000E+00, 9.975E+01, 3.748E+01, 3.759E+01
 4.520E+02, 0.000E+00, 9.989E+01, 3.730E+01, 3.755E+01
 4.530E+02, 0.000E+00, 1.000E+02, 3.712E+01, 3.752E+01
 4.550E+02, 0.000E+00, 1.002E+02, 3.695E+01, 3.747E+01
 4.560E+02, 0.000E+00, 1.003E+02, 3.678E+01, 3.741E+01
 4.580E+02, 0.000E+00, 1.003E+02, 3.661E+01, 3.734E+01
 4.590E+02, 0.000E+00, 1.002E+02, 3.645E+01, 3.725E+01
 4.610E+02, 0.000E+00, 9.998E+01, 3.628E+01, 3.714E+01
 4.620E+02, 0.000E+00, 9.964E+01, 3.613E+01, 3.702E+01
 4.640E+02, 0.000E+00, 9.917E+01, 3.597E+01, 3.691E+01
 4.650E+02, 0.000E+00, 9.859E+01, 3.581E+01, 3.680E+01
 4.670E+02, 0.000E+00, 9.788E+01, 3.566E+01, 3.672E+01
 4.680E+02, 0.000E+00, 9.706E+01, 3.550E+01, 3.666E+01
 4.700E+02, 0.000E+00, 9.619E+01, 3.536E+01, 3.664E+01
 4.710E+02, 0.000E+00, 9.531E+01, 3.523E+01, 3.664E+01
 4.730E+02, 5.657E+00, 9.444E+01, 3.511E+01, 3.666E+01
 4.740E+02, 0.000E+00, 9.357E+01, 3.500E+01, 3.668E+01
 4.760E+02, 1.724E+01, 9.271E+01, 3.490E+01, 3.669E+01
 4.770E+02, 3.233E+01, 9.187E+01, 3.481E+01, 3.670E+01
 4.790E+02, 3.403E+01, 9.106E+01, 3.473E+01, 3.668E+01
 4.800E+02, 3.489E+01, 9.026E+01, 3.464E+01, 3.665E+01
 4.820E+02, 3.569E+01, 8.950E+01, 3.456E+01, 3.661E+01
 4.830E+02, 3.641E+01, 8.875E+01, 3.447E+01, 3.656E+01
 4.850E+02, 3.724E+01, 8.803E+01, 3.438E+01, 3.650E+01
 4.860E+02, 3.797E+01, 8.733E+01, 3.427E+01, 3.644E+01
 4.880E+02, 3.876E+01, 8.665E+01, 3.416E+01, 3.638E+01
 4.890E+02, 3.941E+01, 8.597E+01, 3.404E+01, 3.631E+01
 4.910E+02, 3.994E+01, 8.528E+01, 3.391E+01, 3.623E+01
 4.920E+02, 4.040E+01, 8.460E+01, 3.378E+01, 3.614E+01
 4.940E+02, 4.078E+01, 8.391E+01, 3.364E+01, 3.605E+01
 4.950E+02, 4.110E+01, 8.317E+01, 3.351E+01, 3.595E+01
 4.970E+02, 4.135E+01, 8.241E+01, 3.338E+01, 3.586E+01
 4.980E+02, 4.154E+01, 8.159E+01, 3.325E+01, 3.576E+01
 5.000E+02, 4.165E+01, 8.074E+01, 3.315E+01, 3.567E+01
 5.010E+02, 4.170E+01, 7.985E+01, 3.305E+01, 3.557E+01
 5.030E+02, 4.169E+01, 7.891E+01, 3.298E+01, 3.548E+01
 5.040E+02, 4.168E+01, 7.794E+01, 3.292E+01, 3.538E+01
 5.060E+02, 4.166E+01, 7.693E+01, 3.288E+01, 3.529E+01
 5.070E+02, 4.164E+01, 7.590E+01, 3.284E+01, 3.519E+01
 5.090E+02, 4.163E+01, 7.488E+01, 3.281E+01, 3.510E+01
 5.100E+02, 4.161E+01, 7.384E+01, 3.278E+01, 3.501E+01
 5.120E+02, 4.158E+01, 7.282E+01, 3.275E+01, 3.492E+01
 5.130E+02, 4.154E+01, 7.181E+01, 3.270E+01, 3.484E+01
 5.150E+02, 4.149E+01, 7.083E+01, 3.264E+01, 3.476E+01
 5.160E+02, 4.143E+01, 6.987E+01, 3.256E+01, 3.469E+01
 5.180E+02, 4.137E+01, 6.892E+01, 3.247E+01, 3.461E+01
 5.190E+02, 4.129E+01, 6.800E+01, 3.236E+01, 3.454E+01
