s,C,kW/m2,C,kW/m2,C,kW/m2,C,kW/m2
 6.700E+02, 4.389E+02, 8.382E+00, 5.634E+02, 5.465E+01, 6.519E+02, 1.490E+01, 7.214E+02, 0.000E+00
 6.800E+02, 4.391E+02, 8.256E+00, 5.635E+02, 5.183E+01, 6.520E+02, 1.466E+01, 7.214E+02, 0.000E+00
 6.900E+02, 4.393E+02, 8.130E+00, 5.636E+02, 4.853E+01, 6.520E+02, 1.442E+01, 7.215E+02, 0.000E+00
 7.000E+02, 4.394E+02, 8.004E+00, 5.637E+02, 4.548E+01, 6.521E+02, 1.417E+01, 7.215E+02, 0.000E+00
 7.100E+02, 4.396E+02, 7.877E+00, 5.638E+02, 3.867E+01, 6.522E+02, 1.393E+01, 7.216E+02, 0.000E+00
 7.200E+02, 4.397E+02, 7.755E+00, 5.639E+02, 2.702E+01, 6.522E+02, 1.369E+01, 7.216E+02, 0.000E+00
 7.300E+02, 4.399E+02, 1.028E+01, 5.639E+02, 2.281E+01, 6.522E+02, 1.344E+01, 7.216E+02, 0.000E+00
 7.400E+02, 4.400E+02, 1.641E+01, 5.640E+02, 2.073E+01, 6.523E+02, 1.320E+01, 7.216E+02, 0.000E+00
 7.500E+02, 4.401E+02, 2.383E+01, 5.641E+02, 1.898E+01, 6.523E+02, 1.304E+01, 7.217E+02, 0.000E+00
 7.600E+02, 4.402E+02, 3.238E+01, 5.641E+02, 1.749E+01, 6.524E+02, 1.291E+01, 7.217E+02, 0.000E+00
 7.700E+02, 4.403E+02, 4.251E+01, 5.642E+02, 1.622E+01, 6.524E+02, 1.277E+01, 7.217E+02, 0.000E+00
 7.800E+02, 4.404E+02, 5.210E+01, 5.642E+02, 1.529E+01, 6.524E+02, 1.264E+01, 7.217E+02, 0.000E+00
 7.900E+02, 4.405E+02, 6.086E+01, 5.643E+02, 1.436E+01, 6.524E+02, 1.251E+01, 7.218E+02, 0.000E+00
 8.000E+02, 4.406E+02, 6.975E+01, 5.643E+02, 1.357E+01, 6.525E+02, 1.237E+01, 7.218E+02, 0.000E+00
 8.100E+02, 4.407E+02, 7.494E+01, 5.643E+02, 1.303E+01, 6.525E+02, 1.224E+01, 7.218E+02, 0.000E+00
 8.200E+02, 4.408E+02, 7.626E+01, 5.644E+02, 1.249E+01, 6.525E+02, 1.210E+01, 7.218E+02, 0.000E+00
 8.300E+02, 4.408E+02, 7.613E+01, 5.644E+02, 1.198E+01, 6.525E+02, 1.197E+01, 7.218E+02, 0.000E+00
 8.400E+02, 4.409E+02, 7.306E+01, 5.644E+02, 1.171E+01, 6.525E+02, 1.187E+01, 7.218E+02, 0.000E+00
 8.500E+02, 4.410E+02, 6.987E+01, 5.645E+02, 1.148E+01, 6.526E+02, 1.177E+01, 7.218E+02, 0.000E+00
 8.600E+02, 4.410E+02, 6.635E+01, 5.645E+02, 1.126E+01, 6.526E+02, 1.168E+01, 7.218E+02, 0.000E+00
 8.700E+02, 4.411E+02, 6.198E+01, 5.645E+02, 1.103E+01, 6.526E+02, 1.159E+01, 7.219E+02, 0.000E+00
 8.800E+02, 4.411E+02, 5.771E+01, 5.645E+02, 1.080E+01, 6.526E+02, 1.137E+01, 7.219E+02, 0.000E+00
 8.900E+02, 4.412E+02, 5.294E+01, 5.645E+02, 1.058E+01, 6.526E+02, 1.018E+01, 7.219E+02, 0.000E+00
 9.000E+02, 4.412E+02, 4.851E+01, 5.646E+02, 1.036E+01, 6.526E+02, 8.775E+00, 7.219E+02, 0.000E+00
 9.100E+02, 4.413E+02, 4.437E+01, 5.646E+02, 1.022E+01, 6.526E+02, 7.349E+00, 7.219E+02, 0.000E+00
 9.200E+02, 4.413E+02, 4.024E+01, 5.646E+02, 1.010E+01, 6.526E+02, 3.116E+00, 7.219E+02, 0.000E+00
 9.300E+02, 4.414E+02, 3.634E+01, 5.646E+02, 9.982E+00, 6.526E+02, 0.000E+00, 7.219E+02, 0.000E+00
 9.400E+02, 4.414E+02, 3.344E+01, 5.646E+02, 9.861E+00, 6.527E+02, 0.000E+00, 7.219E+02, 0.000E+00
 9.500E+02, 4.414E+02, 3.081E+01, 5.646E+02, 9.740E+00, 6.527E+02, 0.000E+00, 7.219E+02, 0.000E+00
 9.600E+02, 4.415E+02, 2.899E+01, 5.646E+02, 9.619E+00, 6.527E+02, 0.000E+00, 7.219E+02, 0.000E+00
 9.700E+02, 4.415E+02, 2.729E+01, 5.647E+02, 9.498E+00, 6.527E+02, 0.000E+00, 7.219E+02, 0.000E+00
 9.800E+02, 4.415E+02, 2.566E+01, 5.647E+02, 9.377E+00, 6.527E+02, 0.000E+00, 7.219E+02, 0.000E+00
 9.900E+02, 4.415E+02, 2.457E+01, 5.647E+02, 9.255E+00, 6.527E+02, 0.000E+00, 7.219E+02, 0.000E+00
 1.000E+03, 4.416E+02, 2.360E+01, 5.647E+02, 9.133E+00, 6.527E+02, 0.000E+00, 7.219E+02, 0.000E+00
 1.010E+03, 4.416E+02, 2.262E+01, 5.647E+02, 9.027E+00, 6.527E+02, 0.000E+00, 7.219E+02, 0.000E+00
 1.020E+03, 4.416E+02, 2.164E+01, 5.647E+02, 8.913E+00, 6.527E+02, 0.000E+00, 7.219E+02, 0.000E+00
 1.030E+03, 4.416E+02, 2.067E+01, 5.647E+02, 8.358E+00, 6.527E+02, 0.000E+00, 7.219E+02, 0.000E+00
 1.040E+03, 4.416E+02, 1.992E+01, 5.647E+02, 7.599E+00, 6.527E+02, 0.000E+00, 7.219E+02, 0.000E+00
 1.050E+03, 4.417E+02, 1.935E+01, 5.647E+02, 6.516E+00, 6.527E+02, 0.000E+00, 7.219E+02, 0.000E+00
 1.060E+03, 4.417E+02, 1.877E+01, 5.647E+02, 5.205E+00, 6.527E+02, 0.000E+00, 7.219E+02, 0.000E+00
 1.070E+03, 4.417E+02, 1.820E+01, 5.647E+02, 4.551E+00, 6.527E+02, 0.000E+00, 7.219E+02, 0.000E+00
 1.080E+03, 4.417E+02, 1.762E+01, 5.647E+02, 4.551E+00, 6.527E+02, 0.000E+00, 7.219E+02, 0.000E+00
 1.090E+03, 4.417E+02, 1.705E+01, 5.647E+02, 4.551E+00, 6.527E+02, 0.000E+00, 7.219E+02, 0.000E+00
 1.100E+03, 4.417E+02, 1.647E+01, 5.647E+02, 4.551E+00, 6.527E+02, 0.000E+00, 7.219E+02, 0.000E+00
 1.110E+03, 4.418E+02, 1.608E+01, 5.648E+02, 1.198E+00, 6.527E+02, 0.000E+00, 7.219E+02, 0.000E+00
 1.120E+03, 4.418E+02, 1.582E+01, 5.648E+02, 0.000E+00, 6.527E+02, 0.000E+00, 7.219E+02, 0.000E+00
 1.130E+03, 4.418E+02, 1.557E+01, 5.648E+02, 0.000E+00, 6.527E+02, 0.000E+00, 7.219E+02, 0.000E+00
 1.140E+03, 4.418E+02, 1.531E+01, 5.648E+02, 0.000E+00, 6.527E+02, 0.000E+00, 7.220E+02, 0.000E+00
 1.150E+03, 4.418E+02, 1.505E+01, 5.648E+02, 0.000E+00, 6.527E+02, 0.000E+00, 7.220E+02, 0.000E+00
 1.160E+03, 4.418E+02, 1.480E+01, 5.648E+02, 0.000E+00, 6.527E+02, 0.000E+00, 7.220E+02, 0.000E+00
 1.170E+03, 4.418E+02, 1.454E+01, 5.648E+02, 0.000E+00, 6.527E+02, 0.000E+00, 7.220E+02, 0.000E+00
 1.180E+03, 4.418E+02, 1.436E+01, 5.648E+02, 0.000E+00, 6.527E+02, 0.000E+00, 7.220E+02, 0.000E+00
 1.190E+03, 4.418E+02, 1.425E+01, 5.648E+02, 0.000E+00, 6.527E+02, 0.000E+00, 7.220E+02, 0.000E+00
 1.200E+03, 4.418E+02, 1.413E+01, 5.648E+02, 0.000E+00, 6.527E+02, 0.000E+00, 7.220E+02, 0.000E+00
 1.210E+03, 4.418E+02, 1.402E+01, 5.648E+02, 0.000E+00, 6.527E+02, 0.000E+00, 7.220E+02, 0.000E+00
 1.220E+03, 4.418E+02, 1.390E+01, 5.648E+02, 0.000E+00, 6.527E+02, 0.000E+00, 7.220E+02, 0.000E+00
 1.230E+03, 4.418E+02, 1.379E+01, 5.648E+02, 0.000E+00, 6.527E+02, 0.000E+00, 7.220E+02, 0.000E+00
 1.240E+03, 4.419E+02, 1.367E+01, 5.648E+02, 0.000E+00, 6.527E+02, 0.000E+00, 7.220E+02, 0.000E+00
 1.250E+03, 4.419E+02, 1.356E+01, 5.648E+02, 0.000E+00, 6.527E+02, 0.000E+00, 7.220E+02, 0.000E+00
 1.260E+03, 4.419E+02, 1.344E+01, 5.648E+02, 0.000E+00, 6.527E+02, 0.000E+00, 7.220E+02, 0.000E+00
 1.270E+03, 4.419E+02, 1.333E+01, 5.648E+02, 0.000E+00, 6.527E+02, 0.000E+00, 7.220E+02, 0.000E+00
 1.280E+03, 4.419E+02, 1.321E+01, 5.648E+02, 0.000E+00, 6.527E+02, 0.000E+00, 7.220E+02, 0.000E+00
 1.290E+03, 4.419E+02, 1.310E+01, 5.648E+02, 0.000E+00, 6.527E+02, 0.000E+00, 7.220E+02, 0.000E+00
 1.300E+03, 4.419E+02, 1.280E+01, 5.648E+02, 0.000E+00, 6.527E+02, 0.000E+00, 7.220E+02, 0.000E+00
 1.310E+03, 4.419E+02, 1.133E+01, 5.648E+02, 0.000E+00, 6.527E+02, 0.000E+00, 7.220E+02, 0.000E+00
 1.320E+03, 4.419E+02, 9.990E+00, 5.648E+02, 0.000E+00, 6.527E+02, 0.000E+00, 7.220E+02, 0.000E+00
 1.330E+03, 4.419E+02, 8.919E+00, 5.648E+02, 0.000E+00, 6.527E+02, 0.000E+00, 7.220E+02, 0.000E+00
 1.340E+03, 4.419E+02, 7.849E+00, 5.648E+02, 0.000E+00, 6.527E+02, 0.000E+00, 7.220E+02, 0.000E+00
 1.350E+03, 4.419E+02, 6.843E+00, 5.648E+02, 0.000E+00, 6.527E+02, 0.000E+00, 7.220E+02, 0.000E+00
 1.360E+03, 4.419E+02, 6.611E+00, 5.648E+02, 0.000E+00, 6.527E+02, 0.000E+00, 7.220E+02, 0.000E+00
 1.370E+03, 4.419E+02, 6.611E+00, 5.648E+02, 0.000E+00, 6.527E+02, 0.000E+00, 7.220E+02, 0.000E+00
 1.380E+03, 4.419E+02, 6.611E+00, 5.648E+02, 0.000E+00, 6.527E+02, 0.000E+00, 7.220E+02, 0.000E+00
 1.390E+03, 4.419E+02, 6.611E+00, 5.648E+02, 0.000E+00, 6.527E+02, 0.000E+00, 7.220E+02, 0.000E+00
 1.400E+03, 4.419E+02, 6.611E+00, 5.648E+02, 0.000E+00, 6.527E+02, 0.000E+00, 7.220E+02, 0.000E+00
 1.410E+03, 4.419E+02, 6.611E+00, 5.648E+02, 0.000E+00, 6.527E+02, 0.000E+00, 7.220E+02, 0.000E+00
 1.420E+03, 4.419E+02, 6.611E+00, 5.648E+02, 0.000E+00, 6.527E+02, 0.000E+00, 7.220E+02, 0.000E+00
 1.430E+03, 4.419E+02, 6.611E+00, 5.648E+02, 0.000E+00, 6.527E+02, 0.000E+00, 7.220E+02, 0.000E+00
 1.440E+03, 4.419E+02, 6.611E+00, 5.648E+02, 0.000E+00, 6.527E+02, 0.000E+00, 7.220E+02, 0.000E+00
 1.450E+03, 4.419E+02, 6.588E+00, 5.648E+02, 0.000E+00, 6.527E+02, 0.000E+00, 7.220E+02, 0.000E+00
 1.460E+03, 4.419E+02, 3.393E-01, 5.648E+02, 0.000E+00, 6.527E+02, 0.000E+00, 7.220E+02, 0.000E+00
 1.470E+03, 4.419E+02, 0.000E+00, 5.648E+02, 0.000E+00, 6.527E+02, 0.000E+00, 7.220E+02, 0.000E+00
 1.480E+03, 4.419E+02, 0.000E+00, 5.648E+02, 0.000E+00, 6.527E+02, 0.000E+00, 7.220E+02, 0.000E+00
 1.490E+03, 4.419E+02, 0.000E+00, 5.648E+02, 0.000E+00, 6.527E+02, 0.000E+00, 7.220E+02, 0.000E+00
 1.500E+03, 4.419E+02, 0.000E+00, 5.648E+02, 0.000E+00, 6.527E+02, 0.000E+00, 7.220E+02, 0.000E+00
 1.510E+03, 4.419E+02, 0.000E+00, 5.648E+02, 0.000E+00, 6.527E+02, 0.000E+00, 7.220E+02, 0.000E+00
 1.520E+03, 4.419E+02, 0.000E+00, 5.648E+02, 0.000E+00, 6.527E+02, 0.000E+00, 7.220E+02, 0.000E+00
 1.530E+03, 4.419E+02, 0.000E+00, 5.648E+02, 0.000E+00, 6.527E+02, 0.000E+00, 7.220E+02, 0.000E+00
 1.540E+03, 4.419E+02, 0.000E+00, 5.648E+02, 0.000E+00, 6.527E+02, 0.000E+00, 7.220E+02, 0.000E+00
 1.550E+03, 4.419E+02, 0.000E+00, 5.648E+02, 0.000E+00, 6.527E+02, 0.000E+00, 7.220E+02, 0.000E+00
 1.560E+03, 4.419E+02, 0.000E+00, 5.648E+02, 0.000E+00, 6.527E+02, 0.000E+00, 7.220E+02, 0.000E+00
 1.570E+03, 4.419E+02, 0.000E+00, 5.648E+02, 0.000E+00, 6.527E+02, 0.000E+00, 7.220E+02, 0.000E+00
 1.580E+03, 4.419E+02, 0.000E+00, 5.648E+02, 0.000E+00, 6.527E+02, 0.000E+00, 7.220E+02, 0.000E+00
 1.590E+03, 4.419E+02, 0.000E+00, 5.648E+02, 0.000E+00, 6.527E+02, 0.000E+00, 7.220E+02, 0.000E+00
 1.600E+03, 4.419E+02, 0.000E+00, 5.648E+02, 0.000E+00, 6.527E+02, 0.000E+00, 7.220E+02, 0.000E+00
 1.610E+03, 4.419E+02, 0.000E+00, 5.648E+02, 0.000E+00, 6.527E+02, 0.000E+00, 7.220E+02, 0.000E+00
 1.620E+03, 4.419E+02, 0.000E+00, 5.648E+02, 0.000E+00, 6.527E+02, 0.000E+00, 7.220E+02, 0.000E+00
 1.630E+03, 4.419E+02, 0.000E+00, 5.648E+02, 0.000E+00, 6.527E+02, 0.000E+00, 7.220E+02, 0.000E+00
 1.640E+03, 4.419E+02, 0.000E+00, 5.648E+02, 0.000E+00, 6.527E+02, 0.000E+00, 7.220E+02, 0.000E+00
 1.650E+03, 4.419E+02, 0.000E+00, 5.648E+02, 0.000E+00, 6.527E+02, 0.000E+00, 7.220E+02, 0.000E+00
 1.660E+03, 4.419E+02, 0.000E+00, 5.648E+02, 0.000E+00, 6.527E+02, 0.000E+00, 7.220E+02, 0.000E+00
 1.670E+03, 4.419E+02, 0.000E+00, 5.648E+02, 0.000E+00, 6.527E+02, 0.000E+00, 7.220E+02, 0.000E+00
 1.680E+03, 4.419E+02, 0.000E+00, 5.648E+02, 0.000E+00, 6.527E+02, 0.000E+00, 7.220E+02, 0.000E+00
 1.690E+03, 4.419E+02, 0.000E+00, 5.648E+02, 0.000E+00, 6.527E+02, 0.000E+00, 7.220E+02, 0.000E+00
 1.700E+03, 4.419E+02, 0.000E+00, 5.648E+02, 0.000E+00, 6.527E+02, 0.000E+00, 7.220E+02, 0.000E+00
 1.710E+03, 4.419E+02, 0.000E+00, 5.648E+02, 0.000E+00, 6.527E+02, 0.000E+00, 7.220E+02, 0.000E+00
 1.720E+03, 4.419E+02, 0.000E+00, 5.648E+02, 0.000E+00, 6.527E+02, 0.000E+00, 7.220E+02, 0.000E+00
 1.730E+03, 4.419E+02, 0.000E+00, 5.648E+02, 0.000E+00, 6.527E+02, 0.000E+00, 7.220E+02, 0.000E+00
 1.740E+03, 4.419E+02, 0.000E+00, 5.648E+02, 0.000E+00, 6.527E+02, 0.000E+00, 7.220E+02, 0.000E+00
 1.750E+03, 4.419E+02, 0.000E+00, 5.648E+02, 0.000E+00, 6.527E+02, 0.000E+00, 7.220E+02, 0.000E+00
 1.760E+03, 4.419E+02, 0.000E+00, 5.648E+02, 0.000E+00, 6.527E+02, 0.000E+00, 7.220E+02, 0.000E+00
 1.770E+03, 4.419E+02, 0.000E+00, 5.648E+02, 0.000E+00, 6.527E+02, 0.000E+00, 7.220E+02, 0.000E+00
 1.780E+03, 4.419E+02, 0.000E+00, 5.648E+02, 0.000E+00, 6.527E+02, 0.000E+00, 7.220E+02, 0.000E+00
 1.790E+03, 4.419E+02, 0.000E+00, 5.648E+02, 0.000E+00, 6.527E+02, 0.000E+00, 7.220E+02, 0.000E+00
 1.800E+03, 4.419E+02, 0.000E+00, 5.648E+02, 0.000E+00, 6.527E+02, 0.000E+00, 7.220E+02, 0.000E+00
 1.810E+03, 4.419E+02, 0.000E+00, 5.648E+02, 0.000E+00, 6.527E+02, 0.000E+00, 7.220E+02, 0.000E+00
 1.820E+03, 4.419E+02, 0.000E+00, 5.648E+02, 0.000E+00, 6.527E+02, 0.000E+00, 7.220E+02, 0.000E+00
 1.830E+03, 4.419E+02, 0.000E+00, 5.648E+02, 0.000E+00, 6.527E+02, 0.000E+00, 7.220E+02, 0.000E+00
 1.840E+03, 4.419E+02, 0.000E+00, 5.648E+02, 0.000E+00, 6.527E+02, 0.000E+00, 7.220E+02, 0.000E+00
 1.850E+03, 4.419E+02, 0.000E+00, 5.648E+02, 0.000E+00, 6.527E+02, 0.000E+00, 7.220E+02, 0.000E+00
 1.860E+03, 4.419E+02, 0.000E+00, 5.648E+02, 0.000E+00, 6.527E+02, 0.000E+00, 7.220E+02, 0.000E+00
 1.870E+03, 4.419E+02, 0.000E+00, 5.648E+02, 0.000E+00, 6.527E+02, 0.000E+00, 7.220E+02, 0.000E+00
 1.880E+03, 4.419E+02, 0.000E+00, 5.648E+02, 0.000E+00, 6.527E+02, 0.000E+00, 7.220E+02, 0.000E+00
 1.890E+03, 4.419E+02, 0.000E+00, 5.648E+02, 0.000E+00, 6.527E+02, 0.000E+00, 7.220E+02, 0.000E+00
 1.900E+03, 4.419E+02, 0.000E+00, 5.648E+02, 0.000E+00, 6.527E+02, 0.000E+00, 7.220E+02, 0.000E+00
