s,kW/m2,kW/m2,kW/m2,kW/m2
 6.900E+01, 0.000E+00, 0.000E+00, 3.227E+01, 4.001E+01
 7.100E+01, 0.000E+00, 0.000E+00, 3.517E+01, 4.213E+01
 7.300E+01, 0.000E+00, 0.000E+00, 3.570E+01, 4.425E+01
 7.500E+01, 0.000E+00, 0.000E+00, 3.588E+01, 4.705E+01
 7.600E+01, 0.000E+00, 0.000E+00, 3.544E+01, 4.951E+01
 7.800E+01, 0.000E+00, 0.000E+00, 3.492E+01, 5.198E+01
 8.000E+01, 0.000E+00, 0.000E+00, 3.424E+01, 5.527E+01
 8.200E+01, 0.000E+00, 0.000E+00, 3.353E+01, 5.855E+01
 8.400E+01, 0.000E+00, 0.000E+00, 3.281E+01, 6.184E+01
 8.600E+01, 0.000E+00, 2.599E+01, 3.209E+01, 6.497E+01
 8.800E+01, 0.000E+00, 2.746E+01, 3.137E+01, 6.769E+01
 9.000E+01, 0.000E+00, 2.771E+01, 3.066E+01, 7.038E+01
 9.200E+01, 0.000E+00, 2.797E+01, 2.994E+01, 7.307E+01
 9.400E+01, 0.000E+00, 2.815E+01, 2.922E+01, 7.559E+01
 9.500E+01, 0.000E+00, 2.795E+01, 2.890E+01, 7.701E+01
 9.700E+01, 0.000E+00, 2.765E+01, 2.900E+01, 7.835E+01
 9.900E+01, 0.000E+00, 2.725E+01, 2.914E+01, 7.996E+01
 1.010E+02, 0.000E+00, 2.682E+01, 2.936E+01, 8.088E+01
 1.030E+02, 0.000E+00, 2.638E+01, 3.051E+01, 8.174E+01
 1.050E+02, 0.000E+00, 2.594E+01, 3.196E+01, 8.259E+01
 1.070E+02, 0.000E+00, 2.550E+01, 3.340E+01, 8.277E+01
 1.090E+02, 0.000E+00, 2.506E+01, 3.485E+01, 8.258E+01
 1.110E+02, 0.000E+00, 2.462E+01, 3.630E+01, 8.240E+01
 1.130E+02, 0.000E+00, 2.418E+01, 3.803E+01, 8.221E+01
 1.140E+02, 0.000E+00, 2.385E+01, 3.970E+01, 8.207E+01
 1.160E+02, 0.000E+00, 2.352E+01, 4.139E+01, 8.193E+01
 1.180E+02, 0.000E+00, 2.307E+01, 4.363E+01, 8.174E+01
 1.200E+02, 0.000E+00, 2.272E+01, 4.587E+01, 8.142E+01
 1.220E+02, 0.000E+00, 2.275E+01, 4.812E+01, 8.075E+01
 1.240E+02, 0.000E+00, 2.283E+01, 5.036E+01, 8.006E+01
 1.260E+02, 0.000E+00, 2.292E+01, 5.260E+01, 7.937E+01
 1.280E+02, 0.000E+00, 2.311E+01, 5.455E+01, 7.869E+01
 1.300E+02, 0.000E+00, 2.391E+01, 5.639E+01, 7.800E+01
 1.320E+02, 0.000E+00, 2.480E+01, 5.822E+01, 7.731E+01
 1.330E+02, 0.000E+00, 2.547E+01, 5.960E+01, 7.679E+01
 1.350E+02, 0.000E+00, 2.613E+01, 6.098E+01, 7.628E+01
 1.370E+02, 0.000E+00, 2.702E+01, 6.264E+01, 7.559E+01
 1.390E+02, 0.000E+00, 2.791E+01, 6.388E+01, 7.490E+01
 1.410E+02, 0.000E+00, 2.880E+01, 6.510E+01, 7.421E+01
 1.430E+02, 0.000E+00, 2.995E+01, 6.614E+01, 7.352E+01
 1.450E+02, 0.000E+00, 3.132E+01, 6.674E+01, 7.283E+01
 1.470E+02, 0.000E+00, 3.270E+01, 6.733E+01, 7.214E+01
 1.490E+02, 0.000E+00, 3.408E+01, 6.791E+01, 7.144E+01
 1.510E+02, 0.000E+00, 3.545E+01, 6.839E+01, 7.075E+01
 1.520E+02, 0.000E+00, 3.648E+01, 6.836E+01, 7.023E+01
 1.540E+02, 0.000E+00, 3.752E+01, 6.826E+01, 6.972E+01
 1.560E+02, 0.000E+00, 3.890E+01, 6.814E+01, 6.902E+01
 1.580E+02, 0.000E+00, 4.028E+01, 6.801E+01, 6.833E+01
 1.600E+02, 0.000E+00, 4.163E+01, 6.788E+01, 6.764E+01
 1.620E+02, 0.000E+00, 4.279E+01, 6.775E+01, 6.695E+01
 1.640E+02, 0.000E+00, 4.392E+01, 6.762E+01, 6.626E+01
 1.660E+02, 0.000E+00, 4.504E+01, 6.749E+01, 6.557E+01
 1.680E+02, 0.000E+00, 4.617E+01, 6.728E+01, 6.487E+01
 1.700E+02, 0.000E+00, 4.730E+01, 6.683E+01, 6.418E+01
 1.710E+02, 0.000E+00, 4.814E+01, 6.647E+01, 6.366E+01
 1.730E+02, 0.000E+00, 4.892E+01, 6.612E+01, 6.314E+01
 1.750E+02, 0.000E+00, 4.970E+01, 6.565E+01, 6.249E+01
 1.770E+02, 0.000E+00, 5.044E+01, 6.518E+01, 6.218E+01
 1.790E+02, 0.000E+00, 5.119E+01, 6.471E+01, 6.197E+01
 1.810E+02, 0.000E+00, 5.182E+01, 6.424E+01, 6.176E+01
 1.830E+02, 0.000E+00, 5.219E+01, 6.377E+01, 6.155E+01
 1.850E+02, 0.000E+00, 5.255E+01, 6.330E+01, 6.133E+01
 1.870E+02, 0.000E+00, 5.291E+01, 6.283E+01, 6.112E+01
 1.890E+02, 0.000E+00, 5.327E+01, 6.236E+01, 6.091E+01
 1.900E+02, 0.000E+00, 5.354E+01, 6.201E+01, 6.075E+01
 1.920E+02, 0.000E+00, 5.362E+01, 6.165E+01, 6.059E+01
 1.940E+02, 0.000E+00, 5.354E+01, 6.118E+01, 6.038E+01
 1.960E+02, 0.000E+00, 5.346E+01, 6.071E+01, 6.016E+01
 1.980E+02, 0.000E+00, 5.338E+01, 6.024E+01, 5.995E+01
 2.000E+02, 0.000E+00, 5.330E+01, 5.977E+01, 5.974E+01
 2.020E+02, 0.000E+00, 5.322E+01, 5.930E+01, 5.952E+01
 2.040E+02, 0.000E+00, 5.314E+01, 5.883E+01, 5.931E+01
 2.060E+02, 0.000E+00, 5.306E+01, 5.836E+01, 5.910E+01
 2.080E+02, 0.000E+00, 5.298E+01, 5.789E+01, 5.889E+01
 2.090E+02, 0.000E+00, 5.292E+01, 5.753E+01, 5.873E+01
 2.110E+02, 0.000E+00, 5.286E+01, 5.718E+01, 5.857E+01
 2.130E+02, 0.000E+00, 5.272E+01, 5.671E+01, 5.835E+01
 2.150E+02, 0.000E+00, 5.244E+01, 5.624E+01, 5.814E+01
 2.170E+02, 0.000E+00, 5.215E+01, 5.577E+01, 5.803E+01
 2.190E+02, 0.000E+00, 5.186E+01, 5.529E+01, 5.828E+01
 2.210E+02, 0.000E+00, 5.157E+01, 5.482E+01, 5.856E+01
 2.230E+02, 0.000E+00, 5.129E+01, 5.435E+01, 5.884E+01
 2.250E+02, 0.000E+00, 5.100E+01, 5.388E+01, 5.912E+01
 2.270E+02, 0.000E+00, 5.071E+01, 5.341E+01, 5.940E+01
 2.280E+02, 0.000E+00, 5.049E+01, 5.305E+01, 5.960E+01
 2.300E+02, 0.000E+00, 5.027E+01, 5.270E+01, 5.981E+01
 2.320E+02, 0.000E+00, 4.999E+01, 5.223E+01, 6.009E+01
 2.340E+02, 0.000E+00, 4.970E+01, 5.175E+01, 6.037E+01
 2.360E+02, 0.000E+00, 4.941E+01, 5.143E+01, 6.065E+01
 2.380E+02, 0.000E+00, 4.912E+01, 5.128E+01, 6.098E+01
 2.400E+02, 0.000E+00, 4.883E+01, 5.114E+01, 6.165E+01
 2.420E+02, 0.000E+00, 4.854E+01, 5.099E+01, 6.237E+01
 2.440E+02, 0.000E+00, 4.825E+01, 5.085E+01, 6.308E+01
 2.460E+02, 0.000E+00, 4.796E+01, 5.070E+01, 6.380E+01
 2.470E+02, 0.000E+00, 4.775E+01, 5.060E+01, 6.433E+01
 2.490E+02, 0.000E+00, 4.753E+01, 5.049E+01, 6.487E+01
 2.510E+02, 0.000E+00, 4.724E+01, 5.034E+01, 6.559E+01
 2.530E+02, 0.000E+00, 4.695E+01, 5.020E+01, 6.630E+01
 2.550E+02, 0.000E+00, 4.666E+01, 5.005E+01, 6.702E+01
 2.570E+02, 0.000E+00, 4.637E+01, 4.991E+01, 6.774E+01
 2.590E+02, 0.000E+00, 4.608E+01, 4.976E+01, 6.845E+01
 2.610E+02, 0.000E+00, 4.579E+01, 4.962E+01, 6.917E+01
 2.630E+02, 0.000E+00, 4.550E+01, 4.947E+01, 6.988E+01
 2.650E+02, 0.000E+00, 4.521E+01, 4.933E+01, 7.060E+01
 2.660E+02, 0.000E+00, 4.500E+01, 4.922E+01, 7.114E+01
 2.680E+02, 0.000E+00, 4.478E+01, 4.911E+01, 7.167E+01
 2.700E+02, 0.000E+00, 4.449E+01, 4.896E+01, 7.239E+01
 2.720E+02, 0.000E+00, 4.420E+01, 4.882E+01, 7.311E+01
 2.740E+02, 0.000E+00, 4.391E+01, 4.867E+01, 7.382E+01
 2.760E+02, 0.000E+00, 4.362E+01, 4.853E+01, 7.454E+01
 2.780E+02, 0.000E+00, 4.333E+01, 4.838E+01, 7.525E+01
 2.800E+02, 0.000E+00, 4.304E+01, 4.824E+01, 7.597E+01
 2.820E+02, 0.000E+00, 4.275E+01, 4.809E+01, 7.669E+01
 2.840E+02, 0.000E+00, 4.246E+01, 4.795E+01, 7.740E+01
 2.850E+02, 0.000E+00, 4.225E+01, 4.788E+01, 7.794E+01
 2.870E+02, 0.000E+00, 4.203E+01, 4.801E+01, 7.848E+01
 2.890E+02, 0.000E+00, 4.174E+01, 4.820E+01, 7.946E+01
 2.910E+02, 0.000E+00, 4.145E+01, 4.839E+01, 8.063E+01
 2.930E+02, 0.000E+00, 4.116E+01, 4.858E+01, 8.180E+01
 2.950E+02, 0.000E+00, 4.087E+01, 4.877E+01, 8.297E+01
 2.970E+02, 0.000E+00, 4.058E+01, 4.896E+01, 8.448E+01
 2.990E+02, 0.000E+00, 4.034E+01, 4.915E+01, 8.673E+01
 3.010E+02, 0.000E+00, 4.024E+01, 4.934E+01, 8.902E+01
 3.030E+02, 0.000E+00, 4.015E+01, 4.953E+01, 9.131E+01
 3.040E+02, 0.000E+00, 4.008E+01, 4.967E+01, 9.302E+01
 3.060E+02, 0.000E+00, 4.001E+01, 4.981E+01, 9.520E+01
 3.080E+02, 0.000E+00, 3.993E+01, 5.000E+01, 9.887E+01
 3.100E+02, 0.000E+00, 3.984E+01, 5.019E+01, 1.026E+02
 3.120E+02, 0.000E+00, 3.975E+01, 5.052E+01, 1.070E+02
 3.140E+02, 0.000E+00, 3.966E+01, 5.100E+01, 1.116E+02
 3.160E+02, 0.000E+00, 3.957E+01, 5.149E+01, 1.161E+02
 3.180E+02, 0.000E+00, 3.948E+01, 5.198E+01, 1.206E+02
 3.200E+02, 0.000E+00, 3.939E+01, 5.247E+01, 1.252E+02
 3.220E+02, 0.000E+00, 3.930E+01, 5.296E+01, 1.297E+02
 3.230E+02, 0.000E+00, 3.924E+01, 5.332E+01, 1.331E+02
 3.250E+02, 0.000E+00, 3.917E+01, 5.369E+01, 1.365E+02
 3.270E+02, 0.000E+00, 3.908E+01, 5.418E+01, 1.410E+02
 3.290E+02, 0.000E+00, 3.899E+01, 5.466E+01, 1.455E+02
 3.310E+02, 0.000E+00, 3.890E+01, 5.515E+01, 1.489E+02
 3.330E+02, 0.000E+00, 3.881E+01, 5.564E+01, 1.519E+02
 3.350E+02, 0.000E+00, 3.872E+01, 5.613E+01, 1.549E+02
 3.370E+02, 0.000E+00, 3.863E+01, 5.662E+01, 1.576E+02
 3.390E+02, 0.000E+00, 3.855E+01, 5.710E+01, 1.589E+02
 3.410E+02, 0.000E+00, 3.846E+01, 5.759E+01, 1.599E+02
 3.420E+02, 0.000E+00, 3.839E+01, 5.796E+01, 1.595E+02
 3.440E+02, 0.000E+00, 3.832E+01, 5.833E+01, 1.586E+02
 3.460E+02, 0.000E+00, 3.823E+01, 5.881E+01, 1.575E+02
 3.480E+02, 0.000E+00, 3.814E+01, 5.930E+01, 1.563E+02
 3.500E+02, 0.000E+00, 3.805E+01, 5.979E+01, 1.542E+02
 3.520E+02, 0.000E+00, 3.797E+01, 6.028E+01, 1.518E+02
 3.540E+02, 0.000E+00, 3.788E+01, 6.077E+01, 1.494E+02
 3.560E+02, 0.000E+00, 3.779E+01, 6.125E+01, 1.462E+02
 3.580E+02, 0.000E+00, 3.770E+01, 6.174E+01, 1.427E+02
 3.600E+02, 0.000E+00, 3.761E+01, 6.223E+01, 1.393E+02
 3.610E+02, 0.000E+00, 3.754E+01, 6.260E+01, 1.367E+02
 3.630E+02, 0.000E+00, 3.752E+01, 6.296E+01, 1.339E+02
 3.650E+02, 0.000E+00, 3.762E+01, 6.345E+01, 1.299E+02
 3.670E+02, 0.000E+00, 3.774E+01, 6.394E+01, 1.260E+02
 3.690E+02, 0.000E+00, 3.785E+01, 6.443E+01, 1.220E+02
 3.710E+02, 0.000E+00, 3.797E+01, 6.493E+01, 1.181E+02
 3.730E+02, 0.000E+00, 3.808E+01, 6.563E+01, 1.141E+02
 3.750E+02, 0.000E+00, 3.820E+01, 6.643E+01, 1.102E+02
 3.770E+02, 0.000E+00, 3.832E+01, 6.723E+01, 1.062E+02
 3.790E+02, 0.000E+00, 3.843E+01, 6.803E+01, 1.023E+02
 3.800E+02, 0.000E+00, 3.852E+01, 6.863E+01, 9.933E+01
 3.820E+02, 0.000E+00, 3.861E+01, 6.934E+01, 9.660E+01
 3.840E+02, 0.000E+00, 3.872E+01, 7.081E+01, 9.336E+01
 3.860E+02, 0.000E+00, 3.884E+01, 7.237E+01, 9.013E+01
 3.880E+02, 0.000E+00, 3.896E+01, 7.393E+01, 8.690E+01
 3.900E+02, 0.000E+00, 3.907E+01, 7.549E+01, 8.367E+01
 3.920E+02, 0.000E+00, 3.919E+01, 7.705E+01, 8.045E+01
 3.940E+02, 0.000E+00, 3.931E+01, 7.919E+01, 7.722E+01
 3.960E+02, 0.000E+00, 3.946E+01, 8.171E+01, 7.402E+01
 3.980E+02, 0.000E+00, 3.975E+01, 8.425E+01, 7.150E+01
 3.990E+02, 0.000E+00, 3.998E+01, 8.639E+01, 6.984E+01
 4.010E+02, 0.000E+00, 4.020E+01, 8.871E+01, 6.817E+01
 4.030E+02, 0.000E+00, 4.050E+01, 9.180E+01, 6.594E+01
 4.050E+02, 0.000E+00, 4.080E+01, 9.489E+01, 6.372E+01
 4.070E+02, 0.000E+00, 4.110E+01, 9.798E+01, 6.150E+01
 4.090E+02, 0.000E+00, 4.140E+01, 1.011E+02, 5.945E+01
 4.110E+02, 0.000E+00, 4.170E+01, 1.042E+02, 5.803E+01
 4.130E+02, 0.000E+00, 4.200E+01, 1.073E+02, 5.666E+01
 4.150E+02, 0.000E+00, 4.230E+01, 1.103E+02, 5.529E+01
 4.170E+02, 0.000E+00, 4.260E+01, 1.134E+02, 5.392E+01
 4.180E+02, 0.000E+00, 4.282E+01, 1.158E+02, 5.290E+01
 4.200E+02, 0.000E+00, 4.305E+01, 1.181E+02, 5.187E+01
 4.220E+02, 0.000E+00, 4.335E+01, 1.210E+02, 5.050E+01
 4.240E+02, 3.764E+00, 4.365E+01, 1.231E+02, 4.913E+01
 4.260E+02, 1.797E+01, 4.395E+01, 1.252E+02, 4.796E+01
 4.280E+02, 1.955E+01, 4.425E+01, 1.273E+02, 4.723E+01
 4.300E+02, 1.981E+01, 4.455E+01, 1.293E+02, 4.652E+01
 4.320E+02, 1.999E+01, 4.485E+01, 1.306E+02, 4.580E+01
 4.340E+02, 2.017E+01, 4.515E+01, 1.314E+02, 4.509E+01
 4.360E+02, 2.033E+01, 4.545E+01, 1.320E+02, 4.438E+01
 4.370E+02, 2.043E+01, 4.567E+01, 1.318E+02, 4.384E+01
 4.390E+02, 2.027E+01, 4.590E+01, 1.312E+02, 4.331E+01
 4.410E+02, 2.004E+01, 4.620E+01, 1.304E+02, 4.259E+01
 4.430E+02, 1.981E+01, 4.650E+01, 1.296E+02, 4.188E+01
 4.450E+02, 1.958E+01, 4.680E+01, 1.287E+02, 4.117E+01
 4.470E+02, 1.935E+01, 4.710E+01, 1.272E+02, 4.056E+01
 4.490E+02, 1.912E+01, 4.741E+01, 1.256E+02, 4.019E+01
 4.510E+02, 1.889E+01, 4.771E+01, 1.239E+02, 3.984E+01
 4.530E+02, 1.866E+01, 4.801E+01, 1.220E+02, 3.948E+01
 4.550E+02, 1.844E+01, 4.832E+01, 1.196E+02, 3.912E+01
 4.560E+02, 1.826E+01, 4.854E+01, 1.179E+02, 3.886E+01
 4.580E+02, 1.809E+01, 4.877E+01, 1.161E+02, 3.859E+01
 4.600E+02, 1.786E+01, 4.907E+01, 1.138E+02, 3.823E+01
 4.620E+02, 1.763E+01, 4.938E+01, 1.113E+02, 3.788E+01
 4.640E+02, 1.740E+01, 4.968E+01, 1.086E+02, 3.752E+01
 4.660E+02, 1.717E+01, 4.998E+01, 1.059E+02, 3.716E+01
 4.680E+02, 1.693E+01, 5.028E+01, 1.032E+02, 3.681E+01
 4.700E+02, 1.670E+01, 5.059E+01, 1.005E+02, 3.653E+01
 4.720E+02, 1.647E+01, 5.089E+01, 9.786E+01, 3.638E+01
 4.740E+02, 1.638E+01, 5.131E+01, 9.516E+01, 3.622E+01
 4.750E+02, 1.641E+01, 5.168E+01, 9.315E+01, 3.611E+01
 4.770E+02, 1.645E+01, 5.205E+01, 9.113E+01, 3.599E+01
 4.790E+02, 1.649E+01, 5.254E+01, 8.843E+01, 3.584E+01
 4.810E+02, 1.653E+01, 5.304E+01, 8.574E+01, 3.569E+01
 4.830E+02, 1.657E+01, 5.353E+01, 8.304E+01, 3.553E+01
 4.850E+02, 1.680E+01, 5.402E+01, 8.043E+01, 3.538E+01
 4.870E+02, 1.726E+01, 5.474E+01, 7.819E+01, 3.522E+01
 4.890E+02, 1.772E+01, 5.570E+01, 7.599E+01, 3.507E+01
 4.910E+02, 1.818E+01, 5.666E+01, 7.378E+01, 3.492E+01
 4.930E+02, 1.864E+01, 5.762E+01, 7.158E+01, 3.476E+01
 4.940E+02, 1.899E+01, 5.834E+01, 6.993E+01, 3.465E+01
 4.960E+02, 1.934E+01, 5.906E+01, 6.828E+01, 3.453E+01
 4.980E+02, 1.980E+01, 6.002E+01, 6.608E+01, 3.438E+01
 5.000E+02, 2.026E+01, 6.108E+01, 6.387E+01, 3.422E+01
 5.020E+02, 2.072E+01, 6.257E+01, 6.167E+01, 3.407E+01
 5.040E+02, 2.125E+01, 6.413E+01, 5.977E+01, 3.391E+01
 5.060E+02, 2.196E+01, 6.568E+01, 5.825E+01, 3.376E+01
 5.080E+02, 2.268E+01, 6.736E+01, 5.673E+01, 3.361E+01
 5.100E+02, 2.339E+01, 6.926E+01, 5.522E+01, 3.345E+01
 5.120E+02, 2.411E+01, 7.117E+01, 5.370E+01, 3.330E+01
 5.130E+02, 2.465E+01, 7.259E+01, 5.256E+01, 3.318E+01
 5.150E+02, 2.519E+01, 7.402E+01, 5.142E+01, 3.307E+01
 5.170E+02, 2.590E+01, 7.593E+01, 4.991E+01, 3.291E+01
 5.190E+02, 2.662E+01, 7.783E+01, 4.872E+01, 3.276E+01
 5.210E+02, 2.734E+01, 7.973E+01, 4.778E+01, 3.260E+01
 5.230E+02, 2.805E+01, 8.164E+01, 4.685E+01, 3.245E+01
 5.250E+02, 2.877E+01, 8.354E+01, 4.591E+01, 3.229E+01
 5.270E+02, 2.949E+01, 8.544E+01, 4.498E+01, 3.214E+01
 5.290E+02, 3.018E+01, 8.735E+01, 4.404E+01, 3.199E+01
 5.310E+02, 3.077E+01, 8.925E+01, 4.311E+01, 3.183E+01
 5.320E+02, 3.121E+01, 9.068E+01, 4.241E+01, 3.172E+01
 5.340E+02, 3.165E+01, 9.211E+01, 4.171E+01, 3.160E+01
 5.360E+02, 3.224E+01, 9.401E+01, 4.077E+01, 3.145E+01
 5.380E+02, 3.282E+01, 9.555E+01, 3.988E+01, 3.129E+01
 5.400E+02, 3.341E+01, 9.683E+01, 3.933E+01, 3.114E+01
 5.420E+02, 3.399E+01, 9.810E+01, 3.884E+01, 3.098E+01
 5.440E+02, 3.458E+01, 9.937E+01, 3.835E+01, 3.083E+01
 5.460E+02, 3.515E+01, 1.006E+02, 3.786E+01, 3.067E+01
 5.480E+02, 3.558E+01, 1.019E+02, 3.738E+01, 3.052E+01
 5.500E+02, 3.597E+01, 1.025E+02, 3.689E+01, 3.036E+01
 5.510E+02, 3.627E+01, 1.029E+02, 3.652E+01, 3.025E+01
 5.530E+02, 3.656E+01, 1.032E+02, 3.616E+01, 3.013E+01
 5.550E+02, 3.695E+01, 1.036E+02, 3.567E+01, 2.998E+01
 5.570E+02, 3.730E+01, 1.034E+02, 3.518E+01, 2.982E+01
 5.590E+02, 3.751E+01, 1.029E+02, 3.470E+01, 2.937E+01
 5.610E+02, 3.770E+01, 1.024E+02, 3.421E+01, 2.822E+01
 5.630E+02, 3.789E+01, 1.019E+02, 3.373E+01, 2.705E+01
 5.650E+02, 3.807E+01, 1.015E+02, 3.341E+01, 2.588E+01
 5.670E+02, 3.826E+01, 1.008E+02, 3.316E+01, 2.471E+01
 5.690E+02, 3.845E+01, 9.979E+01, 3.292E+01, 2.354E+01
 5.700E+02, 3.859E+01, 9.903E+01, 3.274E+01, 2.266E+01
 5.720E+02, 3.868E+01, 9.827E+01, 3.255E+01, 2.178E+01
 5.740E+02, 3.866E+01, 9.726E+01, 3.231E+01, 2.061E+01
 5.760E+02, 3.861E+01, 9.613E+01, 3.207E+01, 1.944E+01
 5.780E+02, 3.857E+01, 9.469E+01, 3.182E+01, 1.827E+01
 5.800E+02, 3.853E+01, 9.325E+01, 3.158E+01, 1.710E+01
 5.820E+02, 3.849E+01, 9.180E+01, 3.133E+01, 1.597E+01
 5.840E+02, 3.845E+01, 9.035E+01, 3.109E+01, 1.563E+01
 5.860E+02, 3.840E+01, 8.891E+01, 3.085E+01, 1.559E+01
 5.880E+02, 3.836E+01, 8.739E+01, 3.060E+01, 1.556E+01
 5.890E+02, 3.833E+01, 8.615E+01, 3.042E+01, 1.553E+01
 5.910E+02, 3.830E+01, 8.491E+01, 3.025E+01, 1.550E+01
 5.930E+02, 3.826E+01, 8.325E+01, 3.013E+01, 1.547E+01
 5.950E+02, 3.822E+01, 8.160E+01, 3.002E+01, 1.543E+01
 5.970E+02, 3.817E+01, 7.994E+01, 2.991E+01, 1.539E+01
 5.990E+02, 3.813E+01, 7.828E+01, 2.981E+01, 1.536E+01
 6.010E+02, 3.808E+01, 7.662E+01, 2.970E+01, 1.532E+01
 6.030E+02, 3.796E+01, 7.497E+01, 2.960E+01, 1.528E+01
 6.050E+02, 3.781E+01, 7.331E+01, 2.949E+01, 1.525E+01
 6.070E+02, 3.766E+01, 7.165E+01, 2.939E+01, 1.521E+01
 6.080E+02, 3.755E+01, 7.041E+01, 2.931E+01, 1.518E+01
 6.100E+02, 3.744E+01, 6.917E+01, 2.923E+01, 1.516E+01
 6.120E+02, 3.729E+01, 6.751E+01, 2.912E+01, 1.512E+01
 6.140E+02, 3.714E+01, 6.585E+01, 2.902E+01, 1.508E+01
 6.160E+02, 3.699E+01, 6.419E+01, 2.891E+01, 1.505E+01
 6.180E+02, 3.683E+01, 6.266E+01, 2.881E+01, 1.501E+01
 6.200E+02, 3.668E+01, 6.130E+01, 2.870E+01, 1.497E+01
 6.220E+02, 3.653E+01, 5.994E+01, 2.860E+01, 1.448E+01
 6.240E+02, 3.638E+01, 5.859E+01, 2.849E+01, 0.000E+00
 6.260E+02, 3.623E+01, 5.723E+01, 2.839E+01, 0.000E+00
 6.270E+02, 3.612E+01, 5.622E+01, 2.831E+01, 0.000E+00
 6.290E+02, 3.601E+01, 5.520E+01, 2.823E+01, 0.000E+00
 6.310E+02, 3.586E+01, 5.385E+01, 2.812E+01, 0.000E+00
 6.330E+02, 3.571E+01, 5.249E+01, 2.802E+01, 0.000E+00
 6.350E+02, 3.556E+01, 5.114E+01, 2.791E+01, 0.000E+00
 6.370E+02, 3.541E+01, 4.978E+01, 2.781E+01, 0.000E+00
 6.390E+02, 3.526E+01, 4.843E+01, 2.770E+01, 0.000E+00
 6.410E+02, 3.511E+01, 4.719E+01, 2.760E+01, 0.000E+00
 6.430E+02, 3.496E+01, 4.624E+01, 2.749E+01, 0.000E+00
 6.450E+02, 3.480E+01, 4.531E+01, 2.739E+01, 0.000E+00
 6.460E+02, 3.469E+01, 4.461E+01, 2.731E+01, 0.000E+00
 6.480E+02, 3.458E+01, 4.391E+01, 2.723E+01, 0.000E+00
 6.500E+02, 3.443E+01, 4.297E+01, 2.712E+01, 0.000E+00
 6.520E+02, 3.428E+01, 4.204E+01, 2.702E+01, 0.000E+00
 6.540E+02, 3.413E+01, 4.110E+01, 2.691E+01, 0.000E+00
 6.560E+02, 3.398E+01, 4.017E+01, 2.681E+01, 0.000E+00
 6.580E+02, 3.383E+01, 3.924E+01, 2.670E+01, 0.000E+00
