s,kW/m2,kW/m2,kW/m2
Time,"HRRPUA-25","HRRPUA-50","HRRPUA-70"
 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00
 1.000E+00, 0.000E+00, 0.000E+00, 0.000E+00
 2.000E+00, 0.000E+00, 0.000E+00, 0.000E+00
 3.000E+00, 0.000E+00, 0.000E+00, 0.000E+00
 4.000E+00, 0.000E+00, 0.000E+00, 0.000E+00
 5.000E+00, 0.000E+00, 0.000E+00, 4.036E+01
 6.000E+00, 0.000E+00, 0.000E+00, 6.220E+01
 7.000E+00, 0.000E+00, 2.978E+01, 8.780E+01
 8.000E+00, 0.000E+00, 4.307E+01, 1.181E+02
 9.000E+00, 0.000E+00, 5.752E+01, 1.487E+02
 1.000E+01, 0.000E+00, 7.451E+01, 1.794E+02
 1.100E+01, 0.000E+00, 9.339E+01, 2.081E+02
 1.200E+01, 0.000E+00, 1.123E+02, 2.341E+02
 1.300E+01, 0.000E+00, 1.312E+02, 2.554E+02
 1.400E+01, 0.000E+00, 1.500E+02, 2.713E+02
 1.500E+01, 0.000E+00, 1.670E+02, 2.812E+02
 1.600E+01, 0.000E+00, 1.832E+02, 2.856E+02
 1.700E+01, 0.000E+00, 1.968E+02, 2.851E+02
 1.800E+01, 0.000E+00, 2.077E+02, 2.811E+02
 1.900E+01, 0.000E+00, 2.164E+02, 2.738E+02
 2.000E+01, 0.000E+00, 2.219E+02, 2.640E+02
 2.100E+01, 0.000E+00, 2.244E+02, 2.519E+02
 2.200E+01, 0.000E+00, 2.249E+02, 2.363E+02
 2.300E+01, 0.000E+00, 2.232E+02, 2.186E+02
 2.400E+01, 0.000E+00, 2.198E+02, 1.941E+02
 2.500E+01, 1.757E+01, 2.152E+02, 1.624E+02
 2.600E+01, 2.379E+01, 2.094E+02, 1.304E+02
 2.700E+01, 2.896E+01, 2.023E+02, 9.988E+01
 2.800E+01, 3.522E+01, 1.937E+02, 7.195E+01
 2.900E+01, 4.176E+01, 1.837E+02, 4.702E+01
 3.000E+01, 4.946E+01, 1.726E+02, 2.594E+01
 3.100E+01, 5.754E+01, 1.585E+02, 8.976E-01
 3.200E+01, 6.564E+01, 1.394E+02, 0.000E+00
 3.300E+01, 7.369E+01, 1.195E+02, 0.000E+00
 3.400E+01, 8.191E+01, 9.970E+01, 0.000E+00
 3.500E+01, 9.012E+01, 8.082E+01, 0.000E+00
 3.600E+01, 9.818E+01, 6.313E+01, 0.000E+00
 3.700E+01, 1.057E+02, 4.681E+01, 0.000E+00
 3.800E+01, 1.130E+02, 3.227E+01, 0.000E+00
 3.900E+01, 1.201E+02, 1.961E+01, 0.000E+00
 4.000E+01, 1.259E+02, 1.803E+00, 0.000E+00
 4.100E+01, 1.315E+02, 0.000E+00, 0.000E+00
 4.200E+01, 1.360E+02, 0.000E+00, 0.000E+00
 4.300E+01, 1.400E+02, 0.000E+00, 0.000E+00
 4.400E+01, 1.431E+02, 0.000E+00, 0.000E+00
 4.500E+01, 1.454E+02, 0.000E+00, 0.000E+00
 4.600E+01, 1.468E+02, 0.000E+00, 0.000E+00
 4.700E+01, 1.475E+02, 0.000E+00, 0.000E+00
 4.800E+01, 1.477E+02, 0.000E+00, 0.000E+00
 4.900E+01, 1.471E+02, 0.000E+00, 0.000E+00
 5.000E+01, 1.463E+02, 0.000E+00, 0.000E+00
 5.100E+01, 1.448E+02, 0.000E+00, 0.000E+00
 5.200E+01, 1.428E+02, 0.000E+00, 0.000E+00
 5.300E+01, 1.408E+02, 0.000E+00, 0.000E+00
 5.400E+01, 1.383E+02, 0.000E+00, 0.000E+00
 5.500E+01, 1.353E+02, 0.000E+00, 0.000E+00
 5.600E+01, 1.322E+02, 0.000E+00, 0.000E+00
 5.700E+01, 1.286E+02, 0.000E+00, 0.000E+00
 5.800E+01, 1.243E+02, 0.000E+00, 0.000E+00
