s,kW/m2,kW/m2,kW/m2
Time,"HRRPUA-25","HRRPUA-50","HRRPUA-75"
 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00
 9.000E+00, 0.000E+00, 0.000E+00, 0.000E+00
 1.700E+01, 0.000E+00, 0.000E+00, 0.000E+00
 2.600E+01, 0.000E+00, 0.000E+00, 0.000E+00
 3.400E+01, 0.000E+00, 0.000E+00, 1.988E+01
 4.200E+01, 0.000E+00, 0.000E+00, 5.031E+02
 5.100E+01, 0.000E+00, 0.000E+00, 3.917E+02
 5.900E+01, 0.000E+00, 3.324E+02, 2.900E+02
 6.800E+01, 0.000E+00, 3.455E+02, 2.443E+02
 7.600E+01, 0.000E+00, 2.689E+02, 2.238E+02
 8.400E+01, 0.000E+00, 2.191E+02, 2.110E+02
 9.300E+01, 0.000E+00, 1.900E+02, 1.997E+02
 1.010E+02, 0.000E+00, 1.751E+02, 1.916E+02
 1.100E+02, 0.000E+00, 1.653E+02, 1.853E+02
 1.180E+02, 0.000E+00, 1.581E+02, 1.789E+02
 1.260E+02, 0.000E+00, 1.521E+02, 1.729E+02
 1.350E+02, 0.000E+00, 1.463E+02, 1.665E+02
 1.430E+02, 0.000E+00, 1.426E+02, 1.609E+02
 1.520E+02, 0.000E+00, 1.390E+02, 1.573E+02
 1.600E+02, 0.000E+00, 1.354E+02, 1.537E+02
 1.680E+02, 0.000E+00, 1.320E+02, 1.504E+02
 1.770E+02, 0.000E+00, 1.284E+02, 1.471E+02
 1.850E+02, 0.000E+00, 1.248E+02, 1.454E+02
 1.940E+02, 0.000E+00, 1.214E+02, 1.441E+02
 2.020E+02, 1.144E+02, 1.192E+02, 1.428E+02
 2.100E+02, 2.608E+02, 1.174E+02, 1.416E+02
 2.190E+02, 2.326E+02, 1.154E+02, 1.403E+02
 2.270E+02, 1.969E+02, 1.134E+02, 1.391E+02
 2.360E+02, 1.671E+02, 1.114E+02, 1.381E+02
 2.440E+02, 1.453E+02, 1.098E+02, 1.375E+02
 2.520E+02, 1.316E+02, 1.091E+02, 1.371E+02
 2.610E+02, 1.221E+02, 1.084E+02, 1.365E+02
 2.690E+02, 1.162E+02, 1.077E+02, 1.360E+02
 2.780E+02, 1.118E+02, 1.069E+02, 1.354E+02
 2.860E+02, 1.077E+02, 1.062E+02, 1.349E+02
 2.940E+02, 1.050E+02, 1.056E+02, 1.344E+02
 3.030E+02, 1.022E+02, 1.048E+02, 1.339E+02
 3.110E+02, 9.942E+01, 1.041E+02, 1.333E+02
 3.200E+02, 9.684E+01, 1.036E+02, 1.328E+02
 3.280E+02, 9.517E+01, 1.033E+02, 1.322E+02
 3.360E+02, 9.371E+01, 1.030E+02, 1.317E+02
 3.450E+02, 9.215E+01, 1.027E+02, 1.312E+02
 3.530E+02, 9.059E+01, 1.024E+02, 1.308E+02
 3.620E+02, 8.903E+01, 1.021E+02, 1.312E+02
 3.700E+02, 8.746E+01, 1.018E+02, 1.316E+02
 3.780E+02, 8.599E+01, 1.015E+02, 1.321E+02
 3.870E+02, 8.443E+01, 1.012E+02, 1.325E+02
 3.950E+02, 8.286E+01, 1.009E+02, 1.330E+02
 4.040E+02, 8.129E+01, 1.006E+02, 1.335E+02
 4.120E+02, 7.988E+01, 1.003E+02, 1.339E+02
 4.200E+02, 7.903E+01, 1.000E+02, 1.344E+02
 4.290E+02, 7.816E+01, 9.970E+01, 1.349E+02
 4.370E+02, 7.730E+01, 9.939E+01, 1.365E+02
 4.460E+02, 7.643E+01, 9.909E+01, 1.386E+02
 4.540E+02, 7.557E+01, 9.878E+01, 1.407E+02
 4.620E+02, 7.475E+01, 9.849E+01, 1.427E+02
 4.710E+02, 7.389E+01, 9.819E+01, 1.448E+02
 4.790E+02, 7.302E+01, 9.811E+01, 1.469E+02
 4.880E+02, 7.239E+01, 9.837E+01, 1.490E+02
 4.960E+02, 7.207E+01, 9.863E+01, 1.517E+02
 5.040E+02, 7.177E+01, 9.887E+01, 1.564E+02
 5.130E+02, 7.146E+01, 9.913E+01, 1.615E+02
 5.210E+02, 7.115E+01, 9.939E+01, 1.667E+02
 5.300E+02, 7.083E+01, 9.965E+01, 1.720E+02
 5.380E+02, 7.052E+01, 9.991E+01, 1.781E+02
 5.460E+02, 7.022E+01, 1.001E+02, 1.839E+02
 5.550E+02, 6.991E+01, 1.004E+02, 1.901E+02
 5.630E+02, 6.959E+01, 1.007E+02, 1.963E+02
 5.720E+02, 6.928E+01, 1.009E+02, 2.026E+02
 5.800E+02, 6.896E+01, 1.013E+02, 2.100E+02
 5.880E+02, 6.867E+01, 1.023E+02, 2.180E+02
 5.970E+02, 6.839E+01, 1.035E+02, 2.265E+02
 6.050E+02, 6.824E+01, 1.047E+02, 2.350E+02
 6.140E+02, 6.811E+01, 1.058E+02, 2.435E+02
 6.220E+02, 6.798E+01, 1.070E+02, 2.520E+02
 6.300E+02, 6.786E+01, 1.081E+02, 2.600E+02
 6.390E+02, 6.772E+01, 1.093E+02, 2.685E+02
 6.470E+02, 6.759E+01, 1.105E+02, 2.770E+02
 6.560E+02, 6.746E+01, 1.117E+02, 2.855E+02
 6.640E+02, 6.733E+01, 1.130E+02, 2.930E+02
 6.720E+02, 6.720E+01, 1.153E+02, 2.997E+02
 6.810E+02, 6.707E+01, 1.182E+02, 3.069E+02
 6.890E+02, 6.694E+01, 1.211E+02, 3.121E+02
 6.980E+02, 6.681E+01, 1.240E+02, 3.138E+02
 7.060E+02, 6.667E+01, 1.269E+02, 3.082E+02
 7.140E+02, 6.655E+01, 1.298E+02, 2.945E+02
 7.230E+02, 6.642E+01, 1.333E+02, 2.774E+02
 7.310E+02, 6.629E+01, 1.368E+02, 2.635E+02
 7.400E+02, 6.615E+01, 1.403E+02, 2.524E+02
 7.480E+02, 6.602E+01, 1.438E+02, 2.401E+02
 7.560E+02, 6.590E+01, 1.470E+02, 2.236E+02
 7.650E+02, 6.576E+01, 1.505E+02, 1.957E+02
 7.730E+02, 6.563E+01, 1.542E+02, 1.591E+02
 7.820E+02, 6.550E+01, 1.588E+02, 1.248E+02
