s,kW/m2,kW/m2,kW/m2
Time,"HRRPUA-35","HRRPUA-50","HRRPUA-75"
 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00
 1.000E+01, 0.000E+00, 0.000E+00, 4.317E+00
 2.000E+01, 0.000E+00, 2.715E+00, 6.775E+01
 3.000E+01, 0.000E+00, 4.201E+01, 1.073E+02
 4.000E+01, 0.000E+00, 7.938E+01, 7.739E+01
 5.000E+01, 7.936E+00, 7.436E+01, 5.518E+01
 6.000E+01, 3.937E+01, 5.549E+01, 4.617E+01
 7.000E+01, 6.254E+01, 4.274E+01, 4.633E+01
 8.000E+01, 6.272E+01, 3.633E+01, 5.123E+01
 9.000E+01, 5.056E+01, 3.358E+01, 5.918E+01
 1.000E+02, 4.019E+01, 3.460E+01, 6.737E+01
 1.100E+02, 3.301E+01, 3.692E+01, 7.145E+01
 1.200E+02, 2.916E+01, 4.126E+01, 7.493E+01
 1.300E+02, 2.671E+01, 4.594E+01, 7.851E+01
 1.400E+02, 2.681E+01, 5.035E+01, 7.754E+01
 1.500E+02, 2.751E+01, 5.260E+01, 7.474E+01
 1.600E+02, 2.929E+01, 5.446E+01, 6.951E+01
 1.700E+02, 3.209E+01, 5.644E+01, 6.548E+01
 1.800E+02, 3.474E+01, 5.855E+01, 6.246E+01
 1.900E+02, 3.796E+01, 5.797E+01, 6.149E+01
 2.000E+02, 4.025E+01, 5.701E+01, 6.089E+01
 2.100E+02, 4.154E+01, 5.465E+01, 6.613E+01
 2.200E+02, 4.266E+01, 5.174E+01, 7.541E+01
 2.300E+02, 4.389E+01, 4.950E+01, 8.506E+01
 2.400E+02, 4.527E+01, 4.726E+01, 9.932E+01
 2.500E+02, 4.635E+01, 4.632E+01, 1.158E+02
 2.600E+02, 4.584E+01, 4.576E+01, 1.219E+02
 2.700E+02, 4.523E+01, 4.506E+01, 1.263E+02
 2.800E+02, 4.436E+01, 4.632E+01, 1.286E+02
 2.900E+02, 4.228E+01, 5.029E+01, 1.322E+02
 3.000E+02, 4.068E+01, 5.563E+01, 1.411E+02
 3.100E+02, 3.928E+01, 6.093E+01, 1.570E+02
 3.200E+02, 3.788E+01, 6.631E+01, 1.676E+02
 3.300E+02, 3.673E+01, 7.650E+01, 1.700E+02
 3.400E+02, 3.654E+01, 8.585E+01, 1.823E+02
 3.500E+02, 3.608E+01, 8.850E+01, 1.991E+02
 3.600E+02, 3.560E+01, 9.298E+01, 2.117E+02
 3.700E+02, 3.588E+01, 9.396E+01, 2.319E+02
 3.800E+02, 3.763E+01, 9.551E+01, 2.436E+02
 3.900E+02, 4.057E+01, 9.692E+01, 2.527E+02
 4.000E+02, 4.394E+01, 9.980E+01, 2.606E+02
 4.100E+02, 4.718E+01, 1.060E+02, 2.539E+02
 4.200E+02, 5.059E+01, 1.152E+02, 2.399E+02
 4.300E+02, 5.443E+01, 1.227E+02, 2.131E+02
 4.400E+02, 6.206E+01, 1.254E+02, 1.964E+02
 4.500E+02, 6.773E+01, 1.266E+02, 1.827E+02
 4.600E+02, 6.926E+01, 1.327E+02, 1.698E+02
 4.700E+02, 7.181E+01, 1.444E+02, 1.540E+02
 4.800E+02, 7.392E+01, 1.502E+02, 1.363E+02
 4.900E+02, 7.430E+01, 1.582E+02, 1.197E+02
 5.000E+02, 7.535E+01, 1.698E+02, 1.102E+02
 5.100E+02, 7.597E+01, 1.782E+02, 1.064E+02
 5.200E+02, 7.762E+01, 1.830E+02, 9.685E+01
 5.300E+02, 7.951E+01, 1.881E+02, 9.573E+01
 5.400E+02, 8.413E+01, 1.934E+02, 9.938E+01
 5.500E+02, 8.995E+01, 1.924E+02, 9.857E+01
 5.600E+02, 9.492E+01, 1.870E+02, 1.000E+02
 5.700E+02, 9.844E+01, 1.786E+02, 1.002E+02
 5.800E+02, 9.911E+01, 1.624E+02, 9.974E+01
 5.900E+02, 9.995E+01, 1.519E+02, 9.829E+01
 6.000E+02, 1.030E+02, 1.431E+02, 9.199E+01
 6.100E+02, 1.106E+02, 1.360E+02, 8.193E+01
 6.200E+02, 1.162E+02, 1.291E+02, 7.368E+01
 6.300E+02, 1.192E+02, 1.213E+02, 6.675E+01
 6.400E+02, 1.244E+02, 1.117E+02, 6.044E+01
 6.500E+02, 1.317E+02, 1.020E+02, 5.573E+01
 6.600E+02, 1.384E+02, 9.223E+01, 4.905E+01
 6.700E+02, 1.419E+02, 8.483E+01, 4.087E+01
 6.800E+02, 1.450E+02, 8.131E+01, 3.545E+01
 6.900E+02, 1.481E+02, 7.956E+01, 3.023E+01
 7.000E+02, 1.516E+02, 7.459E+01, 2.658E+01
 7.100E+02, 1.535E+02, 6.974E+01, 2.327E+01
 7.200E+02, 1.506E+02, 7.200E+01, 2.144E+01
 7.300E+02, 1.475E+02, 7.398E+01, 1.770E+01
 7.400E+02, 1.429E+02, 7.333E+01, 1.553E+01
 7.500E+02, 1.326E+02, 7.353E+01, 1.388E+01
 7.600E+02, 1.240E+02, 7.454E+01, 1.213E+01
 7.700E+02, 1.186E+02, 7.454E+01, 1.158E+01
 7.800E+02, 1.129E+02, 7.414E+01, 1.178E+01
 7.900E+02, 1.084E+02, 7.415E+01, 1.233E+01
 8.000E+02, 1.044E+02, 7.284E+01, 1.226E+01
 8.100E+02, 9.962E+01, 6.934E+01, 1.217E+01
 8.200E+02, 9.467E+01, 6.421E+01, 1.213E+01
 8.300E+02, 8.852E+01, 5.833E+01, 1.254E+01
 8.400E+02, 8.251E+01, 5.436E+01, 4.234E+00
 8.500E+02, 7.630E+01, 5.053E+01, 0.000E+00
 8.600E+02, 7.066E+01, 4.676E+01, 0.000E+00
 8.700E+02, 6.642E+01, 4.370E+01, 0.000E+00
 8.800E+02, 6.429E+01, 4.128E+01, 0.000E+00
 8.900E+02, 6.343E+01, 3.783E+01, 0.000E+00
 9.000E+02, 6.138E+01, 3.278E+01, 0.000E+00
 9.100E+02, 5.749E+01, 2.912E+01, 0.000E+00
