s,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2
 3.700E+01, 0.000E+00, 0.000E+00, 2.755E+02, 8.617E+02, 8.255E+02
 3.800E+01, 0.000E+00, 0.000E+00, 3.202E+02, 8.639E+02, 7.811E+02
 3.900E+01, 0.000E+00, 0.000E+00, 3.592E+02, 8.624E+02, 7.338E+02
 4.000E+01, 0.000E+00, 0.000E+00, 3.968E+02, 8.586E+02, 6.839E+02
 4.100E+01, 0.000E+00, 0.000E+00, 4.310E+02, 8.536E+02, 6.339E+02
 4.200E+01, 0.000E+00, 0.000E+00, 4.625E+02, 8.466E+02, 5.852E+02
 4.300E+01, 0.000E+00, 0.000E+00, 4.925E+02, 8.397E+02, 5.384E+02
 4.400E+01, 0.000E+00, 0.000E+00, 5.200E+02, 8.327E+02, 4.947E+02
 4.500E+01, 0.000E+00, 0.000E+00, 5.451E+02, 8.254E+02, 4.546E+02
 4.600E+01, 0.000E+00, 0.000E+00, 5.676E+02, 8.184E+02, 4.185E+02
 4.700E+01, 0.000E+00, 0.000E+00, 5.878E+02, 8.105E+02, 3.875E+02
 4.800E+01, 0.000E+00, 0.000E+00, 6.053E+02, 8.005E+02, 3.612E+02
 4.900E+01, 0.000E+00, 1.401E+02, 6.202E+02, 7.907E+02, 3.396E+02
 5.000E+01, 0.000E+00, 1.757E+02, 6.317E+02, 7.786E+02, 3.239E+02
 5.100E+01, 0.000E+00, 2.042E+02, 6.406E+02, 7.639E+02, 3.107E+02
 5.200E+01, 0.000E+00, 2.342E+02, 6.482E+02, 7.473E+02, 3.017E+02
 5.300E+01, 0.000E+00, 2.631E+02, 6.532E+02, 7.275E+02, 2.942E+02
 5.400E+01, 0.000E+00, 2.883E+02, 6.555E+02, 7.035E+02, 2.888E+02
 5.500E+01, 0.000E+00, 3.136E+02, 6.573E+02, 6.776E+02, 2.851E+02
 5.600E+01, 0.000E+00, 3.367E+02, 6.572E+02, 6.494E+02, 2.820E+02
 5.700E+01, 0.000E+00, 3.587E+02, 6.558E+02, 6.191E+02, 2.805E+02
 5.800E+01, 0.000E+00, 3.793E+02, 6.534E+02, 5.871E+02, 2.792E+02
 5.900E+01, 0.000E+00, 3.992E+02, 6.507E+02, 5.542E+02, 2.780E+02
 6.000E+01, 0.000E+00, 4.175E+02, 6.469E+02, 5.212E+02, 2.767E+02
 6.100E+01, 0.000E+00, 4.353E+02, 6.429E+02, 4.887E+02, 2.755E+02
 6.200E+01, 0.000E+00, 4.510E+02, 6.389E+02, 4.575E+02, 2.742E+02
 6.300E+01, 0.000E+00, 4.654E+02, 6.347E+02, 4.272E+02, 2.726E+02
 6.400E+01, 0.000E+00, 4.782E+02, 6.307E+02, 3.987E+02, 2.696E+02
 6.500E+01, 0.000E+00, 4.900E+02, 6.267E+02, 3.723E+02, 2.664E+02
 6.600E+01, 0.000E+00, 5.002E+02, 6.225E+02, 3.479E+02, 2.632E+02
 6.700E+01, 0.000E+00, 5.087E+02, 6.180E+02, 3.264E+02, 2.591E+02
 6.800E+01, 0.000E+00, 5.155E+02, 6.124E+02, 3.067E+02, 2.543E+02
 6.900E+01, 0.000E+00, 5.212E+02, 6.066E+02, 2.907E+02, 2.496E+02
 7.000E+01, 0.000E+00, 5.263E+02, 6.008E+02, 2.762E+02, 2.448E+02
 7.100E+01, 0.000E+00, 5.296E+02, 5.936E+02, 2.656E+02, 2.401E+02
 7.200E+01, 0.000E+00, 5.320E+02, 5.853E+02, 2.561E+02, 2.353E+02
 7.300E+01, 0.000E+00, 5.331E+02, 5.763E+02, 2.491E+02, 2.306E+02
 7.400E+01, 0.000E+00, 5.341E+02, 5.661E+02, 2.433E+02, 2.258E+02
 7.500E+01, 0.000E+00, 5.338E+02, 5.543E+02, 2.385E+02, 2.210E+02
 7.600E+01, 0.000E+00, 5.331E+02, 5.409E+02, 2.349E+02, 2.145E+02
 7.700E+01, 0.000E+00, 5.315E+02, 5.259E+02, 2.321E+02, 2.073E+02
 7.800E+01, 0.000E+00, 5.296E+02, 5.108E+02, 2.300E+02, 2.000E+02
 7.900E+01, 0.000E+00, 5.278E+02, 4.941E+02, 2.282E+02, 1.927E+02
 8.000E+01, 0.000E+00, 5.252E+02, 4.766E+02, 2.273E+02, 1.854E+02
 8.100E+01, 0.000E+00, 5.225E+02, 4.586E+02, 2.265E+02, 1.781E+02
 8.200E+01, 0.000E+00, 5.198E+02, 4.395E+02, 2.257E+02, 1.708E+02
 8.300E+01, 0.000E+00, 5.171E+02, 4.205E+02, 2.248E+02, 1.635E+02
 8.400E+01, 0.000E+00, 5.143E+02, 4.013E+02, 2.240E+02, 1.563E+02
 8.500E+01, 0.000E+00, 5.115E+02, 3.822E+02, 2.232E+02, 1.500E+02
 8.600E+01, 0.000E+00, 5.088E+02, 3.638E+02, 2.223E+02, 1.439E+02
 8.700E+01, 0.000E+00, 5.060E+02, 3.458E+02, 2.215E+02, 1.377E+02
 8.800E+01, 0.000E+00, 5.032E+02, 3.281E+02, 2.197E+02, 1.316E+02
 8.900E+01, 0.000E+00, 4.997E+02, 3.115E+02, 2.176E+02, 1.257E+02
 9.000E+01, 0.000E+00, 4.959E+02, 2.952E+02, 2.155E+02, 1.210E+02
 9.100E+01, 0.000E+00, 4.921E+02, 2.806E+02, 2.134E+02, 1.165E+02
 9.200E+01, 0.000E+00, 4.883E+02, 2.664E+02, 2.108E+02, 1.121E+02
 9.300E+01, 0.000E+00, 4.838E+02, 2.534E+02, 2.077E+02, 1.076E+02
 9.400E+01, 0.000E+00, 4.787E+02, 2.418E+02, 2.045E+02, 1.031E+02
 9.500E+01, 0.000E+00, 4.730E+02, 2.307E+02, 2.014E+02, 9.893E+01
 9.600E+01, 0.000E+00, 4.669E+02, 2.217E+02, 1.983E+02, 9.590E+01
 9.700E+01, 0.000E+00, 4.602E+02, 2.131E+02, 1.951E+02, 9.296E+01
 9.800E+01, 0.000E+00, 4.528E+02, 2.059E+02, 1.920E+02, 9.001E+01
 9.900E+01, 2.556E+00, 4.446E+02, 2.003E+02, 1.889E+02, 8.707E+01
 1.000E+02, 4.925E+01, 4.351E+02, 1.948E+02, 1.857E+02, 8.412E+01
 1.010E+02, 1.149E+02, 4.252E+02, 1.906E+02, 1.826E+02, 8.153E+01
 1.020E+02, 1.439E+02, 4.153E+02, 1.872E+02, 1.795E+02, 7.938E+01
 1.030E+02, 1.672E+02, 4.046E+02, 1.839E+02, 1.756E+02, 7.722E+01
 1.040E+02, 1.891E+02, 3.931E+02, 1.814E+02, 1.708E+02, 7.506E+01
 1.050E+02, 2.102E+02, 3.816E+02, 1.792E+02, 1.660E+02, 7.291E+01
 1.060E+02, 2.294E+02, 3.695E+02, 1.774E+02, 1.613E+02, 7.075E+01
 1.070E+02, 2.474E+02, 3.570E+02, 1.761E+02, 1.565E+02, 6.859E+01
 1.080E+02, 2.650E+02, 3.445E+02, 1.748E+02, 1.517E+02, 6.644E+01
 1.090E+02, 2.818E+02, 3.320E+02, 1.737E+02, 1.469E+02, 6.439E+01
 1.100E+02, 2.980E+02, 3.194E+02, 1.732E+02, 1.421E+02, 6.300E+01
 1.110E+02, 3.128E+02, 3.069E+02, 1.727E+02, 1.373E+02, 6.171E+01
 1.120E+02, 3.275E+02, 2.949E+02, 1.723E+02, 1.326E+02, 6.042E+01
 1.130E+02, 3.420E+02, 2.831E+02, 1.718E+02, 1.278E+02, 5.914E+01
 1.140E+02, 3.548E+02, 2.713E+02, 1.713E+02, 1.235E+02, 5.785E+01
 1.150E+02, 3.670E+02, 2.602E+02, 1.708E+02, 1.195E+02, 5.674E+01
 1.160E+02, 3.780E+02, 2.494E+02, 1.704E+02, 1.155E+02, 5.639E+01
 1.170E+02, 3.882E+02, 2.386E+02, 1.699E+02, 1.115E+02, 5.613E+01
 1.180E+02, 3.981E+02, 2.291E+02, 1.694E+02, 1.075E+02, 5.586E+01
 1.190E+02, 4.066E+02, 2.198E+02, 1.689E+02, 1.034E+02, 5.560E+01
 1.200E+02, 4.148E+02, 2.106E+02, 1.684E+02, 1.001E+02, 5.534E+01
 1.210E+02, 4.220E+02, 2.028E+02, 1.673E+02, 9.712E+01, 5.508E+01
 1.220E+02, 4.280E+02, 1.952E+02, 1.661E+02, 9.418E+01, 5.481E+01
 1.230E+02, 4.330E+02, 1.878E+02, 1.648E+02, 9.123E+01, 5.455E+01
 1.240E+02, 4.373E+02, 1.818E+02, 1.636E+02, 8.829E+01, 5.429E+01
 1.250E+02, 4.415E+02, 1.762E+02, 1.624E+02, 8.534E+01, 5.403E+01
 1.260E+02, 4.443E+02, 1.706E+02, 1.610E+02, 8.239E+01, 5.376E+01
 1.270E+02, 4.467E+02, 1.663E+02, 1.592E+02, 7.983E+01, 5.350E+01
 1.280E+02, 4.485E+02, 1.627E+02, 1.574E+02, 7.789E+01, 5.324E+01
 1.290E+02, 4.491E+02, 1.591E+02, 1.556E+02, 7.596E+01, 5.297E+01
 1.300E+02, 4.499E+02, 1.558E+02, 1.538E+02, 7.403E+01, 5.274E+01
 1.310E+02, 4.502E+02, 1.536E+02, 1.520E+02, 7.210E+01, 5.265E+01
 1.320E+02, 4.497E+02, 1.514E+02, 1.501E+02, 7.016E+01, 5.258E+01
 1.330E+02, 4.491E+02, 1.492E+02, 1.483E+02, 6.823E+01, 5.251E+01
 1.340E+02, 4.479E+02, 1.475E+02, 1.465E+02, 6.646E+01, 5.243E+01
 1.350E+02, 4.466E+02, 1.461E+02, 1.447E+02, 6.503E+01, 5.236E+01
 1.360E+02, 4.452E+02, 1.447E+02, 1.429E+02, 6.362E+01, 5.229E+01
 1.370E+02, 4.436E+02, 1.437E+02, 1.411E+02, 6.220E+01, 5.222E+01
 1.380E+02, 4.416E+02, 1.428E+02, 1.393E+02, 6.079E+01, 5.215E+01
 1.390E+02, 4.396E+02, 1.420E+02, 1.374E+02, 5.937E+01, 5.207E+01
 1.400E+02, 4.377E+02, 1.412E+02, 1.356E+02, 5.796E+01, 5.200E+01
 1.410E+02, 4.357E+02, 1.408E+02, 1.330E+02, 5.654E+01, 5.193E+01
 1.420E+02, 4.338E+02, 1.405E+02, 1.302E+02, 5.513E+01, 5.186E+01
 1.430E+02, 4.318E+02, 1.401E+02, 1.274E+02, 5.371E+01, 5.179E+01
 1.440E+02, 4.298E+02, 1.398E+02, 1.247E+02, 5.233E+01, 5.171E+01
 1.450E+02, 4.279E+02, 1.395E+02, 1.219E+02, 5.137E+01, 5.164E+01
 1.460E+02, 4.259E+02, 1.392E+02, 1.191E+02, 5.053E+01, 5.157E+01
 1.470E+02, 4.239E+02, 1.389E+02, 1.163E+02, 4.968E+01, 5.150E+01
 1.480E+02, 4.215E+02, 1.386E+02, 1.136E+02, 4.883E+01, 5.143E+01
 1.490E+02, 4.188E+02, 1.382E+02, 1.108E+02, 4.799E+01, 5.135E+01
 1.500E+02, 4.161E+02, 1.379E+02, 1.080E+02, 4.714E+01, 5.128E+01
 1.510E+02, 4.134E+02, 1.376E+02, 1.052E+02, 4.630E+01, 5.121E+01
 1.520E+02, 4.107E+02, 1.373E+02, 1.025E+02, 4.583E+01, 5.114E+01
 1.530E+02, 4.075E+02, 1.370E+02, 9.967E+01, 4.566E+01, 5.106E+01
 1.540E+02, 4.038E+02, 1.366E+02, 9.691E+01, 4.549E+01, 5.099E+01
 1.550E+02, 3.999E+02, 1.358E+02, 9.443E+01, 4.531E+01, 5.092E+01
 1.560E+02, 3.957E+02, 1.350E+02, 9.210E+01, 4.514E+01, 5.085E+01
 1.570E+02, 3.913E+02, 1.342E+02, 8.976E+01, 4.496E+01, 5.077E+01
 1.580E+02, 3.863E+02, 1.334E+02, 8.744E+01, 4.479E+01, 5.070E+01
 1.590E+02, 3.810E+02, 1.326E+02, 8.510E+01, 4.462E+01, 5.063E+01
 1.600E+02, 3.752E+02, 1.318E+02, 8.277E+01, 4.444E+01, 5.056E+01
 1.610E+02, 3.686E+02, 1.309E+02, 8.044E+01, 4.427E+01, 5.049E+01
 1.620E+02, 3.616E+02, 1.298E+02, 7.813E+01, 4.410E+01, 5.041E+01
 1.630E+02, 3.546E+02, 1.286E+02, 7.625E+01, 4.392E+01, 5.034E+01
 1.640E+02, 3.475E+02, 1.274E+02, 7.454E+01, 4.375E+01, 5.027E+01
 1.650E+02, 3.397E+02, 1.262E+02, 7.283E+01, 4.358E+01, 5.020E+01
 1.660E+02, 3.315E+02, 1.250E+02, 7.112E+01, 4.340E+01, 5.012E+01
 1.670E+02, 3.234E+02, 1.238E+02, 6.941E+01, 4.323E+01, 5.005E+01
 1.680E+02, 3.150E+02, 1.226E+02, 6.770E+01, 4.305E+01, 4.998E+01
 1.690E+02, 3.062E+02, 1.214E+02, 6.599E+01, 4.288E+01, 4.991E+01
 1.700E+02, 2.973E+02, 1.202E+02, 6.428E+01, 4.273E+01, 4.983E+01
 1.710E+02, 2.884E+02, 1.190E+02, 6.257E+01, 4.266E+01, 4.976E+01
 1.720E+02, 2.795E+02, 1.178E+02, 6.103E+01, 4.262E+01, 4.969E+01
 1.730E+02, 2.706E+02, 1.166E+02, 5.989E+01, 4.257E+01, 4.957E+01
 1.740E+02, 2.617E+02, 1.154E+02, 5.877E+01, 4.252E+01, 4.705E+01
 1.750E+02, 2.530E+02, 1.143E+02, 5.765E+01, 4.247E+01, 2.617E+01
 1.760E+02, 2.446E+02, 1.131E+02, 5.653E+01, 4.243E+01, 0.000E+00
 1.770E+02, 2.362E+02, 1.119E+02, 5.541E+01, 4.238E+01, 0.000E+00
 1.780E+02, 2.279E+02, 1.107E+02, 5.429E+01, 4.233E+01, 0.000E+00
 1.790E+02, 2.200E+02, 1.093E+02, 5.317E+01, 4.229E+01, 0.000E+00
 1.800E+02, 2.123E+02, 1.075E+02, 5.205E+01, 4.224E+01, 0.000E+00
 1.810E+02, 2.046E+02, 1.057E+02, 5.096E+01, 4.219E+01, 0.000E+00
 1.820E+02, 1.974E+02, 1.038E+02, 5.009E+01, 4.214E+01, 0.000E+00
 1.830E+02, 1.908E+02, 1.020E+02, 4.927E+01, 4.210E+01, 0.000E+00
 1.840E+02, 1.842E+02, 1.002E+02, 4.845E+01, 4.205E+01, 0.000E+00
 1.850E+02, 1.776E+02, 9.837E+01, 4.763E+01, 4.200E+01, 0.000E+00
 1.860E+02, 1.719E+02, 9.654E+01, 4.681E+01, 4.195E+01, 0.000E+00
 1.870E+02, 1.666E+02, 9.472E+01, 4.599E+01, 4.191E+01, 0.000E+00
 1.880E+02, 1.612E+02, 9.289E+01, 4.517E+01, 4.186E+01, 0.000E+00
 1.890E+02, 1.562E+02, 9.107E+01, 4.435E+01, 4.181E+01, 0.000E+00
 1.900E+02, 1.522E+02, 8.924E+01, 4.354E+01, 4.176E+01, 0.000E+00
 1.910E+02, 1.482E+02, 8.742E+01, 4.272E+01, 4.172E+01, 0.000E+00
 1.920E+02, 1.442E+02, 8.559E+01, 4.190E+01, 4.167E+01, 0.000E+00
 1.930E+02, 1.408E+02, 8.377E+01, 4.108E+01, 4.162E+01, 0.000E+00
 1.940E+02, 1.383E+02, 8.195E+01, 4.026E+01, 4.157E+01, 0.000E+00
 1.950E+02, 1.357E+02, 8.012E+01, 3.953E+01, 4.153E+01, 0.000E+00
 1.960E+02, 1.331E+02, 7.830E+01, 3.903E+01, 4.148E+01, 0.000E+00
 1.970E+02, 1.309E+02, 7.669E+01, 3.854E+01, 4.143E+01, 0.000E+00
 1.980E+02, 1.293E+02, 7.516E+01, 3.805E+01, 4.138E+01, 0.000E+00
 1.990E+02, 1.278E+02, 7.363E+01, 3.756E+01, 4.134E+01, 0.000E+00
 2.000E+02, 1.262E+02, 7.209E+01, 3.707E+01, 4.129E+01, 0.000E+00
 2.010E+02, 1.247E+02, 7.056E+01, 3.658E+01, 4.124E+01, 0.000E+00
 2.020E+02, 1.237E+02, 6.903E+01, 3.609E+01, 4.119E+01, 0.000E+00
 2.030E+02, 1.227E+02, 6.750E+01, 3.560E+01, 4.115E+01, 0.000E+00
 2.040E+02, 1.217E+02, 6.597E+01, 3.511E+01, 4.110E+01, 0.000E+00
 2.050E+02, 1.209E+02, 6.443E+01, 3.488E+01, 4.105E+01, 0.000E+00
 2.060E+02, 1.203E+02, 6.295E+01, 3.477E+01, 4.100E+01, 0.000E+00
 2.070E+02, 1.197E+02, 6.177E+01, 3.467E+01, 4.096E+01, 0.000E+00
 2.080E+02, 1.191E+02, 6.064E+01, 3.457E+01, 4.091E+01, 0.000E+00
 2.090E+02, 1.186E+02, 5.952E+01, 3.447E+01, 4.086E+01, 0.000E+00
 2.100E+02, 1.183E+02, 5.839E+01, 3.437E+01, 4.081E+01, 0.000E+00
 2.110E+02, 1.181E+02, 5.727E+01, 3.427E+01, 4.077E+01, 0.000E+00
 2.120E+02, 1.178E+02, 5.615E+01, 3.417E+01, 4.072E+01, 0.000E+00
 2.130E+02, 1.176E+02, 5.502E+01, 3.407E+01, 4.067E+01, 0.000E+00
 2.140E+02, 1.174E+02, 5.390E+01, 3.397E+01, 4.062E+01, 0.000E+00
 2.150E+02, 1.172E+02, 5.277E+01, 3.387E+01, 4.058E+01, 0.000E+00
 2.160E+02, 1.169E+02, 5.165E+01, 3.377E+01, 4.053E+01, 0.000E+00
 2.170E+02, 1.167E+02, 5.053E+01, 3.367E+01, 4.048E+01, 0.000E+00
 2.180E+02, 1.165E+02, 4.951E+01, 3.357E+01, 4.043E+01, 0.000E+00
 2.190E+02, 1.163E+02, 4.877E+01, 3.347E+01, 4.039E+01, 0.000E+00
 2.200E+02, 1.160E+02, 4.803E+01, 3.337E+01, 4.034E+01, 0.000E+00
 2.210E+02, 1.158E+02, 4.729E+01, 3.327E+01, 4.029E+01, 0.000E+00
 2.220E+02, 1.156E+02, 4.656E+01, 3.317E+01, 4.024E+01, 0.000E+00
 2.230E+02, 1.154E+02, 4.582E+01, 3.307E+01, 4.020E+01, 0.000E+00
 2.240E+02, 1.151E+02, 4.508E+01, 3.297E+01, 3.906E+01, 0.000E+00
 2.250E+02, 1.149E+02, 4.435E+01, 3.287E+01, 3.651E+01, 0.000E+00
 2.260E+02, 1.145E+02, 4.361E+01, 3.276E+01, 7.915E+00, 0.000E+00
 2.270E+02, 1.140E+02, 4.288E+01, 3.266E+01, 0.000E+00, 0.000E+00
 2.280E+02, 1.134E+02, 4.214E+01, 3.256E+01, 0.000E+00, 0.000E+00
 2.290E+02, 1.128E+02, 4.141E+01, 3.249E+01, 0.000E+00, 0.000E+00
 2.300E+02, 1.123E+02, 4.082E+01, 3.246E+01, 0.000E+00, 0.000E+00
 2.310E+02, 1.117E+02, 4.028E+01, 3.243E+01, 0.000E+00, 0.000E+00
 2.320E+02, 1.111E+02, 3.974E+01, 3.240E+01, 0.000E+00, 0.000E+00
 2.330E+02, 1.105E+02, 3.921E+01, 3.237E+01, 0.000E+00, 0.000E+00
 2.340E+02, 1.099E+02, 3.867E+01, 3.235E+01, 0.000E+00, 0.000E+00
 2.350E+02, 1.091E+02, 3.813E+01, 3.232E+01, 0.000E+00, 0.000E+00
 2.360E+02, 1.082E+02, 3.759E+01, 3.229E+01, 0.000E+00, 0.000E+00
 2.370E+02, 1.074E+02, 3.705E+01, 3.226E+01, 0.000E+00, 0.000E+00
 2.380E+02, 1.065E+02, 3.651E+01, 3.224E+01, 0.000E+00, 0.000E+00
 2.390E+02, 1.057E+02, 3.597E+01, 3.221E+01, 0.000E+00, 0.000E+00
 2.400E+02, 1.048E+02, 3.543E+01, 3.218E+01, 0.000E+00, 0.000E+00
 2.410E+02, 1.040E+02, 3.489E+01, 3.215E+01, 0.000E+00, 0.000E+00
 2.420E+02, 1.032E+02, 3.436E+01, 3.213E+01, 0.000E+00, 0.000E+00
 2.430E+02, 1.023E+02, 3.382E+01, 3.210E+01, 0.000E+00, 0.000E+00
 2.440E+02, 1.015E+02, 3.328E+01, 3.207E+01, 0.000E+00, 0.000E+00
 2.450E+02, 1.006E+02, 3.274E+01, 3.204E+01, 0.000E+00, 0.000E+00
 2.460E+02, 9.979E+01, 3.222E+01, 3.202E+01, 0.000E+00, 0.000E+00
 2.470E+02, 9.895E+01, 3.185E+01, 3.199E+01, 0.000E+00, 0.000E+00
 2.480E+02, 9.810E+01, 3.153E+01, 3.196E+01, 0.000E+00, 0.000E+00
 2.490E+02, 9.726E+01, 3.121E+01, 3.194E+01, 0.000E+00, 0.000E+00
 2.500E+02, 9.642E+01, 3.089E+01, 3.191E+01, 0.000E+00, 0.000E+00
 2.510E+02, 9.558E+01, 3.057E+01, 3.188E+01, 0.000E+00, 0.000E+00
 2.520E+02, 9.473E+01, 3.024E+01, 3.185E+01, 0.000E+00, 0.000E+00
 2.530E+02, 9.389E+01, 2.992E+01, 3.183E+01, 0.000E+00, 0.000E+00
 2.540E+02, 9.305E+01, 2.960E+01, 3.180E+01, 0.000E+00, 0.000E+00
 2.550E+02, 9.214E+01, 2.928E+01, 3.177E+01, 0.000E+00, 0.000E+00
 2.560E+02, 9.091E+01, 2.896E+01, 3.174E+01, 0.000E+00, 0.000E+00
 2.570E+02, 8.962E+01, 2.863E+01, 3.172E+01, 0.000E+00, 0.000E+00
 2.580E+02, 8.833E+01, 2.835E+01, 3.169E+01, 0.000E+00, 0.000E+00
 2.590E+02, 8.704E+01, 2.826E+01, 3.166E+01, 0.000E+00, 0.000E+00
 2.600E+02, 8.576E+01, 2.819E+01, 3.163E+01, 0.000E+00, 0.000E+00
 2.610E+02, 8.447E+01, 2.813E+01, 3.161E+01, 0.000E+00, 0.000E+00
 2.620E+02, 8.318E+01, 2.806E+01, 3.158E+01, 0.000E+00, 0.000E+00
 2.630E+02, 8.190E+01, 2.800E+01, 3.155E+01, 0.000E+00, 0.000E+00
 2.640E+02, 8.061E+01, 2.793E+01, 3.152E+01, 0.000E+00, 0.000E+00
 2.650E+02, 7.932E+01, 2.786E+01, 3.150E+01, 0.000E+00, 0.000E+00
 2.660E+02, 7.803E+01, 2.780E+01, 3.147E+01, 0.000E+00, 0.000E+00
 2.670E+02, 7.675E+01, 2.773E+01, 3.144E+01, 0.000E+00, 0.000E+00
 2.680E+02, 7.546E+01, 2.767E+01, 3.141E+01, 0.000E+00, 0.000E+00
 2.690E+02, 7.417E+01, 2.760E+01, 3.139E+01, 0.000E+00, 0.000E+00
 2.700E+02, 7.288E+01, 2.753E+01, 3.136E+01, 0.000E+00, 0.000E+00
 2.710E+02, 7.160E+01, 2.747E+01, 3.133E+01, 0.000E+00, 0.000E+00
 2.720E+02, 7.031E+01, 2.740E+01, 3.130E+01, 0.000E+00, 0.000E+00
 2.730E+02, 6.902E+01, 2.734E+01, 3.128E+01, 0.000E+00, 0.000E+00
 2.740E+02, 6.773E+01, 2.727E+01, 3.125E+01, 0.000E+00, 0.000E+00
 2.750E+02, 6.644E+01, 2.720E+01, 3.122E+01, 0.000E+00, 0.000E+00
 2.760E+02, 6.520E+01, 2.714E+01, 3.119E+01, 0.000E+00, 0.000E+00
 2.770E+02, 6.411E+01, 2.707E+01, 3.117E+01, 0.000E+00, 0.000E+00
 2.780E+02, 6.303E+01, 2.701E+01, 3.114E+01, 0.000E+00, 0.000E+00
 2.790E+02, 6.195E+01, 2.694E+01, 3.111E+01, 0.000E+00, 0.000E+00
 2.800E+02, 6.087E+01, 2.687E+01, 3.108E+01, 0.000E+00, 0.000E+00
 2.810E+02, 5.979E+01, 2.681E+01, 3.106E+01, 0.000E+00, 0.000E+00
 2.820E+02, 5.871E+01, 2.674E+01, 3.103E+01, 0.000E+00, 0.000E+00
 2.830E+02, 5.763E+01, 2.667E+01, 3.100E+01, 0.000E+00, 0.000E+00
 2.840E+02, 5.655E+01, 2.661E+01, 3.097E+01, 0.000E+00, 0.000E+00
 2.850E+02, 5.546E+01, 2.654E+01, 3.095E+01, 0.000E+00, 0.000E+00
 2.860E+02, 5.438E+01, 2.648E+01, 3.092E+01, 0.000E+00, 0.000E+00
 2.870E+02, 5.330E+01, 2.641E+01, 3.089E+01, 0.000E+00, 0.000E+00
 2.880E+02, 5.237E+01, 2.635E+01, 3.086E+01, 0.000E+00, 0.000E+00
