s,C,kW/m2,C,kW/m2,C,kW/m2
Time,WALL TEMPERATURE-CONE_18p00_035,HRRPUA-CONE_18p00_035,WALL TEMPERATURE-CONE_18p00_050,HRRPUA-CONE_18p00_050,WALL TEMPERATURE-CONE_18p00_075,HRRPUA-CONE_18p00_075
 0.000E+00, 2.700E+01, 0.000E+00, 2.700E+01, 0.000E+00, 2.700E+01, 0.000E+00
 1.000E+01, 1.784E+02, 0.000E+00, 2.389E+02, 0.000E+00, 3.328E+02, 1.381E+01
 2.000E+01, 3.050E+02, 0.000E+00, 4.036E+02, 2.684E+00, 5.403E+02, 1.309E+02
 3.000E+01, 3.593E+02, 0.000E+00, 4.648E+02, 3.587E+01, 6.021E+02, 2.505E+02
 4.000E+01, 3.929E+02, 6.964E-01, 4.995E+02, 1.322E+02, 6.338E+02, 2.266E+02
 5.000E+01, 4.157E+02, 8.017E+00, 5.217E+02, 1.753E+02, 6.531E+02, 2.092E+02
 6.000E+01, 4.322E+02, 2.627E+01, 5.372E+02, 1.894E+02, 6.662E+02, 1.909E+02
 7.000E+01, 4.448E+02, 7.027E+01, 5.487E+02, 1.756E+02, 6.758E+02, 1.752E+02
 8.000E+01, 4.549E+02, 1.298E+02, 5.577E+02, 1.605E+02, 6.833E+02, 1.613E+02
 9.000E+01, 4.632E+02, 1.302E+02, 5.652E+02, 1.464E+02, 6.895E+02, 1.535E+02
 1.000E+02, 4.704E+02, 1.200E+02, 5.715E+02, 1.357E+02, 6.949E+02, 1.485E+02
 1.100E+02, 4.766E+02, 1.125E+02, 5.771E+02, 1.293E+02, 6.995E+02, 1.486E+02
 1.200E+02, 4.822E+02, 1.069E+02, 5.820E+02, 1.232E+02, 7.037E+02, 1.514E+02
 1.300E+02, 4.872E+02, 1.013E+02, 5.865E+02, 1.180E+02, 7.075E+02, 1.545E+02
 1.400E+02, 4.918E+02, 9.572E+01, 5.906E+02, 1.147E+02, 7.110E+02, 1.576E+02
 1.500E+02, 4.960E+02, 9.101E+01, 5.943E+02, 1.126E+02, 7.142E+02, 1.607E+02
 1.600E+02, 4.999E+02, 8.743E+01, 5.978E+02, 1.122E+02, 7.171E+02, 1.645E+02
 1.700E+02, 5.035E+02, 8.387E+01, 6.010E+02, 1.118E+02, 7.199E+02, 1.706E+02
 1.800E+02, 5.069E+02, 8.031E+01, 6.041E+02, 1.123E+02, 7.224E+02, 1.769E+02
 1.900E+02, 5.101E+02, 7.720E+01, 6.069E+02, 1.133E+02, 7.248E+02, 1.831E+02
 2.000E+02, 5.131E+02, 7.545E+01, 6.095E+02, 1.152E+02, 7.271E+02, 1.894E+02
 2.100E+02, 5.159E+02, 7.381E+01, 6.120E+02, 1.173E+02, 7.292E+02, 1.960E+02
 2.200E+02, 5.186E+02, 7.217E+01, 6.144E+02, 1.195E+02, 7.311E+02, 2.032E+02
 2.300E+02, 5.211E+02, 7.134E+01, 6.166E+02, 1.217E+02, 7.330E+02, 2.093E+02
 2.400E+02, 5.235E+02, 7.123E+01, 6.186E+02, 1.239E+02, 7.347E+02, 2.152E+02
 2.500E+02, 5.257E+02, 7.127E+01, 6.206E+02, 1.261E+02, 7.364E+02, 2.171E+02
 2.600E+02, 5.278E+02, 7.193E+01, 6.224E+02, 1.286E+02, 7.379E+02, 2.098E+02
 2.700E+02, 5.298E+02, 7.267E+01, 6.241E+02, 1.313E+02, 7.394E+02, 1.915E+02
 2.800E+02, 5.317E+02, 7.340E+01, 6.258E+02, 1.343E+02, 7.407E+02, 1.638E+02
 2.900E+02, 5.335E+02, 7.413E+01, 6.273E+02, 1.372E+02, 7.420E+02, 1.334E+02
 3.000E+02, 5.352E+02, 7.487E+01, 6.288E+02, 1.402E+02, 7.432E+02, 1.143E+02
 3.100E+02, 5.368E+02, 7.560E+01, 6.302E+02, 1.435E+02, 7.444E+02, 1.087E+02
 3.200E+02, 5.383E+02, 7.633E+01, 6.315E+02, 1.465E+02, 7.455E+02, 1.133E+02
 3.300E+02, 5.397E+02, 7.707E+01, 6.327E+02, 1.474E+02, 7.465E+02, 1.240E+02
 3.400E+02, 5.411E+02, 7.780E+01, 6.339E+02, 1.463E+02, 7.474E+02, 1.357E+02
 3.500E+02, 5.424E+02, 7.856E+01, 6.350E+02, 1.434E+02, 7.483E+02, 1.459E+02
 3.600E+02, 5.436E+02, 7.984E+01, 6.360E+02, 1.398E+02, 7.492E+02, 1.476E+02
 3.700E+02, 5.448E+02, 8.133E+01, 6.370E+02, 1.359E+02, 7.500E+02, 1.402E+02
 3.800E+02, 5.459E+02, 8.283E+01, 6.379E+02, 1.305E+02, 7.507E+02, 1.244E+02
 3.900E+02, 5.469E+02, 8.432E+01, 6.388E+02, 1.239E+02, 7.514E+02, 1.073E+02
 4.000E+02, 5.479E+02, 8.582E+01, 6.396E+02, 1.162E+02, 7.521E+02, 9.011E+01
 4.100E+02, 5.488E+02, 8.731E+01, 6.404E+02, 1.086E+02, 7.527E+02, 7.339E+01
 4.200E+02, 5.497E+02, 8.881E+01, 6.411E+02, 1.028E+02, 7.533E+02, 5.782E+01
 4.300E+02, 5.506E+02, 9.031E+01, 6.418E+02, 1.003E+02, 7.539E+02, 4.309E+01
 4.400E+02, 5.513E+02, 9.180E+01, 6.425E+02, 9.783E+01, 7.544E+02, 3.463E+01
 4.500E+02, 5.521E+02, 9.330E+01, 6.431E+02, 9.472E+01, 7.549E+02, 3.159E+01
 4.600E+02, 5.528E+02, 9.497E+01, 6.437E+02, 9.142E+01, 7.554E+02, 3.067E+01
