s,kW/m2,kW/m2,kW/m2
Time,"HRRPUA-25","HRRPUA-50","HRRPUA-75"
 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00
 3.000E+00, 0.000E+00, 0.000E+00, 0.000E+00
 5.000E+00, 0.000E+00, 0.000E+00, 0.000E+00
 8.000E+00, 0.000E+00, 0.000E+00, 0.000E+00
 1.000E+01, 0.000E+00, 0.000E+00, 0.000E+00
 1.200E+01, 0.000E+00, 0.000E+00, 0.000E+00
 1.500E+01, 0.000E+00, 0.000E+00, 0.000E+00
 1.700E+01, 0.000E+00, 0.000E+00, 0.000E+00
 2.000E+01, 0.000E+00, 0.000E+00, 0.000E+00
 2.200E+01, 0.000E+00, 0.000E+00, 0.000E+00
 2.400E+01, 0.000E+00, 0.000E+00, 0.000E+00
 2.700E+01, 0.000E+00, 0.000E+00, 7.347E-01
 2.900E+01, 0.000E+00, 0.000E+00, 1.864E+02
 3.200E+01, 0.000E+00, 0.000E+00, 3.679E+02
 3.400E+01, 0.000E+00, 0.000E+00, 4.397E+02
 3.600E+01, 0.000E+00, 0.000E+00, 4.743E+02
 3.900E+01, 0.000E+00, 0.000E+00, 5.103E+02
 4.100E+01, 0.000E+00, 0.000E+00, 5.436E+02
 4.400E+01, 0.000E+00, 0.000E+00, 5.753E+02
 4.600E+01, 0.000E+00, 0.000E+00, 6.032E+02
 4.800E+01, 0.000E+00, 0.000E+00, 6.216E+02
 5.100E+01, 0.000E+00, 0.000E+00, 6.403E+02
 5.300E+01, 0.000E+00, 0.000E+00, 6.554E+02
 5.600E+01, 0.000E+00, 0.000E+00, 6.666E+02
 5.800E+01, 0.000E+00, 0.000E+00, 6.730E+02
 6.000E+01, 0.000E+00, 0.000E+00, 6.735E+02
 6.300E+01, 0.000E+00, 0.000E+00, 6.650E+02
 6.500E+01, 0.000E+00, 1.102E+00, 6.506E+02
 6.800E+01, 0.000E+00, 9.013E+01, 6.309E+02
 7.000E+01, 0.000E+00, 2.467E+02, 6.085E+02
 7.200E+01, 0.000E+00, 2.933E+02, 5.892E+02
 7.500E+01, 0.000E+00, 3.298E+02, 5.651E+02
 7.700E+01, 0.000E+00, 3.558E+02, 5.419E+02
 8.000E+01, 0.000E+00, 3.774E+02, 5.206E+02
 8.200E+01, 0.000E+00, 3.973E+02, 5.018E+02
 8.400E+01, 0.000E+00, 4.123E+02, 4.878E+02
 8.700E+01, 0.000E+00, 4.308E+02, 4.703E+02
 8.900E+01, 0.000E+00, 4.475E+02, 4.530E+02
 9.200E+01, 0.000E+00, 4.625E+02, 4.373E+02
 9.400E+01, 0.000E+00, 4.750E+02, 4.220E+02
 9.600E+01, 0.000E+00, 4.834E+02, 4.104E+02
 9.900E+01, 0.000E+00, 4.923E+02, 3.977E+02
 1.010E+02, 0.000E+00, 4.998E+02, 3.851E+02
 1.040E+02, 0.000E+00, 5.058E+02, 3.727E+02
 1.060E+02, 0.000E+00, 5.091E+02, 3.628E+02
 1.080E+02, 0.000E+00, 5.103E+02, 3.562E+02
 1.110E+02, 0.000E+00, 5.079E+02, 3.491E+02
 1.130E+02, 0.000E+00, 5.014E+02, 3.419E+02
 1.160E+02, 0.000E+00, 4.928E+02, 3.348E+02
 1.180E+02, 0.000E+00, 4.820E+02, 3.277E+02
 1.200E+02, 0.000E+00, 4.724E+02, 3.227E+02
 1.230E+02, 0.000E+00, 4.591E+02, 3.165E+02
 1.250E+02, 0.000E+00, 4.453E+02, 3.103E+02
 1.280E+02, 0.000E+00, 4.315E+02, 3.041E+02
 1.300E+02, 0.000E+00, 4.178E+02, 2.979E+02
 1.320E+02, 0.000E+00, 4.075E+02, 2.929E+02
 1.350E+02, 0.000E+00, 3.952E+02, 2.866E+02
 1.370E+02, 0.000E+00, 3.842E+02, 2.795E+02
 1.400E+02, 0.000E+00, 3.739E+02, 2.716E+02
 1.420E+02, 0.000E+00, 3.639E+02, 2.624E+02
 1.440E+02, 0.000E+00, 3.558E+02, 2.549E+02
 1.470E+02, 0.000E+00, 3.458E+02, 2.455E+02
 1.490E+02, 0.000E+00, 3.364E+02, 2.362E+02
 1.520E+02, 0.000E+00, 3.276E+02, 2.276E+02
 1.540E+02, 0.000E+00, 3.188E+02, 2.199E+02
 1.560E+02, 0.000E+00, 3.120E+02, 2.138E+02
 1.590E+02, 0.000E+00, 3.046E+02, 2.062E+02
 1.610E+02, 0.000E+00, 2.973E+02, 1.986E+02
 1.640E+02, 0.000E+00, 2.901E+02, 1.897E+02
 1.660E+02, 0.000E+00, 2.828E+02, 1.793E+02
 1.680E+02, 0.000E+00, 2.779E+02, 1.709E+02
 1.710E+02, 0.000E+00, 2.727E+02, 1.605E+02
 1.730E+02, 0.000E+00, 2.682E+02, 1.500E+02
 1.760E+02, 0.000E+00, 2.641E+02, 1.408E+02
 1.780E+02, 0.000E+00, 2.600E+02, 1.328E+02
 1.800E+02, 0.000E+00, 2.568E+02, 1.264E+02
 1.830E+02, 0.000E+00, 2.527E+02, 1.184E+02
 1.850E+02, 0.000E+00, 2.486E+02, 1.104E+02
 1.880E+02, 0.000E+00, 2.449E+02, 1.024E+02
 1.900E+02, 0.000E+00, 2.414E+02, 9.439E+01
 1.920E+02, 0.000E+00, 2.386E+02, 8.765E+01
 1.950E+02, 0.000E+00, 2.350E+02, 7.798E+01
 1.970E+02, 0.000E+00, 2.315E+02, 6.824E+01
 2.000E+02, 0.000E+00, 2.280E+02, 5.850E+01
 2.020E+02, 0.000E+00, 2.244E+02, 4.876E+01
 2.040E+02, 0.000E+00, 2.216E+02, 4.097E+01
 2.070E+02, 0.000E+00, 2.181E+02, 3.123E+01
 2.090E+02, 0.000E+00, 2.142E+02, 2.149E+01
 2.120E+02, 0.000E+00, 2.101E+02, 6.247E+00
 2.140E+02, 0.000E+00, 2.057E+02, 0.000E+00
 2.160E+02, 0.000E+00, 2.014E+02, 0.000E+00
 2.190E+02, 0.000E+00, 1.961E+02, 0.000E+00
 2.210E+02, 0.000E+00, 1.907E+02, 0.000E+00
 2.240E+02, 0.000E+00, 1.854E+02, 0.000E+00
