s,kW/m2,kW/m2,kW/m2
Time,"HRRPUA-25","HRRPUA-50","HRRPUA-70"
 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00
 1.000E+01, 0.000E+00, 0.000E+00, 5.954E+00
 2.000E+01, 0.000E+00, 3.619E+01, 1.643E+02
 3.000E+01, 0.000E+00, 2.045E+02, 3.784E+02
 4.000E+01, 0.000E+00, 3.075E+02, 3.522E+02
 5.000E+01, 0.000E+00, 2.848E+02, 2.789E+02
 6.000E+01, 0.000E+00, 2.358E+02, 2.349E+02
 7.000E+01, 0.000E+00, 2.010E+02, 2.047E+02
 8.000E+01, 0.000E+00, 1.778E+02, 1.873E+02
 9.000E+01, 0.000E+00, 1.604E+02, 1.763E+02
 1.000E+02, 0.000E+00, 1.493E+02, 1.729E+02
 1.100E+02, 2.495E+00, 1.419E+02, 1.718E+02
 1.200E+02, 3.370E+01, 1.368E+02, 1.663E+02
 1.300E+02, 1.160E+02, 1.364E+02, 1.608E+02
 1.400E+02, 1.847E+02, 1.356E+02, 1.557E+02
 1.500E+02, 2.062E+02, 1.324E+02, 1.520E+02
 1.600E+02, 1.942E+02, 1.287E+02, 1.484E+02
 1.700E+02, 1.720E+02, 1.250E+02, 1.432E+02
 1.800E+02, 1.514E+02, 1.224E+02, 1.364E+02
 1.900E+02, 1.359E+02, 1.201E+02, 1.335E+02
 2.000E+02, 1.255E+02, 1.179E+02, 1.318E+02
 2.100E+02, 1.154E+02, 1.153E+02, 1.293E+02
 2.200E+02, 1.078E+02, 1.113E+02, 1.258E+02
 2.300E+02, 1.021E+02, 1.071E+02, 1.219E+02
 2.400E+02, 9.788E+01, 1.054E+02, 1.226E+02
 2.500E+02, 9.462E+01, 1.045E+02, 1.216E+02
 2.600E+02, 9.180E+01, 1.032E+02, 1.206E+02
 2.700E+02, 8.988E+01, 1.014E+02, 1.184E+02
 2.800E+02, 8.980E+01, 9.910E+01, 1.163E+02
 2.900E+02, 8.986E+01, 9.635E+01, 1.151E+02
 3.000E+02, 8.930E+01, 9.651E+01, 1.138E+02
 3.100E+02, 8.797E+01, 9.627E+01, 1.121E+02
 3.200E+02, 8.615E+01, 9.582E+01, 1.096E+02
 3.300E+02, 8.474E+01, 9.519E+01, 1.097E+02
 3.400E+02, 8.324E+01, 9.379E+01, 1.119E+02
 3.500E+02, 8.151E+01, 9.254E+01, 1.121E+02
 3.600E+02, 8.061E+01, 9.132E+01, 1.124E+02
 3.700E+02, 7.950E+01, 9.066E+01, 1.114E+02
 3.800E+02, 7.866E+01, 8.994E+01, 1.108E+02
 3.900E+02, 7.768E+01, 8.892E+01, 1.091E+02
 4.000E+02, 7.662E+01, 8.710E+01, 1.068E+02
 4.100E+02, 7.530E+01, 8.635E+01, 1.075E+02
 4.200E+02, 7.345E+01, 8.647E+01, 1.080E+02
 4.300E+02, 7.146E+01, 8.801E+01, 1.081E+02
 4.400E+02, 6.999E+01, 8.855E+01, 1.109E+02
 4.500E+02, 6.934E+01, 8.859E+01, 1.124E+02
 4.600E+02, 6.921E+01, 8.860E+01, 1.136E+02
 4.700E+02, 6.855E+01, 8.785E+01, 1.142E+02
 4.800E+02, 6.810E+01, 8.735E+01, 1.175E+02
 4.900E+02, 6.727E+01, 8.695E+01, 1.182E+02
 5.000E+02, 6.652E+01, 8.500E+01, 1.188E+02
 5.100E+02, 6.550E+01, 8.422E+01, 1.212E+02
 5.200E+02, 6.415E+01, 8.475E+01, 1.231E+02
 5.300E+02, 6.321E+01, 8.510E+01, 1.240E+02
 5.400E+02, 6.334E+01, 8.519E+01, 1.256E+02
 5.500E+02, 6.383E+01, 8.567E+01, 1.286E+02
 5.600E+02, 6.320E+01, 8.771E+01, 1.319E+02
 5.700E+02, 6.319E+01, 8.850E+01, 1.331E+02
 5.800E+02, 6.276E+01, 8.938E+01, 1.330E+02
