s,C,kW/m2,C,kW/m2,C,kW/m2,C,kW/m2,C,kW/m2
 1.000E+02, 3.889E+02, 0.000E+00, 4.402E+02, 0.000E+00, 5.221E+02, 2.298E+02, 6.165E+02, 2.009E+02, 7.316E+02, 1.970E+02
 1.100E+02, 3.932E+02, 0.000E+00, 4.443E+02, 0.000E+00, 5.257E+02, 2.088E+02, 6.197E+02, 1.791E+02, 7.343E+02, 2.097E+02
 1.200E+02, 3.970E+02, 0.000E+00, 4.479E+02, 5.315E+00, 5.290E+02, 1.879E+02, 6.226E+02, 1.715E+02, 7.367E+02, 2.157E+02
 1.300E+02, 4.005E+02, 0.000E+00, 4.512E+02, 9.757E+01, 5.319E+02, 1.624E+02, 6.251E+02, 1.712E+02, 7.389E+02, 2.423E+02
 1.400E+02, 4.036E+02, 0.000E+00, 4.542E+02, 1.718E+02, 5.346E+02, 1.438E+02, 6.275E+02, 1.709E+02, 7.409E+02, 2.787E+02
 1.500E+02, 4.065E+02, 0.000E+00, 4.569E+02, 2.104E+02, 5.370E+02, 1.322E+02, 6.296E+02, 1.726E+02, 7.427E+02, 3.168E+02
 1.600E+02, 4.091E+02, 0.000E+00, 4.594E+02, 2.155E+02, 5.393E+02, 1.247E+02, 6.316E+02, 1.876E+02, 7.443E+02, 3.412E+02
 1.700E+02, 4.116E+02, 0.000E+00, 4.617E+02, 2.020E+02, 5.413E+02, 1.178E+02, 6.334E+02, 2.108E+02, 7.458E+02, 3.400E+02
 1.800E+02, 4.139E+02, 2.611E+00, 4.638E+02, 1.857E+02, 5.432E+02, 1.116E+02, 6.350E+02, 2.333E+02, 7.472E+02, 3.018E+02
 1.900E+02, 4.160E+02, 6.002E+01, 4.658E+02, 1.666E+02, 5.450E+02, 1.066E+02, 6.365E+02, 2.519E+02, 7.485E+02, 2.563E+02
 2.000E+02, 4.179E+02, 1.327E+02, 4.676E+02, 1.505E+02, 5.466E+02, 1.047E+02, 6.379E+02, 2.603E+02, 7.497E+02, 2.399E+02
 2.100E+02, 4.197E+02, 1.670E+02, 4.693E+02, 1.355E+02, 5.481E+02, 1.093E+02, 6.392E+02, 2.609E+02, 7.508E+02, 2.383E+02
 2.200E+02, 4.214E+02, 1.796E+02, 4.709E+02, 1.254E+02, 5.495E+02, 1.185E+02, 6.405E+02, 2.573E+02, 7.518E+02, 2.409E+02
 2.300E+02, 4.230E+02, 1.768E+02, 4.724E+02, 1.168E+02, 5.508E+02, 1.362E+02, 6.416E+02, 2.443E+02, 7.527E+02, 2.491E+02
 2.400E+02, 4.245E+02, 1.638E+02, 4.738E+02, 1.073E+02, 5.520E+02, 1.546E+02, 6.426E+02, 2.346E+02, 7.536E+02, 2.510E+02
 2.500E+02, 4.258E+02, 1.540E+02, 4.750E+02, 9.759E+01, 5.531E+02, 1.606E+02, 6.436E+02, 2.267E+02, 7.544E+02, 2.437E+02
 2.600E+02, 4.271E+02, 1.452E+02, 4.762E+02, 8.899E+01, 5.542E+02, 1.626E+02, 6.444E+02, 2.179E+02, 7.551E+02, 2.199E+02
 2.700E+02, 4.283E+02, 1.348E+02, 4.773E+02, 8.295E+01, 5.551E+02, 1.679E+02, 6.453E+02, 2.088E+02, 7.558E+02, 1.974E+02
 2.800E+02, 4.294E+02, 1.213E+02, 4.783E+02, 7.889E+01, 5.560E+02, 1.789E+02, 6.460E+02, 1.978E+02, 7.564E+02, 1.815E+02
 2.900E+02, 4.305E+02, 1.074E+02, 4.793E+02, 7.479E+01, 5.569E+02, 1.911E+02, 6.467E+02, 1.875E+02, 7.570E+02, 1.751E+02
 3.000E+02, 4.314E+02, 9.804E+01, 4.802E+02, 7.069E+01, 5.576E+02, 2.059E+02, 6.474E+02, 1.783E+02, 7.576E+02, 1.566E+02
 3.100E+02, 4.324E+02, 8.986E+01, 4.810E+02, 6.683E+01, 5.583E+02, 2.227E+02, 6.480E+02, 1.675E+02, 7.580E+02, 1.352E+02
 3.200E+02, 4.332E+02, 8.535E+01, 4.818E+02, 6.403E+01, 5.590E+02, 2.325E+02, 6.486E+02, 1.572E+02, 7.585E+02, 1.110E+02
 3.300E+02, 4.340E+02, 8.300E+01, 4.825E+02, 6.339E+01, 5.596E+02, 2.306E+02, 6.491E+02, 1.420E+02, 7.589E+02, 8.565E+01
 3.400E+02, 4.347E+02, 8.244E+01, 4.832E+02, 6.530E+01, 5.602E+02, 2.164E+02, 6.496E+02, 1.281E+02, 7.593E+02, 6.638E+01
 3.500E+02, 4.354E+02, 8.142E+01, 4.838E+02, 6.865E+01, 5.607E+02, 1.964E+02, 6.500E+02, 1.175E+02, 7.597E+02, 5.189E+01
 3.600E+02, 4.361E+02, 7.928E+01, 4.844E+02, 7.301E+01, 5.612E+02, 1.777E+02, 6.504E+02, 1.059E+02, 7.600E+02, 4.620E+01
 3.700E+02, 4.367E+02, 7.709E+01, 4.850E+02, 7.779E+01, 5.617E+02, 1.592E+02, 6.508E+02, 9.465E+01, 7.603E+02, 4.143E+01
 3.800E+02, 4.373E+02, 7.443E+01, 4.855E+02, 8.315E+01, 5.621E+02, 1.430E+02, 6.512E+02, 8.135E+01, 7.606E+02, 3.950E+01
 3.900E+02, 4.378E+02, 7.022E+01, 4.860E+02, 9.154E+01, 5.625E+02, 1.279E+02, 6.515E+02, 6.986E+01, 7.609E+02, 3.807E+01
 4.000E+02, 4.383E+02, 6.700E+01, 4.864E+02, 1.030E+02, 5.629E+02, 1.152E+02, 6.518E+02, 6.028E+01, 7.611E+02, 3.663E+01
 4.100E+02, 4.387E+02, 6.883E+01, 4.868E+02, 1.088E+02, 5.633E+02, 1.037E+02, 6.521E+02, 5.128E+01, 7.614E+02, 3.519E+01
 4.200E+02, 4.392E+02, 7.188E+01, 4.872E+02, 1.099E+02, 5.636E+02, 9.405E+01, 6.523E+02, 4.355E+01, 7.616E+02, 3.376E+01
 4.300E+02, 4.396E+02, 7.817E+01, 4.876E+02, 1.079E+02, 5.639E+02, 8.493E+01, 6.526E+02, 4.189E+01, 7.618E+02, 3.218E+01
 4.400E+02, 4.400E+02, 8.728E+01, 4.879E+02, 1.056E+02, 5.642E+02, 7.584E+01, 6.528E+02, 4.828E+01, 7.620E+02, 3.040E+01
 4.500E+02, 4.403E+02, 1.053E+02, 4.882E+02, 1.046E+02, 5.644E+02, 7.133E+01, 6.530E+02, 4.286E+01, 7.621E+02, 2.862E+01
 4.600E+02, 4.406E+02, 1.217E+02, 4.885E+02, 1.007E+02, 5.647E+02, 6.776E+01, 6.532E+02, 3.301E+01, 7.623E+02, 2.684E+01
 4.700E+02, 4.410E+02, 1.333E+02, 4.888E+02, 9.097E+01, 5.649E+02, 6.492E+01, 6.534E+02, 3.233E+01, 7.624E+02, 2.505E+01
 4.800E+02, 4.412E+02, 1.346E+02, 4.890E+02, 7.857E+01, 5.651E+02, 6.266E+01, 6.536E+02, 3.008E+01, 7.625E+02, 2.327E+01
 4.900E+02, 4.415E+02, 1.331E+02, 4.893E+02, 7.504E+01, 5.653E+02, 6.038E+01, 6.537E+02, 2.986E+01, 7.627E+02, 2.149E+01
 5.000E+02, 4.418E+02, 1.319E+02, 4.895E+02, 8.212E+01, 5.655E+02, 5.707E+01, 6.539E+02, 2.761E+01, 7.628E+02, 1.971E+01
 5.100E+02, 4.420E+02, 1.335E+02, 4.897E+02, 7.861E+01, 5.656E+02, 5.210E+01, 6.540E+02, 2.304E+01, 7.629E+02, 1.884E+01
 5.200E+02, 4.422E+02, 1.382E+02, 4.899E+02, 6.896E+01, 5.658E+02, 4.720E+01, 6.541E+02, 2.146E+01, 7.630E+02, 1.879E+01
 5.300E+02, 4.424E+02, 1.438E+02, 4.901E+02, 5.991E+01, 5.659E+02, 4.285E+01, 6.542E+02, 2.062E+01, 7.631E+02, 1.873E+01
 5.400E+02, 4.426E+02, 1.495E+02, 4.902E+02, 5.463E+01, 5.661E+02, 4.023E+01, 6.544E+02, 1.978E+01, 7.632E+02, 1.867E+01
 5.500E+02, 4.428E+02, 1.572E+02, 4.904E+02, 5.712E+01, 5.662E+02, 3.845E+01, 6.545E+02, 1.898E+01, 7.632E+02, 1.861E+01
 5.600E+02, 4.430E+02, 1.685E+02, 4.905E+02, 5.337E+01, 5.663E+02, 3.688E+01, 6.545E+02, 1.825E+01, 7.633E+02, 1.855E+01
 5.700E+02, 4.431E+02, 1.780E+02, 4.907E+02, 4.216E+01, 5.664E+02, 3.542E+01, 6.546E+02, 1.752E+01, 7.634E+02, 1.850E+01
 5.800E+02, 4.433E+02, 1.854E+02, 4.908E+02, 3.342E+01, 5.665E+02, 3.499E+01, 6.547E+02, 1.679E+01, 7.634E+02, 1.843E+01
 5.900E+02, 4.434E+02, 1.855E+02, 4.909E+02, 3.020E+01, 5.666E+02, 3.479E+01, 6.548E+02, 1.625E+01, 7.635E+02, 1.814E+01
 6.000E+02, 4.435E+02, 1.770E+02, 4.910E+02, 2.728E+01, 5.667E+02, 3.343E+01, 6.549E+02, 1.624E+01, 7.635E+02, 1.773E+01
 6.100E+02, 4.437E+02, 1.628E+02, 4.911E+02, 2.455E+01, 5.668E+02, 3.193E+01, 6.549E+02, 1.625E+01, 7.636E+02, 1.733E+01
 6.200E+02, 4.438E+02, 1.473E+02, 4.912E+02, 2.183E+01, 5.669E+02, 3.046E+01, 6.550E+02, 1.626E+01, 7.636E+02, 1.692E+01
 6.300E+02, 4.439E+02, 1.343E+02, 4.913E+02, 1.924E+01, 5.669E+02, 2.909E+01, 6.550E+02, 1.627E+01, 7.637E+02, 1.651E+01
 6.400E+02, 4.440E+02, 1.248E+02, 4.914E+02, 1.745E+01, 5.670E+02, 2.781E+01, 6.551E+02, 1.629E+01, 7.637E+02, 1.611E+01
 6.500E+02, 4.441E+02, 1.164E+02, 4.915E+02, 1.591E+01, 5.670E+02, 2.640E+01, 6.551E+02, 1.630E+01, 7.637E+02, 1.570E+01
 6.600E+02, 4.442E+02, 1.080E+02, 4.916E+02, 1.441E+01, 5.671E+02, 2.487E+01, 6.552E+02, 1.631E+01, 7.638E+02, 1.529E+01
 6.700E+02, 4.443E+02, 9.928E+01, 4.916E+02, 1.341E+01, 5.672E+02, 2.322E+01, 6.552E+02, 1.627E+01, 7.638E+02, 1.490E+01
 6.800E+02, 4.443E+02, 8.742E+01, 4.917E+02, 1.251E+01, 5.672E+02, 2.145E+01, 6.552E+02, 1.617E+01, 7.638E+02, 1.451E+01
 6.900E+02, 4.444E+02, 7.665E+01, 4.918E+02, 1.160E+01, 5.673E+02, 1.999E+01, 6.553E+02, 1.607E+01, 7.639E+02, 1.413E+01
 7.000E+02, 4.445E+02, 6.689E+01, 4.918E+02, 1.070E+01, 5.673E+02, 1.877E+01, 6.553E+02, 1.596E+01, 7.639E+02, 1.374E+01
 7.100E+02, 4.445E+02, 5.718E+01, 4.919E+02, 1.004E+01, 5.673E+02, 1.749E+01, 6.553E+02, 1.586E+01, 7.639E+02, 1.335E+01
 7.200E+02, 4.446E+02, 4.925E+01, 4.919E+02, 9.570E+00, 5.674E+02, 1.618E+01, 6.554E+02, 1.576E+01, 7.639E+02, 1.296E+01
 7.300E+02, 4.446E+02, 4.244E+01, 4.920E+02, 9.089E+00, 5.674E+02, 1.555E+01, 6.554E+02, 1.565E+01, 7.639E+02, 1.258E+01
 7.400E+02, 4.447E+02, 3.707E+01, 4.920E+02, 8.599E+00, 5.674E+02, 1.523E+01, 6.554E+02, 1.555E+01, 7.640E+02, 1.220E+01
 7.500E+02, 4.447E+02, 3.284E+01, 4.920E+02, 8.101E+00, 5.675E+02, 1.488E+01, 6.554E+02, 1.526E+01, 7.640E+02, 1.193E+01
 7.600E+02, 4.448E+02, 2.862E+01, 4.921E+02, 7.593E+00, 5.675E+02, 1.450E+01, 6.555E+02, 1.480E+01, 7.640E+02, 1.168E+01
 7.700E+02, 4.448E+02, 2.439E+01, 4.921E+02, 7.243E+00, 5.675E+02, 1.414E+01, 6.555E+02, 1.435E+01, 7.640E+02, 1.143E+01
 7.800E+02, 4.449E+02, 2.116E+01, 4.921E+02, 7.063E+00, 5.675E+02, 1.404E+01, 6.555E+02, 1.389E+01, 7.640E+02, 1.118E+01
 7.900E+02, 4.449E+02, 1.931E+01, 4.922E+02, 6.907E+00, 5.676E+02, 1.400E+01, 6.555E+02, 1.344E+01, 7.640E+02, 1.093E+01
 8.000E+02, 4.449E+02, 1.747E+01, 4.922E+02, 6.756E+00, 5.676E+02, 1.396E+01, 6.555E+02, 1.298E+01, 7.640E+02, 1.067E+01
 8.100E+02, 4.450E+02, 1.563E+01, 4.922E+02, 6.604E+00, 5.676E+02, 1.391E+01, 6.555E+02, 1.252E+01, 7.640E+02, 1.042E+01
 8.200E+02, 4.450E+02, 1.408E+01, 4.922E+02, 6.452E+00, 5.676E+02, 8.595E+00, 6.556E+02, 1.097E+01, 7.641E+02, 4.042E+00
 8.300E+02, 4.450E+02, 1.326E+01, 4.923E+02, 6.298E+00, 5.676E+02, 7.254E+00, 6.556E+02, 6.149E+00, 7.641E+02, 0.000E+00
 8.400E+02, 4.451E+02, 1.247E+01, 4.923E+02, 6.144E+00, 5.677E+02, 7.133E+00, 6.556E+02, 6.055E+00, 7.641E+02, 0.000E+00
 8.500E+02, 4.451E+02, 1.168E+01, 4.923E+02, 5.989E+00, 5.677E+02, 7.012E+00, 6.556E+02, 5.968E+00, 7.641E+02, 0.000E+00
 8.600E+02, 4.451E+02, 1.089E+01, 4.923E+02, 5.305E+00, 5.677E+02, 6.890E+00, 6.556E+02, 5.881E+00, 7.641E+02, 0.000E+00
 8.700E+02, 4.451E+02, 1.010E+01, 4.923E+02, 5.013E+00, 5.677E+02, 6.768E+00, 6.556E+02, 5.793E+00, 7.641E+02, 0.000E+00
 8.800E+02, 4.451E+02, 9.315E+00, 4.924E+02, 4.868E+00, 5.677E+02, 6.646E+00, 6.556E+02, 5.706E+00, 7.641E+02, 0.000E+00
 8.900E+02, 4.452E+02, 8.527E+00, 4.924E+02, 4.723E+00, 5.677E+02, 6.522E+00, 6.556E+02, 5.618E+00, 7.641E+02, 0.000E+00
 9.000E+02, 4.452E+02, 7.739E+00, 4.924E+02, 4.577E+00, 5.677E+02, 6.377E+00, 6.556E+02, 5.531E+00, 7.641E+02, 0.000E+00
 9.100E+02, 4.452E+02, 6.951E+00, 4.924E+02, 4.612E+00, 5.677E+02, 6.224E+00, 6.556E+02, 5.468E+00, 7.641E+02, 0.000E+00
 9.200E+02, 4.452E+02, 6.162E+00, 4.924E+02, 5.003E+00, 5.677E+02, 6.070E+00, 6.556E+02, 5.415E+00, 7.641E+02, 0.000E+00
 9.300E+02, 4.452E+02, 5.374E+00, 4.924E+02, 6.037E+00, 5.678E+02, 5.915E+00, 6.557E+02, 5.363E+00, 7.641E+02, 0.000E+00
 9.400E+02, 4.452E+02, 4.586E+00, 4.924E+02, 7.670E+00, 5.678E+02, 5.760E+00, 6.557E+02, 5.310E+00, 7.641E+02, 0.000E+00
 9.500E+02, 4.452E+02, 4.050E+00, 4.924E+02, 8.259E+00, 5.678E+02, 5.604E+00, 6.557E+02, 5.257E+00, 7.641E+02, 0.000E+00
 9.600E+02, 4.453E+02, 4.010E+00, 4.925E+02, 7.781E+00, 5.678E+02, 5.448E+00, 6.557E+02, 5.205E+00, 7.641E+02, 0.000E+00
 9.700E+02, 4.453E+02, 3.984E+00, 4.925E+02, 6.578E+00, 5.678E+02, 5.291E+00, 6.557E+02, 5.152E+00, 7.641E+02, 0.000E+00
 9.800E+02, 4.453E+02, 3.958E+00, 4.925E+02, 5.354E+00, 5.678E+02, 5.134E+00, 6.557E+02, 5.099E+00, 7.641E+02, 0.000E+00
 9.900E+02, 4.453E+02, 3.932E+00, 4.925E+02, 4.769E+00, 5.678E+02, 4.975E+00, 6.557E+02, 5.046E+00, 7.641E+02, 0.000E+00
 1.000E+03, 4.453E+02, 3.906E+00, 4.925E+02, 5.011E+00, 5.678E+02, 4.817E+00, 6.557E+02, 4.993E+00, 7.641E+02, 0.000E+00
 1.010E+03, 4.453E+02, 3.880E+00, 4.925E+02, 5.600E+00, 5.678E+02, 4.657E+00, 6.557E+02, 4.940E+00, 7.641E+02, 0.000E+00
 1.020E+03, 4.453E+02, 3.854E+00, 4.925E+02, 5.755E+00, 5.678E+02, 4.497E+00, 6.557E+02, 4.887E+00, 7.641E+02, 0.000E+00
 1.030E+03, 4.453E+02, 3.828E+00, 4.925E+02, 4.927E+00, 5.678E+02, 4.337E+00, 6.557E+02, 4.834E+00, 7.642E+02, 0.000E+00
 1.040E+03, 4.453E+02, 3.802E+00, 4.925E+02, 5.245E+00, 5.678E+02, 4.176E+00, 6.557E+02, 4.780E+00, 7.642E+02, 0.000E+00
 1.050E+03, 4.453E+02, 3.776E+00, 4.925E+02, 5.765E+00, 5.678E+02, 4.014E+00, 6.557E+02, 4.727E+00, 7.642E+02, 0.000E+00
 1.060E+03, 4.453E+02, 3.750E+00, 4.925E+02, 5.691E+00, 5.678E+02, 3.860E+00, 6.557E+02, 4.674E+00, 7.642E+02, 0.000E+00
 1.070E+03, 4.453E+02, 3.724E+00, 4.925E+02, 5.100E+00, 5.678E+02, 3.817E+00, 6.557E+02, 4.620E+00, 7.642E+02, 0.000E+00
 1.080E+03, 4.454E+02, 3.734E+00, 4.925E+02, 4.492E+00, 5.678E+02, 3.812E+00, 6.557E+02, 4.567E+00, 7.642E+02, 0.000E+00
 1.090E+03, 4.454E+02, 3.805E+00, 4.925E+02, 4.071E+00, 5.678E+02, 3.807E+00, 6.557E+02, 4.521E+00, 7.642E+02, 0.000E+00
 1.100E+03, 4.454E+02, 3.876E+00, 4.925E+02, 3.970E+00, 5.678E+02, 3.801E+00, 6.557E+02, 4.476E+00, 7.642E+02, 0.000E+00
 1.110E+03, 4.454E+02, 3.948E+00, 4.925E+02, 3.875E+00, 5.678E+02, 3.796E+00, 6.557E+02, 4.431E+00, 7.642E+02, 0.000E+00
 1.120E+03, 4.454E+02, 4.020E+00, 4.925E+02, 3.778E+00, 5.678E+02, 3.791E+00, 6.557E+02, 4.386E+00, 7.642E+02, 0.000E+00
 1.130E+03, 4.454E+02, 4.091E+00, 4.925E+02, 3.682E+00, 5.678E+02, 3.785E+00, 6.557E+02, 4.341E+00, 7.642E+02, 0.000E+00
 1.140E+03, 4.454E+02, 4.163E+00, 4.926E+02, 3.585E+00, 5.678E+02, 3.780E+00, 6.557E+02, 4.296E+00, 7.642E+02, 0.000E+00
 1.150E+03, 4.454E+02, 4.234E+00, 4.926E+02, 3.488E+00, 5.678E+02, 3.775E+00, 6.557E+02, 4.251E+00, 7.642E+02, 0.000E+00
 1.160E+03, 4.454E+02, 4.306E+00, 4.926E+02, 3.390E+00, 5.678E+02, 3.770E+00, 6.557E+02, 4.206E+00, 7.642E+02, 0.000E+00
 1.170E+03, 4.454E+02, 4.377E+00, 4.926E+02, 3.292E+00, 5.678E+02, 3.764E+00, 6.557E+02, 4.161E+00, 7.642E+02, 0.000E+00
 1.180E+03, 4.454E+02, 4.449E+00, 4.926E+02, 3.194E+00, 5.678E+02, 3.759E+00, 6.557E+02, 4.116E+00, 7.642E+02, 0.000E+00
 1.190E+03, 4.454E+02, 4.521E+00, 4.926E+02, 3.095E+00, 5.678E+02, 3.754E+00, 6.557E+02, 4.071E+00, 7.642E+02, 0.000E+00
 1.200E+03, 4.454E+02, 4.592E+00, 4.926E+02, 2.996E+00, 5.678E+02, 3.748E+00, 6.557E+02, 4.025E+00, 7.642E+02, 0.000E+00
 1.210E+03, 4.454E+02, 4.666E+00, 4.926E+02, 2.897E+00, 5.678E+02, 3.743E+00, 6.557E+02, 3.980E+00, 7.642E+02, 0.000E+00
 1.220E+03, 4.454E+02, 4.744E+00, 4.926E+02, 2.797E+00, 5.678E+02, 3.738E+00, 6.557E+02, 3.935E+00, 7.642E+02, 0.000E+00
 1.230E+03, 4.454E+02, 4.822E+00, 4.926E+02, 2.697E+00, 5.678E+02, 3.729E+00, 6.557E+02, 3.890E+00, 7.642E+02, 0.000E+00
 1.240E+03, 4.454E+02, 4.901E+00, 4.926E+02, 2.597E+00, 5.678E+02, 3.696E+00, 6.557E+02, 3.844E+00, 7.642E+02, 0.000E+00
 1.250E+03, 4.454E+02, 4.979E+00, 4.926E+02, 2.563E+00, 5.679E+02, 3.659E+00, 6.557E+02, 3.799E+00, 7.642E+02, 0.000E+00
 1.260E+03, 4.454E+02, 5.057E+00, 4.926E+02, 2.579E+00, 5.679E+02, 3.622E+00, 6.557E+02, 3.752E+00, 7.642E+02, 0.000E+00
 1.270E+03, 4.454E+02, 5.135E+00, 4.926E+02, 2.595E+00, 5.679E+02, 3.584E+00, 6.557E+02, 3.701E+00, 7.642E+02, 0.000E+00
 1.280E+03, 4.454E+02, 5.213E+00, 4.926E+02, 2.611E+00, 5.679E+02, 3.547E+00, 6.557E+02, 3.648E+00, 7.642E+02, 0.000E+00
 1.290E+03, 4.454E+02, 5.291E+00, 4.926E+02, 2.627E+00, 5.679E+02, 3.510E+00, 6.557E+02, 3.595E+00, 7.642E+02, 0.000E+00
 1.300E+03, 4.454E+02, 5.369E+00, 4.926E+02, 2.644E+00, 5.679E+02, 3.472E+00, 6.557E+02, 3.542E+00, 7.642E+02, 0.000E+00
 1.310E+03, 4.454E+02, 5.447E+00, 4.926E+02, 2.660E+00, 5.679E+02, 3.435E+00, 6.557E+02, 3.489E+00, 7.642E+02, 0.000E+00
 1.320E+03, 4.454E+02, 5.525E+00, 4.926E+02, 2.676E+00, 5.679E+02, 3.397E+00, 6.557E+02, 3.436E+00, 7.642E+02, 0.000E+00
 1.330E+03, 4.454E+02, 5.603E+00, 4.926E+02, 2.692E+00, 5.679E+02, 3.360E+00, 6.557E+02, 3.383E+00, 7.642E+02, 0.000E+00
 1.340E+03, 4.454E+02, 5.669E+00, 4.926E+02, 2.708E+00, 5.679E+02, 3.322E+00, 6.557E+02, 3.329E+00, 7.642E+02, 0.000E+00
 1.350E+03, 4.454E+02, 5.721E+00, 4.926E+02, 2.724E+00, 5.679E+02, 3.285E+00, 6.557E+02, 3.276E+00, 7.642E+02, 0.000E+00
 1.360E+03, 4.454E+02, 5.773E+00, 4.926E+02, 2.740E+00, 5.679E+02, 3.247E+00, 6.557E+02, 3.223E+00, 7.642E+02, 0.000E+00
 1.370E+03, 4.454E+02, 5.825E+00, 4.926E+02, 2.756E+00, 5.679E+02, 3.209E+00, 6.557E+02, 3.170E+00, 7.642E+02, 0.000E+00
 1.380E+03, 4.454E+02, 5.877E+00, 4.926E+02, 2.772E+00, 5.679E+02, 3.172E+00, 6.557E+02, 3.116E+00, 7.642E+02, 0.000E+00
 1.390E+03, 4.454E+02, 5.930E+00, 4.926E+02, 2.789E+00, 5.679E+02, 3.134E+00, 6.557E+02, 3.063E+00, 7.642E+02, 0.000E+00
 1.400E+03, 4.454E+02, 5.982E+00, 4.926E+02, 2.804E+00, 5.679E+02, 3.097E+00, 6.557E+02, 3.009E+00, 7.642E+02, 0.000E+00
 1.410E+03, 4.454E+02, 6.034E+00, 4.926E+02, 2.806E+00, 5.679E+02, 3.061E+00, 6.557E+02, 2.956E+00, 7.642E+02, 0.000E+00
 1.420E+03, 4.454E+02, 6.086E+00, 4.926E+02, 2.804E+00, 5.679E+02, 3.025E+00, 6.557E+02, 2.902E+00, 7.642E+02, 0.000E+00
 1.430E+03, 4.454E+02, 6.138E+00, 4.926E+02, 2.802E+00, 5.679E+02, 2.989E+00, 6.557E+02, 2.849E+00, 7.642E+02, 0.000E+00
 1.440E+03, 4.454E+02, 6.190E+00, 4.926E+02, 2.800E+00, 5.679E+02, 2.953E+00, 6.557E+02, 2.799E+00, 7.642E+02, 0.000E+00
 1.450E+03, 4.454E+02, 6.242E+00, 4.926E+02, 2.799E+00, 5.679E+02, 2.916E+00, 6.557E+02, 2.759E+00, 7.642E+02, 0.000E+00
 1.460E+03, 4.454E+02, 6.285E+00, 4.926E+02, 2.797E+00, 5.679E+02, 2.880E+00, 6.557E+02, 2.721E+00, 7.642E+02, 0.000E+00
 1.470E+03, 4.454E+02, 2.997E-01, 4.926E+02, 2.795E+00, 5.679E+02, 2.844E+00, 6.557E+02, 2.682E+00, 7.642E+02, 0.000E+00
 1.480E+03, 4.454E+02, 0.000E+00, 4.926E+02, 2.793E+00, 5.679E+02, 2.808E+00, 6.557E+02, 2.643E+00, 7.642E+02, 0.000E+00
 1.490E+03, 4.454E+02, 0.000E+00, 4.926E+02, 2.791E+00, 5.679E+02, 2.772E+00, 6.557E+02, 2.604E+00, 7.642E+02, 0.000E+00
 1.500E+03, 4.454E+02, 0.000E+00, 4.926E+02, 2.790E+00, 5.679E+02, 2.736E+00, 6.557E+02, 2.565E+00, 7.642E+02, 0.000E+00
 1.510E+03, 4.454E+02, 0.000E+00, 4.926E+02, 2.788E+00, 5.679E+02, 2.699E+00, 6.557E+02, 2.526E+00, 7.642E+02, 0.000E+00
 1.520E+03, 4.454E+02, 0.000E+00, 4.926E+02, 2.786E+00, 5.679E+02, 2.663E+00, 6.557E+02, 2.487E+00, 7.642E+02, 0.000E+00
 1.530E+03, 4.454E+02, 0.000E+00, 4.926E+02, 2.784E+00, 5.679E+02, 2.627E+00, 6.557E+02, 2.448E+00, 7.642E+02, 0.000E+00
 1.540E+03, 4.454E+02, 0.000E+00, 4.926E+02, 2.783E+00, 5.679E+02, 2.590E+00, 6.557E+02, 2.409E+00, 7.642E+02, 0.000E+00
