s,C,kW/m2,C,kW/m2,C,kW/m2,C,kW/m2
Time,"WALL TEMPERATURE-CONE_11p25_020","HRRPUA-CONE_11p25_020","WALL TEMPERATURE-CONE_11p25_035","HRRPUA-CONE_11p25_035","WALL TEMPERATURE-CONE_11p25_050","HRRPUA-CONE_11p25_050","WALL TEMPERATURE-CONE_11p25_065","HRRPUA-CONE_11p25_065"
 0.000E+00, 2.700E+01, 0.000E+00, 2.700E+01, 0.000E+00, 2.700E+01, 0.000E+00, 2.700E+01, 0.000E+00
 1.000E+01, 9.988E+01, 0.000E+00, 1.532E+02, 0.000E+00, 2.050E+02, 0.000E+00, 2.550E+02, 0.000E+00
 2.000E+01, 1.679E+02, 0.000E+00, 2.661E+02, 0.000E+00, 3.563E+02, 0.000E+00, 4.381E+02, 0.000E+00
 3.000E+01, 2.030E+02, 0.000E+00, 3.193E+02, 0.000E+00, 4.205E+02, 0.000E+00, 5.075E+02, 0.000E+00
 4.000E+01, 2.274E+02, 0.000E+00, 3.535E+02, 0.000E+00, 4.585E+02, 0.000E+00, 5.457E+02, 8.309E+00
 5.000E+01, 2.462E+02, 0.000E+00, 3.780E+02, 0.000E+00, 4.842E+02, 0.000E+00, 5.704E+02, 3.856E+01
 6.000E+01, 2.615E+02, 0.000E+00, 3.968E+02, 0.000E+00, 5.032E+02, 5.225E+00, 5.884E+02, 6.819E+01
 7.000E+01, 2.745E+02, 0.000E+00, 4.122E+02, 0.000E+00, 5.183E+02, 1.262E+01, 6.025E+02, 8.578E+01
 8.000E+01, 2.859E+02, 0.000E+00, 4.252E+02, 0.000E+00, 5.309E+02, 2.251E+01, 6.142E+02, 8.459E+01
 9.000E+01, 2.961E+02, 0.000E+00, 4.366E+02, 0.000E+00, 5.418E+02, 3.743E+01, 6.242E+02, 7.504E+01
 1.000E+02, 3.054E+02, 0.000E+00, 4.467E+02, 0.000E+00, 5.513E+02, 5.041E+01, 6.330E+02, 6.933E+01
 1.100E+02, 3.140E+02, 0.000E+00, 4.558E+02, 0.000E+00, 5.598E+02, 5.894E+01, 6.408E+02, 6.786E+01
 1.200E+02, 3.219E+02, 0.000E+00, 4.641E+02, 0.000E+00, 5.675E+02, 6.228E+01, 6.478E+02, 6.719E+01
 1.300E+02, 3.293E+02, 0.000E+00, 4.716E+02, 0.000E+00, 5.745E+02, 6.451E+01, 6.541E+02, 6.652E+01
 1.400E+02, 3.361E+02, 0.000E+00, 4.785E+02, 0.000E+00, 5.808E+02, 6.695E+01, 6.599E+02, 6.584E+01
 1.500E+02, 3.426E+02, 0.000E+00, 4.849E+02, 0.000E+00, 5.865E+02, 7.001E+01, 6.651E+02, 6.516E+01
 1.600E+02, 3.486E+02, 0.000E+00, 4.907E+02, 0.000E+00, 5.918E+02, 7.278E+01, 6.698E+02, 6.465E+01
 1.700E+02, 3.542E+02, 0.000E+00, 4.961E+02, 0.000E+00, 5.966E+02, 7.441E+01, 6.741E+02, 6.584E+01
 1.800E+02, 3.595E+02, 0.000E+00, 5.011E+02, 0.000E+00, 6.010E+02, 7.526E+01, 6.781E+02, 6.747E+01
 1.900E+02, 3.644E+02, 0.000E+00, 5.057E+02, 0.000E+00, 6.051E+02, 7.587E+01, 6.817E+02, 6.909E+01
 2.000E+02, 3.691E+02, 0.000E+00, 5.099E+02, 0.000E+00, 6.088E+02, 7.595E+01, 6.850E+02, 7.108E+01
 2.100E+02, 3.735E+02, 0.000E+00, 5.138E+02, 0.000E+00, 6.122E+02, 7.534E+01, 6.880E+02, 7.380E+01
 2.200E+02, 3.776E+02, 0.000E+00, 5.175E+02, 0.000E+00, 6.153E+02, 7.445E+01, 6.908E+02, 7.658E+01
 2.300E+02, 3.814E+02, 0.000E+00, 5.209E+02, 0.000E+00, 6.182E+02, 7.393E+01, 6.933E+02, 8.006E+01
 2.400E+02, 3.851E+02, 0.000E+00, 5.240E+02, 0.000E+00, 6.209E+02, 7.351E+01, 6.956E+02, 8.377E+01
 2.500E+02, 3.885E+02, 0.000E+00, 5.269E+02, 0.000E+00, 6.234E+02, 7.312E+01, 6.977E+02, 8.749E+01
 2.600E+02, 3.917E+02, 0.000E+00, 5.296E+02, 0.000E+00, 6.256E+02, 7.227E+01, 6.997E+02, 9.200E+01
 2.700E+02, 3.947E+02, 0.000E+00, 5.321E+02, 0.000E+00, 6.277E+02, 7.014E+01, 7.015E+02, 9.949E+01
 2.800E+02, 3.975E+02, 0.000E+00, 5.344E+02, 0.000E+00, 6.296E+02, 6.680E+01, 7.031E+02, 1.104E+02
 2.900E+02, 4.001E+02, 0.000E+00, 5.365E+02, 0.000E+00, 6.314E+02, 6.256E+01, 7.046E+02, 1.247E+02
 3.000E+02, 4.026E+02, 0.000E+00, 5.385E+02, 0.000E+00, 6.330E+02, 5.816E+01, 7.060E+02, 1.396E+02
 3.100E+02, 4.050E+02, 0.000E+00, 5.404E+02, 0.000E+00, 6.345E+02, 5.403E+01, 7.073E+02, 1.477E+02
 3.200E+02, 4.072E+02, 0.000E+00, 5.421E+02, 0.000E+00, 6.359E+02, 4.992E+01, 7.085E+02, 1.496E+02
 3.300E+02, 4.092E+02, 0.000E+00, 5.437E+02, 0.000E+00, 6.372E+02, 4.601E+01, 7.095E+02, 1.497E+02
 3.400E+02, 4.112E+02, 0.000E+00, 5.452E+02, 0.000E+00, 6.384E+02, 4.297E+01, 7.105E+02, 1.533E+02
 3.500E+02, 4.130E+02, 0.000E+00, 5.465E+02, 0.000E+00, 6.394E+02, 4.083E+01, 7.114E+02, 1.556E+02
 3.600E+02, 4.147E+02, 0.000E+00, 5.478E+02, 0.000E+00, 6.404E+02, 3.908E+01, 7.123E+02, 1.511E+02
 3.700E+02, 4.163E+02, 0.000E+00, 5.490E+02, 0.000E+00, 6.414E+02, 3.804E+01, 7.130E+02, 1.344E+02
 3.800E+02, 4.178E+02, 0.000E+00, 5.501E+02, 5.238E-01, 6.422E+02, 3.724E+01, 7.137E+02, 1.154E+02
 3.900E+02, 4.193E+02, 0.000E+00, 5.511E+02, 5.634E+00, 6.430E+02, 3.692E+01, 7.144E+02, 9.595E+01
 4.000E+02, 4.206E+02, 0.000E+00, 5.520E+02, 1.069E+01, 6.437E+02, 3.742E+01, 7.150E+02, 7.786E+01
 4.100E+02, 4.219E+02, 0.000E+00, 5.529E+02, 1.580E+01, 6.444E+02, 3.802E+01, 7.155E+02, 6.523E+01
 4.200E+02, 4.231E+02, 0.000E+00, 5.537E+02, 2.868E+01, 6.450E+02, 3.915E+01, 7.160E+02, 5.663E+01
 4.300E+02, 4.242E+02, 0.000E+00, 5.545E+02, 5.123E+01, 6.456E+02, 4.057E+01, 7.165E+02, 5.058E+01
 4.400E+02, 4.252E+02, 0.000E+00, 5.552E+02, 6.865E+01, 6.461E+02, 4.281E+01, 7.169E+02, 4.694E+01
 4.500E+02, 4.262E+02, 0.000E+00, 5.559E+02, 7.637E+01, 6.466E+02, 4.499E+01, 7.173E+02, 4.395E+01
