s,C,kW/m2,C,kW/m2,C,kW/m2
Time,"WALL TEMPERATURE-CONE_37p72_025","HRRPUA-CONE_37p72_025","WALL TEMPERATURE-CONE_37p72_050","HRRPUA-CONE_37p72_050","WALL TEMPERATURE-CONE_37p72_075","HRRPUA-CONE_37p72_075"
 0.000E+00, 2.700E+01, 0.000E+00, 2.700E+01, 0.000E+00, 2.700E+01, 0.000E+00
 2.000E+00, 1.772E+02, 0.000E+00, 3.273E+02, 0.000E+00, 4.775E+02, 0.000E+00
 4.000E+00, 3.745E+02, 0.000E+00, 6.293E+02, 0.000E+00, 8.630E+02, 0.000E+00
 6.000E+00, 4.200E+02, 0.000E+00, 6.122E+02, 0.000E+00, 7.572E+02, 0.000E+00
 8.000E+00, 4.267E+02, 0.000E+00, 6.067E+02, 0.000E+00, 7.294E+02, 0.000E+00
 1.000E+01, 4.387E+02, 0.000E+00, 6.190E+02, 0.000E+00, 7.377E+02, 0.000E+00
 1.200E+01, 4.453E+02, 0.000E+00, 6.212E+02, 0.000E+00, 7.366E+02, 3.705E+01
 1.400E+01, 4.506E+02, 0.000E+00, 6.256E+02, 9.368E+00, 7.406E+02, 8.405E+01
 1.600E+01, 4.548E+02, 2.463E+00, 6.284E+02, 1.789E+01, 7.424E+02, 1.394E+02
 1.800E+01, 4.583E+02, 9.021E+00, 6.311E+02, 4.553E+01, 7.446E+02, 1.916E+02
 2.000E+01, 4.613E+02, 1.422E+01, 6.333E+02, 8.497E+01, 7.463E+02, 2.241E+02
 2.200E+01, 4.642E+02, 1.983E+01, 6.354E+02, 1.192E+02, 7.481E+02, 2.330E+02
 2.400E+01, 4.666E+02, 2.634E+01, 6.372E+02, 1.429E+02, 7.496E+02, 2.277E+02
 2.600E+01, 4.687E+02, 3.378E+01, 6.387E+02, 1.554E+02, 7.508E+02, 2.157E+02
 2.800E+01, 4.706E+02, 4.131E+01, 6.402E+02, 1.631E+02, 7.521E+02, 2.021E+02
 3.000E+01, 4.722E+02, 4.915E+01, 6.414E+02, 1.675E+02, 7.531E+02, 1.887E+02
 3.200E+01, 4.736E+02, 5.882E+01, 6.424E+02, 1.700E+02, 7.539E+02, 1.771E+02
 3.400E+01, 4.750E+02, 6.953E+01, 6.434E+02, 1.691E+02, 7.547E+02, 1.659E+02
 3.600E+01, 4.761E+02, 8.079E+01, 6.442E+02, 1.654E+02, 7.554E+02, 1.576E+02
 3.800E+01, 4.771E+02, 9.162E+01, 6.450E+02, 1.606E+02, 7.560E+02, 1.501E+02
 4.000E+01, 4.780E+02, 1.009E+02, 6.456E+02, 1.545E+02, 7.565E+02, 1.426E+02
 4.200E+01, 4.788E+02, 1.060E+02, 6.462E+02, 1.482E+02, 7.570E+02, 1.364E+02
 4.400E+01, 4.796E+02, 1.083E+02, 6.468E+02, 1.418E+02, 7.575E+02, 1.322E+02
 4.600E+01, 4.803E+02, 1.081E+02, 6.473E+02, 1.356E+02, 7.579E+02, 1.279E+02
 4.800E+01, 4.809E+02, 1.065E+02, 6.478E+02, 1.298E+02, 7.583E+02, 1.243E+02
 5.000E+01, 4.815E+02, 1.045E+02, 6.482E+02, 1.245E+02, 7.586E+02, 1.222E+02
 5.200E+01, 4.821E+02, 1.015E+02, 6.486E+02, 1.197E+02, 7.590E+02, 1.201E+02
 5.400E+01, 4.826E+02, 9.826E+01, 6.490E+02, 1.152E+02, 7.593E+02, 1.180E+02
 5.600E+01, 4.831E+02, 9.427E+01, 6.494E+02, 1.109E+02, 7.596E+02, 1.159E+02
 5.800E+01, 4.836E+02, 8.986E+01, 6.498E+02, 1.071E+02, 7.599E+02, 1.137E+02
 6.000E+01, 4.840E+02, 8.543E+01, 6.501E+02, 1.039E+02, 7.602E+02, 1.116E+02
 6.200E+01, 4.844E+02, 8.132E+01, 6.504E+02, 1.006E+02, 7.605E+02, 1.093E+02
 6.400E+01, 4.848E+02, 7.791E+01, 6.507E+02, 9.722E+01, 7.607E+02, 1.076E+02
 6.600E+01, 4.852E+02, 7.481E+01, 6.510E+02, 9.321E+01, 7.610E+02, 1.065E+02
 6.800E+01, 4.856E+02, 7.188E+01, 6.513E+02, 8.924E+01, 7.612E+02, 1.054E+02
