s,kW/m2,kW/m2,kW/m2
Time,"HRRPUA-35","HRRPUA-50","HRRPUA-75"
 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00
 2.000E+00, 0.000E+00, 0.000E+00, 0.000E+00
 3.000E+00, 0.000E+00, 0.000E+00, 0.000E+00
 5.000E+00, 0.000E+00, 0.000E+00, 0.000E+00
 6.000E+00, 0.000E+00, 0.000E+00, 0.000E+00
 8.000E+00, 0.000E+00, 0.000E+00, 0.000E+00
 9.000E+00, 0.000E+00, 0.000E+00, 0.000E+00
 1.100E+01, 0.000E+00, 0.000E+00, 0.000E+00
 1.200E+01, 0.000E+00, 0.000E+00, 0.000E+00
 1.400E+01, 0.000E+00, 0.000E+00, 1.904E+02
 1.500E+01, 0.000E+00, 1.660E+01, 2.101E+02
 1.700E+01, 0.000E+00, 8.304E+01, 2.128E+02
 1.800E+01, 0.000E+00, 1.467E+02, 2.129E+02
 2.000E+01, 0.000E+00, 1.556E+02, 2.197E+02
 2.100E+01, 1.660E+01, 1.585E+02, 2.388E+02
 2.300E+01, 6.177E+01, 1.588E+02, 2.743E+02
 2.400E+01, 1.145E+02, 1.590E+02, 3.154E+02
 2.600E+01, 1.217E+02, 1.634E+02, 3.528E+02
 2.700E+01, 1.245E+02, 1.729E+02, 3.802E+02
 2.900E+01, 1.257E+02, 1.898E+02, 3.892E+02
 3.000E+01, 1.258E+02, 2.115E+02, 3.811E+02
 3.200E+01, 1.260E+02, 2.348E+02, 3.524E+02
 3.300E+01, 1.272E+02, 2.567E+02, 3.177E+02
 3.500E+01, 1.315E+02, 2.746E+02, 2.833E+02
 3.600E+01, 1.384E+02, 2.877E+02, 2.509E+02
 3.800E+01, 1.490E+02, 2.920E+02, 2.245E+02
 3.900E+01, 1.624E+02, 2.894E+02, 2.024E+02
 4.100E+01, 1.771E+02, 2.772E+02, 1.870E+02
 4.200E+01, 1.920E+02, 2.589E+02, 1.753E+02
 4.400E+01, 2.054E+02, 2.394E+02, 1.670E+02
 4.500E+01, 2.173E+02, 2.199E+02, 1.591E+02
 4.700E+01, 2.259E+02, 2.007E+02, 1.515E+02
 4.800E+01, 2.311E+02, 1.837E+02, 1.458E+02
 5.000E+01, 2.325E+02, 1.688E+02, 1.413E+02
 5.100E+01, 2.301E+02, 1.558E+02, 1.368E+02
 5.300E+01, 2.226E+02, 1.458E+02, 1.323E+02
 5.400E+01, 2.114E+02, 1.378E+02, 1.278E+02
 5.600E+01, 1.991E+02, 1.316E+02, 1.233E+02
 5.700E+01, 1.866E+02, 1.266E+02, 1.187E+02
 5.900E+01, 1.744E+02, 1.222E+02, 1.142E+02
 6.000E+01, 1.620E+02, 1.178E+02, 1.100E+02
 6.200E+01, 1.509E+02, 1.135E+02, 1.068E+02
 6.300E+01, 1.408E+02, 1.100E+02, 1.037E+02
 6.500E+01, 1.319E+02, 1.075E+02, 1.006E+02
 6.600E+01, 1.238E+02, 1.050E+02, 9.751E+01
 6.800E+01, 1.173E+02, 1.025E+02, 9.439E+01
 6.900E+01, 1.116E+02, 9.995E+01, 9.139E+01
 7.100E+01, 1.075E+02, 9.742E+01, 8.959E+01
 7.200E+01, 1.035E+02, 9.490E+01, 8.792E+01
 7.400E+01, 1.006E+02, 9.237E+01, 8.627E+01
 7.500E+01, 9.786E+01, 8.984E+01, 8.460E+01
 7.700E+01, 9.509E+01, 8.731E+01, 8.294E+01
 7.800E+01, 9.234E+01, 8.478E+01, 8.161E+01
 8.000E+01, 8.958E+01, 8.245E+01, 8.076E+01
 8.100E+01, 8.746E+01, 8.062E+01, 7.990E+01
 8.300E+01, 8.587E+01, 7.889E+01, 7.904E+01
 8.400E+01, 8.427E+01, 7.714E+01, 7.818E+01
 8.600E+01, 8.269E+01, 7.541E+01, 7.733E+01
 8.700E+01, 8.110E+01, 7.367E+01, 7.647E+01
 8.900E+01, 7.951E+01, 7.193E+01, 7.562E+01
 9.000E+01, 7.793E+01, 7.019E+01, 7.476E+01
 9.200E+01, 7.633E+01, 6.853E+01, 7.390E+01
 9.300E+01, 7.474E+01, 6.738E+01, 7.273E+01
 9.500E+01, 7.315E+01, 6.645E+01, 7.107E+01
 9.600E+01, 7.155E+01, 6.552E+01, 6.941E+01
 9.800E+01, 6.997E+01, 6.459E+01, 6.775E+01
 9.900E+01, 6.837E+01, 6.367E+01, 6.609E+01
 1.010E+02, 6.678E+01, 6.274E+01, 6.442E+01
 1.020E+02, 6.531E+01, 6.181E+01, 6.277E+01
 1.040E+02, 6.420E+01, 6.106E+01, 6.110E+01
 1.050E+02, 6.311E+01, 6.057E+01, 5.957E+01
 1.070E+02, 6.201E+01, 6.009E+01, 5.853E+01
 1.080E+02, 6.092E+01, 5.961E+01, 5.749E+01
 1.100E+02, 5.983E+01, 5.913E+01, 5.646E+01
 1.110E+02, 5.872E+01, 5.865E+01, 5.543E+01
 1.130E+02, 5.764E+01, 5.818E+01, 5.440E+01
 1.140E+02, 5.654E+01, 5.770E+01, 5.337E+01
 1.160E+02, 5.545E+01, 5.722E+01, 5.247E+01
 1.170E+02, 5.436E+01, 5.674E+01, 5.203E+01
 1.190E+02, 5.363E+01, 5.627E+01, 5.170E+01
 1.200E+02, 5.305E+01, 5.579E+01, 5.137E+01
 1.220E+02, 5.246E+01, 5.531E+01, 5.103E+01
 1.230E+02, 5.187E+01, 5.481E+01, 5.070E+01
 1.250E+02, 5.130E+01, 5.393E+01, 5.037E+01
 1.260E+02, 5.071E+01, 5.301E+01, 5.003E+01
 1.280E+02, 5.013E+01, 5.208E+01, 4.970E+01
 1.290E+02, 4.954E+01, 5.116E+01, 4.937E+01
 1.310E+02, 4.896E+01, 5.023E+01, 4.903E+01
 1.320E+02, 4.847E+01, 4.931E+01, 4.870E+01
 1.340E+02, 4.816E+01, 4.838E+01, 4.837E+01
 1.350E+02, 4.786E+01, 4.745E+01, 4.803E+01
 1.370E+02, 4.756E+01, 4.653E+01, 4.770E+01
