s,C,kW/m2,C,kW/m2,C,kW/m2
Time,"WALL TEMPERATURE-CONE_2p63_025","HRRPUA-CONE_2p63_025","WALL TEMPERATURE-CONE_2p63_050","HRRPUA-CONE_2p63_050","WALL TEMPERATURE-CONE_2p63_075","HRRPUA-CONE_2p63_075"
 0.000E+00, 2.700E+01, 0.000E+00, 2.700E+01, 0.000E+00, 2.700E+01, 0.000E+00
 1.000E+01, 1.242E+02, 0.000E+00, 2.175E+02, 0.000E+00, 3.053E+02, 0.000E+00
 2.000E+01, 2.098E+02, 0.000E+00, 3.700E+02, 0.000E+00, 5.040E+02, 0.000E+00
 3.000E+01, 2.529E+02, 0.000E+00, 4.341E+02, 0.000E+00, 5.728E+02, 0.000E+00
 4.000E+01, 2.858E+02, 0.000E+00, 4.775E+02, 0.000E+00, 6.158E+02, 1.917E+02
 5.000E+01, 3.133E+02, 0.000E+00, 5.105E+02, 0.000E+00, 6.469E+02, 6.530E+02
 6.000E+01, 3.369E+02, 0.000E+00, 5.365E+02, 0.000E+00, 6.705E+02, 1.354E+03
 7.000E+01, 3.572E+02, 0.000E+00, 5.573E+02, 1.191E+02, 6.887E+02, 2.203E+03
 8.000E+01, 3.747E+02, 0.000E+00, 5.741E+02, 3.910E+02, 7.030E+02, 2.198E+03
 9.000E+01, 3.899E+02, 0.000E+00, 5.877E+02, 6.492E+02, 7.142E+02, 1.195E+03
 1.000E+02, 4.030E+02, 0.000E+00, 5.988E+02, 9.822E+02, 7.232E+02, 3.292E+02
 1.100E+02, 4.143E+02, 0.000E+00, 6.080E+02, 1.426E+03, 7.304E+02, 5.550E+01
 1.200E+02, 4.241E+02, 0.000E+00, 6.155E+02, 1.743E+03, 7.362E+02, 3.298E+01
 1.300E+02, 4.326E+02, 0.000E+00, 6.216E+02, 1.373E+03, 7.409E+02, 3.634E+01
 1.400E+02, 4.399E+02, 0.000E+00, 6.268E+02, 8.984E+02, 7.447E+02, 3.761E+01
 1.500E+02, 4.463E+02, 0.000E+00, 6.310E+02, 5.078E+02, 7.478E+02, 3.720E+01
 1.600E+02, 4.518E+02, 0.000E+00, 6.345E+02, 2.076E+02, 7.503E+02, 3.509E+01
 1.700E+02, 4.565E+02, 0.000E+00, 6.374E+02, 6.040E+01, 7.523E+02, 2.463E+01
 1.800E+02, 4.606E+02, 0.000E+00, 6.398E+02, 2.316E+01, 7.539E+02, 1.168E+01
 1.900E+02, 4.642E+02, 0.000E+00, 6.418E+02, 1.801E+01, 7.553E+02, 2.737E+00
 2.000E+02, 4.673E+02, 0.000E+00, 6.434E+02, 1.504E+01, 7.564E+02, 0.000E+00
 2.100E+02, 4.699E+02, 0.000E+00, 6.448E+02, 1.215E+01, 7.572E+02, 0.000E+00
 2.200E+02, 4.722E+02, 0.000E+00, 6.460E+02, 1.115E+01, 7.579E+02, 0.000E+00
 2.300E+02, 4.742E+02, 0.000E+00, 6.469E+02, 1.068E+01, 7.585E+02, 0.000E+00
 2.400E+02, 4.759E+02, 0.000E+00, 6.477E+02, 1.021E+01, 7.590E+02, 0.000E+00
 2.500E+02, 4.774E+02, 1.052E+01, 6.483E+02, 9.705E+00, 7.594E+02, 0.000E+00
 2.600E+02, 4.787E+02, 5.109E+01, 6.489E+02, 9.186E+00, 7.597E+02, 0.000E+00
 2.700E+02, 4.798E+02, 1.301E+02, 6.493E+02, 8.664E+00, 7.600E+02, 0.000E+00
 2.800E+02, 4.808E+02, 2.284E+02, 6.497E+02, 8.139E+00, 7.602E+02, 0.000E+00
 2.900E+02, 4.816E+02, 3.397E+02, 6.500E+02, 7.609E+00, 7.603E+02, 0.000E+00
 3.000E+02, 4.823E+02, 5.012E+02, 6.503E+02, 7.076E+00, 7.605E+02, 0.000E+00
 3.100E+02, 4.829E+02, 7.442E+02, 6.505E+02, 6.138E+00, 7.606E+02, 0.000E+00
