s,C,kW/m2,C,kW/m2,C,kW/m2
Time,"WALL TEMPERATURE-CONE_2p02_025","HRRPUA-CONE_2p02_025","WALL TEMPERATURE-CONE_2p02_050","HRRPUA-CONE_2p02_050","WALL TEMPERATURE-CONE_2p02_075","HRRPUA-CONE_2p02_075"
 0.000E+00, 2.700E+01, 0.000E+00, 2.700E+01, 0.000E+00, 2.700E+01, 0.000E+00
 2.000E+00, 1.326E+02, 0.000E+00, 2.381E+02, 0.000E+00, 3.437E+02, 0.000E+00
 4.000E+00, 2.958E+02, 0.000E+00, 5.118E+02, 6.206E+00, 6.890E+02, 1.701E+01
 6.000E+00, 3.629E+02, 0.000E+00, 5.677E+02, 4.769E+01, 6.983E+02, 8.877E+01
 8.000E+00, 3.828E+02, 2.106E+01, 5.727E+02, 9.253E+01, 6.952E+02, 1.457E+02
 1.000E+01, 3.995E+02, 2.980E+01, 5.874E+02, 1.200E+02, 7.103E+02, 1.812E+02
 1.200E+01, 4.102E+02, 3.789E+01, 5.941E+02, 1.246E+02, 7.133E+02, 1.668E+02
 1.400E+01, 4.182E+02, 4.545E+01, 6.003E+02, 1.116E+02, 7.190E+02, 1.272E+02
 1.600E+01, 4.246E+02, 5.306E+01, 6.050E+02, 9.115E+01, 7.225E+02, 9.252E+01
 1.800E+01, 4.298E+02, 6.147E+01, 6.090E+02, 6.929E+01, 7.259E+02, 6.350E+01
 2.000E+01, 4.343E+02, 6.978E+01, 6.124E+02, 5.076E+01, 7.287E+02, 4.426E+01
 2.200E+01, 4.384E+02, 7.583E+01, 6.156E+02, 3.838E+01, 7.314E+02, 3.218E+01
 2.400E+01, 4.420E+02, 7.616E+01, 6.184E+02, 2.974E+01, 7.337E+02, 2.523E+01
 2.600E+01, 4.452E+02, 7.115E+01, 6.208E+02, 2.426E+01, 7.357E+02, 2.127E+01
 2.800E+01, 4.481E+02, 6.246E+01, 6.231E+02, 2.023E+01, 7.376E+02, 1.744E+01
 3.000E+01, 4.507E+02, 5.355E+01, 6.251E+02, 1.750E+01, 7.393E+02, 1.361E+01
 3.200E+01, 4.530E+02, 4.621E+01, 6.268E+02, 1.518E+01, 7.408E+02, 1.011E+01
 3.400E+01, 4.552E+02, 4.006E+01, 6.285E+02, 1.311E+01, 7.422E+02, 8.580E+00
 3.600E+01, 4.572E+02, 3.476E+01, 6.300E+02, 1.169E+01, 7.434E+02, 7.408E+00
 3.800E+01, 4.589E+02, 2.969E+01, 6.313E+02, 1.040E+01, 7.445E+02, 6.239E+00
 4.000E+01, 4.605E+02, 2.586E+01, 6.326E+02, 9.277E+00, 7.456E+02, 5.071E+00
 4.200E+01, 4.620E+02, 2.263E+01, 6.337E+02, 8.560E+00, 7.465E+02, 4.176E+00
 4.400E+01, 4.634E+02, 1.964E+01, 6.347E+02, 8.231E+00, 7.474E+02, 3.487E+00
 4.600E+01, 4.647E+02, 1.760E+01, 6.357E+02, 7.920E+00, 7.482E+02, 2.799E+00
 4.800E+01, 4.659E+02, 1.576E+01, 6.366E+02, 7.773E+00, 7.490E+02, 2.111E+00
 5.000E+01, 4.671E+02, 1.394E+01, 6.375E+02, 7.361E+00, 7.497E+02, 1.524E+00
 5.200E+01, 4.681E+02, 1.240E+01, 6.383E+02, 6.773E+00, 7.504E+02, 1.287E+00
 5.400E+01, 4.691E+02, 1.136E+01, 6.391E+02, 6.220E+00, 7.510E+02, 1.080E+00
 5.600E+01, 4.701E+02, 1.034E+01, 6.398E+02, 5.800E+00, 7.516E+02, 8.742E-01
 5.800E+01, 4.710E+02, 9.358E+00, 6.404E+02, 5.333E+00, 7.522E+02, 6.712E-01
 6.000E+01, 4.718E+02, 8.754E+00, 6.411E+02, 4.858E+00, 7.527E+02, 5.601E-01
 6.200E+01, 4.726E+02, 8.303E+00, 6.417E+02, 4.383E+00, 7.532E+02, 4.913E-01
 6.400E+01, 4.734E+02, 7.857E+00, 6.422E+02, 4.016E+00, 7.537E+02, 4.226E-01
 6.600E+01, 4.741E+02, 7.412E+00, 6.428E+02, 3.767E+00, 7.541E+02, 3.538E-01
 6.800E+01, 4.748E+02, 6.968E+00, 6.433E+02, 3.519E+00, 7.545E+02, 2.957E-01
 7.000E+01, 4.754E+02, 6.523E+00, 6.438E+02, 3.271E+00, 7.550E+02, 2.605E-01
 7.200E+01, 4.760E+02, 6.078E+00, 6.443E+02, 3.021E+00, 7.553E+02, 2.261E-01
 7.400E+01, 4.766E+02, 5.633E+00, 6.447E+02, 2.770E+00, 7.557E+02, 1.918E-01
 7.600E+01, 4.772E+02, 5.188E+00, 6.451E+02, 2.518E+00, 7.561E+02, 1.595E-01
 7.800E+01, 4.777E+02, 4.743E+00, 6.455E+02, 2.278E+00, 7.564E+02, 1.523E-01
 8.000E+01, 4.782E+02, 4.298E+00, 6.459E+02, 2.158E+00, 7.567E+02, 1.523E-01
 8.200E+01, 4.787E+02, 3.853E+00, 6.463E+02, 2.070E+00, 7.570E+02, 1.523E-01
 8.400E+01, 4.792E+02, 3.423E+00, 6.467E+02, 1.983E+00, 7.573E+02, 1.524E-01
 8.600E+01, 4.797E+02, 3.213E+00, 6.470E+02, 1.895E+00, 7.576E+02, 1.377E-01
 8.800E+01, 4.801E+02, 3.076E+00, 6.473E+02, 1.807E+00, 7.579E+02, 1.034E-01
 9.000E+01, 4.805E+02, 2.940E+00, 6.476E+02, 1.719E+00, 7.582E+02, 6.903E-02
 9.200E+01, 4.809E+02, 2.804E+00, 6.479E+02, 1.631E+00, 7.584E+02, 3.464E-02
 9.400E+01, 4.813E+02, 2.668E+00, 6.482E+02, 1.543E+00, 7.586E+02, 4.420E-03
 9.600E+01, 4.817E+02, 2.533E+00, 6.485E+02, 1.454E+00, 7.589E+02, 0.000E+00
 9.800E+01, 4.820E+02, 2.397E+00, 6.488E+02, 1.366E+00, 7.591E+02, 0.000E+00
 1.000E+02, 4.824E+02, 2.261E+00, 6.490E+02, 1.277E+00, 7.593E+02, 0.000E+00
 1.020E+02, 4.827E+02, 2.125E+00, 6.493E+02, 1.189E+00, 7.595E+02, 0.000E+00
 1.040E+02, 4.830E+02, 1.989E+00, 6.495E+02, 1.125E+00, 7.597E+02, 0.000E+00
 1.060E+02, 4.834E+02, 1.853E+00, 6.497E+02, 1.073E+00, 7.599E+02, 0.000E+00
 1.080E+02, 4.837E+02, 1.717E+00, 6.500E+02, 1.022E+00, 7.601E+02, 0.000E+00
 1.100E+02, 4.839E+02, 1.585E+00, 6.502E+02, 9.699E-01, 7.603E+02, 0.000E+00
 1.120E+02, 4.842E+02, 1.492E+00, 6.504E+02, 9.180E-01, 7.604E+02, 0.000E+00
 1.140E+02, 4.845E+02, 1.412E+00, 6.506E+02, 8.661E-01, 7.606E+02, 0.000E+00
 1.160E+02, 4.847E+02, 1.332E+00, 6.508E+02, 8.142E-01, 7.608E+02, 0.000E+00
 1.180E+02, 4.850E+02, 1.252E+00, 6.509E+02, 7.622E-01, 7.609E+02, 0.000E+00
 1.200E+02, 4.852E+02, 1.172E+00, 6.511E+02, 7.101E-01, 7.610E+02, 0.000E+00
 1.220E+02, 4.855E+02, 1.092E+00, 6.513E+02, 6.580E-01, 7.612E+02, 0.000E+00
 1.240E+02, 4.857E+02, 1.012E+00, 6.515E+02, 6.058E-01, 7.613E+02, 0.000E+00
 1.260E+02, 4.859E+02, 9.323E-01, 6.516E+02, 5.537E-01, 7.615E+02, 0.000E+00
 1.280E+02, 4.861E+02, 8.524E-01, 6.518E+02, 5.192E-01, 7.616E+02, 0.000E+00
 1.300E+02, 4.863E+02, 7.725E-01, 6.519E+02, 4.988E-01, 7.617E+02, 0.000E+00
 1.320E+02, 4.865E+02, 6.926E-01, 6.520E+02, 4.785E-01, 7.618E+02, 0.000E+00
 1.340E+02, 4.867E+02, 6.127E-01, 6.522E+02, 4.581E-01, 7.619E+02, 0.000E+00
 1.360E+02, 4.869E+02, 5.358E-01, 6.523E+02, 4.378E-01, 7.620E+02, 0.000E+00
 1.380E+02, 4.870E+02, 4.993E-01, 6.524E+02, 4.174E-01, 7.621E+02, 0.000E+00
 1.400E+02, 4.872E+02, 4.753E-01, 6.526E+02, 3.971E-01, 7.622E+02, 0.000E+00
 1.420E+02, 4.874E+02, 4.513E-01, 6.527E+02, 3.767E-01, 7.623E+02, 0.000E+00
