s,C,kW/m2,C,kW/m2,C,kW/m2
Time,WALL TEMPERATURE-CONE_18p10_035,HRRPUA-CONE_18p10_035,WALL TEMPERATURE-CONE_18p10_050,HRRPUA-CONE_18p10_050,WALL TEMPERATURE-CONE_18p10_075,HRRPUA-CONE_18p10_075
 0.000E+00, 2.700E+01, 0.000E+00, 2.700E+01, 0.000E+00, 2.700E+01, 0.000E+00
 1.000E+01, 1.942E+02, 0.000E+00, 2.598E+02, 0.000E+00, 3.595E+02, 0.000E+00
 2.000E+01, 3.287E+02, 0.000E+00, 4.310E+02, 0.000E+00, 5.686E+02, 1.229E+01
 3.000E+01, 3.825E+02, 0.000E+00, 4.890E+02, 0.000E+00, 6.244E+02, 7.634E+01
 4.000E+01, 4.142E+02, 0.000E+00, 5.202E+02, 0.000E+00, 6.518E+02, 9.982E+01
 5.000E+01, 4.350E+02, 0.000E+00, 5.397E+02, 1.050E+01, 6.683E+02, 1.047E+02
 6.000E+01, 4.499E+02, 0.000E+00, 5.532E+02, 3.930E+01, 6.796E+02, 9.909E+01
 7.000E+01, 4.613E+02, 0.000E+00, 5.634E+02, 5.773E+01, 6.881E+02, 9.111E+01
 8.000E+01, 4.705E+02, 4.449E+00, 5.716E+02, 6.282E+01, 6.949E+02, 8.313E+01
 9.000E+01, 4.782E+02, 2.263E+01, 5.785E+02, 6.157E+01, 7.008E+02, 7.511E+01
 1.000E+02, 4.850E+02, 3.851E+01, 5.845E+02, 5.407E+01, 7.058E+02, 6.703E+01
 1.100E+02, 4.909E+02, 4.503E+01, 5.898E+02, 4.582E+01, 7.103E+02, 6.003E+01
 1.200E+02, 4.962E+02, 4.780E+01, 5.945E+02, 4.152E+01, 7.143E+02, 5.995E+01
 1.300E+02, 5.011E+02, 4.935E+01, 5.988E+02, 4.035E+01, 7.179E+02, 6.116E+01
 1.400E+02, 5.055E+02, 5.023E+01, 6.027E+02, 3.948E+01, 7.213E+02, 6.236E+01
