s,C,kW/m2,C,kW/m2,C,kW/m2,C,kW/m2
 1.400E+02, 3.931E+02, 0.000E+00, 4.883E+02, 0.000E+00, 5.974E+02, 6.550E+01, 7.262E+02, 1.310E+02
 1.500E+02, 4.032E+02, 0.000E+00, 4.979E+02, 0.000E+00, 6.055E+02, 6.859E+01, 7.322E+02, 1.419E+02
 1.600E+02, 4.123E+02, 0.000E+00, 5.063E+02, 0.000E+00, 6.124E+02, 7.245E+01, 7.371E+02, 1.546E+02
 1.700E+02, 4.204E+02, 0.000E+00, 5.136E+02, 0.000E+00, 6.182E+02, 7.906E+01, 7.411E+02, 1.667E+02
 1.800E+02, 4.277E+02, 0.000E+00, 5.200E+02, 0.000E+00, 6.232E+02, 8.533E+01, 7.445E+02, 1.731E+02
 1.900E+02, 4.342E+02, 0.000E+00, 5.256E+02, 0.000E+00, 6.274E+02, 8.952E+01, 7.472E+02, 1.639E+02
 2.000E+02, 4.400E+02, 0.000E+00, 5.305E+02, 0.000E+00, 6.310E+02, 9.242E+01, 7.495E+02, 1.488E+02
 2.100E+02, 4.453E+02, 0.000E+00, 5.347E+02, 0.000E+00, 6.340E+02, 9.500E+01, 7.513E+02, 1.321E+02
 2.200E+02, 4.499E+02, 0.000E+00, 5.384E+02, 0.000E+00, 6.366E+02, 9.792E+01, 7.529E+02, 1.183E+02
 2.300E+02, 4.540E+02, 0.000E+00, 5.416E+02, 0.000E+00, 6.388E+02, 1.010E+02, 7.541E+02, 1.042E+02
 2.400E+02, 4.577E+02, 0.000E+00, 5.444E+02, 0.000E+00, 6.406E+02, 1.018E+02, 7.552E+02, 9.047E+01
 2.500E+02, 4.610E+02, 0.000E+00, 5.468E+02, 0.000E+00, 6.422E+02, 1.010E+02, 7.560E+02, 7.995E+01
 2.600E+02, 4.639E+02, 0.000E+00, 5.489E+02, 2.221E-01, 6.435E+02, 9.870E+01, 7.568E+02, 7.283E+01
 2.700E+02, 4.665E+02, 0.000E+00, 5.508E+02, 1.070E+01, 6.446E+02, 9.334E+01, 7.573E+02, 6.658E+01
 2.800E+02, 4.689E+02, 0.000E+00, 5.524E+02, 2.724E+01, 6.456E+02, 8.788E+01, 7.578E+02, 6.233E+01
 2.900E+02, 4.709E+02, 0.000E+00, 5.537E+02, 4.418E+01, 6.464E+02, 8.429E+01, 7.582E+02, 5.926E+01
 3.000E+02, 4.727E+02, 0.000E+00, 5.549E+02, 5.889E+01, 6.471E+02, 8.276E+01, 7.586E+02, 5.619E+01
 3.100E+02, 4.744E+02, 0.000E+00, 5.560E+02, 6.612E+01, 6.477E+02, 8.359E+01, 7.588E+02, 5.322E+01
 3.200E+02, 4.758E+02, 0.000E+00, 5.569E+02, 6.814E+01, 6.482E+02, 8.583E+01, 7.591E+02, 5.153E+01
 3.300E+02, 4.771E+02, 0.000E+00, 5.577E+02, 6.770E+01, 6.486E+02, 8.671E+01, 7.592E+02, 5.023E+01
 3.400E+02, 4.782E+02, 0.000E+00, 5.584E+02, 6.643E+01, 6.489E+02, 8.620E+01, 7.594E+02, 4.894E+01
 3.500E+02, 4.792E+02, 0.000E+00, 5.590E+02, 6.423E+01, 6.492E+02, 8.409E+01, 7.595E+02, 4.773E+01
 3.600E+02, 4.801E+02, 0.000E+00, 5.595E+02, 6.155E+01, 6.495E+02, 7.829E+01, 7.596E+02, 4.686E+01
 3.700E+02, 4.809E+02, 0.000E+00, 5.599E+02, 5.952E+01, 6.497E+02, 6.985E+01, 7.597E+02, 4.602E+01
 3.800E+02, 4.816E+02, 0.000E+00, 5.603E+02, 5.758E+01, 6.499E+02, 6.216E+01, 7.598E+02, 4.519E+01
 3.900E+02, 4.822E+02, 0.000E+00, 5.607E+02, 5.589E+01, 6.500E+02, 5.565E+01, 7.598E+02, 4.435E+01
 4.000E+02, 4.828E+02, 0.000E+00, 5.609E+02, 5.406E+01, 6.502E+02, 5.093E+01, 7.599E+02, 4.351E+01
 4.100E+02, 4.833E+02, 0.000E+00, 5.612E+02, 5.199E+01, 6.503E+02, 4.684E+01, 7.599E+02, 4.267E+01
 4.200E+02, 4.837E+02, 0.000E+00, 5.614E+02, 4.987E+01, 6.504E+02, 4.338E+01, 7.600E+02, 4.183E+01
 4.300E+02, 4.841E+02, 0.000E+00, 5.616E+02, 4.812E+01, 6.505E+02, 4.114E+01, 7.600E+02, 4.116E+01
 4.400E+02, 4.845E+02, 1.160E+00, 5.618E+02, 4.654E+01, 6.505E+02, 3.911E+01, 7.600E+02, 4.062E+01
 4.500E+02, 4.848E+02, 5.246E+00, 5.619E+02, 4.548E+01, 6.506E+02, 3.712E+01, 7.600E+02, 4.008E+01
 4.600E+02, 4.850E+02, 9.531E+00, 5.621E+02, 4.458E+01, 6.506E+02, 3.569E+01, 7.600E+02, 3.954E+01
 4.700E+02, 4.853E+02, 1.363E+01, 5.622E+02, 4.444E+01, 6.507E+02, 3.440E+01, 7.601E+02, 3.901E+01
 4.800E+02, 4.855E+02, 1.634E+01, 5.623E+02, 4.431E+01, 6.507E+02, 3.314E+01, 7.601E+02, 3.847E+01
 4.900E+02, 4.857E+02, 1.904E+01, 5.623E+02, 4.459E+01, 6.508E+02, 3.233E+01, 7.601E+02, 3.793E+01
 5.000E+02, 4.858E+02, 2.234E+01, 5.624E+02, 4.548E+01, 6.508E+02, 3.162E+01, 7.601E+02, 3.743E+01
 5.100E+02, 4.860E+02, 2.621E+01, 5.625E+02, 4.649E+01, 6.508E+02, 3.097E+01, 7.601E+02, 3.712E+01
 5.200E+02, 4.861E+02, 3.022E+01, 5.625E+02, 4.754E+01, 6.508E+02, 3.035E+01, 7.601E+02, 3.684E+01
 5.300E+02, 4.862E+02, 3.322E+01, 5.626E+02, 4.861E+01, 6.508E+02, 2.982E+01, 7.601E+02, 3.657E+01
 5.400E+02, 4.863E+02, 3.546E+01, 5.626E+02, 4.924E+01, 6.508E+02, 2.939E+01, 7.601E+02, 3.629E+01
 5.500E+02, 4.864E+02, 3.678E+01, 5.627E+02, 5.008E+01, 6.509E+02, 2.896E+01, 7.601E+02, 3.601E+01
 5.600E+02, 4.865E+02, 3.808E+01, 5.627E+02, 4.966E+01, 6.509E+02, 2.852E+01, 7.601E+02, 3.573E+01
 5.700E+02, 4.866E+02, 3.938E+01, 5.627E+02, 4.784E+01, 6.509E+02, 2.809E+01, 7.601E+02, 3.545E+01
 5.800E+02, 4.866E+02, 4.080E+01, 5.627E+02, 4.605E+01, 6.509E+02, 2.766E+01, 7.601E+02, 3.514E+01
 5.900E+02, 4.867E+02, 4.331E+01, 5.628E+02, 4.411E+01, 6.509E+02, 2.724E+01, 7.601E+02, 3.480E+01
 6.000E+02, 4.867E+02, 4.669E+01, 5.628E+02, 4.178E+01, 6.509E+02, 2.686E+01, 7.601E+02, 3.446E+01
 6.100E+02, 4.868E+02, 5.009E+01, 5.628E+02, 3.988E+01, 6.509E+02, 2.661E+01, 7.601E+02, 3.411E+01
 6.200E+02, 4.868E+02, 5.329E+01, 5.628E+02, 3.856E+01, 6.509E+02, 2.637E+01, 7.601E+02, 3.377E+01
 6.300E+02, 4.869E+02, 5.600E+01, 5.628E+02, 3.732E+01, 6.509E+02, 2.612E+01, 7.601E+02, 3.343E+01
 6.400E+02, 4.869E+02, 5.784E+01, 5.628E+02, 3.610E+01, 6.509E+02, 2.587E+01, 7.601E+02, 3.309E+01
 6.500E+02, 4.869E+02, 5.911E+01, 5.628E+02, 3.496E+01, 6.509E+02, 2.566E+01, 7.601E+02, 3.277E+01
 6.600E+02, 4.869E+02, 6.038E+01, 5.628E+02, 3.378E+01, 6.509E+02, 2.545E+01, 7.601E+02, 3.258E+01
 6.700E+02, 4.870E+02, 6.129E+01, 5.628E+02, 3.261E+01, 6.509E+02, 2.524E+01, 7.601E+02, 3.240E+01
 6.800E+02, 4.870E+02, 6.167E+01, 5.628E+02, 3.159E+01, 6.509E+02, 2.503E+01, 7.601E+02, 3.221E+01
 6.900E+02, 4.870E+02, 6.260E+01, 5.628E+02, 3.060E+01, 6.509E+02, 2.482E+01, 7.601E+02, 3.203E+01
 7.000E+02, 4.870E+02, 6.377E+01, 5.629E+02, 2.994E+01, 6.509E+02, 2.461E+01, 7.601E+02, 3.185E+01
 7.100E+02, 4.870E+02, 6.493E+01, 5.629E+02, 2.936E+01, 6.509E+02, 2.441E+01, 7.601E+02, 3.167E+01
 7.200E+02, 4.870E+02, 6.527E+01, 5.629E+02, 2.893E+01, 6.509E+02, 2.428E+01, 7.601E+02, 3.149E+01
 7.300E+02, 4.870E+02, 6.473E+01, 5.629E+02, 2.852E+01, 6.509E+02, 2.418E+01, 7.601E+02, 3.132E+01
 7.400E+02, 4.871E+02, 6.342E+01, 5.629E+02, 2.809E+01, 6.509E+02, 2.407E+01, 7.601E+02, 3.116E+01
 7.500E+02, 4.871E+02, 6.190E+01, 5.629E+02, 2.760E+01, 6.509E+02, 2.396E+01, 7.601E+02, 3.100E+01
 7.600E+02, 4.871E+02, 6.033E+01, 5.629E+02, 2.718E+01, 6.509E+02, 2.386E+01, 7.601E+02, 3.084E+01
 7.700E+02, 4.871E+02, 5.738E+01, 5.629E+02, 2.689E+01, 6.509E+02, 2.375E+01, 7.601E+02, 3.068E+01
 7.800E+02, 4.871E+02, 5.367E+01, 5.629E+02, 2.659E+01, 6.509E+02, 1.846E+01, 7.601E+02, 3.052E+01
 7.900E+02, 4.871E+02, 4.996E+01, 5.629E+02, 2.629E+01, 6.509E+02, 9.780E+00, 7.601E+02, 3.036E+01
 8.000E+02, 4.871E+02, 4.626E+01, 5.629E+02, 2.031E+01, 6.509E+02, 9.746E+00, 7.601E+02, 1.499E+01
 8.100E+02, 4.871E+02, 4.261E+01, 5.629E+02, 1.012E+01, 6.509E+02, 9.723E+00, 7.601E+02, 0.000E+00
 8.200E+02, 4.871E+02, 3.947E+01, 5.629E+02, 9.886E+00, 6.509E+02, 9.699E+00, 7.601E+02, 0.000E+00
 8.300E+02, 4.871E+02, 3.667E+01, 5.629E+02, 9.682E+00, 6.509E+02, 9.676E+00, 7.601E+02, 0.000E+00
 8.400E+02, 4.871E+02, 3.432E+01, 5.629E+02, 9.507E+00, 6.509E+02, 9.652E+00, 7.601E+02, 0.000E+00
 8.500E+02, 4.871E+02, 3.203E+01, 5.629E+02, 9.414E+00, 6.509E+02, 9.629E+00, 7.601E+02, 0.000E+00
 8.600E+02, 4.871E+02, 3.018E+01, 5.629E+02, 9.326E+00, 6.509E+02, 9.605E+00, 7.601E+02, 0.000E+00
 8.700E+02, 4.871E+02, 2.847E+01, 5.629E+02, 9.238E+00, 6.509E+02, 9.582E+00, 7.601E+02, 0.000E+00
 8.800E+02, 4.871E+02, 2.676E+01, 5.629E+02, 9.148E+00, 6.509E+02, 9.558E+00, 7.601E+02, 0.000E+00
 8.900E+02, 4.871E+02, 2.509E+01, 5.629E+02, 9.059E+00, 6.509E+02, 9.534E+00, 7.601E+02, 0.000E+00
 9.000E+02, 4.871E+02, 2.387E+01, 5.629E+02, 8.969E+00, 6.509E+02, 9.510E+00, 7.601E+02, 0.000E+00
 9.100E+02, 4.871E+02, 2.280E+01, 5.629E+02, 8.879E+00, 6.509E+02, 9.487E+00, 7.601E+02, 0.000E+00
 9.200E+02, 4.871E+02, 2.174E+01, 5.629E+02, 8.790E+00, 6.509E+02, 9.463E+00, 7.601E+02, 0.000E+00
 9.300E+02, 4.871E+02, 2.097E+01, 5.629E+02, 8.724E+00, 6.509E+02, 9.439E+00, 7.601E+02, 0.000E+00
 9.400E+02, 4.871E+02, 2.043E+01, 5.629E+02, 8.665E+00, 6.509E+02, 9.415E+00, 7.601E+02, 0.000E+00
 9.500E+02, 4.871E+02, 1.989E+01, 5.629E+02, 8.606E+00, 6.509E+02, 9.391E+00, 7.601E+02, 0.000E+00
 9.600E+02, 4.871E+02, 1.934E+01, 5.629E+02, 8.546E+00, 6.509E+02, 9.373E+00, 7.601E+02, 0.000E+00
 9.700E+02, 4.871E+02, 1.880E+01, 5.629E+02, 8.486E+00, 6.509E+02, 9.357E+00, 7.601E+02, 0.000E+00
 9.800E+02, 4.871E+02, 1.826E+01, 5.629E+02, 8.426E+00, 6.509E+02, 9.342E+00, 7.601E+02, 0.000E+00
 9.900E+02, 4.871E+02, 1.778E+01, 5.629E+02, 8.366E+00, 6.509E+02, 9.326E+00, 7.601E+02, 0.000E+00
 1.000E+03, 4.871E+02, 1.758E+01, 5.629E+02, 8.305E+00, 6.509E+02, 9.310E+00, 7.601E+02, 0.000E+00
 1.010E+03, 4.871E+02, 1.741E+01, 5.629E+02, 8.245E+00, 6.509E+02, 9.295E+00, 7.601E+02, 0.000E+00
 1.020E+03, 4.871E+02, 1.723E+01, 5.629E+02, 8.184E+00, 6.509E+02, 9.279E+00, 7.601E+02, 0.000E+00
 1.030E+03, 4.871E+02, 1.706E+01, 5.629E+02, 8.123E+00, 6.509E+02, 9.264E+00, 7.601E+02, 0.000E+00
 1.040E+03, 4.871E+02, 1.689E+01, 5.629E+02, 8.062E+00, 6.509E+02, 9.248E+00, 7.601E+02, 0.000E+00
 1.050E+03, 4.871E+02, 1.671E+01, 5.629E+02, 8.000E+00, 6.509E+02, 9.232E+00, 7.601E+02, 0.000E+00
 1.060E+03, 4.871E+02, 1.654E+01, 5.629E+02, 7.939E+00, 6.509E+02, 9.217E+00, 7.601E+02, 0.000E+00
 1.070E+03, 4.871E+02, 1.636E+01, 5.629E+02, 7.877E+00, 6.509E+02, 9.201E+00, 7.601E+02, 0.000E+00
 1.080E+03, 4.871E+02, 1.619E+01, 5.629E+02, 7.815E+00, 6.509E+02, 9.185E+00, 7.601E+02, 0.000E+00
 1.090E+03, 4.871E+02, 1.602E+01, 5.629E+02, 7.756E+00, 6.509E+02, 9.170E+00, 7.601E+02, 0.000E+00
 1.100E+03, 4.871E+02, 1.584E+01, 5.629E+02, 7.714E+00, 6.509E+02, 9.154E+00, 7.601E+02, 0.000E+00
 1.110E+03, 4.871E+02, 1.567E+01, 5.629E+02, 7.674E+00, 6.509E+02, 9.138E+00, 7.601E+02, 0.000E+00
 1.120E+03, 4.871E+02, 1.550E+01, 5.629E+02, 7.634E+00, 6.509E+02, 9.123E+00, 7.601E+02, 0.000E+00
 1.130E+03, 4.871E+02, 1.534E+01, 5.629E+02, 7.593E+00, 6.509E+02, 9.107E+00, 7.601E+02, 0.000E+00
 1.140E+03, 4.871E+02, 1.523E+01, 5.629E+02, 7.553E+00, 6.509E+02, 9.092E+00, 7.601E+02, 0.000E+00
 1.150E+03, 4.871E+02, 1.511E+01, 5.629E+02, 7.512E+00, 6.509E+02, 9.077E+00, 7.601E+02, 0.000E+00
 1.160E+03, 4.871E+02, 1.500E+01, 5.629E+02, 7.472E+00, 6.509E+02, 9.063E+00, 7.601E+02, 0.000E+00
 1.170E+03, 4.871E+02, 1.489E+01, 5.629E+02, 7.431E+00, 6.509E+02, 9.048E+00, 7.601E+02, 0.000E+00
 1.180E+03, 4.871E+02, 1.477E+01, 5.629E+02, 7.390E+00, 6.509E+02, 9.034E+00, 7.601E+02, 0.000E+00
 1.190E+03, 4.871E+02, 1.466E+01, 5.629E+02, 7.350E+00, 6.509E+02, 9.019E+00, 7.601E+02, 0.000E+00
 1.200E+03, 4.871E+02, 1.454E+01, 5.629E+02, 7.309E+00, 6.509E+02, 9.005E+00, 7.601E+02, 0.000E+00
 1.210E+03, 4.871E+02, 1.443E+01, 5.629E+02, 7.268E+00, 6.509E+02, 8.990E+00, 7.601E+02, 0.000E+00
 1.220E+03, 4.871E+02, 1.432E+01, 5.629E+02, 7.227E+00, 6.509E+02, 8.976E+00, 7.601E+02, 0.000E+00
 1.230E+03, 4.871E+02, 1.420E+01, 5.629E+02, 7.186E+00, 6.509E+02, 8.961E+00, 7.601E+02, 0.000E+00
 1.240E+03, 4.871E+02, 1.409E+01, 5.629E+02, 7.144E+00, 6.509E+02, 8.946E+00, 7.601E+02, 0.000E+00
 1.250E+03, 4.871E+02, 1.397E+01, 5.629E+02, 7.103E+00, 6.509E+02, 8.932E+00, 7.601E+02, 0.000E+00
 1.260E+03, 4.871E+02, 1.386E+01, 5.629E+02, 7.070E+00, 6.509E+02, 8.917E+00, 7.601E+02, 0.000E+00
 1.270E+03, 4.871E+02, 1.377E+01, 5.629E+02, 7.048E+00, 6.509E+02, 8.903E+00, 7.601E+02, 0.000E+00
 1.280E+03, 4.871E+02, 1.369E+01, 5.629E+02, 7.026E+00, 6.509E+02, 8.888E+00, 7.601E+02, 0.000E+00
 1.290E+03, 4.871E+02, 1.362E+01, 5.629E+02, 7.005E+00, 6.509E+02, 8.873E+00, 7.601E+02, 0.000E+00
 1.300E+03, 4.871E+02, 1.354E+01, 5.629E+02, 6.983E+00, 6.509E+02, 8.859E+00, 7.601E+02, 0.000E+00
 1.310E+03, 4.871E+02, 1.346E+01, 5.629E+02, 6.962E+00, 6.509E+02, 8.844E+00, 7.601E+02, 0.000E+00
 1.320E+03, 4.871E+02, 1.339E+01, 5.629E+02, 6.940E+00, 6.509E+02, 8.829E+00, 7.601E+02, 0.000E+00
 1.330E+03, 4.871E+02, 1.331E+01, 5.629E+02, 6.919E+00, 6.509E+02, 8.810E+00, 7.601E+02, 0.000E+00
 1.340E+03, 4.871E+02, 1.324E+01, 5.629E+02, 6.897E+00, 6.509E+02, 8.792E+00, 7.601E+02, 0.000E+00
 1.350E+03, 4.871E+02, 1.316E+01, 5.629E+02, 6.875E+00, 6.509E+02, 8.774E+00, 7.601E+02, 0.000E+00
 1.360E+03, 4.871E+02, 1.308E+01, 5.629E+02, 6.854E+00, 6.509E+02, 8.755E+00, 7.601E+02, 0.000E+00
 1.370E+03, 4.871E+02, 1.301E+01, 5.629E+02, 6.832E+00, 6.509E+02, 8.737E+00, 7.601E+02, 0.000E+00
 1.380E+03, 4.871E+02, 1.293E+01, 5.629E+02, 6.810E+00, 6.509E+02, 8.719E+00, 7.601E+02, 0.000E+00
 1.390E+03, 4.871E+02, 1.286E+01, 5.629E+02, 6.788E+00, 6.509E+02, 8.700E+00, 7.601E+02, 0.000E+00
 1.400E+03, 4.871E+02, 1.278E+01, 5.629E+02, 6.767E+00, 6.509E+02, 8.682E+00, 7.601E+02, 0.000E+00
 1.410E+03, 4.871E+02, 1.271E+01, 5.629E+02, 6.745E+00, 6.509E+02, 8.663E+00, 7.601E+02, 0.000E+00
 1.420E+03, 4.871E+02, 1.264E+01, 5.629E+02, 6.723E+00, 6.509E+02, 8.645E+00, 7.601E+02, 0.000E+00
 1.430E+03, 4.871E+02, 1.257E+01, 5.629E+02, 6.698E+00, 6.509E+02, 8.627E+00, 7.601E+02, 0.000E+00
 1.440E+03, 4.871E+02, 1.250E+01, 5.629E+02, 6.671E+00, 6.509E+02, 8.608E+00, 7.601E+02, 0.000E+00
 1.450E+03, 4.871E+02, 1.243E+01, 5.629E+02, 6.645E+00, 6.509E+02, 8.590E+00, 7.601E+02, 0.000E+00
 1.460E+03, 4.871E+02, 1.236E+01, 5.629E+02, 6.618E+00, 6.509E+02, 8.571E+00, 7.601E+02, 0.000E+00
 1.470E+03, 4.871E+02, 1.229E+01, 5.629E+02, 6.591E+00, 6.509E+02, 8.553E+00, 7.601E+02, 0.000E+00
 1.480E+03, 4.871E+02, 1.221E+01, 5.629E+02, 6.565E+00, 6.509E+02, 8.534E+00, 7.601E+02, 0.000E+00
 1.490E+03, 4.871E+02, 1.214E+01, 5.629E+02, 6.538E+00, 6.509E+02, 8.516E+00, 7.601E+02, 0.000E+00
 1.500E+03, 4.871E+02, 1.207E+01, 5.629E+02, 6.511E+00, 6.509E+02, 8.498E+00, 7.601E+02, 0.000E+00
 1.510E+03, 4.871E+02, 1.200E+01, 5.629E+02, 6.484E+00, 6.509E+02, 8.484E+00, 7.601E+02, 0.000E+00
 1.520E+03, 4.871E+02, 1.193E+01, 5.629E+02, 6.458E+00, 6.509E+02, 8.471E+00, 7.601E+02, 0.000E+00
 1.530E+03, 4.871E+02, 1.186E+01, 5.629E+02, 6.431E+00, 6.509E+02, 8.457E+00, 7.601E+02, 0.000E+00
 1.540E+03, 4.871E+02, 1.179E+01, 5.629E+02, 6.404E+00, 6.509E+02, 8.443E+00, 7.601E+02, 0.000E+00
 1.550E+03, 4.871E+02, 1.174E+01, 5.629E+02, 6.377E+00, 6.509E+02, 8.430E+00, 7.601E+02, 0.000E+00
 1.560E+03, 4.871E+02, 1.168E+01, 5.629E+02, 6.350E+00, 6.509E+02, 8.416E+00, 7.601E+02, 0.000E+00
 1.570E+03, 4.871E+02, 1.163E+01, 5.629E+02, 6.323E+00, 6.509E+02, 8.403E+00, 7.601E+02, 0.000E+00
 1.580E+03, 4.871E+02, 1.158E+01, 5.629E+02, 6.296E+00, 6.509E+02, 8.389E+00, 7.601E+02, 0.000E+00
 1.590E+03, 4.871E+02, 1.152E+01, 5.629E+02, 6.272E+00, 6.509E+02, 8.375E+00, 7.601E+02, 0.000E+00
 1.600E+03, 4.871E+02, 1.147E+01, 5.629E+02, 6.258E+00, 6.509E+02, 8.362E+00, 7.601E+02, 0.000E+00
 1.610E+03, 4.871E+02, 1.141E+01, 5.629E+02, 6.243E+00, 6.509E+02, 8.348E+00, 7.601E+02, 0.000E+00
 1.620E+03, 4.871E+02, 1.136E+01, 5.629E+02, 6.229E+00, 6.509E+02, 8.334E+00, 7.601E+02, 0.000E+00
 1.630E+03, 4.871E+02, 1.130E+01, 5.629E+02, 6.215E+00, 6.509E+02, 8.321E+00, 7.601E+02, 0.000E+00
 1.640E+03, 4.871E+02, 1.125E+01, 5.629E+02, 6.200E+00, 6.509E+02, 8.307E+00, 7.601E+02, 0.000E+00
 1.650E+03, 4.871E+02, 1.120E+01, 5.629E+02, 6.186E+00, 6.509E+02, 8.293E+00, 7.601E+02, 0.000E+00
 1.660E+03, 4.871E+02, 1.114E+01, 5.629E+02, 6.171E+00, 6.509E+02, 8.280E+00, 7.601E+02, 0.000E+00
 1.670E+03, 4.871E+02, 1.109E+01, 5.629E+02, 6.157E+00, 6.509E+02, 8.266E+00, 7.601E+02, 0.000E+00
 1.680E+03, 4.871E+02, 1.104E+01, 5.629E+02, 6.143E+00, 6.509E+02, 8.253E+00, 7.601E+02, 0.000E+00
 1.690E+03, 4.871E+02, 1.103E+01, 5.629E+02, 6.128E+00, 6.509E+02, 8.244E+00, 7.601E+02, 0.000E+00
 1.700E+03, 4.871E+02, 1.102E+01, 5.629E+02, 6.114E+00, 6.509E+02, 8.235E+00, 7.601E+02, 0.000E+00
 1.710E+03, 4.871E+02, 1.101E+01, 5.629E+02, 6.099E+00, 6.509E+02, 8.226E+00, 7.601E+02, 0.000E+00
 1.720E+03, 4.871E+02, 1.100E+01, 5.629E+02, 6.085E+00, 6.509E+02, 8.217E+00, 7.601E+02, 0.000E+00
 1.730E+03, 4.871E+02, 1.099E+01, 5.629E+02, 6.071E+00, 6.509E+02, 8.209E+00, 7.601E+02, 0.000E+00
 1.740E+03, 4.871E+02, 1.098E+01, 5.629E+02, 6.056E+00, 6.509E+02, 8.200E+00, 7.601E+02, 0.000E+00
 1.750E+03, 4.871E+02, 1.097E+01, 5.629E+02, 6.042E+00, 6.509E+02, 8.191E+00, 7.601E+02, 0.000E+00
 1.760E+03, 4.871E+02, 1.096E+01, 5.629E+02, 6.028E+00, 6.509E+02, 8.183E+00, 7.601E+02, 0.000E+00
 1.770E+03, 4.871E+02, 1.095E+01, 5.629E+02, 6.015E+00, 6.509E+02, 8.174E+00, 7.601E+02, 0.000E+00
 1.780E+03, 4.871E+02, 1.093E+01, 5.629E+02, 6.003E+00, 6.509E+02, 8.165E+00, 7.601E+02, 0.000E+00
 1.790E+03, 4.871E+02, 1.092E+01, 5.629E+02, 5.990E+00, 6.509E+02, 8.156E+00, 7.601E+02, 0.000E+00
 1.800E+03, 4.871E+02, 1.091E+01, 5.629E+02, 5.977E+00, 6.509E+02, 8.148E+00, 7.601E+02, 0.000E+00
 1.810E+03, 4.871E+02, 1.090E+01, 5.629E+02, 5.964E+00, 6.509E+02, 8.139E+00, 7.601E+02, 0.000E+00
 1.820E+03, 4.871E+02, 8.944E-01, 5.629E+02, 5.951E+00, 6.509E+02, 8.130E+00, 7.601E+02, 0.000E+00
 1.830E+03, 4.871E+02, 0.000E+00, 5.629E+02, 5.938E+00, 6.509E+02, 8.121E+00, 7.601E+02, 0.000E+00
 1.840E+03, 4.871E+02, 0.000E+00, 5.629E+02, 5.925E+00, 6.509E+02, 8.113E+00, 7.601E+02, 0.000E+00
 1.850E+03, 4.871E+02, 0.000E+00, 5.629E+02, 5.912E+00, 6.509E+02, 8.104E+00, 7.601E+02, 0.000E+00
 1.860E+03, 4.871E+02, 0.000E+00, 5.629E+02, 5.899E+00, 6.509E+02, 4.792E+00, 7.601E+02, 0.000E+00
 1.870E+03, 4.871E+02, 0.000E+00, 5.629E+02, 5.886E+00, 6.509E+02, 0.000E+00, 7.601E+02, 0.000E+00
 1.880E+03, 4.871E+02, 0.000E+00, 5.629E+02, 5.873E+00, 6.509E+02, 0.000E+00, 7.601E+02, 0.000E+00
 1.890E+03, 4.871E+02, 0.000E+00, 5.629E+02, 5.861E+00, 6.509E+02, 0.000E+00, 7.601E+02, 0.000E+00
 1.900E+03, 4.871E+02, 0.000E+00, 5.629E+02, 5.848E+00, 6.509E+02, 0.000E+00, 7.601E+02, 0.000E+00
