s,C,kW/m2,C,kW/m2,C,kW/m2,C,kW/m2
Time,"WALL TEMPERATURE-CONE_11p50_020","HRRPUA-CONE_11p50_020","WALL TEMPERATURE-CONE_11p50_035","HRRPUA-CONE_11p50_035","WALL TEMPERATURE-CONE_11p50_050","HRRPUA-CONE_11p50_050","WALL TEMPERATURE-CONE_11p50_065","HRRPUA-CONE_11p50_065"
 0.000E+00, 2.700E+01, 0.000E+00, 2.700E+01, 0.000E+00, 2.700E+01, 0.000E+00, 2.700E+01, 0.000E+00
 1.000E+01, 9.991E+01, 0.000E+00, 1.534E+02, 0.000E+00, 2.056E+02, 0.000E+00, 2.562E+02, 0.000E+00
 2.000E+01, 1.670E+02, 0.000E+00, 2.649E+02, 0.000E+00, 3.550E+02, 0.000E+00, 4.369E+02, 1.091E+01
 3.000E+01, 2.019E+02, 0.000E+00, 3.179E+02, 0.000E+00, 4.190E+02, 1.286E+01, 5.061E+02, 6.006E+01
 4.000E+01, 2.264E+02, 0.000E+00, 3.521E+02, 0.000E+00, 4.571E+02, 5.961E+01, 5.445E+02, 1.242E+02
 5.000E+01, 2.451E+02, 0.000E+00, 3.766E+02, 0.000E+00, 4.828E+02, 1.072E+02, 5.692E+02, 1.857E+02
 6.000E+01, 2.603E+02, 0.000E+00, 3.954E+02, 1.571E+00, 5.017E+02, 1.501E+02, 5.870E+02, 2.253E+02
 7.000E+01, 2.731E+02, 0.000E+00, 4.106E+02, 1.989E+01, 5.167E+02, 1.705E+02, 6.009E+02, 2.347E+02
 8.000E+01, 2.844E+02, 0.000E+00, 4.234E+02, 5.760E+01, 5.291E+02, 1.799E+02, 6.124E+02, 2.280E+02
 9.000E+01, 2.944E+02, 0.000E+00, 4.346E+02, 1.023E+02, 5.398E+02, 1.759E+02, 6.223E+02, 2.145E+02
 1.000E+02, 3.035E+02, 0.000E+00, 4.445E+02, 1.371E+02, 5.491E+02, 1.700E+02, 6.309E+02, 2.022E+02
 1.100E+02, 3.119E+02, 0.000E+00, 4.534E+02, 1.548E+02, 5.575E+02, 1.629E+02, 6.386E+02, 1.906E+02
 1.200E+02, 3.196E+02, 0.000E+00, 4.615E+02, 1.589E+02, 5.650E+02, 1.557E+02, 6.454E+02, 1.839E+02
 1.300E+02, 3.268E+02, 0.000E+00, 4.689E+02, 1.585E+02, 5.718E+02, 1.494E+02, 6.517E+02, 1.782E+02
 1.400E+02, 3.335E+02, 0.000E+00, 4.757E+02, 1.523E+02, 5.781E+02, 1.447E+02, 6.573E+02, 1.724E+02
 1.500E+02, 3.398E+02, 0.000E+00, 4.820E+02, 1.457E+02, 5.838E+02, 1.399E+02, 6.625E+02, 1.666E+02
 1.600E+02, 3.457E+02, 0.000E+00, 4.877E+02, 1.388E+02, 5.890E+02, 1.354E+02, 6.672E+02, 1.610E+02
 1.700E+02, 3.513E+02, 0.000E+00, 4.931E+02, 1.313E+02, 5.938E+02, 1.312E+02, 6.715E+02, 1.565E+02
 1.800E+02, 3.565E+02, 0.000E+00, 4.980E+02, 1.245E+02, 5.982E+02, 1.279E+02, 6.755E+02, 1.522E+02
 1.900E+02, 3.614E+02, 0.000E+00, 5.026E+02, 1.191E+02, 6.023E+02, 1.248E+02, 6.791E+02, 1.482E+02
 2.000E+02, 3.660E+02, 0.000E+00, 5.069E+02, 1.150E+02, 6.060E+02, 1.216E+02, 6.824E+02, 1.465E+02
 2.100E+02, 3.704E+02, 0.000E+00, 5.109E+02, 1.115E+02, 6.095E+02, 1.184E+02, 6.855E+02, 1.458E+02
 2.200E+02, 3.745E+02, 3.725E+00, 5.145E+02, 1.091E+02, 6.127E+02, 1.157E+02, 6.883E+02, 1.451E+02
 2.300E+02, 3.783E+02, 1.486E+01, 5.180E+02, 1.076E+02, 6.156E+02, 1.144E+02, 6.909E+02, 1.446E+02
 2.400E+02, 3.820E+02, 2.610E+01, 5.211E+02, 1.061E+02, 6.184E+02, 1.136E+02, 6.933E+02, 1.458E+02
 2.500E+02, 3.854E+02, 3.784E+01, 5.241E+02, 1.047E+02, 6.209E+02, 1.128E+02, 6.955E+02, 1.479E+02
 2.600E+02, 3.886E+02, 5.063E+01, 5.268E+02, 1.047E+02, 6.232E+02, 1.120E+02, 6.975E+02, 1.529E+02
 2.700E+02, 3.917E+02, 6.431E+01, 5.294E+02, 1.055E+02, 6.254E+02, 1.115E+02, 6.994E+02, 1.589E+02
 2.800E+02, 3.945E+02, 7.879E+01, 5.318E+02, 1.062E+02, 6.274E+02, 1.124E+02, 7.011E+02, 1.686E+02
 2.900E+02, 3.972E+02, 9.247E+01, 5.340E+02, 1.074E+02, 6.292E+02, 1.145E+02, 7.027E+02, 1.831E+02
 3.000E+02, 3.998E+02, 9.717E+01, 5.361E+02, 1.095E+02, 6.309E+02, 1.179E+02, 7.042E+02, 2.020E+02
 3.100E+02, 4.022E+02, 9.731E+01, 5.380E+02, 1.118E+02, 6.325E+02, 1.223E+02, 7.055E+02, 2.251E+02
 3.200E+02, 4.044E+02, 9.659E+01, 5.398E+02, 1.148E+02, 6.340E+02, 1.285E+02, 7.068E+02, 2.494E+02
 3.300E+02, 4.066E+02, 9.359E+01, 5.415E+02, 1.184E+02, 6.353E+02, 1.354E+02, 7.079E+02, 2.806E+02
 3.400E+02, 4.086E+02, 9.044E+01, 5.430E+02, 1.233E+02, 6.366E+02, 1.427E+02, 7.090E+02, 3.136E+02
 3.500E+02, 4.105E+02, 8.736E+01, 5.445E+02, 1.302E+02, 6.378E+02, 1.500E+02, 7.100E+02, 3.386E+02
 3.600E+02, 4.122E+02, 8.442E+01, 5.458E+02, 1.378E+02, 6.388E+02, 1.588E+02, 7.109E+02, 3.504E+02
 3.700E+02, 4.139E+02, 8.206E+01, 5.471E+02, 1.449E+02, 6.398E+02, 1.683E+02, 7.117E+02, 3.421E+02
 3.800E+02, 4.155E+02, 7.986E+01, 5.483E+02, 1.515E+02, 6.408E+02, 1.791E+02, 7.125E+02, 3.148E+02
 3.900E+02, 4.170E+02, 7.769E+01, 5.494E+02, 1.556E+02, 6.416E+02, 1.903E+02, 7.132E+02, 2.731E+02
 4.000E+02, 4.184E+02, 7.556E+01, 5.504E+02, 1.574E+02, 6.424E+02, 1.994E+02, 7.139E+02, 2.262E+02
 4.100E+02, 4.197E+02, 7.345E+01, 5.513E+02, 1.572E+02, 6.431E+02, 2.045E+02, 7.145E+02, 1.768E+02
 4.200E+02, 4.210E+02, 7.137E+01, 5.522E+02, 1.550E+02, 6.438E+02, 2.038E+02, 7.150E+02, 1.320E+02
 4.300E+02, 4.222E+02, 6.954E+01, 5.531E+02, 1.497E+02, 6.445E+02, 1.987E+02, 7.155E+02, 1.037E+02
 4.400E+02, 4.233E+02, 6.810E+01, 5.538E+02, 1.414E+02, 6.450E+02, 1.895E+02, 7.160E+02, 8.649E+01
