s,C,kW/m2,C,kW/m2,C,kW/m2,C,kW/m2
Time,"WALL TEMPERATURE-CONE_13p00_020","HRRPUA-CONE_13p00_020","WALL TEMPERATURE-CONE_13p00_035","HRRPUA-CONE_13p00_035","WALL TEMPERATURE-CONE_13p00_050","HRRPUA-CONE_13p00_050","WALL TEMPERATURE-CONE_13p00_065","HRRPUA-CONE_13p00_065"
 0.000E+00, 2.700E+01, 0.000E+00, 2.700E+01, 0.000E+00, 2.700E+01, 0.000E+00, 2.700E+01, 0.000E+00
 1.000E+01, 1.015E+02, 0.000E+00, 1.559E+02, 0.000E+00, 2.087E+02, 0.000E+00, 2.597E+02, 0.000E+00
 2.000E+01, 1.705E+02, 0.000E+00, 2.701E+02, 0.000E+00, 3.614E+02, 0.000E+00, 4.437E+02, 0.000E+00
 3.000E+01, 2.060E+02, 0.000E+00, 3.237E+02, 0.000E+00, 4.256E+02, 4.528E+00, 5.128E+02, 2.570E+01
 4.000E+01, 2.310E+02, 0.000E+00, 3.583E+02, 0.000E+00, 4.637E+02, 5.031E+01, 5.509E+02, 9.699E+01
 5.000E+01, 2.499E+02, 0.000E+00, 3.827E+02, 0.000E+00, 4.890E+02, 1.006E+02, 5.751E+02, 1.720E+02
 6.000E+01, 2.650E+02, 0.000E+00, 4.010E+02, 1.396E+01, 5.072E+02, 1.500E+02, 5.921E+02, 2.324E+02
 7.000E+01, 2.776E+02, 0.000E+00, 4.156E+02, 6.128E+01, 5.213E+02, 1.814E+02, 6.051E+02, 2.497E+02
 8.000E+01, 2.884E+02, 0.000E+00, 4.277E+02, 1.102E+02, 5.328E+02, 1.977E+02, 6.156E+02, 2.483E+02
 9.000E+01, 2.979E+02, 0.000E+00, 4.380E+02, 1.491E+02, 5.425E+02, 2.047E+02, 6.245E+02, 2.400E+02
 1.000E+02, 3.064E+02, 0.000E+00, 4.471E+02, 1.649E+02, 5.510E+02, 2.004E+02, 6.322E+02, 2.289E+02
 1.100E+02, 3.142E+02, 0.000E+00, 4.552E+02, 1.725E+02, 5.585E+02, 1.938E+02, 6.391E+02, 2.187E+02
 1.200E+02, 3.213E+02, 0.000E+00, 4.625E+02, 1.709E+02, 5.653E+02, 1.856E+02, 6.452E+02, 2.090E+02
 1.300E+02, 3.280E+02, 0.000E+00, 4.692E+02, 1.653E+02, 5.714E+02, 1.777E+02, 6.508E+02, 1.991E+02
 1.400E+02, 3.341E+02, 0.000E+00, 4.754E+02, 1.585E+02, 5.771E+02, 1.699E+02, 6.559E+02, 1.886E+02
 1.500E+02, 3.399E+02, 0.000E+00, 4.811E+02, 1.529E+02, 5.822E+02, 1.625E+02, 6.606E+02, 1.808E+02
 1.600E+02, 3.453E+02, 0.000E+00, 4.863E+02, 1.480E+02, 5.870E+02, 1.552E+02, 6.649E+02, 1.750E+02
