s,C,kW/m2,C,kW/m2,C,kW/m2
Time,"WALL TEMPERATURE-CONE_12p59_025","HRRPUA-CONE_12p59_025","WALL TEMPERATURE-CONE_12p59_050","HRRPUA-CONE_12p59_050","WALL TEMPERATURE-CONE_12p59_075","HRRPUA-CONE_12p59_075"
 0.000E+00, 2.700E+01, 0.000E+00, 2.700E+01, 0.000E+00, 2.700E+01, 0.000E+00
 1.000E+00, 2.700E+01, 0.000E+00, 2.700E+01, 0.000E+00, 2.700E+01, 0.000E+00
 2.000E+00, 2.700E+01, 0.000E+00, 2.700E+01, 0.000E+00, 2.700E+01, 0.000E+00
 3.000E+00, 2.700E+01, 0.000E+00, 2.700E+01, 0.000E+00, 2.700E+01, 2.324E-01
 4.000E+00, 2.700E+01, 0.000E+00, 2.700E+01, 0.000E+00, 5.585E+01, 2.277E+01
 5.000E+00, 2.700E+01, 0.000E+00, 2.700E+01, 0.000E+00, 5.585E+01, 4.418E+01
 6.000E+00, 2.700E+01, 0.000E+00, 2.700E+01, 0.000E+00, 6.838E+01, 7.251E+01
 7.000E+00, 2.700E+01, 0.000E+00, 2.700E+01, 2.965E+01, 6.838E+01, 1.041E+02
 8.000E+00, 2.700E+01, 0.000E+00, 4.631E+01, 5.155E+01, 7.795E+01, 1.381E+02
 9.000E+00, 2.700E+01, 0.000E+00, 4.631E+01, 7.532E+01, 7.795E+01, 1.742E+02
 1.000E+01, 2.700E+01, 0.000E+00, 5.467E+01, 9.919E+01, 8.598E+01, 2.072E+02
 1.100E+01, 2.700E+01, 0.000E+00, 5.467E+01, 1.214E+02, 8.598E+01, 2.328E+02
 1.200E+01, 2.700E+01, 0.000E+00, 6.096E+01, 1.417E+02, 9.297E+01, 2.515E+02
 1.300E+01, 2.700E+01, 0.000E+00, 6.096E+01, 1.573E+02, 9.297E+01, 2.644E+02
 1.400E+01, 2.700E+01, 0.000E+00, 6.631E+01, 1.694E+02, 9.925E+01, 2.729E+02
 1.500E+01, 2.700E+01, 0.000E+00, 6.631E+01, 1.792E+02, 9.925E+01, 2.781E+02
 1.600E+01, 2.700E+01, 0.000E+00, 7.097E+01, 1.874E+02, 1.050E+02, 2.810E+02
 1.700E+01, 2.700E+01, 0.000E+00, 7.097E+01, 1.944E+02, 1.050E+02, 2.821E+02
 1.800E+01, 2.700E+01, 0.000E+00, 7.516E+01, 2.001E+02, 1.104E+02, 2.821E+02
 1.900E+01, 2.700E+01, 0.000E+00, 7.516E+01, 2.049E+02, 1.104E+02, 2.815E+02
 2.000E+01, 2.700E+01, 0.000E+00, 7.901E+01, 2.087E+02, 1.154E+02, 2.803E+02
 2.100E+01, 2.700E+01, 0.000E+00, 7.901E+01, 2.117E+02, 1.154E+02, 2.788E+02
 2.200E+01, 2.700E+01, 0.000E+00, 8.260E+01, 2.139E+02, 1.201E+02, 2.770E+02
 2.300E+01, 2.700E+01, 0.000E+00, 8.260E+01, 2.153E+02, 1.201E+02, 2.747E+02
 2.400E+01, 2.700E+01, 0.000E+00, 8.596E+01, 2.159E+02, 1.246E+02, 2.722E+02
 2.500E+01, 2.700E+01, 0.000E+00, 8.596E+01, 2.160E+02, 1.246E+02, 2.696E+02
 2.600E+01, 2.700E+01, 0.000E+00, 8.913E+01, 2.156E+02, 1.290E+02, 2.666E+02
 2.700E+01, 2.700E+01, 0.000E+00, 8.913E+01, 2.149E+02, 1.290E+02, 2.637E+02
 2.800E+01, 2.700E+01, 0.000E+00, 9.215E+01, 2.139E+02, 1.331E+02, 2.606E+02
 2.900E+01, 2.700E+01, 0.000E+00, 9.215E+01, 2.127E+02, 1.331E+02, 2.575E+02
 3.000E+01, 2.700E+01, 0.000E+00, 9.503E+01, 2.112E+02, 1.370E+02, 2.546E+02
 3.100E+01, 2.700E+01, 0.000E+00, 9.503E+01, 2.096E+02, 1.370E+02, 2.517E+02
 3.200E+01, 2.700E+01, 0.000E+00, 9.779E+01, 2.079E+02, 1.408E+02, 2.488E+02
 3.300E+01, 2.700E+01, 0.000E+00, 9.779E+01, 2.061E+02, 1.408E+02, 2.462E+02
 3.400E+01, 2.700E+01, 0.000E+00, 1.004E+02, 2.043E+02, 1.445E+02, 2.434E+02
 3.500E+01, 2.700E+01, 0.000E+00, 1.004E+02, 2.023E+02, 1.445E+02, 2.409E+02
 3.600E+01, 2.700E+01, 0.000E+00, 1.030E+02, 2.004E+02, 1.481E+02, 2.383E+02
 3.700E+01, 2.700E+01, 0.000E+00, 1.030E+02, 1.984E+02, 1.481E+02, 2.358E+02
 3.800E+01, 2.700E+01, 0.000E+00, 1.055E+02, 1.964E+02, 1.515E+02, 2.334E+02
 3.900E+01, 2.700E+01, 1.507E-01, 1.055E+02, 1.943E+02, 1.515E+02, 2.311E+02
 4.000E+01, 3.588E+01, 5.911E+00, 1.079E+02, 1.922E+02, 1.549E+02, 2.287E+02
 4.100E+01, 3.588E+01, 9.672E+00, 1.079E+02, 1.902E+02, 1.549E+02, 2.263E+02
 4.200E+01, 4.028E+01, 1.286E+01, 1.102E+02, 1.882E+02, 1.581E+02, 2.241E+02
 4.300E+01, 4.028E+01, 1.612E+01, 1.102E+02, 1.863E+02, 1.581E+02, 2.217E+02
 4.400E+01, 4.348E+01, 1.934E+01, 1.124E+02, 1.845E+02, 1.613E+02, 2.192E+02
 4.500E+01, 4.348E+01, 2.283E+01, 1.124E+02, 1.828E+02, 1.613E+02, 2.167E+02
 4.600E+01, 4.622E+01, 2.640E+01, 1.146E+02, 1.812E+02, 1.643E+02, 2.142E+02
 4.700E+01, 4.622E+01, 3.022E+01, 1.146E+02, 1.796E+02, 1.643E+02, 2.116E+02
 4.800E+01, 4.858E+01, 3.408E+01, 1.167E+02, 1.782E+02, 1.673E+02, 2.090E+02
 4.900E+01, 4.858E+01, 3.820E+01, 1.167E+02, 1.768E+02, 1.673E+02, 2.065E+02
 5.000E+01, 5.072E+01, 4.238E+01, 1.188E+02, 1.755E+02, 1.703E+02, 2.039E+02
 5.100E+01, 5.072E+01, 4.667E+01, 1.188E+02, 1.741E+02, 1.703E+02, 2.016E+02
 5.200E+01, 5.270E+01, 5.137E+01, 1.208E+02, 1.728E+02, 1.731E+02, 1.992E+02
 5.300E+01, 5.270E+01, 5.642E+01, 1.208E+02, 1.714E+02, 1.731E+02, 1.971E+02
 5.400E+01, 5.452E+01, 6.176E+01, 1.228E+02, 1.702E+02, 1.759E+02, 1.948E+02
 5.500E+01, 5.452E+01, 6.728E+01, 1.228E+02, 1.689E+02, 1.759E+02, 1.926E+02
 5.600E+01, 5.623E+01, 7.264E+01, 1.247E+02, 1.676E+02, 1.787E+02, 1.905E+02
 5.700E+01, 5.623E+01, 7.753E+01, 1.247E+02, 1.663E+02, 1.787E+02, 1.883E+02
 5.800E+01, 5.784E+01, 8.216E+01, 1.266E+02, 1.649E+02, 1.814E+02, 1.863E+02
 5.900E+01, 5.784E+01, 8.656E+01, 1.266E+02, 1.634E+02, 1.814E+02, 1.844E+02
