s,C,kW/m2,C,kW/m2,C,kW/m2
Time,WALL TEMPERATURE-CONE_0p52_025,HRRPUA-CONE_0p52_025,WALL TEMPERATURE-CONE_0p52_050,HRRPUA-CONE_0p52_050,WALL TEMPERATURE-CONE_0p52_075,HRRPUA-CONE_0p52_075
 0.000E+00, 2.700E+01, 0.000E+00, 2.700E+01, 0.000E+00, 2.700E+01, 0.000E+00
 2.000E+00, 1.278E+02, 0.000E+00, 2.285E+02, 0.000E+00, 3.293E+02, 0.000E+00
 4.000E+00, 2.776E+02, 0.000E+00, 4.769E+02, 0.000E+00, 6.447E+02, 0.000E+00
 6.000E+00, 3.481E+02, 0.000E+00, 5.436E+02, 0.000E+00, 6.742E+02, 0.000E+00
 8.000E+00, 3.823E+02, 0.000E+00, 5.742E+02, 0.000E+00, 6.990E+02, 0.000E+00
 1.000E+01, 4.037E+02, 0.000E+00, 5.913E+02, 0.000E+00, 7.127E+02, 9.591E+00
 1.200E+01, 4.181E+02, 0.000E+00, 6.023E+02, 0.000E+00, 7.214E+02, 2.575E+01
 1.400E+01, 4.283E+02, 0.000E+00, 6.099E+02, 0.000E+00, 7.274E+02, 5.488E+01
 1.600E+01, 4.360E+02, 0.000E+00, 6.155E+02, 0.000E+00, 7.318E+02, 9.592E+01
 1.800E+01, 4.420E+02, 0.000E+00, 6.198E+02, 0.000E+00, 7.353E+02, 1.434E+02
 2.000E+01, 4.468E+02, 0.000E+00, 6.232E+02, 4.105E+00, 7.380E+02, 1.912E+02
 2.200E+01, 4.509E+02, 0.000E+00, 6.262E+02, 6.655E+00, 7.405E+02, 2.264E+02
 2.400E+01, 4.544E+02, 0.000E+00, 6.287E+02, 1.045E+01, 7.425E+02, 2.365E+02
 2.600E+01, 4.573E+02, 0.000E+00, 6.308E+02, 1.528E+01, 7.442E+02, 2.301E+02
 2.800E+01, 4.600E+02, 0.000E+00, 6.328E+02, 2.133E+01, 7.459E+02, 2.117E+02
 3.000E+01, 4.623E+02, 0.000E+00, 6.344E+02, 2.794E+01, 7.472E+02, 1.850E+02
 3.200E+01, 4.643E+02, 0.000E+00, 6.358E+02, 4.816E+01, 7.484E+02, 1.502E+02
 3.400E+01, 4.662E+02, 0.000E+00, 6.372E+02, 8.010E+01, 7.495E+02, 1.119E+02
 3.600E+01, 4.678E+02, 0.000E+00, 6.383E+02, 1.112E+02, 7.505E+02, 7.779E+01
 3.800E+01, 4.692E+02, 0.000E+00, 6.394E+02, 1.327E+02, 7.513E+02, 5.223E+01
 4.000E+01, 4.705E+02, 0.000E+00, 6.403E+02, 1.506E+02, 7.521E+02, 3.629E+01
 4.200E+01, 4.717E+02, 0.000E+00, 6.412E+02, 1.660E+02, 7.528E+02, 2.792E+01
 4.400E+01, 4.728E+02, 0.000E+00, 6.419E+02, 1.787E+02, 7.534E+02, 2.443E+01
 4.600E+01, 4.738E+02, 0.000E+00, 6.427E+02, 1.891E+02, 7.540E+02, 2.226E+01
 4.800E+01, 4.747E+02, 0.000E+00, 6.433E+02, 1.941E+02, 7.545E+02, 2.013E+01
 5.000E+01, 4.756E+02, 0.000E+00, 6.439E+02, 1.912E+02, 7.550E+02, 1.799E+01
 5.200E+01, 4.763E+02, 0.000E+00, 6.445E+02, 1.798E+02, 7.555E+02, 1.586E+01
 5.400E+01, 4.771E+02, 0.000E+00, 6.450E+02, 1.626E+02, 7.559E+02, 1.423E+01
 5.600E+01, 4.777E+02, 0.000E+00, 6.455E+02, 1.445E+02, 7.563E+02, 1.329E+01
 5.800E+01, 4.784E+02, 0.000E+00, 6.459E+02, 1.318E+02, 7.567E+02, 1.237E+01
 6.000E+01, 4.790E+02, 0.000E+00, 6.464E+02, 1.338E+02, 7.570E+02, 1.144E+01
 6.200E+01, 4.795E+02, 0.000E+00, 6.467E+02, 1.392E+02, 7.573E+02, 1.051E+01
 6.400E+01, 4.800E+02, 0.000E+00, 6.471E+02, 1.396E+02, 7.576E+02, 9.695E+00
 6.600E+01, 4.805E+02, 0.000E+00, 6.474E+02, 1.289E+02, 7.579E+02, 9.502E+00
 6.800E+01, 4.809E+02, 0.000E+00, 6.478E+02, 1.088E+02, 7.582E+02, 9.417E+00
 7.000E+01, 4.813E+02, 0.000E+00, 6.480E+02, 8.736E+01, 7.584E+02, 9.333E+00
 7.200E+01, 4.817E+02, 0.000E+00, 6.483E+02, 6.928E+01, 7.586E+02, 9.249E+00
 7.400E+01, 4.821E+02, 0.000E+00, 6.486E+02, 6.165E+01, 7.588E+02, 9.168E+00
 7.600E+01, 4.824E+02, 0.000E+00, 6.488E+02, 5.853E+01, 7.590E+02, 9.488E+00
 7.800E+01, 4.827E+02, 0.000E+00, 6.490E+02, 5.735E+01, 7.592E+02, 1.010E+01
 8.000E+01, 4.830E+02, 0.000E+00, 6.492E+02, 5.623E+01, 7.593E+02, 1.072E+01
 8.200E+01, 4.833E+02, 0.000E+00, 6.494E+02, 5.508E+01, 7.595E+02, 1.133E+01
 8.400E+01, 4.836E+02, 0.000E+00, 6.496E+02, 5.393E+01, 7.596E+02, 1.195E+01
 8.600E+01, 4.838E+02, 0.000E+00, 6.497E+02, 5.318E+01, 7.597E+02, 1.234E+01
 8.800E+01, 4.840E+02, 0.000E+00, 6.499E+02, 5.300E+01, 7.599E+02, 1.199E+01
 9.000E+01, 4.842E+02, 0.000E+00, 6.500E+02, 5.280E+01, 7.600E+02, 1.157E+01
 9.200E+01, 4.844E+02, 0.000E+00, 6.502E+02, 5.259E+01, 7.601E+02, 1.115E+01
 9.400E+01, 4.846E+02, 0.000E+00, 6.503E+02, 5.238E+01, 7.602E+02, 1.073E+01
 9.600E+01, 4.848E+02, 0.000E+00, 6.504E+02, 5.217E+01, 7.602E+02, 1.028E+01
 9.800E+01, 4.849E+02, 0.000E+00, 6.505E+02, 5.195E+01, 7.603E+02, 9.146E+00
 1.000E+02, 4.851E+02, 0.000E+00, 6.506E+02, 5.174E+01, 7.604E+02, 7.713E+00
 1.020E+02, 4.852E+02, 0.000E+00, 6.507E+02, 5.153E+01, 7.605E+02, 6.277E+00
 1.040E+02, 4.854E+02, 0.000E+00, 6.508E+02, 5.132E+01, 7.605E+02, 4.840E+00
