s,C,kW/m2,C,kW/m2,C,kW/m2
Time,"WALL TEMPERATURE-CONE_4p21_025","HRRPUA-CONE_4p21_025","WALL TEMPERATURE-CONE_4p21_050","HRRPUA-CONE_4p21_050","WALL TEMPERATURE-CONE_4p21_075","HRRPUA-CONE_4p21_075"
 0.000E+00, 2.700E+01, 0.000E+00, 2.700E+01, 0.000E+00, 2.700E+01, 0.000E+00
 1.000E+00, 2.700E+01, 0.000E+00, 2.700E+01, 0.000E+00, 2.700E+01, 0.000E+00
 2.000E+00, 2.700E+01, 0.000E+00, 2.700E+01, 0.000E+00, 2.700E+01, 0.000E+00
 3.000E+00, 2.700E+01, 0.000E+00, 2.700E+01, 0.000E+00, 2.700E+01, 0.000E+00
 4.000E+00, 2.700E+01, 0.000E+00, 2.700E+01, 0.000E+00, 2.700E+01, 0.000E+00
 5.000E+00, 2.700E+01, 0.000E+00, 2.700E+01, 0.000E+00, 2.700E+01, 0.000E+00
 6.000E+00, 2.700E+01, 0.000E+00, 2.700E+01, 0.000E+00, 2.700E+01, 0.000E+00
 7.000E+00, 2.700E+01, 0.000E+00, 2.700E+01, 0.000E+00, 2.700E+01, 0.000E+00
 8.000E+00, 2.700E+01, 0.000E+00, 2.700E+01, 0.000E+00, 2.700E+01, 0.000E+00
 9.000E+00, 2.700E+01, 0.000E+00, 2.700E+01, 0.000E+00, 2.700E+01, 0.000E+00
 1.000E+01, 2.700E+01, 0.000E+00, 2.700E+01, 0.000E+00, 2.700E+01, 0.000E+00
 1.100E+01, 2.700E+01, 0.000E+00, 2.700E+01, 0.000E+00, 2.700E+01, 2.955E-01
 1.200E+01, 2.700E+01, 0.000E+00, 2.700E+01, 0.000E+00, 2.700E+01, 3.110E-01
 1.300E+01, 2.700E+01, 0.000E+00, 2.700E+01, 0.000E+00, 2.700E+01, 2.867E+01
 1.400E+01, 2.700E+01, 0.000E+00, 2.700E+01, 0.000E+00, 4.317E+01, 5.010E+01
 1.500E+01, 2.700E+01, 0.000E+00, 2.700E+01, 2.955E-01, 4.317E+01, 7.772E+01
 1.600E+01, 2.700E+01, 0.000E+00, 3.698E+01, 2.609E+01, 5.019E+01, 1.081E+02
 1.700E+01, 2.700E+01, 0.000E+00, 3.698E+01, 4.483E+01, 5.019E+01, 1.409E+02
 1.800E+01, 2.700E+01, 0.000E+00, 4.191E+01, 6.372E+01, 5.550E+01, 1.746E+02
 1.900E+01, 2.700E+01, 0.000E+00, 4.191E+01, 8.328E+01, 5.550E+01, 2.041E+02
 2.000E+01, 2.700E+01, 0.000E+00, 4.553E+01, 1.026E+02, 5.998E+01, 2.290E+02
