s,C,kW/m2,C,kW/m2
Time,"WALL TEMPERATURE-CONE_13p00_050","HRRPUA-CONE_13p00_050","WALL TEMPERATURE-CONE_13p00_075","HRRPUA-CONE_13p00_075"
 0.000E+00, 2.700E+01, 0.000E+00, 2.700E+01, 0.000E+00
 2.000E+00, 1.123E+02, 0.000E+00, 1.550E+02, 0.000E+00
 4.000E+00, 2.605E+02, 0.000E+00, 3.706E+02, 0.000E+00
 6.000E+00, 3.481E+02, 0.000E+00, 4.845E+02, 0.000E+00
 8.000E+00, 3.921E+02, 0.000E+00, 5.311E+02, 0.000E+00
 1.000E+01, 4.252E+02, 0.000E+00, 5.649E+02, 0.000E+00
 1.200E+01, 4.493E+02, 0.000E+00, 5.883E+02, 0.000E+00
 1.400E+01, 4.680E+02, 0.000E+00, 6.057E+02, 0.000E+00
 1.600E+01, 4.830E+02, 0.000E+00, 6.193E+02, 8.870E-01
 1.800E+01, 4.954E+02, 0.000E+00, 6.304E+02, 8.686E+00
 2.000E+01, 5.059E+02, 0.000E+00, 6.397E+02, 4.555E+01
 2.200E+01, 5.150E+02, 0.000E+00, 6.476E+02, 9.766E+01
 2.400E+01, 5.229E+02, 0.000E+00, 6.544E+02, 1.516E+02
 2.600E+01, 5.298E+02, 0.000E+00, 6.603E+02, 1.890E+02
 2.800E+01, 5.359E+02, 0.000E+00, 6.655E+02, 1.841E+02
 3.000E+01, 5.414E+02, 0.000E+00, 6.701E+02, 1.551E+02
 3.200E+01, 5.462E+02, 0.000E+00, 6.742E+02, 1.229E+02
 3.400E+01, 5.506E+02, 0.000E+00, 6.778E+02, 9.705E+01
 3.600E+01, 5.546E+02, 0.000E+00, 6.811E+02, 7.915E+01
 3.800E+01, 5.581E+02, 0.000E+00, 6.841E+02, 6.889E+01
 4.000E+01, 5.614E+02, 0.000E+00, 6.868E+02, 6.225E+01
 4.200E+01, 5.644E+02, 1.971E+00, 6.892E+02, 5.627E+01
 4.400E+01, 5.671E+02, 6.076E+00, 6.915E+02, 5.037E+01
 4.600E+01, 5.697E+02, 1.164E+01, 6.935E+02, 4.446E+01
 4.800E+01, 5.720E+02, 1.908E+01, 6.955E+02, 3.899E+01
 5.000E+01, 5.742E+02, 2.798E+01, 6.972E+02, 3.561E+01
 5.200E+01, 5.763E+02, 3.739E+01, 6.989E+02, 3.259E+01
 5.400E+01, 5.782E+02, 4.688E+01, 7.005E+02, 2.959E+01
 5.600E+01, 5.800E+02, 5.636E+01, 7.019E+02, 2.659E+01
 5.800E+01, 5.817E+02, 6.489E+01, 7.033E+02, 2.372E+01
 6.000E+01, 5.832E+02, 7.099E+01, 7.046E+02, 2.147E+01
 6.200E+01, 5.847E+02, 7.383E+01, 7.059E+02, 1.932E+01
 6.400E+01, 5.862E+02, 7.320E+01, 7.070E+02, 1.717E+01
 6.600E+01, 5.875E+02, 6.997E+01, 7.081E+02, 1.502E+01
 6.800E+01, 5.888E+02, 6.654E+01, 7.092E+02, 1.289E+01
 7.000E+01, 5.901E+02, 6.331E+01, 7.102E+02, 1.084E+01
 7.200E+01, 5.912E+02, 6.033E+01, 7.112E+02, 8.809E+00
 7.400E+01, 5.924E+02, 5.812E+01, 7.121E+02, 6.777E+00
 7.600E+01, 5.934E+02, 5.722E+01, 7.130E+02, 4.742E+00
 7.800E+01, 5.945E+02, 5.694E+01, 7.139E+02, 2.930E+00
 8.000E+01, 5.955E+02, 5.673E+01, 7.147E+02, 2.367E+00
 8.200E+01, 5.964E+02, 5.653E+01, 7.155E+02, 2.004E+00
 8.400E+01, 5.974E+02, 5.566E+01, 7.162E+02, 1.641E+00
 8.600E+01, 5.982E+02, 5.371E+01, 7.170E+02, 1.279E+00
 8.800E+01, 5.991E+02, 5.036E+01, 7.177E+02, 9.486E-01
 9.000E+01, 5.999E+02, 4.668E+01, 7.184E+02, 8.222E-01
 9.200E+01, 6.007E+02, 4.296E+01, 7.190E+02, 7.316E-01
 9.400E+01, 6.015E+02, 3.922E+01, 7.197E+02, 6.410E-01
 9.600E+01, 6.023E+02, 3.549E+01, 7.203E+02, 5.504E-01
 9.800E+01, 6.030E+02, 3.177E+01, 7.209E+02, 4.598E-01
 1.000E+02, 6.037E+02, 2.892E+01, 7.215E+02, 3.691E-01
 1.020E+02, 6.044E+02, 2.661E+01, 7.220E+02, 2.784E-01
 1.040E+02, 6.051E+02, 2.481E+01, 7.226E+02, 1.878E-01
 1.060E+02, 6.057E+02, 2.348E+01, 7.231E+02, 9.707E-02
 1.080E+02, 6.063E+02, 2.225E+01, 7.237E+02, 1.475E-02
 1.100E+02, 6.069E+02, 2.152E+01, 7.242E+02, 0.000E+00
 1.120E+02, 6.075E+02, 2.087E+01, 7.247E+02, 0.000E+00
 1.140E+02, 6.081E+02, 2.024E+01, 7.251E+02, 0.000E+00
 1.160E+02, 6.087E+02, 1.960E+01, 7.256E+02, 0.000E+00
 1.180E+02, 6.092E+02, 1.896E+01, 7.261E+02, 0.000E+00
 1.200E+02, 6.098E+02, 1.833E+01, 7.265E+02, 0.000E+00
 1.220E+02, 6.103E+02, 1.769E+01, 7.270E+02, 0.000E+00
 1.240E+02, 6.108E+02, 1.705E+01, 7.274E+02, 0.000E+00
 1.260E+02, 6.113E+02, 1.642E+01, 7.278E+02, 0.000E+00
 1.280E+02, 6.118E+02, 1.578E+01, 7.282E+02, 0.000E+00
 1.300E+02, 6.123E+02, 1.514E+01, 7.286E+02, 0.000E+00
 1.320E+02, 6.128E+02, 1.450E+01, 7.290E+02, 0.000E+00
 1.340E+02, 6.132E+02, 1.386E+01, 7.294E+02, 0.000E+00
 1.360E+02, 6.137E+02, 1.321E+01, 7.298E+02, 0.000E+00
 1.380E+02, 6.141E+02, 1.257E+01, 7.301E+02, 0.000E+00
 1.400E+02, 6.146E+02, 1.193E+01, 7.305E+02, 0.000E+00
 1.420E+02, 6.150E+02, 1.128E+01, 7.309E+02, 0.000E+00
 1.440E+02, 6.154E+02, 1.064E+01, 7.312E+02, 0.000E+00
 1.460E+02, 6.158E+02, 9.998E+00, 7.316E+02, 0.000E+00
 1.480E+02, 6.162E+02, 9.355E+00, 7.319E+02, 0.000E+00
 1.500E+02, 6.166E+02, 8.712E+00, 7.322E+02, 0.000E+00
 1.520E+02, 6.170E+02, 8.079E+00, 7.325E+02, 0.000E+00
 1.540E+02, 6.174E+02, 7.589E+00, 7.329E+02, 0.000E+00
 1.560E+02, 6.177E+02, 7.148E+00, 7.332E+02, 0.000E+00
 1.580E+02, 6.181E+02, 6.707E+00, 7.335E+02, 0.000E+00
 1.600E+02, 6.185E+02, 6.266E+00, 7.338E+02, 0.000E+00
 1.620E+02, 6.188E+02, 5.826E+00, 7.341E+02, 0.000E+00
 1.640E+02, 6.192E+02, 5.385E+00, 7.344E+02, 0.000E+00
 1.660E+02, 6.195E+02, 4.945E+00, 7.347E+02, 0.000E+00
 1.680E+02, 6.199E+02, 4.504E+00, 7.350E+02, 0.000E+00
 1.700E+02, 6.202E+02, 4.063E+00, 7.352E+02, 0.000E+00
 1.720E+02, 6.205E+02, 3.623E+00, 7.355E+02, 0.000E+00
 1.740E+02, 6.209E+02, 3.187E+00, 7.358E+02, 0.000E+00
 1.760E+02, 6.212E+02, 2.903E+00, 7.361E+02, 0.000E+00
 1.780E+02, 6.215E+02, 2.689E+00, 7.363E+02, 0.000E+00
 1.800E+02, 6.218E+02, 2.475E+00, 7.366E+02, 0.000E+00
 1.820E+02, 6.221E+02, 2.261E+00, 7.368E+02, 0.000E+00
 1.840E+02, 6.224E+02, 2.047E+00, 7.371E+02, 0.000E+00
 1.860E+02, 6.227E+02, 1.833E+00, 7.373E+02, 0.000E+00
 1.880E+02, 6.230E+02, 1.619E+00, 7.376E+02, 0.000E+00
 1.900E+02, 6.233E+02, 1.405E+00, 7.378E+02, 0.000E+00
 1.920E+02, 6.236E+02, 1.191E+00, 7.381E+02, 0.000E+00
 1.940E+02, 6.239E+02, 9.771E-01, 7.383E+02, 0.000E+00
 1.960E+02, 6.241E+02, 7.643E-01, 7.386E+02, 0.000E+00
 1.980E+02, 6.244E+02, 6.680E-01, 7.388E+02, 0.000E+00
 2.000E+02, 6.247E+02, 6.495E-01, 7.390E+02, 0.000E+00
 2.020E+02, 6.250E+02, 6.312E-01, 7.392E+02, 0.000E+00
 2.040E+02, 6.252E+02, 6.129E-01, 7.395E+02, 0.000E+00
 2.060E+02, 6.255E+02, 5.946E-01, 7.397E+02, 0.000E+00
 2.080E+02, 6.257E+02, 5.763E-01, 7.399E+02, 0.000E+00
 2.100E+02, 6.260E+02, 5.579E-01, 7.401E+02, 0.000E+00
 2.120E+02, 6.263E+02, 5.396E-01, 7.403E+02, 0.000E+00
 2.140E+02, 6.265E+02, 5.213E-01, 7.406E+02, 0.000E+00
 2.160E+02, 6.268E+02, 5.030E-01, 7.408E+02, 0.000E+00
 2.180E+02, 6.270E+02, 4.847E-01, 7.410E+02, 0.000E+00
 2.200E+02, 6.272E+02, 4.693E-01, 7.412E+02, 0.000E+00
 2.220E+02, 6.275E+02, 4.571E-01, 7.414E+02, 0.000E+00
