s,C,kW/m2,C,kW/m2
 3.700E+02, 5.815E+02, 8.904E+01, 6.399E+02, 1.475E+02
 3.800E+02, 5.825E+02, 8.683E+01, 6.407E+02, 1.607E+02
 3.900E+02, 5.835E+02, 8.464E+01, 6.415E+02, 1.760E+02
 4.000E+02, 5.844E+02, 8.353E+01, 6.423E+02, 1.959E+02
 4.100E+02, 5.852E+02, 8.338E+01, 6.430E+02, 2.161E+02
 4.200E+02, 5.860E+02, 8.323E+01, 6.436E+02, 2.463E+02
 4.300E+02, 5.867E+02, 8.336E+01, 6.442E+02, 2.812E+02
 4.400E+02, 5.873E+02, 8.553E+01, 6.448E+02, 3.164E+02
 4.500E+02, 5.879E+02, 8.818E+01, 6.453E+02, 3.464E+02
 4.600E+02, 5.885E+02, 9.085E+01, 6.458E+02, 3.623E+02
 4.700E+02, 5.890E+02, 9.355E+01, 6.462E+02, 3.772E+02
 4.800E+02, 5.895E+02, 9.726E+01, 6.466E+02, 3.906E+02
 4.900E+02, 5.900E+02, 1.036E+02, 6.470E+02, 3.785E+02
 5.000E+02, 5.904E+02, 1.098E+02, 6.474E+02, 3.284E+02
 5.100E+02, 5.908E+02, 1.181E+02, 6.477E+02, 2.454E+02
 5.200E+02, 5.912E+02, 1.273E+02, 6.480E+02, 1.751E+02
 5.300E+02, 5.915E+02, 1.365E+02, 6.483E+02, 1.368E+02
 5.400E+02, 5.918E+02, 1.475E+02, 6.485E+02, 1.226E+02
 5.500E+02, 5.921E+02, 1.615E+02, 6.488E+02, 1.160E+02
 5.600E+02, 5.924E+02, 1.764E+02, 6.490E+02, 1.093E+02
 5.700E+02, 5.927E+02, 1.919E+02, 6.492E+02, 1.025E+02
 5.800E+02, 5.929E+02, 2.057E+02, 6.494E+02, 9.520E+01
 5.900E+02, 5.931E+02, 2.184E+02, 6.496E+02, 8.985E+01
 6.000E+02, 5.934E+02, 2.310E+02, 6.497E+02, 8.787E+01
 6.100E+02, 5.935E+02, 2.449E+02, 6.499E+02, 8.593E+01
 6.200E+02, 5.937E+02, 2.606E+02, 6.500E+02, 8.398E+01
 6.300E+02, 5.939E+02, 2.756E+02, 6.502E+02, 8.204E+01
 6.400E+02, 5.940E+02, 2.866E+02, 6.503E+02, 8.009E+01
 6.500E+02, 5.942E+02, 2.960E+02, 6.504E+02, 7.815E+01
 6.600E+02, 5.943E+02, 2.899E+02, 6.505E+02, 7.621E+01
 6.700E+02, 5.945E+02, 2.644E+02, 6.506E+02, 7.426E+01
 6.800E+02, 5.946E+02, 2.191E+02, 6.507E+02, 7.232E+01
 6.900E+02, 5.947E+02, 1.644E+02, 6.508E+02, 7.046E+01
 7.000E+02, 5.948E+02, 1.231E+02, 6.509E+02, 6.977E+01
 7.100E+02, 5.949E+02, 9.859E+01, 6.509E+02, 6.945E+01
 7.200E+02, 5.950E+02, 8.429E+01, 6.510E+02, 6.912E+01
 7.300E+02, 5.950E+02, 7.664E+01, 6.511E+02, 6.880E+01
 7.400E+02, 5.951E+02, 7.270E+01, 6.511E+02, 6.847E+01
 7.500E+02, 5.952E+02, 7.014E+01, 6.512E+02, 6.815E+01
 7.600E+02, 5.953E+02, 6.759E+01, 6.512E+02, 6.783E+01
 7.700E+02, 5.953E+02, 6.503E+01, 6.513E+02, 6.750E+01
 7.800E+02, 5.954E+02, 6.248E+01, 6.513E+02, 6.718E+01
 7.900E+02, 5.954E+02, 5.993E+01, 6.513E+02, 6.686E+01
 8.000E+02, 5.955E+02, 5.763E+01, 6.514E+02, 6.654E+01
 8.100E+02, 5.955E+02, 5.665E+01, 6.514E+02, 6.622E+01
 8.200E+02, 5.956E+02, 5.587E+01, 6.514E+02, 6.591E+01
 8.300E+02, 5.956E+02, 5.509E+01, 6.515E+02, 6.560E+01
 8.400E+02, 5.956E+02, 5.432E+01, 6.515E+02, 6.529E+01
 8.500E+02, 5.957E+02, 5.354E+01, 6.515E+02, 6.498E+01
 8.600E+02, 5.957E+02, 5.277E+01, 6.515E+02, 6.466E+01
 8.700E+02, 5.957E+02, 5.199E+01, 6.516E+02, 6.435E+01
 8.800E+02, 5.958E+02, 5.122E+01, 6.516E+02, 6.404E+01
 8.900E+02, 5.958E+02, 5.044E+01, 6.516E+02, 6.373E+01
 9.000E+02, 5.958E+02, 4.967E+01, 6.516E+02, 6.342E+01
 9.100E+02, 5.958E+02, 4.889E+01, 6.516E+02, 6.302E+01
 9.200E+02, 5.959E+02, 4.812E+01, 6.517E+02, 6.258E+01
 9.300E+02, 5.959E+02, 4.734E+01, 6.517E+02, 6.213E+01
 9.400E+02, 5.959E+02, 4.657E+01, 6.517E+02, 6.169E+01
 9.500E+02, 5.959E+02, 4.582E+01, 6.517E+02, 6.125E+01
 9.600E+02, 5.959E+02, 4.539E+01, 6.517E+02, 6.080E+01
 9.700E+02, 5.959E+02, 4.507E+01, 6.517E+02, 6.036E+01
 9.800E+02, 5.960E+02, 4.474E+01, 6.517E+02, 5.991E+01
 9.900E+02, 5.960E+02, 4.442E+01, 6.517E+02, 5.947E+01
 1.000E+03, 5.960E+02, 4.410E+01, 6.517E+02, 5.903E+01
 1.010E+03, 5.960E+02, 4.377E+01, 6.517E+02, 5.859E+01
 1.020E+03, 5.960E+02, 4.345E+01, 6.518E+02, 5.819E+01
 1.030E+03, 5.960E+02, 4.313E+01, 6.518E+02, 5.779E+01
 1.040E+03, 5.960E+02, 4.281E+01, 6.518E+02, 5.740E+01
 1.050E+03, 5.960E+02, 4.248E+01, 6.518E+02, 5.700E+01
 1.060E+03, 5.960E+02, 4.216E+01, 6.518E+02, 5.661E+01
 1.070E+03, 5.960E+02, 4.184E+01, 6.518E+02, 5.621E+01
 1.080E+03, 5.960E+02, 4.151E+01, 6.518E+02, 5.581E+01
 1.090E+03, 5.961E+02, 4.119E+01, 6.518E+02, 5.542E+01
 1.100E+03, 5.961E+02, 4.087E+01, 6.518E+02, 5.502E+01
 1.110E+03, 5.961E+02, 4.069E+01, 6.518E+02, 5.463E+01
 1.120E+03, 5.961E+02, 4.061E+01, 6.518E+02, 3.561E+00
 1.130E+03, 5.961E+02, 4.053E+01, 6.518E+02, 0.000E+00
 1.140E+03, 5.961E+02, 4.045E+01, 6.518E+02, 0.000E+00
 1.150E+03, 5.961E+02, 4.037E+01, 6.518E+02, 0.000E+00
 1.160E+03, 5.961E+02, 4.029E+01, 6.518E+02, 0.000E+00
 1.170E+03, 5.961E+02, 4.021E+01, 6.518E+02, 0.000E+00
 1.180E+03, 5.961E+02, 4.013E+01, 6.518E+02, 0.000E+00
 1.190E+03, 5.961E+02, 4.005E+01, 6.518E+02, 0.000E+00
 1.200E+03, 5.961E+02, 3.997E+01, 6.518E+02, 0.000E+00
 1.210E+03, 5.961E+02, 3.989E+01, 6.518E+02, 0.000E+00
 1.220E+03, 5.961E+02, 3.981E+01, 6.518E+02, 0.000E+00
 1.230E+03, 5.961E+02, 3.973E+01, 6.518E+02, 0.000E+00
 1.240E+03, 5.961E+02, 3.965E+01, 6.518E+02, 0.000E+00
 1.250E+03, 5.961E+02, 3.957E+01, 6.518E+02, 0.000E+00
 1.260E+03, 5.961E+02, 3.946E+01, 6.518E+02, 0.000E+00
 1.270E+03, 5.961E+02, 3.933E+01, 6.518E+02, 0.000E+00
 1.280E+03, 5.961E+02, 3.919E+01, 6.518E+02, 0.000E+00
 1.290E+03, 5.961E+02, 3.906E+01, 6.518E+02, 0.000E+00
 1.300E+03, 5.961E+02, 3.892E+01, 6.518E+02, 0.000E+00
 1.310E+03, 5.961E+02, 3.879E+01, 6.518E+02, 0.000E+00
 1.320E+03, 5.961E+02, 3.866E+01, 6.518E+02, 0.000E+00
 1.330E+03, 5.961E+02, 3.852E+01, 6.518E+02, 0.000E+00
 1.340E+03, 5.961E+02, 3.839E+01, 6.518E+02, 0.000E+00
 1.350E+03, 5.961E+02, 3.825E+01, 6.518E+02, 0.000E+00
 1.360E+03, 5.961E+02, 3.812E+01, 6.518E+02, 0.000E+00
 1.370E+03, 5.961E+02, 3.798E+01, 6.518E+02, 0.000E+00
 1.380E+03, 5.961E+02, 3.785E+01, 6.518E+02, 0.000E+00
 1.390E+03, 5.961E+02, 3.771E+01, 6.518E+02, 0.000E+00
 1.400E+03, 5.961E+02, 3.758E+01, 6.518E+02, 0.000E+00
 1.410E+03, 5.961E+02, 3.746E+01, 6.518E+02, 0.000E+00
 1.420E+03, 5.961E+02, 3.738E+01, 6.518E+02, 0.000E+00
 1.430E+03, 5.961E+02, 3.731E+01, 6.518E+02, 0.000E+00
 1.440E+03, 5.961E+02, 3.723E+01, 6.518E+02, 0.000E+00
 1.450E+03, 5.961E+02, 3.716E+01, 6.518E+02, 0.000E+00
 1.460E+03, 5.961E+02, 3.708E+01, 6.518E+02, 0.000E+00
 1.470E+03, 5.961E+02, 3.700E+01, 6.518E+02, 0.000E+00
 1.480E+03, 5.961E+02, 3.693E+01, 6.518E+02, 0.000E+00
 1.490E+03, 5.961E+02, 3.685E+01, 6.518E+02, 0.000E+00
 1.500E+03, 5.961E+02, 3.678E+01, 6.518E+02, 0.000E+00
 1.510E+03, 5.961E+02, 3.670E+01, 6.518E+02, 0.000E+00
 1.520E+03, 5.961E+02, 3.663E+01, 6.518E+02, 0.000E+00
 1.530E+03, 5.961E+02, 3.655E+01, 6.518E+02, 0.000E+00
 1.540E+03, 5.961E+02, 3.648E+01, 6.518E+02, 0.000E+00
 1.550E+03, 5.961E+02, 3.640E+01, 6.518E+02, 0.000E+00
 1.560E+03, 5.961E+02, 2.052E+01, 6.518E+02, 0.000E+00
 1.570E+03, 5.961E+02, 0.000E+00, 6.518E+02, 0.000E+00
 1.580E+03, 5.961E+02, 0.000E+00, 6.518E+02, 0.000E+00
 1.590E+03, 5.961E+02, 0.000E+00, 6.518E+02, 0.000E+00
 1.600E+03, 5.961E+02, 0.000E+00, 6.518E+02, 0.000E+00
 1.610E+03, 5.961E+02, 0.000E+00, 6.518E+02, 0.000E+00
 1.620E+03, 5.961E+02, 0.000E+00, 6.518E+02, 0.000E+00
 1.630E+03, 5.961E+02, 0.000E+00, 6.518E+02, 0.000E+00
 1.640E+03, 5.961E+02, 0.000E+00, 6.518E+02, 0.000E+00
 1.650E+03, 5.961E+02, 0.000E+00, 6.518E+02, 0.000E+00
 1.660E+03, 5.961E+02, 0.000E+00, 6.518E+02, 0.000E+00
 1.670E+03, 5.961E+02, 0.000E+00, 6.518E+02, 0.000E+00
 1.680E+03, 5.961E+02, 0.000E+00, 6.518E+02, 0.000E+00
 1.690E+03, 5.961E+02, 0.000E+00, 6.518E+02, 0.000E+00
 1.700E+03, 5.961E+02, 0.000E+00, 6.518E+02, 0.000E+00
 1.710E+03, 5.961E+02, 0.000E+00, 6.518E+02, 0.000E+00
 1.720E+03, 5.961E+02, 0.000E+00, 6.518E+02, 0.000E+00
 1.730E+03, 5.961E+02, 0.000E+00, 6.518E+02, 0.000E+00
 1.740E+03, 5.961E+02, 0.000E+00, 6.518E+02, 0.000E+00
 1.750E+03, 5.961E+02, 0.000E+00, 6.518E+02, 0.000E+00
 1.760E+03, 5.961E+02, 0.000E+00, 6.518E+02, 0.000E+00
 1.770E+03, 5.961E+02, 0.000E+00, 6.518E+02, 0.000E+00
 1.780E+03, 5.961E+02, 0.000E+00, 6.518E+02, 0.000E+00
 1.790E+03, 5.961E+02, 0.000E+00, 6.518E+02, 0.000E+00
 1.800E+03, 5.961E+02, 0.000E+00, 6.518E+02, 0.000E+00
 1.810E+03, 5.961E+02, 0.000E+00, 6.518E+02, 0.000E+00
 1.820E+03, 5.961E+02, 0.000E+00, 6.518E+02, 0.000E+00
 1.830E+03, 5.961E+02, 0.000E+00, 6.518E+02, 0.000E+00
 1.840E+03, 5.961E+02, 0.000E+00, 6.518E+02, 0.000E+00
 1.850E+03, 5.961E+02, 0.000E+00, 6.518E+02, 0.000E+00
 1.860E+03, 5.961E+02, 0.000E+00, 6.518E+02, 0.000E+00
 1.870E+03, 5.961E+02, 0.000E+00, 6.518E+02, 0.000E+00
 1.880E+03, 5.961E+02, 0.000E+00, 6.518E+02, 0.000E+00
 1.890E+03, 5.961E+02, 0.000E+00, 6.518E+02, 0.000E+00
 1.900E+03, 5.961E+02, 0.000E+00, 6.518E+02, 0.000E+00
 1.910E+03, 5.961E+02, 0.000E+00, 6.518E+02, 0.000E+00
 1.920E+03, 5.961E+02, 0.000E+00, 6.518E+02, 0.000E+00
 1.930E+03, 5.961E+02, 0.000E+00, 6.518E+02, 0.000E+00
 1.940E+03, 5.961E+02, 0.000E+00, 6.518E+02, 0.000E+00
 1.950E+03, 5.961E+02, 0.000E+00, 6.518E+02, 0.000E+00
 1.960E+03, 5.961E+02, 0.000E+00, 6.518E+02, 0.000E+00
 1.970E+03, 5.961E+02, 0.000E+00, 6.518E+02, 0.000E+00
 1.980E+03, 5.961E+02, 0.000E+00, 6.518E+02, 0.000E+00
 1.990E+03, 5.961E+02, 0.000E+00, 6.518E+02, 0.000E+00
 2.000E+03, 5.961E+02, 0.000E+00, 6.518E+02, 0.000E+00
 2.010E+03, 5.961E+02, 0.000E+00, 6.518E+02, 0.000E+00
 2.020E+03, 5.961E+02, 0.000E+00, 6.518E+02, 0.000E+00
 2.030E+03, 5.961E+02, 0.000E+00, 6.518E+02, 0.000E+00
 2.040E+03, 5.961E+02, 0.000E+00, 6.518E+02, 0.000E+00
 2.050E+03, 5.961E+02, 0.000E+00, 6.518E+02, 0.000E+00
 2.060E+03, 5.961E+02, 0.000E+00, 6.518E+02, 0.000E+00
 2.070E+03, 5.961E+02, 0.000E+00, 6.518E+02, 0.000E+00
 2.080E+03, 5.961E+02, 0.000E+00, 6.518E+02, 0.000E+00
 2.090E+03, 5.961E+02, 0.000E+00, 6.518E+02, 0.000E+00
 2.100E+03, 5.961E+02, 0.000E+00, 6.518E+02, 0.000E+00
 2.110E+03, 5.961E+02, 0.000E+00, 6.518E+02, 0.000E+00
 2.120E+03, 5.961E+02, 0.000E+00, 6.518E+02, 0.000E+00
 2.130E+03, 5.961E+02, 0.000E+00, 6.518E+02, 0.000E+00
 2.140E+03, 5.961E+02, 0.000E+00, 6.518E+02, 0.000E+00
 2.150E+03, 5.961E+02, 0.000E+00, 6.518E+02, 0.000E+00
 2.160E+03, 5.961E+02, 0.000E+00, 6.518E+02, 0.000E+00
 2.170E+03, 5.961E+02, 0.000E+00, 6.518E+02, 0.000E+00
 2.180E+03, 5.961E+02, 0.000E+00, 6.518E+02, 0.000E+00
 2.190E+03, 5.961E+02, 0.000E+00, 6.518E+02, 0.000E+00
 2.200E+03, 5.961E+02, 0.000E+00, 6.518E+02, 0.000E+00
 2.210E+03, 5.961E+02, 0.000E+00, 6.518E+02, 0.000E+00
 2.220E+03, 5.961E+02, 0.000E+00, 6.518E+02, 0.000E+00
 2.230E+03, 5.961E+02, 0.000E+00, 6.518E+02, 0.000E+00
 2.240E+03, 5.961E+02, 0.000E+00, 6.518E+02, 0.000E+00
 2.250E+03, 5.961E+02, 0.000E+00, 6.518E+02, 0.000E+00
 2.260E+03, 5.961E+02, 0.000E+00, 6.518E+02, 0.000E+00
 2.270E+03, 5.961E+02, 0.000E+00, 6.518E+02, 0.000E+00
 2.280E+03, 5.961E+02, 0.000E+00, 6.518E+02, 0.000E+00
 2.290E+03, 5.961E+02, 0.000E+00, 6.518E+02, 0.000E+00
 2.300E+03, 5.961E+02, 0.000E+00, 6.518E+02, 0.000E+00
 2.310E+03, 5.961E+02, 0.000E+00, 6.518E+02, 0.000E+00
 2.320E+03, 5.961E+02, 0.000E+00, 6.518E+02, 0.000E+00
 2.330E+03, 5.961E+02, 0.000E+00, 6.518E+02, 0.000E+00
 2.340E+03, 5.961E+02, 0.000E+00, 6.518E+02, 0.000E+00
 2.350E+03, 5.961E+02, 0.000E+00, 6.518E+02, 0.000E+00
 2.360E+03, 5.961E+02, 0.000E+00, 6.518E+02, 0.000E+00
 2.370E+03, 5.961E+02, 0.000E+00, 6.518E+02, 0.000E+00
 2.380E+03, 5.961E+02, 0.000E+00, 6.518E+02, 0.000E+00
 2.390E+03, 5.961E+02, 0.000E+00, 6.518E+02, 0.000E+00
 2.400E+03, 5.961E+02, 0.000E+00, 6.518E+02, 0.000E+00
 2.410E+03, 5.961E+02, 0.000E+00, 6.518E+02, 0.000E+00
 2.420E+03, 5.961E+02, 0.000E+00, 6.518E+02, 0.000E+00
 2.430E+03, 5.961E+02, 0.000E+00, 6.518E+02, 0.000E+00
 2.440E+03, 5.961E+02, 0.000E+00, 6.518E+02, 0.000E+00
 2.450E+03, 5.961E+02, 0.000E+00, 6.518E+02, 0.000E+00
 2.460E+03, 5.961E+02, 0.000E+00, 6.518E+02, 0.000E+00
 2.470E+03, 5.961E+02, 0.000E+00, 6.518E+02, 0.000E+00
 2.480E+03, 5.961E+02, 0.000E+00, 6.518E+02, 0.000E+00
 2.490E+03, 5.961E+02, 0.000E+00, 6.518E+02, 0.000E+00
 2.500E+03, 5.961E+02, 0.000E+00, 6.518E+02, 0.000E+00
 2.510E+03, 5.961E+02, 0.000E+00, 6.518E+02, 0.000E+00
 2.520E+03, 5.961E+02, 0.000E+00, 6.518E+02, 0.000E+00
 2.530E+03, 5.961E+02, 0.000E+00, 6.518E+02, 0.000E+00
 2.540E+03, 5.961E+02, 0.000E+00, 6.518E+02, 0.000E+00
 2.550E+03, 5.961E+02, 0.000E+00, 6.518E+02, 0.000E+00
 2.560E+03, 5.961E+02, 0.000E+00, 6.518E+02, 0.000E+00
 2.570E+03, 5.961E+02, 0.000E+00, 6.518E+02, 0.000E+00
 2.580E+03, 5.961E+02, 0.000E+00, 6.518E+02, 0.000E+00
 2.590E+03, 5.961E+02, 0.000E+00, 6.518E+02, 0.000E+00
 2.600E+03, 5.961E+02, 0.000E+00, 6.518E+02, 0.000E+00
 2.610E+03, 5.961E+02, 0.000E+00, 6.518E+02, 0.000E+00
 2.620E+03, 5.961E+02, 0.000E+00, 6.518E+02, 0.000E+00
 2.630E+03, 5.961E+02, 0.000E+00, 6.518E+02, 0.000E+00
 2.640E+03, 5.961E+02, 0.000E+00, 6.518E+02, 0.000E+00
 2.650E+03, 5.961E+02, 0.000E+00, 6.518E+02, 0.000E+00
 2.660E+03, 5.961E+02, 0.000E+00, 6.518E+02, 0.000E+00
 2.670E+03, 5.961E+02, 0.000E+00, 6.518E+02, 0.000E+00
 2.680E+03, 5.961E+02, 0.000E+00, 6.518E+02, 0.000E+00
 2.690E+03, 5.961E+02, 0.000E+00, 6.518E+02, 0.000E+00
 2.700E+03, 5.961E+02, 0.000E+00, 6.518E+02, 0.000E+00
 2.710E+03, 5.961E+02, 0.000E+00, 6.518E+02, 0.000E+00
 2.720E+03, 5.961E+02, 0.000E+00, 6.518E+02, 0.000E+00
 2.730E+03, 5.961E+02, 0.000E+00, 6.518E+02, 0.000E+00
 2.740E+03, 5.961E+02, 0.000E+00, 6.518E+02, 0.000E+00
 2.750E+03, 5.961E+02, 0.000E+00, 6.518E+02, 0.000E+00
 2.760E+03, 5.961E+02, 0.000E+00, 6.518E+02, 0.000E+00
 2.770E+03, 5.961E+02, 0.000E+00, 6.518E+02, 0.000E+00
 2.780E+03, 5.961E+02, 0.000E+00, 6.518E+02, 0.000E+00
 2.782E+03, 5.961E+02, 0.000E+00, 6.518E+02, 0.000E+00
