s,C,kW/m2,C,kW/m2,C,kW/m2
Time,"WALL TEMPERATURE-CONE_2p95_025","HRRPUA-CONE_2p95_025","WALL TEMPERATURE-CONE_2p95_050","HRRPUA-CONE_2p95_050","WALL TEMPERATURE-CONE_2p95_075","HRRPUA-CONE_2p95_075"
 0.000E+00, 2.700E+01, 0.000E+00, 2.700E+01, 0.000E+00, 2.700E+01, 0.000E+00
 1.000E+01, 9.424E+01, 0.000E+00, 1.603E+02, 0.000E+00, 2.249E+02, 0.000E+00
 2.000E+01, 1.590E+02, 0.000E+00, 2.838E+02, 0.000E+00, 3.988E+02, 5.121E+01
 3.000E+01, 2.026E+02, 0.000E+00, 3.603E+02, 1.605E+01, 4.959E+02, 5.633E+02
 4.000E+01, 2.408E+02, 0.000E+00, 4.218E+02, 3.694E+02, 5.667E+02, 1.016E+03
 5.000E+01, 2.748E+02, 0.000E+00, 4.711E+02, 6.942E+02, 6.184E+02, 1.178E+03
 6.000E+01, 3.047E+02, 0.000E+00, 5.103E+02, 8.153E+02, 6.561E+02, 1.327E+03
 7.000E+01, 3.310E+02, 0.000E+00, 5.411E+02, 8.872E+02, 6.835E+02, 1.533E+03
 8.000E+01, 3.539E+02, 0.000E+00, 5.653E+02, 9.586E+02, 7.035E+02, 1.742E+03
 9.000E+01, 3.738E+02, 0.000E+00, 5.841E+02, 1.053E+03, 7.182E+02, 1.839E+03
 1.000E+02, 3.909E+02, 0.000E+00, 5.988E+02, 1.171E+03, 7.290E+02, 1.509E+03
 1.100E+02, 4.055E+02, 2.208E+00, 6.103E+02, 1.282E+03, 7.370E+02, 5.539E+02
 1.200E+02, 4.181E+02, 4.379E+01, 6.192E+02, 1.356E+03, 7.430E+02, 9.376E+01
 1.300E+02, 4.287E+02, 1.509E+02, 6.261E+02, 1.312E+03, 7.474E+02, 3.301E+01
 1.400E+02, 4.378E+02, 3.030E+02, 6.315E+02, 1.003E+03, 7.506E+02, 1.557E+01
 1.500E+02, 4.454E+02, 4.407E+02, 6.358E+02, 3.958E+02, 7.531E+02, 8.766E+00
 1.600E+02, 4.519E+02, 5.143E+02, 6.390E+02, 8.374E+01, 7.549E+02, 6.728E+00
 1.700E+02, 4.573E+02, 5.557E+02, 6.416E+02, 2.558E+01, 7.563E+02, 5.752E+00
 1.800E+02, 4.619E+02, 5.928E+02, 6.436E+02, 1.551E+01, 7.573E+02, 3.625E+00
 1.900E+02, 4.658E+02, 6.312E+02, 6.451E+02, 1.100E+01, 7.580E+02, 5.651E-01
 2.000E+02, 4.690E+02, 6.789E+02, 6.464E+02, 8.456E+00, 7.586E+02, 0.000E+00
 2.100E+02, 4.718E+02, 7.417E+02, 6.473E+02, 5.470E+00, 7.590E+02, 0.000E+00
 2.200E+02, 4.740E+02, 8.083E+02, 6.480E+02, 3.576E+00, 7.593E+02, 0.000E+00
 2.300E+02, 4.760E+02, 8.714E+02, 6.486E+02, 3.124E+00, 7.596E+02, 0.000E+00
 2.400E+02, 4.776E+02, 9.309E+02, 6.491E+02, 2.687E+00, 7.597E+02, 0.000E+00
 2.500E+02, 4.789E+02, 9.695E+02, 6.494E+02, 2.292E+00, 7.599E+02, 0.000E+00
 2.600E+02, 4.800E+02, 9.662E+02, 6.497E+02, 2.098E+00, 7.600E+02, 0.000E+00
 2.700E+02, 4.810E+02, 8.857E+02, 6.499E+02, 1.930E+00, 7.601E+02, 0.000E+00
 2.800E+02, 4.818E+02, 6.788E+02, 6.501E+02, 1.755E+00, 7.601E+02, 0.000E+00
 2.900E+02, 4.824E+02, 3.812E+02, 6.502E+02, 1.469E+00, 7.602E+02, 0.000E+00
 3.000E+02, 4.830E+02, 1.475E+02, 6.503E+02, 1.139E+00, 7.602E+02, 0.000E+00
 3.100E+02, 4.834E+02, 5.105E+01, 6.504E+02, 8.074E-01, 7.602E+02, 0.000E+00
 3.200E+02, 4.838E+02, 3.240E+01, 6.504E+02, 5.426E-01, 7.602E+02, 0.000E+00
 3.300E+02, 4.841E+02, 2.370E+01, 6.505E+02, 3.489E-01, 7.602E+02, 0.000E+00
 3.400E+02, 4.844E+02, 1.511E+01, 6.505E+02, 1.547E-01, 7.602E+02, 0.000E+00
 3.500E+02, 4.846E+02, 1.090E+01, 6.506E+02, 8.479E-03, 7.603E+02, 0.000E+00
 3.600E+02, 4.848E+02, 9.050E+00, 6.506E+02, 0.000E+00, 7.603E+02, 0.000E+00
 3.700E+02, 4.850E+02, 7.199E+00, 6.506E+02, 0.000E+00, 7.603E+02, 0.000E+00
 3.800E+02, 4.851E+02, 5.348E+00, 6.506E+02, 0.000E+00, 7.603E+02, 0.000E+00
 3.900E+02, 4.852E+02, 3.710E+00, 6.506E+02, 0.000E+00, 7.603E+02, 0.000E+00
 4.000E+02, 4.853E+02, 3.258E+00, 6.506E+02, 0.000E+00, 7.603E+02, 0.000E+00
 4.100E+02, 4.854E+02, 2.991E+00, 6.506E+02, 0.000E+00, 7.603E+02, 0.000E+00
 4.200E+02, 4.855E+02, 2.724E+00, 6.506E+02, 0.000E+00, 7.603E+02, 0.000E+00
 4.300E+02, 4.855E+02, 2.457E+00, 6.506E+02, 0.000E+00, 7.603E+02, 0.000E+00
 4.400E+02, 4.856E+02, 2.251E+00, 6.506E+02, 0.000E+00, 7.603E+02, 0.000E+00
 4.500E+02, 4.856E+02, 2.149E+00, 6.506E+02, 0.000E+00, 7.603E+02, 0.000E+00
 4.600E+02, 4.856E+02, 2.048E+00, 6.507E+02, 0.000E+00, 7.603E+02, 0.000E+00
 4.700E+02, 4.857E+02, 1.948E+00, 6.507E+02, 0.000E+00, 7.603E+02, 0.000E+00
 4.800E+02, 4.857E+02, 1.843E+00, 6.507E+02, 0.000E+00, 7.603E+02, 0.000E+00
 4.900E+02, 4.857E+02, 1.549E+00, 6.507E+02, 0.000E+00, 7.603E+02, 0.000E+00
 5.000E+02, 4.857E+02, 1.160E+00, 6.507E+02, 0.000E+00, 7.603E+02, 0.000E+00
 5.100E+02, 4.857E+02, 7.703E-01, 6.507E+02, 0.000E+00, 7.603E+02, 0.000E+00
 5.200E+02, 4.857E+02, 3.807E-01, 6.507E+02, 0.000E+00, 7.603E+02, 0.000E+00
 5.300E+02, 4.857E+02, 4.439E-02, 6.507E+02, 0.000E+00, 7.603E+02, 0.000E+00
 5.400E+02, 4.858E+02, 0.000E+00, 6.507E+02, 0.000E+00, 7.603E+02, 0.000E+00
 5.500E+02, 4.858E+02, 0.000E+00, 6.507E+02, 0.000E+00, 7.603E+02, 0.000E+00
 5.600E+02, 4.858E+02, 0.000E+00, 6.507E+02, 0.000E+00, 7.603E+02, 0.000E+00
 5.700E+02, 4.858E+02, 0.000E+00, 6.507E+02, 0.000E+00, 7.603E+02, 0.000E+00
 5.800E+02, 4.858E+02, 0.000E+00, 6.507E+02, 0.000E+00, 7.603E+02, 0.000E+00
 5.900E+02, 4.858E+02, 0.000E+00, 6.507E+02, 0.000E+00, 7.603E+02, 0.000E+00
 6.000E+02, 4.858E+02, 0.000E+00, 6.507E+02, 0.000E+00, 7.603E+02, 0.000E+00
 6.100E+02, 4.858E+02, 0.000E+00, 6.507E+02, 0.000E+00, 7.603E+02, 0.000E+00
 6.200E+02, 4.858E+02, 0.000E+00, 6.507E+02, 0.000E+00, 7.603E+02, 0.000E+00
 6.300E+02, 4.858E+02, 0.000E+00, 6.507E+02, 0.000E+00, 7.603E+02, 0.000E+00
 6.400E+02, 4.858E+02, 0.000E+00, 6.507E+02, 0.000E+00, 7.603E+02, 0.000E+00
 6.500E+02, 4.858E+02, 0.000E+00, 6.507E+02, 0.000E+00, 7.603E+02, 0.000E+00
 6.600E+02, 4.858E+02, 0.000E+00, 6.507E+02, 0.000E+00, 7.603E+02, 0.000E+00
 6.700E+02, 4.858E+02, 0.000E+00, 6.507E+02, 0.000E+00, 7.603E+02, 0.000E+00
 6.800E+02, 4.858E+02, 0.000E+00, 6.507E+02, 0.000E+00, 7.603E+02, 0.000E+00
 6.900E+02, 4.858E+02, 0.000E+00, 6.507E+02, 0.000E+00, 7.603E+02, 0.000E+00
 7.000E+02, 4.858E+02, 0.000E+00, 6.507E+02, 0.000E+00, 7.603E+02, 0.000E+00
 7.100E+02, 4.858E+02, 0.000E+00, 6.507E+02, 0.000E+00, 7.603E+02, 0.000E+00
 7.200E+02, 4.858E+02, 0.000E+00, 6.507E+02, 0.000E+00, 7.603E+02, 0.000E+00
 7.300E+02, 4.858E+02, 0.000E+00, 6.507E+02, 0.000E+00, 7.603E+02, 0.000E+00
 7.400E+02, 4.858E+02, 0.000E+00, 6.507E+02, 0.000E+00, 7.603E+02, 0.000E+00
 7.500E+02, 4.858E+02, 0.000E+00, 6.507E+02, 0.000E+00, 7.603E+02, 0.000E+00
 7.600E+02, 4.858E+02, 0.000E+00, 6.507E+02, 0.000E+00, 7.603E+02, 0.000E+00
 7.700E+02, 4.858E+02, 0.000E+00, 6.507E+02, 0.000E+00, 7.603E+02, 0.000E+00
 7.800E+02, 4.858E+02, 0.000E+00, 6.507E+02, 0.000E+00, 7.603E+02, 0.000E+00
 7.900E+02, 4.858E+02, 0.000E+00, 6.507E+02, 0.000E+00, 7.603E+02, 0.000E+00
 8.000E+02, 4.858E+02, 0.000E+00, 6.507E+02, 0.000E+00, 7.603E+02, 0.000E+00
 8.100E+02, 4.858E+02, 0.000E+00, 6.507E+02, 0.000E+00, 7.603E+02, 0.000E+00
 8.200E+02, 4.858E+02, 0.000E+00, 6.507E+02, 0.000E+00, 7.603E+02, 0.000E+00
 8.300E+02, 4.858E+02, 0.000E+00, 6.507E+02, 0.000E+00, 7.603E+02, 0.000E+00
 8.400E+02, 4.858E+02, 0.000E+00, 6.507E+02, 0.000E+00, 7.603E+02, 0.000E+00
 8.476E+02, 4.858E+02, 0.000E+00, 6.507E+02, 0.000E+00, 7.603E+02, 0.000E+00
