s,C,kW/m2,C,kW/m2,C,kW/m2,C,kW/m2
Time,"WALL TEMPERATURE-CONE_19p75_020","HRRPUA-CONE_19p75_020","WALL TEMPERATURE-CONE_19p75_035","HRRPUA-CONE_19p75_035","WALL TEMPERATURE-CONE_19p75_050","HRRPUA-CONE_19p75_050","WALL TEMPERATURE-CONE_19p75_065","HRRPUA-CONE_19p75_065"
 0.000E+00, 2.700E+01, 0.000E+00, 2.700E+01, 0.000E+00, 2.700E+01, 0.000E+00, 2.700E+01, 0.000E+00
 1.000E+01, 9.904E+01, 0.000E+00, 1.518E+02, 0.000E+00, 2.031E+02, 0.000E+00, 2.527E+02, 0.000E+00
 2.000E+01, 1.657E+02, 0.000E+00, 2.627E+02, 0.000E+00, 3.520E+02, 0.000E+00, 4.332E+02, 1.846E+01
 3.000E+01, 2.004E+02, 0.000E+00, 3.156E+02, 0.000E+00, 4.162E+02, 0.000E+00, 5.031E+02, 8.824E+01
 4.000E+01, 2.253E+02, 0.000E+00, 3.506E+02, 0.000E+00, 4.556E+02, 2.207E+01, 5.430E+02, 1.542E+02
 5.000E+01, 2.444E+02, 0.000E+00, 3.758E+02, 0.000E+00, 4.821E+02, 7.763E+01, 5.687E+02, 2.015E+02
 6.000E+01, 2.597E+02, 0.000E+00, 3.947E+02, 0.000E+00, 5.012E+02, 1.261E+02, 5.866E+02, 2.046E+02
 7.000E+01, 2.722E+02, 0.000E+00, 4.095E+02, 0.000E+00, 5.156E+02, 1.624E+02, 5.999E+02, 1.933E+02
 8.000E+01, 2.829E+02, 0.000E+00, 4.215E+02, 4.908E+00, 5.270E+02, 1.744E+02, 6.102E+02, 1.816E+02
 9.000E+01, 2.920E+02, 0.000E+00, 4.315E+02, 2.535E+01, 5.362E+02, 1.762E+02, 6.186E+02, 1.699E+02
 1.000E+02, 2.999E+02, 0.000E+00, 4.399E+02, 6.696E+01, 5.440E+02, 1.656E+02, 6.255E+02, 1.592E+02
 1.100E+02, 3.070E+02, 0.000E+00, 4.471E+02, 1.111E+02, 5.506E+02, 1.552E+02, 6.314E+02, 1.527E+02
 1.200E+02, 3.133E+02, 0.000E+00, 4.535E+02, 1.377E+02, 5.563E+02, 1.451E+02, 6.366E+02, 1.467E+02
 1.300E+02, 3.189E+02, 0.000E+00, 4.591E+02, 1.464E+02, 5.614E+02, 1.369E+02, 6.411E+02, 1.407E+02
 1.400E+02, 3.241E+02, 0.000E+00, 4.642E+02, 1.458E+02, 5.659E+02, 1.304E+02, 6.451E+02, 1.364E+02
 1.500E+02, 3.288E+02, 0.000E+00, 4.687E+02, 1.400E+02, 5.700E+02, 1.251E+02, 6.487E+02, 1.332E+02
 1.600E+02, 3.331E+02, 0.000E+00, 4.729E+02, 1.350E+02, 5.736E+02, 1.214E+02, 6.520E+02, 1.308E+02
 1.700E+02, 3.371E+02, 0.000E+00, 4.767E+02, 1.305E+02, 5.770E+02, 1.183E+02, 6.550E+02, 1.302E+02
 1.800E+02, 3.409E+02, 0.000E+00, 4.802E+02, 1.261E+02, 5.801E+02, 1.161E+02, 6.578E+02, 1.297E+02
 1.900E+02, 3.444E+02, 0.000E+00, 4.834E+02, 1.217E+02, 5.830E+02, 1.143E+02, 6.604E+02, 1.292E+02
 2.000E+02, 3.477E+02, 0.000E+00, 4.865E+02, 1.173E+02, 5.857E+02, 1.128E+02, 6.628E+02, 1.286E+02
 2.100E+02, 3.508E+02, 0.000E+00, 4.894E+02, 1.128E+02, 5.883E+02, 1.114E+02, 6.651E+02, 1.281E+02
 2.200E+02, 3.537E+02, 0.000E+00, 4.921E+02, 1.090E+02, 5.907E+02, 1.100E+02, 6.672E+02, 1.276E+02
 2.300E+02, 3.565E+02, 0.000E+00, 4.946E+02, 1.060E+02, 5.929E+02, 1.095E+02, 6.693E+02, 1.272E+02
 2.400E+02, 3.592E+02, 0.000E+00, 4.971E+02, 1.040E+02, 5.951E+02, 1.090E+02, 6.712E+02, 1.267E+02
