s,kW/m2,kW/m2,kW/m2,kW/m2
Time,"HRRPUA-20","HRRPUA-35","HRRPUA-50","HRRPUA-65"
 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00
 3.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00
 6.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00
 9.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00
 1.200E+01, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00
 1.500E+01, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00
 1.800E+01, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00
 2.100E+01, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00
 2.400E+01, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00
 2.700E+01, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00
 3.000E+01, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00
 3.300E+01, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00
 3.600E+01, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00
 3.900E+01, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00
 4.200E+01, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00
 4.500E+01, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00
 4.800E+01, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00
 5.100E+01, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00
 5.400E+01, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00
 5.700E+01, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00
 6.000E+01, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00
 6.300E+01, 0.000E+00, 0.000E+00, 0.000E+00, 6.707E+01
 6.600E+01, 0.000E+00, 0.000E+00, 0.000E+00, 7.391E+01
 6.900E+01, 0.000E+00, 0.000E+00, 0.000E+00, 7.850E+01
 7.200E+01, 0.000E+00, 0.000E+00, 0.000E+00, 8.057E+01
 7.500E+01, 0.000E+00, 0.000E+00, 0.000E+00, 8.120E+01
 7.800E+01, 0.000E+00, 0.000E+00, 3.586E+01, 8.142E+01
 8.100E+01, 0.000E+00, 0.000E+00, 5.798E+01, 8.052E+01
 8.400E+01, 0.000E+00, 0.000E+00, 6.219E+01, 7.836E+01
 8.700E+01, 0.000E+00, 0.000E+00, 6.500E+01, 7.537E+01
 9.000E+01, 0.000E+00, 0.000E+00, 6.640E+01, 7.241E+01
 9.300E+01, 0.000E+00, 0.000E+00, 6.682E+01, 6.996E+01
 9.600E+01, 0.000E+00, 0.000E+00, 6.712E+01, 6.812E+01
 9.900E+01, 0.000E+00, 0.000E+00, 6.697E+01, 6.672E+01
 1.020E+02, 0.000E+00, 0.000E+00, 6.610E+01, 6.541E+01
 1.050E+02, 0.000E+00, 0.000E+00, 6.451E+01, 6.442E+01
