s,C,kW/m2,C,kW/m2,C,kW/m2
Time,"WALL TEMPERATURE-CONE_27p07_025","HRRPUA-CONE_27p07_025","WALL TEMPERATURE-CONE_27p07_050","HRRPUA-CONE_27p07_050","WALL TEMPERATURE-CONE_27p07_075","HRRPUA-CONE_27p07_075"
 0.000E+00, 2.700E+01, 0.000E+00, 2.700E+01, 0.000E+00, 2.700E+01, 0.000E+00
 2.000E+00, 2.958E+02, 0.000E+00, 5.645E+02, 0.000E+00, 8.333E+02, 0.000E+00
 4.000E+00, 5.339E+02, 0.000E+00, 9.682E+02, 0.000E+00, 1.422E+03, 0.000E+00
 6.000E+00, 4.835E+02, 0.000E+00, 7.570E+02, 0.000E+00, 1.060E+03, 3.252E+01
 8.000E+00, 4.720E+02, 0.000E+00, 6.687E+02, 0.000E+00, 8.569E+02, 8.535E+01
 1.000E+01, 4.788E+02, 0.000E+00, 6.522E+02, 0.000E+00, 7.797E+02, 1.659E+02
 1.200E+01, 4.794E+02, 0.000E+00, 6.487E+02, 0.000E+00, 7.625E+02, 2.677E+02
 1.400E+01, 4.819E+02, 0.000E+00, 6.505E+02, 0.000E+00, 7.625E+02, 3.846E+02
 1.600E+01, 4.837E+02, 0.000E+00, 6.511E+02, 2.598E+00, 7.622E+02, 5.271E+02
 1.800E+01, 4.853E+02, 0.000E+00, 6.522E+02, 1.498E+01, 7.630E+02, 6.972E+02
 2.000E+01, 4.867E+02, 0.000E+00, 6.531E+02, 3.919E+01, 7.635E+02, 8.743E+02
 2.200E+01, 4.884E+02, 0.000E+00, 6.543E+02, 9.428E+01, 7.645E+02, 1.019E+03
 2.400E+01, 4.897E+02, 0.000E+00, 6.552E+02, 1.641E+02, 7.652E+02, 1.120E+03
 2.600E+01, 4.907E+02, 0.000E+00, 6.559E+02, 2.418E+02, 7.657E+02, 1.137E+03
 2.800E+01, 4.917E+02, 0.000E+00, 6.566E+02, 3.222E+02, 7.662E+02, 1.085E+03
 3.000E+01, 4.925E+02, 0.000E+00, 6.571E+02, 3.976E+02, 7.666E+02, 9.842E+02
 3.200E+01, 4.931E+02, 0.000E+00, 6.575E+02, 4.778E+02, 7.669E+02, 8.554E+02
 3.400E+01, 4.937E+02, 0.000E+00, 6.579E+02, 5.561E+02, 7.671E+02, 7.226E+02
 3.600E+01, 4.942E+02, 0.000E+00, 6.582E+02, 6.309E+02, 7.673E+02, 5.846E+02
 3.800E+01, 4.945E+02, 0.000E+00, 6.584E+02, 6.907E+02, 7.675E+02, 4.657E+02
 4.000E+01, 4.948E+02, 0.000E+00, 6.586E+02, 7.383E+02, 7.676E+02, 3.646E+02
