s,kW/m2,kW/m2,kW/m2
Time,"HRRPUA-25","HRRPUA-50","HRRPUA-75"
 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00
 1.000E+00, 0.000E+00, 0.000E+00, 0.000E+00
 2.000E+00, 0.000E+00, 0.000E+00, 0.000E+00
 3.000E+00, 0.000E+00, 0.000E+00, 0.000E+00
 4.000E+00, 0.000E+00, 0.000E+00, 0.000E+00
 5.000E+00, 0.000E+00, 0.000E+00, 0.000E+00
 6.000E+00, 0.000E+00, 0.000E+00, 0.000E+00
 7.000E+00, 0.000E+00, 0.000E+00, 0.000E+00
 8.000E+00, 0.000E+00, 0.000E+00, 0.000E+00
 9.000E+00, 0.000E+00, 0.000E+00, 2.832E-01
 1.000E+01, 0.000E+00, 0.000E+00, 1.022E+02
 1.100E+01, 0.000E+00, 2.832E-01, 2.235E+02
 1.200E+01, 0.000E+00, 0.000E+00, 2.954E+02
 1.300E+01, 0.000E+00, 7.607E+01, 3.459E+02
 1.400E+01, 0.000E+00, 1.627E+02, 3.810E+02
 1.500E+01, 0.000E+00, 2.080E+02, 4.080E+02
 1.600E+01, 0.000E+00, 2.431E+02, 4.333E+02
 1.700E+01, 0.000E+00, 2.681E+02, 4.585E+02
 1.800E+01, 0.000E+00, 2.879E+02, 4.835E+02
 1.900E+01, 0.000E+00, 3.046E+02, 5.114E+02
 2.000E+01, 0.000E+00, 3.193E+02, 5.421E+02
 2.100E+01, 2.832E-01, 3.339E+02, 5.748E+02
 2.200E+01, 4.829E+01, 3.488E+02, 6.113E+02
 2.300E+01, 1.054E+02, 3.637E+02, 6.493E+02
 2.400E+01, 1.297E+02, 3.786E+02, 6.871E+02
 2.500E+01, 1.472E+02, 3.962E+02, 7.254E+02
 2.600E+01, 1.628E+02, 4.143E+02, 7.635E+02
 2.700E+01, 1.759E+02, 4.330E+02, 7.998E+02
 2.800E+01, 1.859E+02, 4.540E+02, 8.327E+02
 2.900E+01, 1.953E+02, 4.757E+02, 8.635E+02
 3.000E+01, 2.038E+02, 4.979E+02, 8.936E+02
 3.100E+01, 2.110E+02, 5.204E+02, 9.243E+02
 3.200E+01, 2.181E+02, 5.429E+02, 9.573E+02
 3.300E+01, 2.251E+02, 5.651E+02, 9.914E+02
 3.400E+01, 2.324E+02, 5.879E+02, 1.028E+03
 3.500E+01, 2.397E+02, 6.098E+02, 1.067E+03
 3.600E+01, 2.467E+02, 6.291E+02, 1.108E+03
 3.700E+01, 2.539E+02, 6.479E+02, 1.149E+03
 3.800E+01, 2.611E+02, 6.659E+02, 1.191E+03
 3.900E+01, 2.693E+02, 6.836E+02, 1.232E+03
 4.000E+01, 2.780E+02, 7.016E+02, 1.272E+03
 4.100E+01, 2.867E+02, 7.201E+02, 1.310E+03
 4.200E+01, 2.954E+02, 7.400E+02, 1.345E+03
 4.300E+01, 3.053E+02, 7.603E+02, 1.377E+03
 4.400E+01, 3.154E+02, 7.813E+02, 1.402E+03
 4.500E+01, 3.257E+02, 8.038E+02, 1.419E+03
 4.600E+01, 3.364E+02, 8.268E+02, 1.425E+03
 4.700E+01, 3.470E+02, 8.509E+02, 1.420E+03
 4.800E+01, 3.576E+02, 8.750E+02, 1.399E+03
 4.900E+01, 3.683E+02, 8.993E+02, 1.362E+03
 5.000E+01, 3.790E+02, 9.235E+02, 1.309E+03
 5.100E+01, 3.895E+02, 9.476E+02, 1.239E+03
 5.200E+01, 4.002E+02, 9.709E+02, 1.156E+03
 5.300E+01, 4.109E+02, 9.932E+02, 1.062E+03
 5.400E+01, 4.209E+02, 1.015E+03, 9.623E+02
 5.500E+01, 4.301E+02, 1.035E+03, 8.594E+02
 5.600E+01, 4.391E+02, 1.053E+03, 7.563E+02
 5.700E+01, 4.476E+02, 1.068E+03, 6.569E+02
 5.800E+01, 4.560E+02, 1.080E+03, 5.643E+02
 5.900E+01, 4.644E+02, 1.088E+03, 4.816E+02
 6.000E+01, 4.727E+02, 1.091E+03, 4.091E+02
 6.100E+01, 4.811E+02, 1.088E+03, 3.468E+02
 6.200E+01, 4.895E+02, 1.079E+03, 2.943E+02
 6.300E+01, 4.985E+02, 1.063E+03, 2.496E+02
 6.400E+01, 5.080E+02, 1.040E+03, 2.129E+02
 6.500E+01, 5.175E+02, 1.009E+03, 1.825E+02
 6.600E+01, 5.269E+02, 9.703E+02, 1.567E+02
 6.700E+01, 5.369E+02, 9.251E+02, 1.360E+02
 6.800E+01, 5.476E+02, 8.745E+02, 1.174E+02
 6.900E+01, 5.582E+02, 8.197E+02, 1.032E+02
 7.000E+01, 5.691E+02, 7.618E+02, 9.030E+01
 7.100E+01, 5.804E+02, 7.021E+02, 8.124E+01
 7.200E+01, 5.918E+02, 6.417E+02, 7.300E+01
 7.300E+01, 6.032E+02, 5.814E+02, 6.708E+01
 7.400E+01, 6.145E+02, 5.224E+02, 6.225E+01
 7.500E+01, 6.259E+02, 4.666E+02, 5.765E+01
 7.600E+01, 6.373E+02, 4.144E+02, 5.490E+01
 7.700E+01, 6.487E+02, 3.669E+02, 5.256E+01
 7.800E+01, 6.599E+02, 3.239E+02, 5.023E+01
 7.900E+01, 6.704E+02, 2.855E+02, 4.789E+01
 8.000E+01, 6.809E+02, 2.514E+02, 4.555E+01
 8.100E+01, 6.913E+02, 2.221E+02, 3.846E+01
 8.200E+01, 7.010E+02, 1.956E+02, 0.000E+00
 8.300E+01, 7.105E+02, 1.733E+02, 0.000E+00
 8.400E+01, 7.190E+02, 1.531E+02, 0.000E+00
 8.500E+01, 7.272E+02, 1.367E+02, 0.000E+00
 8.600E+01, 7.341E+02, 1.214E+02, 0.000E+00
 8.700E+01, 7.400E+02, 1.088E+02, 0.000E+00
 8.800E+01, 7.443E+02, 9.754E+01, 0.000E+00
 8.900E+01, 7.476E+02, 8.722E+01, 0.000E+00
 9.000E+01, 7.490E+02, 7.926E+01, 0.000E+00
 9.100E+01, 7.487E+02, 7.141E+01, 0.000E+00
 9.200E+01, 7.465E+02, 6.534E+01, 0.000E+00
 9.300E+01, 7.424E+02, 6.048E+01, 0.000E+00
