s,C,kW/m2,C,kW/m2,C,kW/m2,C,kW/m2
 4.600E+02, 3.586E+02, 5.196E+01, 5.558E+02, 2.861E+01, 6.475E+02, 7.295E+01, 7.587E+02, 3.203E+01
 4.700E+02, 3.600E+02, 5.155E+01, 5.565E+02, 2.678E+01, 6.479E+02, 7.120E+01, 7.589E+02, 2.950E+01
 4.800E+02, 3.614E+02, 5.087E+01, 5.570E+02, 2.420E+01, 6.482E+02, 7.034E+01, 7.590E+02, 2.722E+01
 4.900E+02, 3.626E+02, 4.992E+01, 5.575E+02, 2.360E+01, 6.485E+02, 6.942E+01, 7.591E+02, 2.561E+01
 5.000E+02, 3.638E+02, 4.881E+01, 5.580E+02, 2.341E+01, 6.487E+02, 6.840E+01, 7.593E+02, 2.450E+01
 5.100E+02, 3.650E+02, 4.770E+01, 5.584E+02, 2.323E+01, 6.490E+02, 6.727E+01, 7.594E+02, 2.338E+01
 5.200E+02, 3.660E+02, 4.652E+01, 5.588E+02, 2.324E+01, 6.492E+02, 6.559E+01, 7.595E+02, 2.227E+01
 5.300E+02, 3.671E+02, 4.526E+01, 5.592E+02, 2.348E+01, 6.493E+02, 6.351E+01, 7.595E+02, 2.116E+01
 5.400E+02, 3.680E+02, 4.401E+01, 5.595E+02, 2.372E+01, 6.495E+02, 6.110E+01, 7.596E+02, 2.004E+01
 5.500E+02, 3.689E+02, 4.276E+01, 5.598E+02, 2.395E+01, 6.497E+02, 5.824E+01, 7.597E+02, 1.893E+01
 5.600E+02, 3.697E+02, 4.150E+01, 5.601E+02, 2.419E+01, 6.498E+02, 5.545E+01, 7.597E+02, 1.786E+01
 5.700E+02, 3.705E+02, 4.025E+01, 5.603E+02, 2.443E+01, 6.499E+02, 5.193E+01, 7.598E+02, 1.716E+01
 5.800E+02, 3.713E+02, 3.900E+01, 5.606E+02, 2.491E+01, 6.500E+02, 4.812E+01, 7.598E+02, 1.652E+01
 5.900E+02, 3.720E+02, 3.785E+01, 5.608E+02, 2.567E+01, 6.501E+02, 4.428E+01, 7.599E+02, 1.588E+01
 6.000E+02, 3.727E+02, 3.718E+01, 5.610E+02, 2.681E+01, 6.502E+02, 4.095E+01, 7.599E+02, 1.524E+01
 6.100E+02, 3.733E+02, 3.660E+01, 5.611E+02, 2.810E+01, 6.503E+02, 3.783E+01, 7.599E+02, 1.460E+01
 6.200E+02, 3.739E+02, 3.627E+01, 5.613E+02, 2.971E+01, 6.504E+02, 3.534E+01, 7.600E+02, 1.397E+01
 6.300E+02, 3.744E+02, 3.599E+01, 5.614E+02, 3.129E+01, 6.504E+02, 3.329E+01, 7.600E+02, 1.333E+01
 6.400E+02, 3.749E+02, 3.571E+01, 5.616E+02, 3.284E+01, 6.505E+02, 3.166E+01, 7.600E+02, 1.277E+01
 6.500E+02, 3.754E+02, 3.543E+01, 5.617E+02, 3.434E+01, 6.506E+02, 3.017E+01, 7.600E+02, 1.235E+01
 6.600E+02, 3.759E+02, 3.515E+01, 5.618E+02, 3.572E+01, 6.506E+02, 2.869E+01, 7.601E+02, 1.193E+01
 6.700E+02, 3.763E+02, 3.486E+01, 5.619E+02, 3.648E+01, 6.506E+02, 2.721E+01, 7.601E+02, 1.151E+01
 6.800E+02, 3.767E+02, 3.458E+01, 5.620E+02, 3.680E+01, 6.507E+02, 2.579E+01, 7.601E+02, 1.109E+01
 6.900E+02, 3.771E+02, 3.430E+01, 5.621E+02, 3.669E+01, 6.507E+02, 2.466E+01, 7.601E+02, 1.067E+01
 7.000E+02, 3.775E+02, 3.386E+01, 5.621E+02, 3.608E+01, 6.507E+02, 2.375E+01, 7.601E+02, 1.025E+01
 7.100E+02, 3.778E+02, 3.325E+01, 5.622E+02, 3.517E+01, 6.508E+02, 2.312E+01, 7.601E+02, 9.838E+00
 7.200E+02, 3.781E+02, 3.264E+01, 5.623E+02, 3.405E+01, 6.508E+02, 2.250E+01, 7.601E+02, 9.490E+00
 7.300E+02, 3.785E+02, 3.203E+01, 5.623E+02, 3.290E+01, 6.508E+02, 2.188E+01, 7.601E+02, 9.170E+00
 7.400E+02, 3.787E+02, 3.142E+01, 5.624E+02, 3.156E+01, 6.508E+02, 2.126E+01, 7.601E+02, 8.851E+00
 7.500E+02, 3.790E+02, 3.081E+01, 5.624E+02, 3.003E+01, 6.509E+02, 2.064E+01, 7.601E+02, 8.531E+00
 7.600E+02, 3.793E+02, 3.016E+01, 5.625E+02, 2.846E+01, 6.509E+02, 2.005E+01, 7.602E+02, 8.212E+00
 7.700E+02, 3.795E+02, 2.940E+01, 5.625E+02, 2.723E+01, 6.509E+02, 1.949E+01, 7.602E+02, 7.892E+00
 7.800E+02, 3.797E+02, 2.863E+01, 5.625E+02, 2.626E+01, 6.509E+02, 1.899E+01, 7.602E+02, 7.573E+00
 7.900E+02, 3.799E+02, 2.785E+01, 5.626E+02, 2.529E+01, 6.509E+02, 1.851E+01, 7.602E+02, 2.852E+00
 8.000E+02, 3.801E+02, 2.709E+01, 5.626E+02, 2.432E+01, 6.509E+02, 1.803E+01, 7.602E+02, 0.000E+00
 8.100E+02, 3.803E+02, 2.655E+01, 5.626E+02, 2.333E+01, 6.509E+02, 1.755E+01, 7.602E+02, 0.000E+00
 8.200E+02, 3.805E+02, 2.607E+01, 5.626E+02, 2.236E+01, 6.509E+02, 1.707E+01, 7.602E+02, 0.000E+00
 8.300E+02, 3.806E+02, 2.559E+01, 5.627E+02, 2.171E+01, 6.510E+02, 1.659E+01, 7.602E+02, 0.000E+00
 8.400E+02, 3.808E+02, 2.512E+01, 5.627E+02, 2.115E+01, 6.510E+02, 1.611E+01, 7.602E+02, 0.000E+00
 8.500E+02, 3.809E+02, 2.498E+01, 5.627E+02, 2.059E+01, 6.510E+02, 1.146E+01, 7.602E+02, 0.000E+00
 8.600E+02, 3.811E+02, 2.507E+01, 5.627E+02, 2.002E+01, 6.510E+02, 7.052E+00, 7.602E+02, 0.000E+00
 8.700E+02, 3.812E+02, 2.517E+01, 5.627E+02, 1.945E+01, 6.510E+02, 6.798E+00, 7.602E+02, 0.000E+00
 8.800E+02, 3.813E+02, 2.526E+01, 5.628E+02, 1.888E+01, 6.510E+02, 6.544E+00, 7.602E+02, 0.000E+00
 8.900E+02, 3.814E+02, 2.536E+01, 5.628E+02, 1.830E+01, 6.510E+02, 6.288E+00, 7.602E+02, 0.000E+00
 9.000E+02, 3.815E+02, 2.545E+01, 5.628E+02, 1.771E+01, 6.510E+02, 6.032E+00, 7.602E+02, 0.000E+00
 9.100E+02, 3.816E+02, 2.551E+01, 5.628E+02, 1.712E+01, 6.510E+02, 5.775E+00, 7.602E+02, 0.000E+00
 9.200E+02, 3.817E+02, 2.544E+01, 5.628E+02, 1.653E+01, 6.510E+02, 5.516E+00, 7.602E+02, 0.000E+00
 9.300E+02, 3.818E+02, 2.537E+01, 5.628E+02, 1.593E+01, 6.510E+02, 5.267E+00, 7.602E+02, 0.000E+00
 9.400E+02, 3.819E+02, 2.530E+01, 5.628E+02, 1.532E+01, 6.510E+02, 5.125E+00, 7.602E+02, 0.000E+00
 9.500E+02, 3.820E+02, 2.522E+01, 5.628E+02, 1.473E+01, 6.510E+02, 5.012E+00, 7.602E+02, 0.000E+00
 9.600E+02, 3.821E+02, 2.515E+01, 5.628E+02, 1.420E+01, 6.510E+02, 4.898E+00, 7.602E+02, 0.000E+00
 9.700E+02, 3.821E+02, 2.506E+01, 5.628E+02, 1.368E+01, 6.510E+02, 4.785E+00, 7.602E+02, 0.000E+00
 9.800E+02, 3.822E+02, 2.479E+01, 5.628E+02, 1.314E+01, 6.510E+02, 4.672E+00, 7.602E+02, 0.000E+00
 9.900E+02, 3.823E+02, 2.445E+01, 5.629E+02, 1.261E+01, 6.510E+02, 4.558E+00, 7.602E+02, 0.000E+00
 1.000E+03, 3.823E+02, 2.412E+01, 5.629E+02, 1.207E+01, 6.510E+02, 4.444E+00, 7.602E+02, 0.000E+00
 1.010E+03, 3.824E+02, 2.371E+01, 5.629E+02, 1.153E+01, 6.510E+02, 4.330E+00, 7.602E+02, 0.000E+00
 1.020E+03, 3.824E+02, 2.325E+01, 5.629E+02, 1.098E+01, 6.510E+02, 4.215E+00, 7.602E+02, 0.000E+00
 1.030E+03, 3.825E+02, 2.280E+01, 5.629E+02, 1.044E+01, 6.510E+02, 4.101E+00, 7.602E+02, 0.000E+00
 1.040E+03, 3.825E+02, 2.235E+01, 5.629E+02, 9.884E+00, 6.510E+02, 3.986E+00, 7.602E+02, 0.000E+00
 1.050E+03, 3.826E+02, 2.189E+01, 5.629E+02, 9.329E+00, 6.510E+02, 3.871E+00, 7.602E+02, 0.000E+00
 1.060E+03, 3.826E+02, 2.166E+01, 5.629E+02, 8.804E+00, 6.510E+02, 3.756E+00, 7.602E+02, 0.000E+00
 1.070E+03, 3.826E+02, 2.183E+01, 5.629E+02, 8.485E+00, 6.510E+02, 3.641E+00, 7.602E+02, 0.000E+00
 1.080E+03, 3.827E+02, 2.200E+01, 5.629E+02, 8.200E+00, 6.510E+02, 3.525E+00, 7.602E+02, 0.000E+00
 1.090E+03, 3.827E+02, 2.218E+01, 5.629E+02, 7.915E+00, 6.510E+02, 3.409E+00, 7.602E+02, 0.000E+00
 1.100E+03, 3.827E+02, 2.243E+01, 5.629E+02, 7.628E+00, 6.510E+02, 3.293E+00, 7.602E+02, 0.000E+00
 1.110E+03, 3.828E+02, 2.304E+01, 5.629E+02, 7.346E+00, 6.510E+02, 3.189E+00, 7.602E+02, 0.000E+00
 1.120E+03, 3.828E+02, 2.377E+01, 5.629E+02, 7.163E+00, 6.510E+02, 3.125E+00, 7.602E+02, 0.000E+00
 1.130E+03, 3.828E+02, 2.510E+01, 5.629E+02, 7.022E+00, 6.510E+02, 3.066E+00, 7.602E+02, 0.000E+00
 1.140E+03, 3.828E+02, 2.655E+01, 5.629E+02, 6.881E+00, 6.510E+02, 3.006E+00, 7.602E+02, 0.000E+00
 1.150E+03, 3.829E+02, 2.801E+01, 5.629E+02, 6.740E+00, 6.510E+02, 2.946E+00, 7.602E+02, 0.000E+00
 1.160E+03, 3.829E+02, 2.946E+01, 5.629E+02, 6.599E+00, 6.510E+02, 2.886E+00, 7.602E+02, 0.000E+00
 1.170E+03, 3.829E+02, 3.092E+01, 5.629E+02, 6.458E+00, 6.510E+02, 2.826E+00, 7.602E+02, 0.000E+00
 1.180E+03, 3.829E+02, 3.238E+01, 5.629E+02, 6.316E+00, 6.510E+02, 2.766E+00, 7.602E+02, 0.000E+00
 1.190E+03, 3.829E+02, 3.384E+01, 5.629E+02, 6.175E+00, 6.510E+02, 2.706E+00, 7.602E+02, 0.000E+00
 1.200E+03, 3.830E+02, 3.531E+01, 5.629E+02, 6.033E+00, 6.510E+02, 2.646E+00, 7.602E+02, 0.000E+00
 1.210E+03, 3.830E+02, 3.653E+01, 5.629E+02, 5.890E+00, 6.510E+02, 2.586E+00, 7.602E+02, 0.000E+00
 1.220E+03, 3.830E+02, 3.745E+01, 5.629E+02, 5.748E+00, 6.510E+02, 2.526E+00, 7.602E+02, 0.000E+00
 1.230E+03, 3.830E+02, 3.836E+01, 5.629E+02, 5.605E+00, 6.510E+02, 2.466E+00, 7.602E+02, 0.000E+00
 1.240E+03, 3.830E+02, 3.928E+01, 5.629E+02, 5.463E+00, 6.510E+02, 2.406E+00, 7.602E+02, 0.000E+00
 1.250E+03, 3.830E+02, 4.000E+01, 5.629E+02, 5.320E+00, 6.510E+02, 2.345E+00, 7.602E+02, 0.000E+00
 1.260E+03, 3.830E+02, 4.016E+01, 5.629E+02, 5.176E+00, 6.510E+02, 2.285E+00, 7.602E+02, 0.000E+00
 1.270E+03, 3.831E+02, 4.018E+01, 5.629E+02, 5.033E+00, 6.510E+02, 2.225E+00, 7.602E+02, 0.000E+00
 1.280E+03, 3.831E+02, 3.984E+01, 5.629E+02, 4.920E+00, 6.510E+02, 2.164E+00, 7.602E+02, 0.000E+00
 1.290E+03, 3.831E+02, 3.944E+01, 5.629E+02, 4.838E+00, 6.510E+02, 2.113E+00, 7.602E+02, 0.000E+00
 1.300E+03, 3.831E+02, 3.904E+01, 5.629E+02, 4.755E+00, 6.510E+02, 2.072E+00, 7.602E+02, 0.000E+00
 1.310E+03, 3.831E+02, 3.861E+01, 5.629E+02, 4.673E+00, 6.510E+02, 2.031E+00, 7.602E+02, 0.000E+00
 1.320E+03, 3.831E+02, 3.781E+01, 5.629E+02, 4.591E+00, 6.510E+02, 1.990E+00, 7.602E+02, 0.000E+00
 1.330E+03, 3.831E+02, 3.689E+01, 5.629E+02, 4.508E+00, 6.510E+02, 1.949E+00, 7.602E+02, 0.000E+00
 1.340E+03, 3.831E+02, 3.597E+01, 5.629E+02, 4.426E+00, 6.510E+02, 1.908E+00, 7.602E+02, 0.000E+00
 1.350E+03, 3.831E+02, 3.505E+01, 5.629E+02, 4.343E+00, 6.510E+02, 1.867E+00, 7.602E+02, 0.000E+00
 1.360E+03, 3.831E+02, 3.413E+01, 5.629E+02, 4.261E+00, 6.510E+02, 1.826E+00, 7.602E+02, 0.000E+00
 1.370E+03, 3.831E+02, 3.321E+01, 5.629E+02, 4.178E+00, 6.510E+02, 1.785E+00, 7.602E+02, 0.000E+00
 1.380E+03, 3.831E+02, 3.229E+01, 5.629E+02, 4.095E+00, 6.510E+02, 1.744E+00, 7.602E+02, 0.000E+00
 1.390E+03, 3.831E+02, 3.137E+01, 5.629E+02, 4.013E+00, 6.510E+02, 1.703E+00, 7.602E+02, 0.000E+00
 1.400E+03, 3.832E+02, 3.059E+01, 5.629E+02, 3.930E+00, 6.510E+02, 1.662E+00, 7.602E+02, 0.000E+00
 1.410E+03, 3.832E+02, 3.003E+01, 5.629E+02, 3.847E+00, 6.510E+02, 1.621E+00, 7.602E+02, 0.000E+00
 1.420E+03, 3.832E+02, 2.946E+01, 5.629E+02, 3.764E+00, 6.510E+02, 1.580E+00, 7.602E+02, 0.000E+00
 1.430E+03, 3.832E+02, 2.891E+01, 5.629E+02, 3.681E+00, 6.510E+02, 1.539E+00, 7.602E+02, 0.000E+00
 1.440E+03, 3.832E+02, 2.834E+01, 5.629E+02, 3.607E+00, 6.510E+02, 1.497E+00, 7.602E+02, 0.000E+00
 1.450E+03, 3.832E+02, 2.779E+01, 5.629E+02, 3.551E+00, 6.510E+02, 1.456E+00, 7.602E+02, 0.000E+00
 1.460E+03, 3.832E+02, 2.723E+01, 5.629E+02, 3.497E+00, 6.510E+02, 1.416E+00, 7.602E+02, 0.000E+00
 1.470E+03, 3.832E+02, 2.667E+01, 5.629E+02, 3.442E+00, 6.510E+02, 1.383E+00, 7.602E+02, 0.000E+00
 1.480E+03, 3.832E+02, 2.611E+01, 5.629E+02, 3.387E+00, 6.510E+02, 1.352E+00, 7.602E+02, 0.000E+00
 1.490E+03, 3.832E+02, 2.556E+01, 5.629E+02, 3.333E+00, 6.510E+02, 1.322E+00, 7.602E+02, 0.000E+00
 1.500E+03, 3.832E+02, 2.512E+01, 5.629E+02, 3.278E+00, 6.510E+02, 1.291E+00, 7.602E+02, 0.000E+00
 1.510E+03, 3.832E+02, 2.473E+01, 5.629E+02, 3.223E+00, 6.510E+02, 1.261E+00, 7.602E+02, 0.000E+00
 1.520E+03, 3.832E+02, 2.433E+01, 5.629E+02, 3.168E+00, 6.510E+02, 1.230E+00, 7.602E+02, 0.000E+00
 1.530E+03, 3.832E+02, 2.394E+01, 5.629E+02, 3.114E+00, 6.510E+02, 1.199E+00, 7.602E+02, 0.000E+00
 1.540E+03, 3.832E+02, 2.354E+01, 5.629E+02, 3.059E+00, 6.510E+02, 1.169E+00, 7.602E+02, 0.000E+00
 1.550E+03, 3.832E+02, 2.315E+01, 5.629E+02, 3.004E+00, 6.510E+02, 1.138E+00, 7.602E+02, 0.000E+00
 1.560E+03, 3.832E+02, 2.276E+01, 5.629E+02, 2.949E+00, 6.510E+02, 1.107E+00, 7.602E+02, 0.000E+00
 1.570E+03, 3.832E+02, 2.236E+01, 5.629E+02, 2.894E+00, 6.510E+02, 1.076E+00, 7.602E+02, 0.000E+00
 1.580E+03, 3.832E+02, 2.197E+01, 5.629E+02, 2.839E+00, 6.510E+02, 1.046E+00, 7.602E+02, 0.000E+00
 1.590E+03, 3.832E+02, 2.157E+01, 5.629E+02, 2.784E+00, 6.510E+02, 1.015E+00, 7.602E+02, 0.000E+00
 1.600E+03, 3.832E+02, 2.118E+01, 5.629E+02, 2.732E+00, 6.510E+02, 9.843E-01, 7.602E+02, 0.000E+00
 1.610E+03, 3.832E+02, 2.079E+01, 5.629E+02, 2.689E+00, 6.510E+02, 9.535E-01, 7.602E+02, 0.000E+00
 1.620E+03, 3.832E+02, 2.039E+01, 5.629E+02, 2.647E+00, 6.510E+02, 9.228E-01, 7.602E+02, 0.000E+00
 1.630E+03, 3.832E+02, 2.000E+01, 5.629E+02, 2.605E+00, 6.510E+02, 8.920E-01, 7.602E+02, 0.000E+00
 1.640E+03, 3.832E+02, 1.961E+01, 5.629E+02, 2.563E+00, 6.510E+02, 8.574E-01, 7.602E+02, 0.000E+00
 1.650E+03, 3.832E+02, 1.921E+01, 5.629E+02, 2.521E+00, 6.510E+02, 8.146E-01, 7.602E+02, 0.000E+00
 1.660E+03, 3.832E+02, 1.882E+01, 5.629E+02, 2.479E+00, 6.510E+02, 7.714E-01, 7.602E+02, 0.000E+00
 1.670E+03, 3.832E+02, 1.843E+01, 5.629E+02, 2.437E+00, 6.510E+02, 7.282E-01, 7.602E+02, 0.000E+00
 1.680E+03, 3.832E+02, 1.803E+01, 5.629E+02, 2.395E+00, 6.510E+02, 6.850E-01, 7.602E+02, 0.000E+00
 1.690E+03, 3.832E+02, 1.764E+01, 5.629E+02, 2.353E+00, 6.510E+02, 6.418E-01, 7.602E+02, 0.000E+00
 1.700E+03, 3.832E+02, 1.725E+01, 5.629E+02, 2.310E+00, 6.510E+02, 5.985E-01, 7.602E+02, 0.000E+00
 1.710E+03, 3.832E+02, 1.686E+01, 5.629E+02, 2.268E+00, 6.510E+02, 5.552E-01, 7.602E+02, 0.000E+00
 1.720E+03, 3.832E+02, 1.646E+01, 5.629E+02, 2.226E+00, 6.510E+02, 5.119E-01, 7.602E+02, 0.000E+00
 1.730E+03, 3.832E+02, 1.607E+01, 5.629E+02, 2.184E+00, 6.510E+02, 4.685E-01, 7.602E+02, 0.000E+00
 1.740E+03, 3.832E+02, 1.571E+01, 5.629E+02, 2.142E+00, 6.510E+02, 4.252E-01, 7.602E+02, 0.000E+00
 1.750E+03, 3.832E+02, 1.539E+01, 5.629E+02, 2.100E+00, 6.510E+02, 3.818E-01, 7.602E+02, 0.000E+00
 1.760E+03, 3.832E+02, 1.508E+01, 5.629E+02, 1.137E+00, 6.510E+02, 3.383E-01, 7.602E+02, 0.000E+00
 1.770E+03, 3.832E+02, 1.477E+01, 5.629E+02, 0.000E+00, 6.510E+02, 2.949E-01, 7.602E+02, 0.000E+00
 1.780E+03, 3.832E+02, 1.446E+01, 5.629E+02, 0.000E+00, 6.510E+02, 2.514E-01, 7.602E+02, 0.000E+00
 1.790E+03, 3.832E+02, 1.414E+01, 5.629E+02, 0.000E+00, 6.510E+02, 2.079E-01, 7.602E+02, 0.000E+00
 1.800E+03, 3.832E+02, 1.383E+01, 5.629E+02, 0.000E+00, 6.510E+02, 1.644E-01, 7.602E+02, 0.000E+00
 1.810E+03, 3.832E+02, 1.352E+01, 5.629E+02, 0.000E+00, 6.510E+02, 1.044E-01, 7.602E+02, 0.000E+00
 1.820E+03, 3.832E+02, 1.321E+01, 5.629E+02, 0.000E+00, 6.510E+02, 0.000E+00, 7.602E+02, 0.000E+00
 1.830E+03, 3.832E+02, 1.289E+01, 5.629E+02, 0.000E+00, 6.510E+02, 0.000E+00, 7.602E+02, 0.000E+00
 1.840E+03, 3.832E+02, 1.258E+01, 5.629E+02, 0.000E+00, 6.510E+02, 0.000E+00, 7.602E+02, 0.000E+00
 1.850E+03, 3.832E+02, 1.227E+01, 5.629E+02, 0.000E+00, 6.510E+02, 0.000E+00, 7.602E+02, 0.000E+00
 1.860E+03, 3.832E+02, 1.196E+01, 5.629E+02, 0.000E+00, 6.510E+02, 0.000E+00, 7.602E+02, 0.000E+00
 1.870E+03, 3.832E+02, 1.165E+01, 5.629E+02, 0.000E+00, 6.510E+02, 0.000E+00, 7.602E+02, 0.000E+00
 1.880E+03, 3.832E+02, 1.134E+01, 5.629E+02, 0.000E+00, 6.510E+02, 0.000E+00, 7.602E+02, 0.000E+00
 1.890E+03, 3.832E+02, 1.107E+01, 5.629E+02, 0.000E+00, 6.510E+02, 0.000E+00, 7.602E+02, 0.000E+00
 1.900E+03, 3.832E+02, 1.087E+01, 5.629E+02, 0.000E+00, 6.510E+02, 0.000E+00, 7.602E+02, 0.000E+00
