s,C,kW/m2,C,kW/m2
Time,WALL TEMPERATURE-CONE_5p33_050,HRRPUA-CONE_5p33_050,WALL TEMPERATURE-CONE_5p33_075,HRRPUA-CONE_5p33_075
 0.000E+00, 2.700E+01, 0.000E+00, 2.700E+01, 0.000E+00
 2.000E+00, 7.796E+01, 0.000E+00, 1.034E+02, 0.000E+00
 4.000E+00, 1.688E+02, 0.000E+00, 2.377E+02, 0.000E+00
 6.000E+00, 2.319E+02, 0.000E+00, 3.279E+02, 0.000E+00
 8.000E+00, 2.723E+02, 0.000E+00, 3.833E+02, 0.000E+00
 1.000E+01, 3.033E+02, 0.000E+00, 4.237E+02, 0.000E+00
 1.200E+01, 3.284E+02, 0.000E+00, 4.552E+02, 0.000E+00
 1.400E+01, 3.495E+02, 0.000E+00, 4.807E+02, 0.000E+00
 1.600E+01, 3.676E+02, 0.000E+00, 5.017E+02, 0.000E+00
 1.800E+01, 3.833E+02, 0.000E+00, 5.193E+02, 0.000E+00
 2.000E+01, 3.971E+02, 0.000E+00, 5.344E+02, 0.000E+00
 2.200E+01, 4.093E+02, 0.000E+00, 5.474E+02, 0.000E+00
 2.400E+01, 4.202E+02, 0.000E+00, 5.587E+02, 0.000E+00
 2.600E+01, 4.300E+02, 0.000E+00, 5.685E+02, 0.000E+00
 2.800E+01, 4.388E+02, 0.000E+00, 5.773E+02, 0.000E+00
 3.000E+01, 4.468E+02, 0.000E+00, 5.851E+02, 0.000E+00
 3.200E+01, 4.541E+02, 0.000E+00, 5.921E+02, 0.000E+00
 3.400E+01, 4.608E+02, 0.000E+00, 5.984E+02, 0.000E+00
 3.600E+01, 4.669E+02, 0.000E+00, 6.041E+02, 0.000E+00
 3.800E+01, 4.726E+02, 0.000E+00, 6.093E+02, 0.000E+00
 4.000E+01, 4.779E+02, 0.000E+00, 6.142E+02, 0.000E+00
 4.200E+01, 4.828E+02, 0.000E+00, 6.186E+02, 0.000E+00
 4.400E+01, 4.873E+02, 0.000E+00, 6.227E+02, 0.000E+00
 4.600E+01, 4.916E+02, 0.000E+00, 6.266E+02, 0.000E+00
 4.800E+01, 4.957E+02, 0.000E+00, 6.302E+02, 0.000E+00
 5.000E+01, 4.995E+02, 0.000E+00, 6.336E+02, 0.000E+00
 5.200E+01, 5.031E+02, 0.000E+00, 6.368E+02, 0.000E+00
 5.400E+01, 5.065E+02, 0.000E+00, 6.399E+02, 0.000E+00
 5.600E+01, 5.098E+02, 0.000E+00, 6.427E+02, 0.000E+00
 5.800E+01, 5.129E+02, 0.000E+00, 6.455E+02, 2.997E+01
 6.000E+01, 5.159E+02, 0.000E+00, 6.481E+02, 6.307E+01
 6.200E+01, 5.188E+02, 0.000E+00, 6.506E+02, 1.000E+02
 6.400E+01, 5.216E+02, 0.000E+00, 6.530E+02, 1.595E+02
 6.600E+01, 5.242E+02, 0.000E+00, 6.554E+02, 2.223E+02
 6.800E+01, 5.268E+02, 0.000E+00, 6.576E+02, 2.831E+02
 7.000E+01, 5.292E+02, 0.000E+00, 6.598E+02, 3.577E+02
 7.200E+01, 5.316E+02, 0.000E+00, 6.618E+02, 4.317E+02
 7.400E+01, 5.339E+02, 0.000E+00, 6.639E+02, 4.902E+02
 7.600E+01, 5.362E+02, 0.000E+00, 6.658E+02, 5.409E+02
 7.800E+01, 5.383E+02, 0.000E+00, 6.677E+02, 5.897E+02
 8.000E+01, 5.404E+02, 0.000E+00, 6.695E+02, 6.108E+02
 8.200E+01, 5.425E+02, 0.000E+00, 6.713E+02, 6.253E+02
 8.400E+01, 5.445E+02, 0.000E+00, 6.731E+02, 6.357E+02
 8.600E+01, 5.464E+02, 0.000E+00, 6.747E+02, 6.340E+02
 8.800E+01, 5.483E+02, 0.000E+00, 6.764E+02, 6.312E+02
 9.000E+01, 5.501E+02, 0.000E+00, 6.780E+02, 6.283E+02
 9.200E+01, 5.519E+02, 0.000E+00, 6.796E+02, 6.255E+02
 9.400E+01, 5.537E+02, 0.000E+00, 6.811E+02, 6.226E+02
 9.600E+01, 5.554E+02, 0.000E+00, 6.826E+02, 6.197E+02
 9.800E+01, 5.571E+02, 0.000E+00, 6.840E+02, 6.169E+02
 1.000E+02, 5.587E+02, 0.000E+00, 6.855E+02, 6.136E+02
 1.020E+02, 5.603E+02, 0.000E+00, 6.868E+02, 6.073E+02
 1.040E+02, 5.619E+02, 0.000E+00, 6.882E+02, 6.004E+02
 1.060E+02, 5.634E+02, 0.000E+00, 6.895E+02, 5.935E+02
 1.080E+02, 5.649E+02, 0.000E+00, 6.908E+02, 5.866E+02
 1.100E+02, 5.664E+02, 0.000E+00, 6.921E+02, 5.797E+02
 1.120E+02, 5.679E+02, 0.000E+00, 6.934E+02, 5.728E+02
 1.140E+02, 5.693E+02, 0.000E+00, 6.946E+02, 5.659E+02
 1.160E+02, 5.707E+02, 0.000E+00, 6.958E+02, 5.590E+02
 1.180E+02, 5.720E+02, 0.000E+00, 6.969E+02, 5.521E+02
 1.200E+02, 5.733E+02, 0.000E+00, 6.981E+02, 5.452E+02
 1.220E+02, 5.747E+02, 0.000E+00, 6.992E+02, 5.380E+02
 1.240E+02, 5.759E+02, 0.000E+00, 7.003E+02, 5.293E+02
 1.260E+02, 5.772E+02, 0.000E+00, 7.014E+02, 5.206E+02
 1.280E+02, 5.784E+02, 0.000E+00, 7.024E+02, 5.121E+02
 1.300E+02, 5.796E+02, 0.000E+00, 7.035E+02, 5.036E+02
