s,C,kW/m2,C,kW/m2
 4.100E+02, 3.810E+02, 1.408E+00, 4.388E+02, 4.122E-01
 4.200E+02, 3.814E+02, 1.365E+00, 4.391E+02, 4.122E-01
 4.300E+02, 3.817E+02, 1.323E+00, 4.394E+02, 4.122E-01
 4.400E+02, 3.820E+02, 1.281E+00, 4.396E+02, 4.122E-01
 4.500E+02, 3.822E+02, 1.238E+00, 4.399E+02, 4.122E-01
 4.600E+02, 3.825E+02, 1.196E+00, 4.401E+02, 4.122E-01
 4.700E+02, 3.827E+02, 1.154E+00, 4.403E+02, 4.124E-01
 4.800E+02, 3.830E+02, 1.111E+00, 4.405E+02, 4.227E-01
 4.900E+02, 3.832E+02, 1.069E+00, 4.407E+02, 4.395E-01
 5.000E+02, 3.834E+02, 1.027E+00, 4.409E+02, 4.563E-01
 5.100E+02, 3.836E+02, 9.842E-01, 4.411E+02, 4.730E-01
 5.200E+02, 3.838E+02, 9.418E-01, 4.412E+02, 4.898E-01
 5.300E+02, 3.839E+02, 8.994E-01, 4.414E+02, 5.066E-01
 5.400E+02, 3.841E+02, 8.659E-01, 4.415E+02, 5.233E-01
 5.500E+02, 3.842E+02, 8.759E-01, 4.416E+02, 5.401E-01
 5.600E+02, 3.844E+02, 8.918E-01, 4.418E+02, 5.569E-01
 5.700E+02, 3.845E+02, 9.077E-01, 4.419E+02, 5.737E-01
 5.800E+02, 3.846E+02, 9.236E-01, 4.420E+02, 5.904E-01
 5.900E+02, 3.847E+02, 9.395E-01, 4.421E+02, 6.072E-01
 6.000E+02, 3.849E+02, 9.554E-01, 4.422E+02, 6.240E-01
 6.100E+02, 3.850E+02, 9.713E-01, 4.423E+02, 6.407E-01
 6.200E+02, 3.851E+02, 9.872E-01, 4.423E+02, 6.575E-01
 6.300E+02, 3.851E+02, 1.003E+00, 4.424E+02, 6.743E-01
 6.400E+02, 3.852E+02, 1.019E+00, 4.425E+02, 6.955E-01
 6.500E+02, 3.853E+02, 1.035E+00, 4.426E+02, 7.285E-01
 6.600E+02, 3.854E+02, 1.051E+00, 4.426E+02, 7.620E-01
 6.700E+02, 3.855E+02, 1.067E+00, 4.427E+02, 7.956E-01
 6.800E+02, 3.855E+02, 1.083E+00, 4.427E+02, 8.291E-01
 6.900E+02, 3.856E+02, 1.097E+00, 4.428E+02, 8.626E-01
 7.000E+02, 3.857E+02, 1.108E+00, 4.428E+02, 8.962E-01
 7.100E+02, 3.857E+02, 1.118E+00, 4.429E+02, 9.297E-01
 7.200E+02, 3.858E+02, 1.129E+00, 4.429E+02, 9.681E-01
 7.300E+02, 3.858E+02, 1.139E+00, 4.430E+02, 1.032E+00
 7.400E+02, 3.859E+02, 1.150E+00, 4.430E+02, 1.099E+00
 7.500E+02, 3.859E+02, 1.161E+00, 4.430E+02, 1.166E+00
 7.600E+02, 3.859E+02, 1.171E+00, 4.431E+02, 1.233E+00
 7.700E+02, 3.860E+02, 1.182E+00, 4.431E+02, 1.300E+00
 7.800E+02, 3.860E+02, 1.192E+00, 4.431E+02, 1.367E+00
 7.900E+02, 3.860E+02, 1.203E+00, 4.432E+02, 1.434E+00
 8.000E+02, 3.861E+02, 1.214E+00, 4.432E+02, 1.498E+00
 8.100E+02, 3.861E+02, 1.224E+00, 4.432E+02, 1.526E+00
 8.200E+02, 3.861E+02, 1.235E+00, 4.432E+02, 1.543E+00
 8.300E+02, 3.862E+02, 1.245E+00, 4.433E+02, 1.559E+00
 8.400E+02, 3.862E+02, 1.262E+00, 4.433E+02, 1.576E+00
 8.500E+02, 3.862E+02, 1.283E+00, 4.433E+02, 1.593E+00
 8.600E+02, 3.862E+02, 1.304E+00, 4.433E+02, 1.610E+00
 8.700E+02, 3.863E+02, 1.326E+00, 4.433E+02, 1.626E+00
 8.800E+02, 3.863E+02, 1.347E+00, 4.434E+02, 1.455E+00
 8.900E+02, 3.863E+02, 1.368E+00, 4.434E+02, 0.000E+00
 9.000E+02, 3.863E+02, 1.389E+00, 4.434E+02, 0.000E+00
 9.100E+02, 3.863E+02, 1.411E+00, 4.434E+02, 0.000E+00
 9.200E+02, 3.863E+02, 1.432E+00, 4.434E+02, 0.000E+00
 9.300E+02, 3.864E+02, 1.453E+00, 4.434E+02, 0.000E+00
 9.400E+02, 3.864E+02, 1.474E+00, 4.434E+02, 0.000E+00
 9.500E+02, 3.864E+02, 1.495E+00, 4.434E+02, 0.000E+00
 9.600E+02, 3.864E+02, 1.517E+00, 4.434E+02, 0.000E+00
 9.700E+02, 3.864E+02, 1.538E+00, 4.435E+02, 0.000E+00
 9.800E+02, 3.864E+02, 1.560E+00, 4.435E+02, 0.000E+00
 9.900E+02, 3.864E+02, 1.589E+00, 4.435E+02, 0.000E+00
 1.000E+03, 3.864E+02, 1.621E+00, 4.435E+02, 0.000E+00
 1.010E+03, 3.864E+02, 1.653E+00, 4.435E+02, 0.000E+00
 1.020E+03, 3.865E+02, 1.684E+00, 4.435E+02, 0.000E+00
 1.030E+03, 3.865E+02, 1.716E+00, 4.435E+02, 0.000E+00
 1.040E+03, 3.865E+02, 1.748E+00, 4.435E+02, 0.000E+00
 1.050E+03, 3.865E+02, 1.780E+00, 4.435E+02, 0.000E+00
 1.060E+03, 3.865E+02, 1.812E+00, 4.435E+02, 0.000E+00
 1.070E+03, 3.865E+02, 1.843E+00, 4.435E+02, 0.000E+00
 1.080E+03, 3.865E+02, 1.875E+00, 4.435E+02, 0.000E+00
 1.090E+03, 3.865E+02, 1.907E+00, 4.435E+02, 0.000E+00
 1.100E+03, 3.865E+02, 1.939E+00, 4.435E+02, 0.000E+00
 1.110E+03, 3.865E+02, 1.971E+00, 4.435E+02, 0.000E+00
 1.120E+03, 3.865E+02, 2.002E+00, 4.435E+02, 0.000E+00
 1.130E+03, 3.865E+02, 2.031E+00, 4.435E+02, 0.000E+00
 1.140E+03, 3.865E+02, 2.043E+00, 4.435E+02, 0.000E+00
 1.150E+03, 3.865E+02, 2.054E+00, 4.435E+02, 0.000E+00
 1.160E+03, 3.865E+02, 2.064E+00, 4.436E+02, 0.000E+00
 1.170E+03, 3.865E+02, 2.075E+00, 4.436E+02, 0.000E+00
 1.180E+03, 3.865E+02, 2.085E+00, 4.436E+02, 0.000E+00
 1.190E+03, 3.865E+02, 2.096E+00, 4.436E+02, 0.000E+00
 1.200E+03, 3.865E+02, 2.107E+00, 4.436E+02, 0.000E+00
 1.210E+03, 3.865E+02, 2.117E+00, 4.436E+02, 0.000E+00
 1.220E+03, 3.865E+02, 2.128E+00, 4.436E+02, 0.000E+00
 1.230E+03, 3.865E+02, 2.138E+00, 4.436E+02, 0.000E+00
 1.240E+03, 3.866E+02, 2.149E+00, 4.436E+02, 0.000E+00
 1.250E+03, 3.866E+02, 2.160E+00, 4.436E+02, 0.000E+00
 1.260E+03, 3.866E+02, 2.170E+00, 4.436E+02, 0.000E+00
 1.270E+03, 3.866E+02, 2.181E+00, 4.436E+02, 0.000E+00
 1.280E+03, 3.866E+02, 2.195E+00, 4.436E+02, 0.000E+00
 1.290E+03, 3.866E+02, 2.216E+00, 4.436E+02, 0.000E+00
 1.300E+03, 3.866E+02, 2.238E+00, 4.436E+02, 0.000E+00
 1.310E+03, 3.866E+02, 2.259E+00, 4.436E+02, 0.000E+00
 1.320E+03, 3.866E+02, 2.280E+00, 4.436E+02, 0.000E+00
 1.330E+03, 3.866E+02, 2.301E+00, 4.436E+02, 0.000E+00
 1.340E+03, 3.866E+02, 2.322E+00, 4.436E+02, 0.000E+00
 1.350E+03, 3.866E+02, 2.344E+00, 4.436E+02, 0.000E+00
 1.360E+03, 3.866E+02, 2.365E+00, 4.436E+02, 0.000E+00
 1.370E+03, 3.866E+02, 2.386E+00, 4.436E+02, 0.000E+00
 1.380E+03, 3.866E+02, 2.407E+00, 4.436E+02, 0.000E+00
 1.390E+03, 3.866E+02, 2.429E+00, 4.436E+02, 0.000E+00
 1.400E+03, 3.866E+02, 2.450E+00, 4.436E+02, 0.000E+00
 1.410E+03, 3.866E+02, 2.471E+00, 4.436E+02, 0.000E+00
 1.420E+03, 3.866E+02, 2.492E+00, 4.436E+02, 0.000E+00
 1.430E+03, 3.866E+02, 2.504E+00, 4.436E+02, 0.000E+00
 1.440E+03, 3.866E+02, 2.509E+00, 4.436E+02, 0.000E+00
 1.450E+03, 3.866E+02, 2.514E+00, 4.436E+02, 0.000E+00
 1.460E+03, 3.866E+02, 2.519E+00, 4.436E+02, 0.000E+00
 1.470E+03, 3.866E+02, 2.525E+00, 4.436E+02, 0.000E+00
 1.480E+03, 3.866E+02, 2.530E+00, 4.436E+02, 0.000E+00
 1.490E+03, 3.866E+02, 2.535E+00, 4.436E+02, 0.000E+00
 1.500E+03, 3.866E+02, 2.541E+00, 4.436E+02, 0.000E+00
 1.510E+03, 3.866E+02, 2.546E+00, 4.436E+02, 0.000E+00
 1.520E+03, 3.866E+02, 2.551E+00, 4.436E+02, 0.000E+00
 1.530E+03, 3.866E+02, 2.557E+00, 4.436E+02, 0.000E+00
 1.540E+03, 3.866E+02, 2.562E+00, 4.436E+02, 0.000E+00
 1.550E+03, 3.866E+02, 2.567E+00, 4.436E+02, 0.000E+00
 1.560E+03, 3.866E+02, 2.573E+00, 4.436E+02, 0.000E+00
 1.570E+03, 3.866E+02, 1.737E+00, 4.436E+02, 0.000E+00
 1.580E+03, 3.866E+02, 0.000E+00, 4.436E+02, 0.000E+00
 1.590E+03, 3.866E+02, 0.000E+00, 4.436E+02, 0.000E+00
 1.600E+03, 3.866E+02, 0.000E+00, 4.436E+02, 0.000E+00
 1.610E+03, 3.866E+02, 0.000E+00, 4.436E+02, 0.000E+00
 1.620E+03, 3.866E+02, 0.000E+00, 4.436E+02, 0.000E+00
 1.630E+03, 3.866E+02, 0.000E+00, 4.436E+02, 0.000E+00
 1.640E+03, 3.866E+02, 0.000E+00, 4.436E+02, 0.000E+00
 1.650E+03, 3.866E+02, 0.000E+00, 4.436E+02, 0.000E+00
 1.660E+03, 3.866E+02, 0.000E+00, 4.436E+02, 0.000E+00
 1.670E+03, 3.866E+02, 0.000E+00, 4.436E+02, 0.000E+00
 1.680E+03, 3.866E+02, 0.000E+00, 4.436E+02, 0.000E+00
 1.690E+03, 3.866E+02, 0.000E+00, 4.436E+02, 0.000E+00
 1.700E+03, 3.866E+02, 0.000E+00, 4.436E+02, 0.000E+00
 1.710E+03, 3.866E+02, 0.000E+00, 4.436E+02, 0.000E+00
 1.720E+03, 3.866E+02, 0.000E+00, 4.436E+02, 0.000E+00
 1.730E+03, 3.866E+02, 0.000E+00, 4.436E+02, 0.000E+00
 1.740E+03, 3.866E+02, 0.000E+00, 4.436E+02, 0.000E+00
 1.750E+03, 3.866E+02, 0.000E+00, 4.436E+02, 0.000E+00
 1.760E+03, 3.866E+02, 0.000E+00, 4.436E+02, 0.000E+00
 1.770E+03, 3.866E+02, 0.000E+00, 4.436E+02, 0.000E+00
 1.780E+03, 3.866E+02, 0.000E+00, 4.436E+02, 0.000E+00
 1.790E+03, 3.866E+02, 0.000E+00, 4.436E+02, 0.000E+00
 1.800E+03, 3.866E+02, 0.000E+00, 4.436E+02, 0.000E+00
 1.810E+03, 3.866E+02, 0.000E+00, 4.436E+02, 0.000E+00
 1.820E+03, 3.866E+02, 0.000E+00, 4.436E+02, 0.000E+00
 1.830E+03, 3.866E+02, 0.000E+00, 4.436E+02, 0.000E+00
 1.840E+03, 3.866E+02, 0.000E+00, 4.436E+02, 0.000E+00
 1.850E+03, 3.866E+02, 0.000E+00, 4.436E+02, 0.000E+00
 1.860E+03, 3.866E+02, 0.000E+00, 4.436E+02, 0.000E+00
 1.870E+03, 3.866E+02, 0.000E+00, 4.436E+02, 0.000E+00
 1.880E+03, 3.866E+02, 0.000E+00, 4.436E+02, 0.000E+00
 1.890E+03, 3.866E+02, 0.000E+00, 4.436E+02, 0.000E+00
 1.900E+03, 3.866E+02, 0.000E+00, 4.436E+02, 0.000E+00
 1.910E+03, 3.866E+02, 0.000E+00, 4.436E+02, 0.000E+00
 1.920E+03, 3.866E+02, 0.000E+00, 4.436E+02, 0.000E+00
 1.930E+03, 3.866E+02, 0.000E+00, 4.436E+02, 0.000E+00
 1.940E+03, 3.866E+02, 0.000E+00, 4.436E+02, 0.000E+00
 1.950E+03, 3.866E+02, 0.000E+00, 4.436E+02, 0.000E+00
 1.960E+03, 3.866E+02, 0.000E+00, 4.436E+02, 0.000E+00
 1.970E+03, 3.866E+02, 0.000E+00, 4.436E+02, 0.000E+00
 1.980E+03, 3.866E+02, 0.000E+00, 4.436E+02, 0.000E+00
 1.990E+03, 3.866E+02, 0.000E+00, 4.436E+02, 0.000E+00
 2.000E+03, 3.866E+02, 0.000E+00, 4.436E+02, 0.000E+00
 2.010E+03, 3.866E+02, 0.000E+00, 4.436E+02, 0.000E+00
 2.020E+03, 3.866E+02, 0.000E+00, 4.436E+02, 0.000E+00
 2.030E+03, 3.866E+02, 0.000E+00, 4.436E+02, 0.000E+00
 2.040E+03, 3.866E+02, 0.000E+00, 4.436E+02, 0.000E+00
 2.050E+03, 3.866E+02, 0.000E+00, 4.436E+02, 0.000E+00
 2.060E+03, 3.866E+02, 0.000E+00, 4.436E+02, 0.000E+00
 2.070E+03, 3.866E+02, 0.000E+00, 4.436E+02, 0.000E+00
 2.080E+03, 3.866E+02, 0.000E+00, 4.436E+02, 0.000E+00
 2.090E+03, 3.866E+02, 0.000E+00, 4.436E+02, 0.000E+00
 2.100E+03, 3.866E+02, 0.000E+00, 4.436E+02, 0.000E+00
 2.110E+03, 3.866E+02, 0.000E+00, 4.436E+02, 0.000E+00
 2.120E+03, 3.866E+02, 0.000E+00, 4.436E+02, 0.000E+00
 2.130E+03, 3.866E+02, 0.000E+00, 4.436E+02, 0.000E+00
 2.140E+03, 3.866E+02, 0.000E+00, 4.436E+02, 0.000E+00
 2.150E+03, 3.866E+02, 0.000E+00, 4.436E+02, 0.000E+00
 2.160E+03, 3.866E+02, 0.000E+00, 4.436E+02, 0.000E+00
 2.170E+03, 3.866E+02, 0.000E+00, 4.436E+02, 0.000E+00
 2.180E+03, 3.866E+02, 0.000E+00, 4.436E+02, 0.000E+00
 2.190E+03, 3.866E+02, 0.000E+00, 4.436E+02, 0.000E+00
 2.200E+03, 3.866E+02, 0.000E+00, 4.436E+02, 0.000E+00
 2.210E+03, 3.866E+02, 0.000E+00, 4.436E+02, 0.000E+00
 2.220E+03, 3.866E+02, 0.000E+00, 4.436E+02, 0.000E+00
 2.230E+03, 3.866E+02, 0.000E+00, 4.436E+02, 0.000E+00
 2.240E+03, 3.866E+02, 0.000E+00, 4.436E+02, 0.000E+00
 2.250E+03, 3.866E+02, 0.000E+00, 4.436E+02, 0.000E+00
 2.260E+03, 3.866E+02, 0.000E+00, 4.436E+02, 0.000E+00
 2.270E+03, 3.866E+02, 0.000E+00, 4.436E+02, 0.000E+00
 2.280E+03, 3.866E+02, 0.000E+00, 4.436E+02, 0.000E+00
 2.290E+03, 3.866E+02, 0.000E+00, 4.436E+02, 0.000E+00
 2.300E+03, 3.866E+02, 0.000E+00, 4.436E+02, 0.000E+00
 2.310E+03, 3.866E+02, 0.000E+00, 4.436E+02, 0.000E+00
 2.320E+03, 3.866E+02, 0.000E+00, 4.436E+02, 0.000E+00
 2.330E+03, 3.866E+02, 0.000E+00, 4.436E+02, 0.000E+00
 2.340E+03, 3.866E+02, 0.000E+00, 4.436E+02, 0.000E+00
 2.350E+03, 3.866E+02, 0.000E+00, 4.436E+02, 0.000E+00
 2.360E+03, 3.866E+02, 0.000E+00, 4.436E+02, 0.000E+00
 2.370E+03, 3.866E+02, 0.000E+00, 4.436E+02, 0.000E+00
 2.380E+03, 3.866E+02, 0.000E+00, 4.436E+02, 0.000E+00
 2.390E+03, 3.866E+02, 0.000E+00, 4.436E+02, 0.000E+00
 2.400E+03, 3.866E+02, 0.000E+00, 4.436E+02, 0.000E+00
 2.410E+03, 3.866E+02, 0.000E+00, 4.436E+02, 0.000E+00
 2.420E+03, 3.866E+02, 0.000E+00, 4.436E+02, 0.000E+00
 2.430E+03, 3.866E+02, 0.000E+00, 4.436E+02, 0.000E+00
 2.432E+03, 3.866E+02, 0.000E+00, 4.436E+02, 0.000E+00
