s,C,kW/m2,C,kW/m2,C,kW/m2,C,kW/m2
Time,WALL TEMPERATURE-CONE_16p00_025,HRRPUA-CONE_16p00_025,WALL TEMPERATURE-CONE_16p00_035,HRRPUA-CONE_16p00_035,WALL TEMPERATURE-CONE_16p00_050,HRRPUA-CONE_16p00_050,WALL TEMPERATURE-CONE_16p00_075,HRRPUA-CONE_16p00_075
 0.000E+00, 2.700E+01, 0.000E+00, 2.700E+01, 0.000E+00, 2.700E+01, 0.000E+00, 2.700E+01, 0.000E+00
 2.000E+00, 5.677E+01, 0.000E+00, 6.868E+01, 0.000E+00, 8.654E+01, 0.000E+00, 1.163E+02, 0.000E+00
 4.000E+00, 1.096E+02, 0.000E+00, 1.421E+02, 0.000E+00, 1.903E+02, 0.000E+00, 2.688E+02, 0.000E+00
 6.000E+00, 1.463E+02, 0.000E+00, 1.924E+02, 0.000E+00, 2.598E+02, 0.000E+00, 3.662E+02, 0.000E+00
 8.000E+00, 1.705E+02, 0.000E+00, 2.251E+02, 0.000E+00, 3.036E+02, 0.000E+00, 4.240E+02, 0.000E+00
 1.000E+01, 1.894E+02, 0.000E+00, 2.505E+02, 0.000E+00, 3.366E+02, 0.000E+00, 4.650E+02, 1.759E+01
 1.200E+01, 2.051E+02, 0.000E+00, 2.710E+02, 0.000E+00, 3.627E+02, 0.000E+00, 4.956E+02, 9.636E+01
 1.400E+01, 2.185E+02, 0.000E+00, 2.883E+02, 0.000E+00, 3.840E+02, 0.000E+00, 5.197E+02, 1.693E+02
 1.600E+01, 2.303E+02, 0.000E+00, 3.032E+02, 0.000E+00, 4.019E+02, 0.000E+00, 5.393E+02, 1.928E+02
 1.800E+01, 2.409E+02, 0.000E+00, 3.163E+02, 0.000E+00, 4.173E+02, 1.939E+01, 5.555E+02, 1.880E+02
 2.000E+01, 2.504E+02, 0.000E+00, 3.280E+02, 0.000E+00, 4.306E+02, 7.078E+01, 5.691E+02, 1.772E+02
 2.200E+01, 2.591E+02, 0.000E+00, 3.385E+02, 0.000E+00, 4.424E+02, 7.735E+01, 5.808E+02, 1.655E+02
 2.400E+01, 2.671E+02, 0.000E+00, 3.480E+02, 0.000E+00, 4.528E+02, 7.593E+01, 5.909E+02, 1.543E+02
 2.600E+01, 2.744E+02, 0.000E+00, 3.566E+02, 0.000E+00, 4.621E+02, 7.497E+01, 5.997E+02, 1.451E+02
 2.800E+01, 2.812E+02, 0.000E+00, 3.644E+02, 0.000E+00, 4.704E+02, 7.386E+01, 6.075E+02, 1.363E+02
 3.000E+01, 2.874E+02, 0.000E+00, 3.716E+02, 0.000E+00, 4.778E+02, 7.256E+01, 6.143E+02, 1.270E+02
 3.200E+01, 2.933E+02, 0.000E+00, 3.781E+02, 0.000E+00, 4.846E+02, 7.164E+01, 6.205E+02, 1.136E+02
 3.400E+01, 2.987E+02, 0.000E+00, 3.842E+02, 0.000E+00, 4.908E+02, 6.772E+01, 6.260E+02, 9.893E+01
 3.600E+01, 3.038E+02, 0.000E+00, 3.898E+02, 0.000E+00, 4.964E+02, 6.166E+01, 6.310E+02, 8.519E+01
 3.800E+01, 3.085E+02, 0.000E+00, 3.950E+02, 0.000E+00, 5.015E+02, 5.734E+01, 6.355E+02, 7.739E+01
 4.000E+01, 3.130E+02, 0.000E+00, 3.998E+02, 0.000E+00, 5.062E+02, 5.260E+01, 6.396E+02, 6.900E+01
 4.200E+01, 3.172E+02, 0.000E+00, 4.043E+02, 7.796E+00, 5.106E+02, 4.505E+01, 6.434E+02, 5.987E+01
 4.400E+01, 3.212E+02, 0.000E+00, 4.085E+02, 3.820E+01, 5.146E+02, 3.583E+01, 6.468E+02, 5.066E+01
 4.600E+01, 3.249E+02, 0.000E+00, 4.124E+02, 6.670E+01, 5.184E+02, 3.017E+01, 6.501E+02, 4.163E+01
 4.800E+01, 3.285E+02, 0.000E+00, 4.161E+02, 8.097E+01, 5.219E+02, 2.784E+01, 6.530E+02, 3.421E+01
 5.000E+01, 3.318E+02, 0.000E+00, 4.196E+02, 8.899E+01, 5.252E+02, 2.586E+01, 6.558E+02, 2.727E+01
 5.200E+01, 3.350E+02, 0.000E+00, 4.229E+02, 9.128E+01, 5.283E+02, 2.368E+01, 6.584E+02, 2.544E+01
 5.400E+01, 3.381E+02, 0.000E+00, 4.260E+02, 8.785E+01, 5.312E+02, 2.209E+01, 6.609E+02, 2.595E+01
 5.600E+01, 3.410E+02, 0.000E+00, 4.289E+02, 8.081E+01, 5.339E+02, 2.082E+01, 6.632E+02, 2.393E+01
 5.800E+01, 3.437E+02, 0.000E+00, 4.318E+02, 7.281E+01, 5.365E+02, 1.954E+01, 6.654E+02, 2.175E+01
 6.000E+01, 3.464E+02, 0.000E+00, 4.344E+02, 6.621E+01, 5.390E+02, 1.864E+01, 6.675E+02, 2.184E+01
 6.200E+01, 3.489E+02, 0.000E+00, 4.370E+02, 5.903E+01, 5.413E+02, 1.809E+01, 6.694E+02, 2.210E+01
 6.400E+01, 3.514E+02, 0.000E+00, 4.394E+02, 5.137E+01, 5.436E+02, 1.770E+01, 6.713E+02, 2.037E+01
 6.600E+01, 3.538E+02, 0.000E+00, 4.418E+02, 4.388E+01, 5.457E+02, 1.803E+01, 6.731E+02, 1.851E+01
 6.800E+01, 3.560E+02, 0.000E+00, 4.440E+02, 3.910E+01, 5.478E+02, 1.822E+01, 6.748E+02, 1.925E+01
 7.000E+01, 3.582E+02, 4.049E+00, 4.462E+02, 3.614E+01, 5.497E+02, 1.675E+01, 6.765E+02, 2.104E+01
 7.200E+01, 3.603E+02, 2.487E+01, 4.483E+02, 3.407E+01, 5.516E+02, 1.563E+01, 6.781E+02, 2.060E+01
 7.400E+01, 3.624E+02, 5.148E+01, 4.503E+02, 3.228E+01, 5.534E+02, 1.543E+01, 6.796E+02, 1.922E+01
 7.600E+01, 3.643E+02, 6.325E+01, 4.522E+02, 3.057E+01, 5.552E+02, 1.501E+01, 6.811E+02, 1.781E+01
 7.800E+01, 3.663E+02, 6.787E+01, 4.541E+02, 2.864E+01, 5.569E+02, 1.429E+01, 6.825E+02, 1.750E+01
 8.000E+01, 3.681E+02, 6.698E+01, 4.559E+02, 2.730E+01, 5.585E+02, 1.359E+01, 6.839E+02, 2.044E+01
 8.200E+01, 3.699E+02, 6.493E+01, 4.576E+02, 2.753E+01, 5.601E+02, 1.288E+01, 6.853E+02, 2.364E+01
 8.400E+01, 3.717E+02, 6.232E+01, 4.593E+02, 2.739E+01, 5.617E+02, 1.263E+01, 6.866E+02, 2.694E+01
 8.600E+01, 3.734E+02, 5.937E+01, 4.610E+02, 2.670E+01, 5.632E+02, 1.343E+01, 6.878E+02, 2.743E+01
 8.800E+01, 3.751E+02, 5.635E+01, 4.626E+02, 2.638E+01, 5.646E+02, 1.389E+01, 6.891E+02, 2.735E+01
 9.000E+01, 3.767E+02, 5.333E+01, 4.642E+02, 2.576E+01, 5.660E+02, 1.402E+01, 6.903E+02, 2.709E+01
 9.200E+01, 3.783E+02, 5.042E+01, 4.657E+02, 2.428E+01, 5.674E+02, 1.415E+01, 6.914E+02, 2.465E+01
 9.400E+01, 3.798E+02, 4.798E+01, 4.672E+02, 2.281E+01, 5.687E+02, 1.411E+01, 6.926E+02, 2.150E+01
 9.600E+01, 3.813E+02, 4.567E+01, 4.686E+02, 2.223E+01, 5.700E+02, 1.392E+01, 6.937E+02, 2.044E+01
 9.800E+01, 3.828E+02, 4.321E+01, 4.700E+02, 2.084E+01, 5.713E+02, 1.371E+01, 6.947E+02, 2.119E+01
 1.000E+02, 3.842E+02, 4.024E+01, 4.714E+02, 1.897E+01, 5.726E+02, 1.344E+01, 6.958E+02, 2.197E+01
 1.020E+02, 3.856E+02, 3.719E+01, 4.728E+02, 1.820E+01, 5.738E+02, 1.324E+01, 6.968E+02, 2.275E+01
 1.040E+02, 3.870E+02, 3.447E+01, 4.741E+02, 1.814E+01, 5.750E+02, 1.323E+01, 6.978E+02, 2.348E+01
 1.060E+02, 3.884E+02, 3.262E+01, 4.754E+02, 1.834E+01, 5.761E+02, 1.323E+01, 6.988E+02, 2.253E+01
 1.080E+02, 3.897E+02, 3.088E+01, 4.767E+02, 1.756E+01, 5.773E+02, 1.323E+01, 6.998E+02, 2.083E+01
 1.100E+02, 3.910E+02, 2.915E+01, 4.779E+02, 1.575E+01, 5.784E+02, 1.312E+01, 7.007E+02, 1.924E+01
 1.120E+02, 3.923E+02, 2.679E+01, 4.791E+02, 1.202E+01, 5.795E+02, 1.248E+01, 7.017E+02, 1.965E+01
 1.140E+02, 3.935E+02, 2.378E+01, 4.803E+02, 1.105E+01, 5.805E+02, 1.177E+01, 7.026E+02, 2.177E+01
 1.160E+02, 3.948E+02, 2.020E+01, 4.815E+02, 1.030E+01, 5.816E+02, 1.150E+01, 7.035E+02, 2.390E+01
 1.180E+02, 3.960E+02, 1.647E+01, 4.826E+02, 9.569E+00, 5.826E+02, 1.217E+01, 7.043E+02, 2.509E+01
 1.200E+02, 3.971E+02, 1.308E+01, 4.837E+02, 8.833E+00, 5.836E+02, 1.287E+01, 7.052E+02, 2.580E+01
 1.220E+02, 3.983E+02, 1.106E+01, 4.848E+02, 8.088E+00, 5.846E+02, 1.312E+01, 7.060E+02, 2.847E+01
 1.240E+02, 3.995E+02, 1.010E+01, 4.859E+02, 7.446E+00, 5.856E+02, 1.238E+01, 7.069E+02, 2.950E+01
 1.260E+02, 4.006E+02, 9.667E+00, 4.870E+02, 6.856E+00, 5.865E+02, 1.179E+01, 7.077E+02, 2.549E+01
 1.280E+02, 4.017E+02, 9.249E+00, 4.880E+02, 6.262E+00, 5.875E+02, 1.267E+01, 7.085E+02, 2.464E+01
 1.300E+02, 4.028E+02, 8.832E+00, 4.891E+02, 5.658E+00, 5.884E+02, 1.339E+01, 7.093E+02, 2.618E+01
 1.320E+02, 4.039E+02, 8.415E+00, 4.901E+02, 5.067E+00, 5.893E+02, 1.345E+01, 7.100E+02, 1.125E+01
 1.340E+02, 4.049E+02, 7.999E+00, 4.911E+02, 4.952E+00, 5.902E+02, 2.467E+00, 7.108E+02, 0.000E+00
 1.360E+02, 4.059E+02, 7.594E+00, 4.920E+02, 5.046E+00, 5.911E+02, 2.353E+00, 7.115E+02, 0.000E+00
 1.380E+02, 4.070E+02, 7.475E+00, 4.930E+02, 5.146E+00, 5.919E+02, 2.355E+00, 7.123E+02, 0.000E+00
 1.400E+02, 4.080E+02, 7.481E+00, 4.939E+02, 5.145E+00, 5.928E+02, 2.371E+00, 7.130E+02, 0.000E+00
 1.420E+02, 4.090E+02, 7.488E+00, 4.949E+02, 4.947E+00, 5.936E+02, 2.389E+00, 7.137E+02, 0.000E+00
 1.440E+02, 4.099E+02, 7.495E+00, 4.958E+02, 4.738E+00, 5.944E+02, 2.408E+00, 7.144E+02, 0.000E+00
 1.460E+02, 4.109E+02, 7.503E+00, 4.967E+02, 4.528E+00, 5.952E+02, 2.426E+00, 7.151E+02, 0.000E+00
 1.480E+02, 4.119E+02, 7.510E+00, 4.976E+02, 4.316E+00, 5.960E+02, 2.439E+00, 7.157E+02, 0.000E+00
 1.500E+02, 4.128E+02, 7.518E+00, 4.985E+02, 4.259E+00, 5.968E+02, 2.412E+00, 7.164E+02, 0.000E+00
 1.520E+02, 4.137E+02, 7.525E+00, 4.993E+02, 4.326E+00, 5.976E+02, 2.369E+00, 7.171E+02, 0.000E+00
 1.540E+02, 4.146E+02, 7.532E+00, 5.002E+02, 4.396E+00, 5.983E+02, 2.189E+00, 7.177E+02, 0.000E+00
 1.560E+02, 4.155E+02, 7.540E+00, 5.010E+02, 4.455E+00, 5.991E+02, 1.957E+00, 7.183E+02, 0.000E+00
 1.580E+02, 4.164E+02, 7.547E+00, 5.018E+02, 4.342E+00, 5.998E+02, 1.723E+00, 7.190E+02, 0.000E+00
 1.600E+02, 4.173E+02, 7.769E+00, 5.027E+02, 4.168E+00, 6.005E+02, 1.488E+00, 7.196E+02, 0.000E+00
 1.620E+02, 4.181E+02, 8.193E+00, 5.035E+02, 3.991E+00, 6.012E+02, 1.373E+00, 7.202E+02, 0.000E+00
 1.640E+02, 4.190E+02, 8.620E+00, 5.042E+02, 3.813E+00, 6.019E+02, 1.385E+00, 7.208E+02, 0.000E+00
 1.660E+02, 4.198E+02, 9.047E+00, 5.050E+02, 3.643E+00, 6.026E+02, 1.397E+00, 7.214E+02, 0.000E+00
 1.680E+02, 4.207E+02, 9.125E+00, 5.058E+02, 3.707E+00, 6.033E+02, 1.410E+00, 7.219E+02, 0.000E+00
 1.700E+02, 4.215E+02, 8.599E+00, 5.065E+02, 3.878E+00, 6.040E+02, 1.457E+00, 7.225E+02, 0.000E+00
 1.720E+02, 4.223E+02, 8.051E+00, 5.073E+02, 4.051E+00, 6.047E+02, 1.604E+00, 7.231E+02, 0.000E+00
 1.740E+02, 4.231E+02, 7.786E+00, 5.080E+02, 4.223E+00, 6.053E+02, 1.758E+00, 7.236E+02, 0.000E+00
 1.760E+02, 4.239E+02, 7.955E+00, 5.087E+02, 4.258E+00, 6.059E+02, 1.883E+00, 7.241E+02, 0.000E+00
 1.780E+02, 4.246E+02, 8.136E+00, 5.095E+02, 4.137E+00, 6.066E+02, 1.989E+00, 7.247E+02, 0.000E+00
 1.800E+02, 4.254E+02, 8.318E+00, 5.102E+02, 4.012E+00, 6.072E+02, 2.094E+00, 7.252E+02, 0.000E+00
 1.820E+02, 4.262E+02, 8.406E+00, 5.109E+02, 3.886E+00, 6.078E+02, 2.200E+00, 7.257E+02, 0.000E+00
 1.840E+02, 4.269E+02, 8.302E+00, 5.116E+02, 3.759E+00, 6.084E+02, 2.305E+00, 7.262E+02, 0.000E+00
 1.860E+02, 4.276E+02, 8.189E+00, 5.122E+02, 3.632E+00, 6.090E+02, 2.410E+00, 7.267E+02, 0.000E+00
 1.880E+02, 4.284E+02, 8.076E+00, 5.129E+02, 3.504E+00, 6.096E+02, 2.409E+00, 7.272E+02, 0.000E+00
 1.900E+02, 4.291E+02, 7.962E+00, 5.136E+02, 3.402E+00, 6.102E+02, 2.334E+00, 7.277E+02, 0.000E+00
 1.920E+02, 4.298E+02, 7.848E+00, 5.142E+02, 3.601E+00, 6.108E+02, 2.259E+00, 7.282E+02, 0.000E+00
 1.940E+02, 4.305E+02, 7.734E+00, 5.148E+02, 3.891E+00, 6.113E+02, 2.183E+00, 7.287E+02, 0.000E+00
 1.960E+02, 4.312E+02, 7.621E+00, 5.155E+02, 4.182E+00, 6.119E+02, 2.108E+00, 7.291E+02, 0.000E+00
 1.980E+02, 4.319E+02, 7.775E+00, 5.161E+02, 4.473E+00, 6.124E+02, 2.032E+00, 7.296E+02, 0.000E+00
 2.000E+02, 4.325E+02, 8.183E+00, 5.167E+02, 4.761E+00, 6.130E+02, 1.956E+00, 7.301E+02, 0.000E+00
 2.020E+02, 4.332E+02, 8.595E+00, 5.173E+02, 5.085E+00, 6.135E+02, 1.892E+00, 7.305E+02, 0.000E+00
 2.040E+02, 4.339E+02, 8.942E+00, 5.179E+02, 5.409E+00, 6.140E+02, 1.853E+00, 7.310E+02, 0.000E+00
 2.060E+02, 4.345E+02, 9.018E+00, 5.185E+02, 5.454E+00, 6.146E+02, 1.815E+00, 7.314E+02, 0.000E+00
 2.080E+02, 4.352E+02, 9.059E+00, 5.191E+02, 5.450E+00, 6.151E+02, 1.777E+00, 7.318E+02, 0.000E+00
 2.100E+02, 4.358E+02, 9.100E+00, 5.197E+02, 5.442E+00, 6.156E+02, 1.740E+00, 7.322E+02, 0.000E+00
 2.120E+02, 4.364E+02, 9.140E+00, 5.203E+02, 5.435E+00, 6.161E+02, 1.703E+00, 7.327E+02, 0.000E+00
 2.140E+02, 4.370E+02, 9.181E+00, 5.208E+02, 5.428E+00, 6.166E+02, 1.713E+00, 7.331E+02, 0.000E+00
 2.160E+02, 4.376E+02, 9.221E+00, 5.214E+02, 5.420E+00, 6.170E+02, 1.744E+00, 7.335E+02, 0.000E+00
 2.180E+02, 4.382E+02, 9.262E+00, 5.219E+02, 5.347E+00, 6.175E+02, 1.775E+00, 7.339E+02, 0.000E+00
 2.200E+02, 4.388E+02, 9.302E+00, 5.225E+02, 5.085E+00, 6.180E+02, 1.807E+00, 7.343E+02, 0.000E+00
 2.220E+02, 4.394E+02, 9.342E+00, 5.230E+02, 4.803E+00, 6.185E+02, 1.838E+00, 7.347E+02, 0.000E+00
 2.240E+02, 4.400E+02, 9.383E+00, 5.235E+02, 4.519E+00, 6.189E+02, 1.869E+00, 7.350E+02, 0.000E+00
 2.260E+02, 4.406E+02, 9.420E+00, 5.240E+02, 4.233E+00, 6.194E+02, 1.900E+00, 7.354E+02, 0.000E+00
 2.280E+02, 4.412E+02, 9.428E+00, 5.246E+02, 4.053E+00, 6.198E+02, 1.920E+00, 7.358E+02, 0.000E+00
 2.300E+02, 4.417E+02, 9.429E+00, 5.251E+02, 4.111E+00, 6.203E+02, 1.871E+00, 7.362E+02, 0.000E+00
