s,C,kW/m2,C,kW/m2,C,kW/m2
Time,"WALL TEMPERATURE-CONE_2p90_035","HRRPUA-CONE_2p90_035","WALL TEMPERATURE-CONE_2p90_050","HRRPUA-CONE_2p90_050","WALL TEMPERATURE-CONE_2p90_075","HRRPUA-CONE_2p90_075"
 0.000E+00, 2.700E+01, 0.000E+00, 2.700E+01, 0.000E+00, 2.700E+01, 0.000E+00
 1.000E+00, 2.700E+01, 0.000E+00, 2.700E+01, 0.000E+00, 2.700E+01, 0.000E+00
 2.000E+00, 2.700E+01, 0.000E+00, 2.700E+01, 0.000E+00, 2.700E+01, 0.000E+00
 3.000E+00, 2.700E+01, 0.000E+00, 2.700E+01, 0.000E+00, 2.700E+01, 0.000E+00
 4.000E+00, 2.700E+01, 0.000E+00, 2.700E+01, 0.000E+00, 2.700E+01, 0.000E+00
 5.000E+00, 2.700E+01, 0.000E+00, 2.700E+01, 0.000E+00, 2.700E+01, 0.000E+00
 6.000E+00, 2.700E+01, 0.000E+00, 2.700E+01, 0.000E+00, 2.700E+01, 0.000E+00
 7.000E+00, 2.700E+01, 0.000E+00, 2.700E+01, 0.000E+00, 2.700E+01, 0.000E+00
 8.000E+00, 2.700E+01, 0.000E+00, 2.700E+01, 0.000E+00, 2.700E+01, 0.000E+00
 9.000E+00, 2.700E+01, 0.000E+00, 2.700E+01, 0.000E+00, 2.700E+01, 0.000E+00
 1.000E+01, 2.700E+01, 0.000E+00, 2.700E+01, 0.000E+00, 2.700E+01, 0.000E+00
 1.100E+01, 2.700E+01, 0.000E+00, 2.700E+01, 0.000E+00, 2.700E+01, 0.000E+00
 1.200E+01, 2.700E+01, 0.000E+00, 2.700E+01, 0.000E+00, 2.700E+01, 0.000E+00
 1.300E+01, 2.700E+01, 0.000E+00, 2.700E+01, 0.000E+00, 2.700E+01, 0.000E+00
 1.400E+01, 2.700E+01, 0.000E+00, 2.700E+01, 0.000E+00, 2.700E+01, 0.000E+00
 1.500E+01, 2.700E+01, 0.000E+00, 2.700E+01, 0.000E+00, 2.700E+01, 0.000E+00
 1.600E+01, 2.700E+01, 0.000E+00, 2.700E+01, 0.000E+00, 2.700E+01, 0.000E+00
 1.700E+01, 2.700E+01, 0.000E+00, 2.700E+01, 0.000E+00, 2.700E+01, 0.000E+00
 1.800E+01, 2.700E+01, 0.000E+00, 2.700E+01, 0.000E+00, 2.700E+01, 0.000E+00
 1.900E+01, 2.700E+01, 0.000E+00, 2.700E+01, 0.000E+00, 2.700E+01, 0.000E+00
 2.000E+01, 2.700E+01, 0.000E+00, 2.700E+01, 0.000E+00, 2.700E+01, 0.000E+00
 2.100E+01, 2.700E+01, 0.000E+00, 2.700E+01, 0.000E+00, 2.700E+01, 0.000E+00
 2.200E+01, 2.700E+01, 0.000E+00, 2.700E+01, 0.000E+00, 2.700E+01, 0.000E+00
 2.300E+01, 2.700E+01, 0.000E+00, 2.700E+01, 0.000E+00, 2.700E+01, 0.000E+00
 2.400E+01, 2.700E+01, 0.000E+00, 2.700E+01, 0.000E+00, 2.700E+01, 0.000E+00
 2.500E+01, 2.700E+01, 0.000E+00, 2.700E+01, 0.000E+00, 2.700E+01, 0.000E+00
 2.600E+01, 2.700E+01, 0.000E+00, 2.700E+01, 0.000E+00, 2.700E+01, 0.000E+00
 2.700E+01, 2.700E+01, 0.000E+00, 2.700E+01, 0.000E+00, 2.700E+01, 0.000E+00
 2.800E+01, 2.700E+01, 0.000E+00, 2.700E+01, 0.000E+00, 2.700E+01, 0.000E+00
 2.900E+01, 2.700E+01, 0.000E+00, 2.700E+01, 0.000E+00, 2.700E+01, 0.000E+00
 3.000E+01, 2.700E+01, 0.000E+00, 2.700E+01, 0.000E+00, 2.700E+01, 0.000E+00
 3.100E+01, 2.700E+01, 0.000E+00, 2.700E+01, 0.000E+00, 2.700E+01, 0.000E+00
 3.200E+01, 2.700E+01, 0.000E+00, 2.700E+01, 0.000E+00, 2.700E+01, 0.000E+00
 3.300E+01, 2.700E+01, 0.000E+00, 2.700E+01, 0.000E+00, 2.700E+01, 0.000E+00
 3.400E+01, 2.700E+01, 0.000E+00, 2.700E+01, 0.000E+00, 2.700E+01, 0.000E+00
 3.500E+01, 2.700E+01, 0.000E+00, 2.700E+01, 0.000E+00, 2.700E+01, 0.000E+00
 3.600E+01, 2.700E+01, 0.000E+00, 2.700E+01, 0.000E+00, 2.700E+01, 0.000E+00
 3.700E+01, 2.700E+01, 0.000E+00, 2.700E+01, 0.000E+00, 2.700E+01, 0.000E+00
 3.800E+01, 2.700E+01, 0.000E+00, 2.700E+01, 0.000E+00, 2.700E+01, 0.000E+00
 3.900E+01, 2.700E+01, 0.000E+00, 2.700E+01, 0.000E+00, 2.700E+01, 0.000E+00
 4.000E+01, 2.700E+01, 0.000E+00, 2.700E+01, 0.000E+00, 2.700E+01, 0.000E+00
 4.100E+01, 2.700E+01, 0.000E+00, 2.700E+01, 0.000E+00, 2.700E+01, 0.000E+00
 4.200E+01, 2.700E+01, 0.000E+00, 2.700E+01, 0.000E+00, 2.700E+01, 0.000E+00
 4.300E+01, 2.700E+01, 0.000E+00, 2.700E+01, 0.000E+00, 2.700E+01, 0.000E+00
 4.400E+01, 2.700E+01, 0.000E+00, 2.700E+01, 0.000E+00, 2.700E+01, 0.000E+00
 4.500E+01, 2.700E+01, 0.000E+00, 2.700E+01, 0.000E+00, 2.700E+01, 0.000E+00
 4.600E+01, 2.700E+01, 0.000E+00, 2.700E+01, 0.000E+00, 2.700E+01, 0.000E+00
 4.700E+01, 2.700E+01, 0.000E+00, 2.700E+01, 0.000E+00, 2.700E+01, 0.000E+00
 4.800E+01, 2.700E+01, 0.000E+00, 2.700E+01, 0.000E+00, 2.700E+01, 0.000E+00
 4.900E+01, 2.700E+01, 0.000E+00, 2.700E+01, 0.000E+00, 2.700E+01, 2.227E+00
 5.000E+01, 2.700E+01, 0.000E+00, 2.700E+01, 0.000E+00, 2.880E+02, 6.632E+00
 5.100E+01, 2.700E+01, 0.000E+00, 2.700E+01, 0.000E+00, 2.880E+02, 1.102E+01
 5.200E+01, 2.700E+01, 0.000E+00, 2.700E+01, 0.000E+00, 3.845E+02, 1.542E+01
 5.300E+01, 2.700E+01, 0.000E+00, 2.700E+01, 0.000E+00, 3.845E+02, 1.982E+01
 5.400E+01, 2.700E+01, 0.000E+00, 2.700E+01, 0.000E+00, 4.555E+02, 2.421E+01
 5.500E+01, 2.700E+01, 0.000E+00, 2.700E+01, 0.000E+00, 4.555E+02, 2.864E+01
 5.600E+01, 2.700E+01, 0.000E+00, 2.700E+01, 0.000E+00, 5.132E+02, 3.305E+01
 5.700E+01, 2.700E+01, 0.000E+00, 2.700E+01, 0.000E+00, 5.132E+02, 3.746E+01
 5.800E+01, 2.700E+01, 0.000E+00, 2.700E+01, 0.000E+00, 5.604E+02, 4.191E+01
 5.900E+01, 2.700E+01, 0.000E+00, 2.700E+01, 0.000E+00, 5.604E+02, 4.869E+01
 6.000E+01, 2.700E+01, 0.000E+00, 2.700E+01, 0.000E+00, 5.987E+02, 5.732E+01
 6.100E+01, 2.700E+01, 0.000E+00, 2.700E+01, 0.000E+00, 5.987E+02, 6.609E+01
 6.200E+01, 2.700E+01, 0.000E+00, 2.700E+01, 0.000E+00, 6.301E+02, 7.487E+01
 6.300E+01, 2.700E+01, 0.000E+00, 2.700E+01, 0.000E+00, 6.301E+02, 8.366E+01
 6.400E+01, 2.700E+01, 0.000E+00, 2.700E+01, 0.000E+00, 6.555E+02, 9.247E+01
 6.500E+01, 2.700E+01, 0.000E+00, 2.700E+01, 0.000E+00, 6.555E+02, 1.013E+02
 6.600E+01, 2.700E+01, 0.000E+00, 2.700E+01, 0.000E+00, 6.761E+02, 1.100E+02
 6.700E+01, 2.700E+01, 0.000E+00, 2.700E+01, 0.000E+00, 6.761E+02, 1.182E+02
 6.800E+01, 2.700E+01, 0.000E+00, 2.700E+01, 0.000E+00, 6.931E+02, 1.261E+02
 6.900E+01, 2.700E+01, 0.000E+00, 2.700E+01, 0.000E+00, 6.931E+02, 1.338E+02
 7.000E+01, 2.700E+01, 0.000E+00, 2.700E+01, 0.000E+00, 7.070E+02, 1.414E+02
 7.100E+01, 2.700E+01, 0.000E+00, 2.700E+01, 0.000E+00, 7.070E+02, 1.493E+02
 7.200E+01, 2.700E+01, 0.000E+00, 2.700E+01, 0.000E+00, 7.185E+02, 1.576E+02
 7.300E+01, 2.700E+01, 0.000E+00, 2.700E+01, 0.000E+00, 7.185E+02, 1.660E+02
 7.400E+01, 2.700E+01, 0.000E+00, 2.700E+01, 0.000E+00, 7.280E+02, 1.744E+02
 7.500E+01, 2.700E+01, 0.000E+00, 2.700E+01, 0.000E+00, 7.280E+02, 1.827E+02
 7.600E+01, 2.700E+01, 0.000E+00, 2.700E+01, 0.000E+00, 7.359E+02, 1.911E+02
 7.700E+01, 2.700E+01, 0.000E+00, 2.700E+01, 0.000E+00, 7.359E+02, 1.994E+02
 7.800E+01, 2.700E+01, 0.000E+00, 2.700E+01, 0.000E+00, 7.425E+02, 2.079E+02
 7.900E+01, 2.700E+01, 0.000E+00, 2.700E+01, 0.000E+00, 7.425E+02, 2.163E+02
 8.000E+01, 2.700E+01, 0.000E+00, 2.700E+01, 0.000E+00, 7.481E+02, 2.244E+02
 8.100E+01, 2.700E+01, 0.000E+00, 2.700E+01, 0.000E+00, 7.481E+02, 2.324E+02
 8.200E+01, 2.700E+01, 0.000E+00, 2.700E+01, 0.000E+00, 7.529E+02, 2.405E+02
 8.300E+01, 2.700E+01, 0.000E+00, 2.700E+01, 0.000E+00, 7.529E+02, 2.484E+02
 8.400E+01, 2.700E+01, 0.000E+00, 2.700E+01, 0.000E+00, 7.569E+02, 2.562E+02
 8.500E+01, 2.700E+01, 0.000E+00, 2.700E+01, 0.000E+00, 7.569E+02, 2.640E+02
 8.600E+01, 2.700E+01, 0.000E+00, 2.700E+01, 0.000E+00, 7.604E+02, 2.718E+02
 8.700E+01, 2.700E+01, 0.000E+00, 2.700E+01, 0.000E+00, 7.604E+02, 2.794E+02
 8.800E+01, 2.700E+01, 0.000E+00, 2.700E+01, 0.000E+00, 7.633E+02, 2.876E+02
 8.900E+01, 2.700E+01, 0.000E+00, 2.700E+01, 0.000E+00, 7.633E+02, 2.959E+02
 9.000E+01, 2.700E+01, 0.000E+00, 2.700E+01, 0.000E+00, 7.659E+02, 3.053E+02
 9.100E+01, 2.700E+01, 0.000E+00, 2.700E+01, 4.846E-01, 7.659E+02, 3.150E+02
 9.200E+01, 2.700E+01, 0.000E+00, 2.029E+02, 1.446E+00, 7.681E+02, 3.247E+02
 9.300E+01, 2.700E+01, 0.000E+00, 2.029E+02, 2.405E+00, 7.681E+02, 3.344E+02
 9.400E+01, 2.700E+01, 0.000E+00, 2.727E+02, 3.375E+00, 7.701E+02, 3.441E+02
 9.500E+01, 2.700E+01, 0.000E+00, 2.727E+02, 4.344E+00, 7.701E+02, 3.539E+02
 9.600E+01, 2.700E+01, 0.000E+00, 3.273E+02, 5.308E+00, 7.718E+02, 3.636E+02
 9.700E+01, 2.700E+01, 0.000E+00, 3.273E+02, 6.296E+00, 7.718E+02, 3.734E+02
 9.800E+01, 2.700E+01, 0.000E+00, 3.748E+02, 7.549E+00, 7.733E+02, 3.831E+02
 9.900E+01, 2.700E+01, 0.000E+00, 3.748E+02, 9.185E+00, 7.733E+02, 3.928E+02
 1.000E+02, 2.700E+01, 0.000E+00, 4.164E+02, 1.272E+01, 7.746E+02, 4.011E+02
 1.010E+02, 2.700E+01, 0.000E+00, 4.164E+02, 1.673E+01, 7.746E+02, 4.066E+02
 1.020E+02, 2.700E+01, 0.000E+00, 4.522E+02, 2.077E+01, 7.758E+02, 4.116E+02
 1.030E+02, 2.700E+01, 0.000E+00, 4.522E+02, 2.483E+01, 7.758E+02, 4.165E+02
 1.040E+02, 2.700E+01, 0.000E+00, 4.834E+02, 2.889E+01, 7.769E+02, 4.213E+02
 1.050E+02, 2.700E+01, 0.000E+00, 4.834E+02, 3.330E+01, 7.769E+02, 4.260E+02
 1.060E+02, 2.700E+01, 0.000E+00, 5.101E+02, 3.794E+01, 7.778E+02, 4.307E+02
 1.070E+02, 2.700E+01, 0.000E+00, 5.101E+02, 4.258E+01, 7.778E+02, 4.354E+02
 1.080E+02, 2.700E+01, 0.000E+00, 5.329E+02, 4.780E+01, 7.787E+02, 4.401E+02
 1.090E+02, 2.700E+01, 0.000E+00, 5.329E+02, 5.450E+01, 7.787E+02, 4.448E+02
 1.100E+02, 2.700E+01, 0.000E+00, 5.525E+02, 6.132E+01, 7.794E+02, 4.492E+02
 1.110E+02, 2.700E+01, 0.000E+00, 5.525E+02, 6.815E+01, 7.794E+02, 4.500E+02
 1.120E+02, 2.700E+01, 0.000E+00, 5.692E+02, 7.497E+01, 7.802E+02, 4.495E+02
 1.130E+02, 2.700E+01, 0.000E+00, 5.692E+02, 8.174E+01, 7.802E+02, 4.489E+02
 1.140E+02, 2.700E+01, 0.000E+00, 5.835E+02, 8.857E+01, 7.808E+02, 4.482E+02
 1.150E+02, 2.700E+01, 0.000E+00, 5.835E+02, 9.540E+01, 7.808E+02, 4.476E+02
 1.160E+02, 2.700E+01, 0.000E+00, 5.958E+02, 1.022E+02, 7.814E+02, 4.470E+02
 1.170E+02, 2.700E+01, 0.000E+00, 5.958E+02, 1.086E+02, 7.814E+02, 4.463E+02
 1.180E+02, 2.700E+01, 0.000E+00, 6.063E+02, 1.143E+02, 7.819E+02, 4.457E+02
 1.190E+02, 2.700E+01, 0.000E+00, 6.063E+02, 1.196E+02, 7.819E+02, 4.450E+02
 1.200E+02, 2.700E+01, 0.000E+00, 6.153E+02, 1.248E+02, 7.824E+02, 4.443E+02
 1.210E+02, 2.700E+01, 0.000E+00, 6.153E+02, 1.304E+02, 7.824E+02, 4.422E+02
