s,kW/m2,kW/m2,kW/m2,kW/m2
Time,"HRRPUA-20","HRRPUA-35","HRRPUA-50","HRRPUA-65"
 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00
 1.000E+01, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00
 2.000E+01, 0.000E+00, 0.000E+00, 0.000E+00, 1.964E+01
 3.000E+01, 0.000E+00, 0.000E+00, 1.452E+01, 8.612E+01
 4.000E+01, 0.000E+00, 0.000E+00, 5.995E+01, 1.601E+02
 5.000E+01, 0.000E+00, 0.000E+00, 1.104E+02, 2.118E+02
 6.000E+01, 0.000E+00, 0.000E+00, 1.562E+02, 2.170E+02
 7.000E+01, 0.000E+00, 5.092E+00, 1.839E+02, 1.869E+02
 8.000E+01, 0.000E+00, 3.182E+01, 1.767E+02, 1.591E+02
 9.000E+01, 0.000E+00, 6.137E+01, 1.561E+02, 1.376E+02
 1.000E+02, 0.000E+00, 9.377E+01, 1.364E+02, 1.195E+02
 1.100E+02, 0.000E+00, 1.225E+02, 1.207E+02, 1.085E+02
 1.200E+02, 0.000E+00, 1.407E+02, 1.072E+02, 1.046E+02
 1.300E+02, 0.000E+00, 1.471E+02, 9.564E+01, 1.054E+02
 1.400E+02, 0.000E+00, 1.343E+02, 8.939E+01, 1.067E+02
 1.500E+02, 0.000E+00, 1.216E+02, 8.664E+01, 1.064E+02
 1.600E+02, 0.000E+00, 1.091E+02, 8.712E+01, 1.068E+02
 1.700E+02, 0.000E+00, 9.882E+01, 8.806E+01, 1.091E+02
 1.800E+02, 0.000E+00, 8.994E+01, 8.848E+01, 1.117E+02
 1.900E+02, 0.000E+00, 8.207E+01, 8.812E+01, 1.113E+02
 2.000E+02, 0.000E+00, 7.494E+01, 8.863E+01, 1.068E+02
 2.100E+02, 0.000E+00, 7.112E+01, 9.011E+01, 9.963E+01
 2.200E+02, 0.000E+00, 6.860E+01, 9.227E+01, 9.304E+01
 2.300E+02, 0.000E+00, 6.849E+01, 9.279E+01, 8.852E+01
 2.400E+02, 0.000E+00, 6.887E+01, 9.118E+01, 8.644E+01
 2.500E+02, 0.000E+00, 6.949E+01, 8.747E+01, 8.615E+01
 2.600E+02, 0.000E+00, 6.987E+01, 8.232E+01, 8.736E+01
 2.700E+02, 0.000E+00, 6.961E+01, 7.775E+01, 8.928E+01
 2.800E+02, 0.000E+00, 6.959E+01, 7.419E+01, 9.214E+01
 2.900E+02, 0.000E+00, 7.002E+01, 7.228E+01, 9.591E+01
 3.000E+02, 0.000E+00, 7.100E+01, 7.146E+01, 1.003E+02
 3.100E+02, 0.000E+00, 7.249E+01, 7.149E+01, 1.074E+02
 3.200E+02, 0.000E+00, 7.313E+01, 7.245E+01, 1.153E+02
 3.300E+02, 0.000E+00, 7.319E+01, 7.375E+01, 1.248E+02
 3.400E+02, 0.000E+00, 7.166E+01, 7.545E+01, 1.353E+02
 3.500E+02, 0.000E+00, 6.943E+01, 7.794E+01, 1.459E+02
