s,kW/m2,kW/m2,kW/m2
Time,"HRRPUA-25","HRRPUA-50","HRRPUA-75"
 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00
 5.000E+00, 0.000E+00, 0.000E+00, 0.000E+00
 1.000E+01, 0.000E+00, 0.000E+00, 0.000E+00
 1.400E+01, 0.000E+00, 0.000E+00, 0.000E+00
 1.900E+01, 0.000E+00, 0.000E+00, 0.000E+00
 2.300E+01, 0.000E+00, 0.000E+00, 0.000E+00
 2.800E+01, 0.000E+00, 0.000E+00, 0.000E+00
 3.300E+01, 0.000E+00, 0.000E+00, 2.460E+02
 3.700E+01, 0.000E+00, 0.000E+00, 2.354E+02
 4.200E+01, 0.000E+00, 0.000E+00, 2.231E+02
 4.600E+01, 0.000E+00, 1.811E+02, 2.144E+02
 5.100E+01, 0.000E+00, 1.807E+02, 2.061E+02
 5.600E+01, 0.000E+00, 1.711E+02, 1.968E+02
 6.000E+01, 0.000E+00, 1.650E+02, 1.897E+02
 6.500E+01, 0.000E+00, 1.603E+02, 1.835E+02
 6.900E+01, 0.000E+00, 1.558E+02, 1.773E+02
 7.400E+01, 0.000E+00, 1.512E+02, 1.716E+02
 7.900E+01, 0.000E+00, 1.460E+02, 1.672E+02
 8.300E+01, 0.000E+00, 1.419E+02, 1.635E+02
 8.800E+01, 0.000E+00, 1.385E+02, 1.598E+02
 9.200E+01, 0.000E+00, 1.350E+02, 1.560E+02
 9.700E+01, 0.000E+00, 1.316E+02, 1.523E+02
 1.020E+02, 0.000E+00, 1.278E+02, 1.497E+02
 1.060E+02, 0.000E+00, 1.255E+02, 1.481E+02
 1.110E+02, 0.000E+00, 1.234E+02, 1.466E+02
 1.150E+02, 0.000E+00, 1.214E+02, 1.450E+02
 1.200E+02, 0.000E+00, 1.193E+02, 1.434E+02
 1.250E+02, 0.000E+00, 1.170E+02, 1.417E+02
 1.290E+02, 0.000E+00, 1.149E+02, 1.401E+02
 1.340E+02, 0.000E+00, 1.129E+02, 1.385E+02
 1.380E+02, 0.000E+00, 1.114E+02, 1.370E+02
 1.430E+02, 0.000E+00, 1.105E+02, 1.354E+02
 1.480E+02, 0.000E+00, 1.096E+02, 1.342E+02
 1.520E+02, 0.000E+00, 1.087E+02, 1.333E+02
 1.570E+02, 6.573E+01, 1.078E+02, 1.324E+02
 1.610E+02, 1.218E+02, 1.070E+02, 1.317E+02
 1.660E+02, 1.170E+02, 1.061E+02, 1.316E+02
 1.710E+02, 1.129E+02, 1.052E+02, 1.315E+02
 1.750E+02, 1.098E+02, 1.043E+02, 1.315E+02
 1.800E+02, 1.071E+02, 1.035E+02, 1.315E+02
 1.840E+02, 1.051E+02, 1.026E+02, 1.314E+02
 1.890E+02, 1.032E+02, 1.018E+02, 1.306E+02
 1.940E+02, 1.011E+02, 1.008E+02, 1.295E+02
 1.980E+02, 9.911E+01, 1.000E+02, 1.284E+02
 2.030E+02, 9.717E+01, 9.952E+01, 1.274E+02
 2.070E+02, 9.522E+01, 9.904E+01, 1.264E+02
 2.120E+02, 9.327E+01, 9.857E+01, 1.254E+02
 2.170E+02, 9.144E+01, 9.804E+01, 1.249E+02
 2.210E+02, 9.001E+01, 9.768E+01, 1.244E+02
 2.260E+02, 8.858E+01, 9.764E+01, 1.240E+02
 2.300E+02, 8.714E+01, 9.762E+01, 1.236E+02
 2.350E+02, 8.571E+01, 9.759E+01, 1.232E+02
 2.400E+02, 8.411E+01, 9.757E+01, 1.227E+02
 2.440E+02, 8.267E+01, 9.754E+01, 1.223E+02
 2.490E+02, 8.157E+01, 9.752E+01, 1.219E+02
 2.530E+02, 8.071E+01, 9.742E+01, 1.214E+02
 2.580E+02, 7.985E+01, 9.691E+01, 1.211E+02
 2.630E+02, 7.890E+01, 9.627E+01, 1.210E+02
 2.670E+02, 7.804E+01, 9.570E+01, 1.211E+02
 2.720E+02, 7.718E+01, 9.513E+01, 1.212E+02
 2.760E+02, 7.632E+01, 9.456E+01, 1.213E+02
 2.810E+02, 7.547E+01, 9.399E+01, 1.214E+02
 2.860E+02, 7.451E+01, 9.335E+01, 1.214E+02
 2.900E+02, 7.365E+01, 9.287E+01, 1.215E+02
 2.950E+02, 7.279E+01, 9.264E+01, 1.216E+02
 2.990E+02, 7.202E+01, 9.240E+01, 1.217E+02
 3.040E+02, 7.163E+01, 9.217E+01, 1.218E+02
 3.090E+02, 7.123E+01, 9.191E+01, 1.218E+02
 3.130E+02, 7.087E+01, 9.168E+01, 1.219E+02
 3.180E+02, 7.051E+01, 9.145E+01, 1.220E+02
 3.220E+02, 7.016E+01, 9.122E+01, 1.221E+02
 3.270E+02, 6.980E+01, 9.098E+01, 1.222E+02
 3.320E+02, 6.940E+01, 9.072E+01, 1.220E+02
 3.360E+02, 6.904E+01, 9.049E+01, 1.218E+02
 3.410E+02, 6.869E+01, 9.026E+01, 1.215E+02
 3.450E+02, 6.833E+01, 9.003E+01, 1.212E+02
 3.500E+02, 6.797E+01, 8.980E+01, 1.209E+02
 3.550E+02, 6.757E+01, 8.971E+01, 1.205E+02
 3.590E+02, 6.721E+01, 8.976E+01, 1.202E+02
 3.640E+02, 6.685E+01, 8.980E+01, 1.199E+02
 3.680E+02, 6.649E+01, 8.984E+01, 1.196E+02
 3.730E+02, 6.613E+01, 8.989E+01, 1.193E+02
 3.780E+02, 6.574E+01, 8.994E+01, 1.190E+02
 3.820E+02, 6.538E+01, 8.998E+01, 1.187E+02
 3.870E+02, 6.502E+01, 9.002E+01, 1.184E+02
 3.910E+02, 6.466E+01, 9.007E+01, 1.181E+02
 3.960E+02, 6.433E+01, 9.011E+01, 1.178E+02
 4.010E+02, 6.409E+01, 9.016E+01, 1.175E+02
 4.050E+02, 6.390E+01, 9.020E+01, 1.172E+02
 4.100E+02, 6.370E+01, 9.025E+01, 1.169E+02
 4.140E+02, 6.350E+01, 9.029E+01, 1.166E+02
 4.190E+02, 6.330E+01, 9.034E+01, 1.163E+02
 4.240E+02, 6.308E+01, 9.038E+01, 1.160E+02
 4.280E+02, 6.289E+01, 9.043E+01, 1.157E+02
