s,C,kW/m2,C,kW/m2,C,kW/m2
Time,"WALL TEMPERATURE-CONE_2p44_025","HRRPUA-CONE_2p44_025","WALL TEMPERATURE-CONE_2p44_050","HRRPUA-CONE_2p44_050","WALL TEMPERATURE-CONE_2p44_075","HRRPUA-CONE_2p44_075"
 0.000E+00, 2.700E+01, 0.000E+00, 2.700E+01, 0.000E+00, 2.700E+01, 0.000E+00
 2.000E+00, 7.821E+01, 0.000E+00, 1.294E+02, 0.000E+00, 1.806E+02, 0.000E+00
 4.000E+00, 1.686E+02, 0.000E+00, 3.037E+02, 0.000E+00, 4.298E+02, 0.000E+00
 6.000E+00, 2.244E+02, 0.000E+00, 3.983E+02, 0.000E+00, 5.441E+02, 5.309E+01
 8.000E+00, 2.549E+02, 0.000E+00, 4.391E+02, 0.000E+00, 5.798E+02, 1.515E+02
 1.000E+01, 2.787E+02, 0.000E+00, 4.689E+02, 7.124E+00, 6.073E+02, 2.763E+02
 1.200E+01, 2.966E+02, 0.000E+00, 4.894E+02, 5.041E+01, 6.252E+02, 3.969E+02
 1.400E+01, 3.110E+02, 0.000E+00, 5.048E+02, 1.159E+02, 6.384E+02, 4.773E+02
 1.600E+01, 3.229E+02, 0.000E+00, 5.170E+02, 1.883E+02, 6.489E+02, 5.069E+02
 1.800E+01, 3.332E+02, 0.000E+00, 5.271E+02, 2.528E+02, 6.575E+02, 5.224E+02
 2.000E+01, 3.421E+02, 0.000E+00, 5.357E+02, 2.966E+02, 6.649E+02, 5.373E+02
 2.200E+01, 3.502E+02, 0.000E+00, 5.433E+02, 3.265E+02, 6.715E+02, 5.484E+02
 2.400E+01, 3.574E+02, 0.000E+00, 5.501E+02, 3.533E+02, 6.773E+02, 5.494E+02
 2.600E+01, 3.640E+02, 9.861E+00, 5.561E+02, 3.777E+02, 6.825E+02, 5.381E+02
 2.800E+01, 3.702E+02, 1.895E+01, 5.617E+02, 3.929E+02, 6.873E+02, 5.189E+02
 3.000E+01, 3.758E+02, 3.088E+01, 5.668E+02, 4.015E+02, 6.916E+02, 4.971E+02
 3.200E+01, 3.811E+02, 4.569E+01, 5.714E+02, 4.034E+02, 6.956E+02, 4.697E+02
 3.400E+01, 3.860E+02, 6.623E+01, 5.758E+02, 4.001E+02, 6.993E+02, 4.338E+02
 3.600E+01, 3.907E+02, 9.375E+01, 5.798E+02, 3.948E+02, 7.028E+02, 3.895E+02
 3.800E+01, 3.950E+02, 1.285E+02, 5.835E+02, 3.866E+02, 7.059E+02, 3.405E+02
 4.000E+01, 3.991E+02, 1.631E+02, 5.870E+02, 3.785E+02, 7.089E+02, 2.905E+02
 4.200E+01, 4.029E+02, 1.971E+02, 5.903E+02, 3.691E+02, 7.116E+02, 2.427E+02
 4.400E+01, 4.065E+02, 2.272E+02, 5.933E+02, 3.533E+02, 7.142E+02, 1.989E+02
 4.600E+01, 4.100E+02, 2.452E+02, 5.962E+02, 3.354E+02, 7.166E+02, 1.604E+02
 4.800E+01, 4.132E+02, 2.564E+02, 5.988E+02, 3.153E+02, 7.189E+02, 1.282E+02
 5.000E+01, 4.163E+02, 2.620E+02, 6.014E+02, 2.950E+02, 7.210E+02, 1.020E+02
 5.200E+01, 4.192E+02, 2.663E+02, 6.038E+02, 2.721E+02, 7.230E+02, 7.844E+01
 5.400E+01, 4.220E+02, 2.707E+02, 6.060E+02, 2.495E+02, 7.249E+02, 6.004E+01
 5.600E+01, 4.247E+02, 2.752E+02, 6.081E+02, 2.287E+02, 7.266E+02, 5.089E+01
 5.800E+01, 4.272E+02, 2.792E+02, 6.102E+02, 2.082E+02, 7.283E+02, 4.355E+01
 6.000E+01, 4.296E+02, 2.824E+02, 6.121E+02, 1.908E+02, 7.299E+02, 3.637E+01
 6.200E+01, 4.319E+02, 2.855E+02, 6.139E+02, 1.709E+02, 7.314E+02, 3.117E+01
 6.400E+01, 4.341E+02, 2.866E+02, 6.156E+02, 1.492E+02, 7.328E+02, 3.007E+01
 6.600E+01, 4.362E+02, 2.850E+02, 6.172E+02, 1.272E+02, 7.342E+02, 2.925E+01
 6.800E+01, 4.382E+02, 2.825E+02, 6.188E+02, 1.081E+02, 7.354E+02, 2.844E+01
 7.000E+01, 4.401E+02, 2.772E+02, 6.202E+02, 9.013E+01, 7.366E+02, 2.764E+01
 7.200E+01, 4.420E+02, 2.716E+02, 6.216E+02, 7.514E+01, 7.378E+02, 2.684E+01
 7.400E+01, 4.437E+02, 2.663E+02, 6.230E+02, 6.139E+01, 7.389E+02, 2.604E+01
 7.600E+01, 4.454E+02, 2.601E+02, 6.242E+02, 5.038E+01, 7.399E+02, 2.532E+01
 7.800E+01, 4.470E+02, 2.530E+02, 6.254E+02, 4.287E+01, 7.409E+02, 2.461E+01
 8.000E+01, 4.485E+02, 2.457E+02, 6.266E+02, 3.655E+01, 7.419E+02, 2.390E+01
 8.200E+01, 4.500E+02, 2.363E+02, 6.277E+02, 3.182E+01, 7.428E+02, 2.319E+01
 8.400E+01, 4.515E+02, 2.261E+02, 6.288E+02, 2.865E+01, 7.436E+02, 2.248E+01
 8.600E+01, 4.528E+02, 2.155E+02, 6.298E+02, 2.611E+01, 7.444E+02, 2.177E+01
 8.800E+01, 4.541E+02, 2.028E+02, 6.307E+02, 2.363E+01, 7.452E+02, 2.112E+01
 9.000E+01, 4.554E+02, 1.893E+02, 6.316E+02, 2.125E+01, 7.459E+02, 2.053E+01
 9.200E+01, 4.566E+02, 1.746E+02, 6.325E+02, 1.973E+01, 7.467E+02, 1.994E+01
 9.400E+01, 4.578E+02, 1.600E+02, 6.334E+02, 1.866E+01, 7.473E+02, 1.934E+01
 9.600E+01, 4.589E+02, 1.458E+02, 6.342E+02, 1.763E+01, 7.480E+02, 1.875E+01
 9.800E+01, 4.599E+02, 1.321E+02, 6.349E+02, 1.661E+01, 7.486E+02, 1.816E+01
 1.000E+02, 4.610E+02, 1.198E+02, 6.357E+02, 1.557E+01, 7.492E+02, 1.755E+01
 1.020E+02, 4.620E+02, 1.080E+02, 6.364E+02, 1.454E+01, 7.497E+02, 1.684E+01
 1.040E+02, 4.629E+02, 9.711E+01, 6.371E+02, 1.373E+01, 7.503E+02, 1.613E+01
 1.060E+02, 4.638E+02, 8.612E+01, 6.377E+02, 1.315E+01, 7.508E+02, 1.542E+01
 1.080E+02, 4.647E+02, 7.454E+01, 6.383E+02, 1.258E+01, 7.513E+02, 1.471E+01
 1.100E+02, 4.656E+02, 6.497E+01, 6.389E+02, 1.201E+01, 7.518E+02, 1.399E+01
 1.120E+02, 4.664E+02, 5.699E+01, 6.395E+02, 1.144E+01, 7.522E+02, 1.327E+01
 1.140E+02, 4.672E+02, 5.063E+01, 6.400E+02, 1.089E+01, 7.526E+02, 1.234E+01
 1.160E+02, 4.680E+02, 4.513E+01, 6.406E+02, 1.047E+01, 7.531E+02, 1.132E+01
 1.180E+02, 4.687E+02, 4.055E+01, 6.411E+02, 1.007E+01, 7.535E+02, 1.029E+01
 1.200E+02, 4.694E+02, 3.665E+01, 6.415E+02, 9.739E+00, 7.538E+02, 9.267E+00
 1.220E+02, 4.701E+02, 3.288E+01, 6.420E+02, 9.522E+00, 7.542E+02, 8.241E+00
 1.240E+02, 4.707E+02, 2.935E+01, 6.424E+02, 9.312E+00, 7.545E+02, 7.214E+00
