s,C,kW/m2,C,kW/m2,C,kW/m2
Time,WALL TEMPERATURE-CONE_1p95_035,HRRPUA-CONE_1p95_035,WALL TEMPERATURE-CONE_1p95_050,HRRPUA-CONE_1p95_050,WALL TEMPERATURE-CONE_1p95_075,HRRPUA-CONE_1p95_075
 0.000E+00, 2.700E+01, 0.000E+00, 2.700E+01, 0.000E+00, 2.700E+01, 0.000E+00
 1.000E+01, 2.136E+02, 0.000E+00, 2.852E+02, 0.000E+00, 3.918E+02, 0.000E+00
 2.000E+01, 4.174E+02, 0.000E+00, 5.317E+02, 0.000E+00, 6.737E+02, 0.000E+00
 3.000E+01, 4.963E+02, 0.000E+00, 6.030E+02, 0.000E+00, 7.283E+02, 7.042E+00
 4.000E+01, 5.276E+02, 0.000E+00, 6.263E+02, 0.000E+00, 7.436E+02, 2.824E+02
 5.000E+01, 5.419E+02, 0.000E+00, 6.363E+02, 0.000E+00, 7.503E+02, 4.999E+02
 6.000E+01, 5.496E+02, 0.000E+00, 6.417E+02, 0.000E+00, 7.540E+02, 3.171E+02
 7.000E+01, 5.541E+02, 0.000E+00, 6.449E+02, 1.771E+01, 7.563E+02, 1.207E+02
 8.000E+01, 5.569E+02, 0.000E+00, 6.469E+02, 1.423E+02, 7.577E+02, 5.297E+01
 9.000E+01, 5.587E+02, 0.000E+00, 6.482E+02, 3.052E+02, 7.586E+02, 4.683E+01
 1.000E+02, 5.599E+02, 0.000E+00, 6.490E+02, 3.389E+02, 7.591E+02, 4.849E+01
 1.100E+02, 5.607E+02, 0.000E+00, 6.495E+02, 2.456E+02, 7.595E+02, 4.872E+01
 1.200E+02, 5.612E+02, 1.668E+00, 6.499E+02, 1.135E+02, 7.597E+02, 4.398E+01
 1.300E+02, 5.616E+02, 6.178E+01, 6.501E+02, 5.775E+01, 7.598E+02, 3.878E+01
 1.400E+02, 5.618E+02, 2.116E+02, 6.502E+02, 4.618E+01, 7.599E+02, 3.330E+01
 1.500E+02, 5.620E+02, 3.159E+02, 6.503E+02, 4.445E+01, 7.600E+02, 2.772E+01
 1.600E+02, 5.621E+02, 2.862E+02, 6.504E+02, 4.237E+01, 7.600E+02, 2.439E+01
 1.700E+02, 5.621E+02, 1.859E+02, 6.504E+02, 3.889E+01, 7.601E+02, 2.472E+01
 1.800E+02, 5.622E+02, 9.641E+01, 6.505E+02, 3.582E+01, 7.601E+02, 2.505E+01
 1.900E+02, 5.622E+02, 5.035E+01, 6.505E+02, 3.359E+01, 7.601E+02, 2.505E+01
 2.000E+02, 5.622E+02, 3.274E+01, 6.505E+02, 3.100E+01, 7.601E+02, 2.498E+01
 2.100E+02, 5.622E+02, 2.446E+01, 6.505E+02, 2.743E+01, 7.601E+02, 2.422E+01
