s,kW/m2,kW/m2,kW/m2
Time,"HRRPUA-35","HRRPUA-50","HRRPUA-75"
 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00
 4.000E+00, 0.000E+00, 0.000E+00, 0.000E+00
 8.000E+00, 0.000E+00, 0.000E+00, 0.000E+00
 1.200E+01, 0.000E+00, 0.000E+00, 0.000E+00
 1.600E+01, 0.000E+00, 0.000E+00, 0.000E+00
 1.900E+01, 0.000E+00, 0.000E+00, 0.000E+00
 2.300E+01, 0.000E+00, 0.000E+00, 0.000E+00
 2.700E+01, 0.000E+00, 0.000E+00, 0.000E+00
 3.100E+01, 0.000E+00, 0.000E+00, 0.000E+00
 3.500E+01, 0.000E+00, 0.000E+00, 0.000E+00
 3.800E+01, 0.000E+00, 0.000E+00, 0.000E+00
 4.200E+01, 0.000E+00, 0.000E+00, 0.000E+00
 4.600E+01, 0.000E+00, 0.000E+00, 0.000E+00
 5.000E+01, 0.000E+00, 0.000E+00, 0.000E+00
 5.400E+01, 0.000E+00, 0.000E+00, 0.000E+00
 5.700E+01, 0.000E+00, 0.000E+00, 1.086E+02
 6.100E+01, 0.000E+00, 0.000E+00, 1.090E+02
 6.500E+01, 0.000E+00, 2.026E+01, 1.091E+02
 6.900E+01, 0.000E+00, 8.132E+01, 1.086E+02
 7.300E+01, 0.000E+00, 8.162E+01, 1.077E+02
 7.600E+01, 0.000E+00, 8.180E+01, 1.068E+02
 8.000E+01, 0.000E+00, 8.176E+01, 1.056E+02
 8.400E+01, 0.000E+00, 8.140E+01, 1.041E+02
 8.800E+01, 0.000E+00, 8.091E+01, 1.024E+02
 9.200E+01, 0.000E+00, 8.035E+01, 1.005E+02
 9.500E+01, 0.000E+00, 7.976E+01, 9.858E+01
 9.900E+01, 0.000E+00, 7.906E+01, 9.643E+01
 1.030E+02, 0.000E+00, 7.820E+01, 9.346E+01
 1.070E+02, 0.000E+00, 7.728E+01, 9.027E+01
 1.110E+02, 0.000E+00, 7.622E+01, 8.750E+01
 1.140E+02, 0.000E+00, 7.519E+01, 8.560E+01
 1.180E+02, 0.000E+00, 7.412E+01, 8.386E+01
 1.220E+02, 0.000E+00, 7.279E+01, 8.146E+01
 1.260E+02, 0.000E+00, 7.122E+01, 7.843E+01
 1.300E+02, 0.000E+00, 6.945E+01, 7.545E+01
 1.330E+02, 0.000E+00, 6.786E+01, 7.400E+01
 1.370E+02, 0.000E+00, 6.641E+01, 7.392E+01
 1.410E+02, 0.000E+00, 6.501E+01, 7.375E+01
 1.450E+02, 0.000E+00, 6.386E+01, 7.009E+01
 1.490E+02, 0.000E+00, 6.274E+01, 6.262E+01
 1.520E+02, 0.000E+00, 6.160E+01, 5.568E+01
 1.560E+02, 0.000E+00, 6.024E+01, 4.992E+01
 1.600E+02, 0.000E+00, 5.848E+01, 4.461E+01
 1.640E+02, 0.000E+00, 5.675E+01, 4.031E+01
 1.680E+02, 0.000E+00, 5.563E+01, 3.885E+01
 1.710E+02, 0.000E+00, 5.529E+01, 3.951E+01
 1.750E+02, 0.000E+00, 5.541E+01, 4.027E+01
 1.790E+02, 0.000E+00, 5.537E+01, 4.056E+01
 1.830E+02, 0.000E+00, 5.384E+01, 4.037E+01
 1.870E+02, 0.000E+00, 5.039E+01, 4.034E+01
 1.900E+02, 0.000E+00, 4.642E+01, 4.073E+01
 1.940E+02, 0.000E+00, 4.251E+01, 4.139E+01
 1.980E+02, 3.221E+01, 3.860E+01, 4.177E+01
 2.020E+02, 6.478E+01, 3.539E+01, 4.112E+01
 2.060E+02, 6.513E+01, 3.256E+01, 3.987E+01
 2.090E+02, 6.538E+01, 3.040E+01, 3.864E+01
 2.130E+02, 6.545E+01, 2.926E+01, 3.721E+01
 2.170E+02, 6.531E+01, 2.917E+01, 3.547E+01
 2.210E+02, 6.503E+01, 2.973E+01, 3.429E+01
 2.250E+02, 6.470E+01, 3.020E+01, 3.406E+01
 2.280E+02, 6.440E+01, 3.040E+01, 3.419E+01
 2.320E+02, 6.405E+01, 3.037E+01, 3.445E+01
 2.360E+02, 6.359E+01, 3.025E+01, 3.496E+01
 2.400E+02, 6.306E+01, 3.022E+01, 3.544E+01
 2.440E+02, 6.250E+01, 3.041E+01, 3.493E+01
 2.470E+02, 6.200E+01, 3.075E+01, 3.342E+01
 2.510E+02, 6.144E+01, 3.113E+01, 3.178E+01
 2.550E+02, 6.074E+01, 3.134E+01, 3.134E+01
 2.590E+02, 5.998E+01, 3.110E+01, 3.275E+01
 2.630E+02, 5.920E+01, 3.047E+01, 3.437E+01
 2.660E+02, 5.848E+01, 2.984E+01, 3.485E+01
 2.700E+02, 5.767E+01, 2.915E+01, 3.436E+01
 2.740E+02, 5.663E+01, 2.827E+01, 3.375E+01
 2.780E+02, 5.549E+01, 2.729E+01, 3.400E+01
 2.820E+02, 5.433E+01, 2.634E+01, 3.502E+01
 2.850E+02, 5.336E+01, 2.576E+01, 3.595E+01
 2.890E+02, 5.252E+01, 2.553E+01, 3.666E+01
 2.930E+02, 5.169E+01, 2.557E+01, 3.729E+01
 2.970E+02, 5.097E+01, 2.567E+01, 3.795E+01
 3.010E+02, 5.027E+01, 2.584E+01, 3.884E+01
 3.040E+02, 4.958E+01, 2.608E+01, 3.974E+01
 3.080E+02, 4.879E+01, 2.636E+01, 4.076E+01
 3.120E+02, 4.774E+01, 2.660E+01, 4.225E+01
 3.160E+02, 4.660E+01, 2.634E+01, 4.392E+01
 3.200E+02, 4.548E+01, 2.548E+01, 4.488E+01
 3.230E+02, 4.472E+01, 2.448E+01, 4.454E+01
 3.270E+02, 4.428E+01, 2.364E+01, 4.360E+01
 3.310E+02, 4.414E+01, 2.343E+01, 4.330E+01
 3.350E+02, 4.425E+01, 2.408E+01, 4.459E+01
 3.390E+02, 4.427E+01, 2.511E+01, 4.653E+01
 3.420E+02, 4.370E+01, 2.585E+01, 4.771E+01
 3.460E+02, 4.235E+01, 2.613E+01, 4.808E+01
