s,kW/m2,kW/m2,kW/m2
Time,"HRRPUA-35","HRRPUA-50","HRRPUA-75"
 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00
 2.000E+00, 0.000E+00, 0.000E+00, 0.000E+00
 3.000E+00, 0.000E+00, 0.000E+00, 0.000E+00
 4.000E+00, 0.000E+00, 0.000E+00, 0.000E+00
 5.000E+00, 0.000E+00, 0.000E+00, 0.000E+00
 6.000E+00, 0.000E+00, 0.000E+00, 0.000E+00
 8.000E+00, 0.000E+00, 0.000E+00, 0.000E+00
 9.000E+00, 0.000E+00, 0.000E+00, 0.000E+00
 1.000E+01, 0.000E+00, 0.000E+00, 0.000E+00
 1.100E+01, 0.000E+00, 0.000E+00, 0.000E+00
 1.200E+01, 0.000E+00, 0.000E+00, 0.000E+00
 1.400E+01, 0.000E+00, 0.000E+00, 0.000E+00
 1.500E+01, 0.000E+00, 0.000E+00, 2.449E+01
 1.600E+01, 0.000E+00, 0.000E+00, 8.098E+01
 1.700E+01, 0.000E+00, 0.000E+00, 1.902E+02
 1.800E+01, 0.000E+00, 0.000E+00, 2.195E+02
 2.000E+01, 0.000E+00, 0.000E+00, 2.331E+02
 2.100E+01, 0.000E+00, 0.000E+00, 2.341E+02
 2.200E+01, 0.000E+00, 0.000E+00, 2.317E+02
 2.300E+01, 0.000E+00, 0.000E+00, 2.292E+02
 2.400E+01, 0.000E+00, 0.000E+00, 2.266E+02
 2.600E+01, 0.000E+00, 0.000E+00, 2.229E+02
 2.700E+01, 0.000E+00, 2.449E+01, 2.192E+02
 2.800E+01, 0.000E+00, 5.374E+01, 2.168E+02
 2.900E+01, 0.000E+00, 1.392E+02, 2.145E+02
 3.000E+01, 0.000E+00, 1.597E+02, 2.121E+02
 3.200E+01, 0.000E+00, 1.705E+02, 2.085E+02
 3.300E+01, 0.000E+00, 1.745E+02, 2.053E+02
 3.400E+01, 0.000E+00, 1.747E+02, 2.034E+02
 3.500E+01, 0.000E+00, 1.736E+02, 2.018E+02
 3.600E+01, 0.000E+00, 1.721E+02, 2.003E+02
 3.800E+01, 0.000E+00, 1.702E+02, 1.987E+02
 3.900E+01, 0.000E+00, 1.681E+02, 1.975E+02
 4.000E+01, 0.000E+00, 1.668E+02, 1.969E+02
 4.100E+01, 2.449E+01, 1.655E+02, 1.963E+02
 4.200E+01, 0.000E+00, 1.641E+02, 1.958E+02
 4.400E+01, 7.344E+01, 1.621E+02, 1.953E+02
 4.500E+01, 1.240E+02, 1.601E+02, 1.950E+02
 4.600E+01, 1.305E+02, 1.588E+02, 1.950E+02
 4.700E+01, 1.341E+02, 1.575E+02, 1.952E+02
 4.800E+01, 1.362E+02, 1.562E+02, 1.954E+02
 5.000E+01, 1.378E+02, 1.543E+02, 1.959E+02
 5.100E+01, 1.377E+02, 1.526E+02, 1.963E+02
 5.200E+01, 1.370E+02, 1.516E+02, 1.966E+02
 5.300E+01, 1.362E+02, 1.507E+02, 1.969E+02
 5.400E+01, 1.353E+02, 1.498E+02, 1.972E+02
 5.600E+01, 1.341E+02, 1.488E+02, 1.976E+02
 5.700E+01, 1.329E+02, 1.479E+02, 1.981E+02
 5.800E+01, 1.320E+02, 1.474E+02, 1.984E+02
 5.900E+01, 1.312E+02, 1.471E+02, 1.986E+02
 6.000E+01, 1.303E+02, 1.467E+02, 1.988E+02
 6.200E+01, 1.290E+02, 1.462E+02, 1.987E+02
 6.300E+01, 1.278E+02, 1.458E+02, 1.984E+02
 6.400E+01, 1.270E+02, 1.456E+02, 1.980E+02
 6.500E+01, 1.262E+02, 1.454E+02, 1.975E+02
 6.600E+01, 1.253E+02, 1.453E+02, 1.969E+02
 6.800E+01, 1.241E+02, 1.453E+02, 1.959E+02
 6.900E+01, 1.229E+02, 1.453E+02, 1.948E+02
 7.000E+01, 1.221E+02, 1.454E+02, 1.940E+02
 7.100E+01, 1.214E+02, 1.456E+02, 1.931E+02
 7.200E+01, 1.207E+02, 1.457E+02, 1.921E+02
 7.400E+01, 1.198E+02, 1.459E+02, 1.905E+02
 7.500E+01, 1.189E+02, 1.462E+02, 1.887E+02
 7.600E+01, 1.184E+02, 1.463E+02, 1.876E+02
 7.700E+01, 1.179E+02, 1.465E+02, 1.864E+02
 7.800E+01, 1.175E+02, 1.467E+02, 1.853E+02
 8.000E+01, 1.170E+02, 1.469E+02, 1.840E+02
 8.100E+01, 1.166E+02, 1.472E+02, 1.828E+02
 8.200E+01, 1.163E+02, 1.473E+02, 1.821E+02
 8.300E+01, 1.161E+02, 1.475E+02, 1.816E+02
 8.400E+01, 1.159E+02, 1.476E+02, 1.812E+02
 8.600E+01, 1.156E+02, 1.479E+02, 1.806E+02
 8.700E+01, 1.153E+02, 1.480E+02, 1.802E+02
 8.800E+01, 1.152E+02, 1.480E+02, 1.801E+02
 8.900E+01, 1.151E+02, 1.480E+02, 1.801E+02
 9.000E+01, 1.150E+02, 1.479E+02, 1.802E+02
 9.200E+01, 1.149E+02, 1.476E+02, 1.807E+02
 9.300E+01, 1.148E+02, 1.473E+02, 1.814E+02
 9.400E+01, 1.149E+02, 1.470E+02, 1.820E+02
 9.500E+01, 1.149E+02, 1.466E+02, 1.825E+02
 9.600E+01, 1.150E+02, 1.463E+02, 1.831E+02
 9.800E+01, 1.151E+02, 1.457E+02, 1.840E+02
 9.900E+01, 1.152E+02, 1.451E+02, 1.849E+02
 1.000E+02, 1.153E+02, 1.446E+02, 1.856E+02
 1.010E+02, 1.154E+02, 1.441E+02, 1.862E+02
 1.020E+02, 1.155E+02, 1.436E+02, 1.869E+02
 1.040E+02, 1.157E+02, 1.428E+02, 1.879E+02
 1.050E+02, 1.158E+02, 1.419E+02, 1.887E+02
 1.060E+02, 1.159E+02, 1.413E+02, 1.891E+02
 1.070E+02, 1.160E+02, 1.406E+02, 1.893E+02
 1.080E+02, 1.161E+02, 1.400E+02, 1.893E+02
 1.100E+02, 1.163E+02, 1.390E+02, 1.891E+02
