s,kW/m2,kW/m2,kW/m2
Time,"HRRPUA-25","HRRPUA-50","HRRPUA-75"
 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00
 2.000E+00, 0.000E+00, 0.000E+00, 0.000E+00
 3.000E+00, 0.000E+00, 0.000E+00, 0.000E+00
 4.000E+00, 0.000E+00, 0.000E+00, 0.000E+00
 5.000E+00, 0.000E+00, 0.000E+00, 0.000E+00
 6.000E+00, 0.000E+00, 0.000E+00, 0.000E+00
 8.000E+00, 0.000E+00, 0.000E+00, 0.000E+00
 9.000E+00, 0.000E+00, 0.000E+00, 0.000E+00
 1.000E+01, 0.000E+00, 0.000E+00, 0.000E+00
 1.100E+01, 0.000E+00, 0.000E+00, 0.000E+00
 1.200E+01, 0.000E+00, 0.000E+00, 0.000E+00
 1.400E+01, 0.000E+00, 0.000E+00, 0.000E+00
 1.500E+01, 0.000E+00, 0.000E+00, 0.000E+00
 1.600E+01, 0.000E+00, 0.000E+00, 0.000E+00
 1.700E+01, 0.000E+00, 0.000E+00, 0.000E+00
 1.800E+01, 0.000E+00, 0.000E+00, 0.000E+00
 2.000E+01, 0.000E+00, 0.000E+00, 0.000E+00
 2.100E+01, 0.000E+00, 0.000E+00, 0.000E+00
 2.200E+01, 0.000E+00, 0.000E+00, 0.000E+00
 2.300E+01, 0.000E+00, 0.000E+00, 0.000E+00
 2.400E+01, 0.000E+00, 0.000E+00, 0.000E+00
 2.600E+01, 0.000E+00, 0.000E+00, 0.000E+00
 2.700E+01, 0.000E+00, 0.000E+00, 4.007E+01
 2.800E+01, 0.000E+00, 0.000E+00, 3.488E+02
 2.900E+01, 0.000E+00, 0.000E+00, 7.007E+02
 3.000E+01, 0.000E+00, 0.000E+00, 8.086E+02
 3.200E+01, 0.000E+00, 0.000E+00, 8.642E+02
 3.300E+01, 0.000E+00, 0.000E+00, 8.882E+02
 3.400E+01, 0.000E+00, 0.000E+00, 8.997E+02
 3.500E+01, 0.000E+00, 0.000E+00, 9.092E+02
 3.600E+01, 0.000E+00, 0.000E+00, 9.168E+02
 3.800E+01, 0.000E+00, 0.000E+00, 9.267E+02
 3.900E+01, 0.000E+00, 0.000E+00, 9.351E+02
 4.000E+01, 0.000E+00, 0.000E+00, 9.402E+02
 4.100E+01, 0.000E+00, 0.000E+00, 9.448E+02
 4.200E+01, 0.000E+00, 0.000E+00, 9.489E+02
 4.400E+01, 0.000E+00, 0.000E+00, 9.547E+02
 4.500E+01, 0.000E+00, 0.000E+00, 9.599E+02
 4.600E+01, 0.000E+00, 0.000E+00, 9.632E+02
 4.700E+01, 0.000E+00, 4.007E+01, 9.663E+02
 4.800E+01, 0.000E+00, 0.000E+00, 9.689E+02
 5.000E+01, 0.000E+00, 3.946E+02, 9.725E+02
 5.100E+01, 0.000E+00, 6.068E+02, 9.754E+02
 5.200E+01, 0.000E+00, 6.403E+02, 9.772E+02
 5.300E+01, 0.000E+00, 6.582E+02, 9.787E+02
 5.400E+01, 0.000E+00, 6.683E+02, 9.799E+02
 5.600E+01, 0.000E+00, 6.800E+02, 9.820E+02
 5.700E+01, 0.000E+00, 6.898E+02, 9.843E+02
 5.800E+01, 0.000E+00, 6.956E+02, 9.863E+02
 5.900E+01, 0.000E+00, 7.005E+02, 9.885E+02
 6.000E+01, 0.000E+00, 7.045E+02, 9.909E+02
 6.200E+01, 0.000E+00, 7.106E+02, 9.947E+02
 6.300E+01, 0.000E+00, 7.157E+02, 9.985E+02
 6.400E+01, 0.000E+00, 7.187E+02, 1.001E+03
 6.500E+01, 0.000E+00, 7.214E+02, 1.003E+03
 6.600E+01, 0.000E+00, 7.239E+02, 1.005E+03
 6.800E+01, 0.000E+00, 7.276E+02, 1.008E+03
 6.900E+01, 0.000E+00, 7.310E+02, 1.011E+03
 7.000E+01, 0.000E+00, 7.332E+02, 1.012E+03
 7.100E+01, 0.000E+00, 7.353E+02, 1.015E+03
 7.200E+01, 0.000E+00, 7.372E+02, 1.017E+03
 7.400E+01, 0.000E+00, 7.401E+02, 1.020E+03
 7.500E+01, 0.000E+00, 7.425E+02, 1.023E+03
 7.600E+01, 0.000E+00, 7.440E+02, 1.025E+03
 7.700E+01, 0.000E+00, 7.453E+02, 1.027E+03
 7.800E+01, 0.000E+00, 7.465E+02, 1.029E+03
 8.000E+01, 0.000E+00, 7.482E+02, 1.032E+03
 8.100E+01, 0.000E+00, 7.495E+02, 1.035E+03
 8.200E+01, 0.000E+00, 7.504E+02, 1.037E+03
 8.300E+01, 0.000E+00, 7.512E+02, 1.039E+03
 8.400E+01, 0.000E+00, 7.519E+02, 1.042E+03
 8.600E+01, 0.000E+00, 7.531E+02, 1.046E+03
 8.700E+01, 0.000E+00, 7.545E+02, 1.049E+03
 8.800E+01, 0.000E+00, 7.557E+02, 1.052E+03
 8.900E+01, 0.000E+00, 7.569E+02, 1.055E+03
 9.000E+01, 0.000E+00, 7.583E+02, 1.057E+03
 9.200E+01, 0.000E+00, 7.605E+02, 1.061E+03
 9.300E+01, 0.000E+00, 7.626E+02, 1.065E+03
 9.400E+01, 0.000E+00, 7.642E+02, 1.067E+03
 9.500E+01, 0.000E+00, 7.657E+02, 1.070E+03
 9.600E+01, 0.000E+00, 7.670E+02, 1.072E+03
 9.800E+01, 0.000E+00, 7.690E+02, 1.075E+03
 9.900E+01, 0.000E+00, 7.706E+02, 1.077E+03
 1.000E+02, 0.000E+00, 7.717E+02, 1.078E+03
 1.010E+02, 0.000E+00, 7.727E+02, 1.079E+03
 1.020E+02, 0.000E+00, 7.736E+02, 1.079E+03
 1.040E+02, 0.000E+00, 7.752E+02, 1.080E+03
 1.050E+02, 0.000E+00, 7.769E+02, 1.081E+03
 1.060E+02, 0.000E+00, 7.781E+02, 1.081E+03
 1.070E+02, 0.000E+00, 7.794E+02, 1.083E+03
 1.080E+02, 0.000E+00, 7.807E+02, 1.084E+03
 1.100E+02, 0.000E+00, 7.826E+02, 1.087E+03
 1.110E+02, 0.000E+00, 7.844E+02, 1.090E+03
 1.120E+02, 0.000E+00, 7.856E+02, 1.092E+03
