s,C,kW/m2,C,kW/m2,C,kW/m2
Time,"WALL TEMPERATURE-CONE_0p80_025","HRRPUA-CONE_0p80_025","WALL TEMPERATURE-CONE_0p80_050","HRRPUA-CONE_0p80_050","WALL TEMPERATURE-CONE_0p80_075","HRRPUA-CONE_0p80_075"
 0.000E+00, 2.700E+01, 0.000E+00, 2.700E+01, 0.000E+00, 2.700E+01, 0.000E+00
 2.000E+00, 1.011E+02, 0.000E+00, 1.751E+02, 0.000E+00, 2.492E+02, 0.000E+00
 4.000E+00, 2.261E+02, 0.000E+00, 4.046E+02, 0.000E+00, 5.583E+02, 0.000E+00
 6.000E+00, 2.921E+02, 0.000E+00, 4.944E+02, 0.000E+00, 6.399E+02, 0.000E+00
 8.000E+00, 3.209E+02, 0.000E+00, 5.170E+02, 0.000E+00, 6.496E+02, 0.000E+00
 1.000E+01, 3.442E+02, 6.897E-01, 5.398E+02, 0.000E+00, 6.704E+02, 3.338E+00
 1.200E+01, 3.615E+02, 3.426E+00, 5.555E+02, 0.000E+00, 6.826E+02, 2.374E+01
 1.400E+01, 3.758E+02, 6.229E+00, 5.683E+02, 0.000E+00, 6.937E+02, 6.364E+01
 1.600E+01, 3.877E+02, 1.017E+01, 5.785E+02, 4.586E+00, 7.021E+02, 1.175E+02
 1.800E+01, 3.978E+02, 1.537E+01, 5.870E+02, 4.291E+01, 7.092E+02, 1.878E+02
 2.000E+01, 4.065E+02, 2.067E+01, 5.940E+02, 8.028E+01, 7.150E+02, 2.561E+02
 2.200E+01, 4.141E+02, 2.632E+01, 6.001E+02, 1.030E+02, 7.201E+02, 3.091E+02
 2.400E+01, 4.207E+02, 3.360E+01, 6.054E+02, 1.319E+02, 7.243E+02, 3.325E+02
 2.600E+01, 4.265E+02, 4.126E+01, 6.098E+02, 1.667E+02, 7.280E+02, 3.148E+02
 2.800E+01, 4.317E+02, 5.056E+01, 6.138E+02, 1.930E+02, 7.312E+02, 2.699E+02
 3.000E+01, 4.363E+02, 6.314E+01, 6.172E+02, 2.117E+02, 7.340E+02, 2.190E+02
 3.200E+01, 4.403E+02, 7.843E+01, 6.202E+02, 2.108E+02, 7.364E+02, 1.706E+02
 3.400E+01, 4.440E+02, 9.681E+01, 6.229E+02, 1.917E+02, 7.386E+02, 1.305E+02
 3.600E+01, 4.473E+02, 1.158E+02, 6.253E+02, 1.752E+02, 7.405E+02, 9.882E+01
 3.800E+01, 4.503E+02, 1.309E+02, 6.273E+02, 1.625E+02, 7.422E+02, 6.994E+01
 4.000E+01, 4.530E+02, 1.441E+02, 6.293E+02, 1.513E+02, 7.437E+02, 4.806E+01
 4.200E+01, 4.554E+02, 1.546E+02, 6.310E+02, 1.434E+02, 7.450E+02, 3.625E+01
 4.400E+01, 4.576E+02, 1.605E+02, 6.325E+02, 1.331E+02, 7.463E+02, 3.207E+01
 4.600E+01, 4.596E+02, 1.609E+02, 6.339E+02, 1.212E+02, 7.474E+02, 2.991E+01
 4.800E+01, 4.614E+02, 1.557E+02, 6.352E+02, 1.060E+02, 7.484E+02, 2.786E+01
 5.000E+01, 4.631E+02, 1.466E+02, 6.363E+02, 9.061E+01, 7.493E+02, 2.582E+01
 5.200E+01, 4.647E+02, 1.347E+02, 6.374E+02, 7.261E+01, 7.502E+02, 2.389E+01
 5.400E+01, 4.661E+02, 1.217E+02, 6.384E+02, 5.502E+01, 7.510E+02, 2.264E+01
 5.600E+01, 4.675E+02, 1.092E+02, 6.393E+02, 4.061E+01, 7.517E+02, 2.152E+01
 5.800E+01, 4.687E+02, 9.711E+01, 6.402E+02, 3.090E+01, 7.524E+02, 2.040E+01
 6.000E+01, 4.699E+02, 8.420E+01, 6.410E+02, 2.540E+01, 7.530E+02, 1.929E+01
 6.200E+01, 4.709E+02, 7.066E+01, 6.417E+02, 2.127E+01, 7.536E+02, 1.819E+01
 6.400E+01, 4.719E+02, 5.971E+01, 6.424E+02, 1.790E+01, 7.541E+02, 1.713E+01
 6.600E+01, 4.729E+02, 5.160E+01, 6.430E+02, 1.482E+01, 7.546E+02, 1.607E+01
 6.800E+01, 4.738E+02, 4.518E+01, 6.436E+02, 1.289E+01, 7.551E+02, 1.502E+01
 7.000E+01, 4.746E+02, 3.950E+01, 6.441E+02, 1.107E+01, 7.555E+02, 1.396E+01
 7.200E+01, 4.753E+02, 3.498E+01, 6.446E+02, 9.572E+00, 7.559E+02, 1.300E+01
 7.400E+01, 4.761E+02, 3.070E+01, 6.451E+02, 8.833E+00, 7.563E+02, 1.233E+01
 7.600E+01, 4.767E+02, 2.666E+01, 6.456E+02, 8.144E+00, 7.567E+02, 1.167E+01
 7.800E+01, 4.774E+02, 2.350E+01, 6.460E+02, 7.453E+00, 7.570E+02, 1.102E+01
 8.000E+01, 4.780E+02, 2.054E+01, 6.464E+02, 6.882E+00, 7.573E+02, 1.037E+01
 8.200E+01, 4.785E+02, 1.772E+01, 6.468E+02, 6.636E+00, 7.576E+02, 9.720E+00
 8.400E+01, 4.791E+02, 1.600E+01, 6.471E+02, 6.416E+00, 7.579E+02, 9.069E+00
 8.600E+01, 4.796E+02, 1.465E+01, 6.474E+02, 6.198E+00, 7.581E+02, 8.417E+00
 8.800E+01, 4.800E+02, 1.332E+01, 6.478E+02, 5.978E+00, 7.584E+02, 7.764E+00
 9.000E+01, 4.805E+02, 1.202E+01, 6.480E+02, 5.757E+00, 7.586E+02, 7.112E+00
 9.200E+01, 4.809E+02, 1.140E+01, 6.483E+02, 5.536E+00, 7.588E+02, 6.448E+00
 9.400E+01, 4.813E+02, 1.114E+01, 6.486E+02, 5.313E+00, 7.590E+02, 5.765E+00
 9.600E+01, 4.817E+02, 1.090E+01, 6.488E+02, 5.090E+00, 7.592E+02, 5.081E+00
 9.800E+01, 4.820E+02, 1.066E+01, 6.490E+02, 4.865E+00, 7.594E+02, 4.397E+00
 1.000E+02, 4.823E+02, 1.042E+01, 6.492E+02, 4.640E+00, 7.595E+02, 3.713E+00
 1.020E+02, 4.827E+02, 1.018E+01, 6.494E+02, 4.437E+00, 7.597E+02, 3.192E+00
 1.040E+02, 4.830E+02, 9.944E+00, 6.496E+02, 4.319E+00, 7.598E+02, 2.849E+00
 1.060E+02, 4.832E+02, 9.706E+00, 6.498E+02, 4.210E+00, 7.600E+02, 2.507E+00
 1.080E+02, 4.835E+02, 9.467E+00, 6.500E+02, 4.101E+00, 7.601E+02, 2.166E+00
 1.100E+02, 4.838E+02, 9.229E+00, 6.501E+02, 3.991E+00, 7.602E+02, 1.812E+00
 1.120E+02, 4.840E+02, 8.990E+00, 6.503E+02, 3.882E+00, 7.603E+02, 0.000E+00
 1.140E+02, 4.842E+02, 8.752E+00, 6.504E+02, 3.772E+00, 7.604E+02, 0.000E+00
 1.160E+02, 4.844E+02, 8.513E+00, 6.505E+02, 3.661E+00, 7.605E+02, 0.000E+00
 1.180E+02, 4.846E+02, 8.274E+00, 6.507E+02, 3.551E+00, 7.606E+02, 0.000E+00
 1.200E+02, 4.848E+02, 8.071E+00, 6.508E+02, 3.440E+00, 7.607E+02, 0.000E+00
 1.220E+02, 4.850E+02, 7.937E+00, 6.509E+02, 3.330E+00, 7.608E+02, 0.000E+00
 1.240E+02, 4.852E+02, 7.807E+00, 6.510E+02, 3.221E+00, 7.608E+02, 0.000E+00
 1.260E+02, 4.853E+02, 7.677E+00, 6.511E+02, 3.124E+00, 7.609E+02, 0.000E+00
 1.280E+02, 4.855E+02, 7.547E+00, 6.512E+02, 3.028E+00, 7.610E+02, 0.000E+00
 1.300E+02, 4.856E+02, 7.417E+00, 6.513E+02, 2.932E+00, 7.610E+02, 0.000E+00
 1.320E+02, 4.857E+02, 7.287E+00, 6.513E+02, 2.836E+00, 7.611E+02, 0.000E+00
 1.340E+02, 4.859E+02, 7.157E+00, 6.514E+02, 2.739E+00, 7.611E+02, 0.000E+00
 1.360E+02, 4.860E+02, 7.027E+00, 6.515E+02, 2.643E+00, 7.612E+02, 0.000E+00
 1.380E+02, 4.861E+02, 6.897E+00, 6.515E+02, 2.546E+00, 7.612E+02, 0.000E+00
 1.400E+02, 4.862E+02, 6.767E+00, 6.516E+02, 2.449E+00, 7.613E+02, 0.000E+00
 1.420E+02, 4.863E+02, 6.637E+00, 6.517E+02, 2.352E+00, 7.613E+02, 0.000E+00
 1.440E+02, 4.864E+02, 6.507E+00, 6.517E+02, 2.254E+00, 7.614E+02, 0.000E+00
 1.460E+02, 4.865E+02, 6.376E+00, 6.518E+02, 2.163E+00, 7.614E+02, 0.000E+00
 1.480E+02, 4.866E+02, 6.247E+00, 6.518E+02, 2.095E+00, 7.614E+02, 0.000E+00
 1.500E+02, 4.867E+02, 6.123E+00, 6.519E+02, 2.029E+00, 7.615E+02, 0.000E+00
 1.520E+02, 4.867E+02, 6.000E+00, 6.519E+02, 1.962E+00, 7.615E+02, 0.000E+00
 1.540E+02, 4.868E+02, 5.877E+00, 6.519E+02, 1.896E+00, 7.615E+02, 0.000E+00
 1.560E+02, 4.869E+02, 5.754E+00, 6.520E+02, 1.829E+00, 7.616E+02, 0.000E+00
 1.580E+02, 4.869E+02, 5.632E+00, 6.520E+02, 1.763E+00, 7.616E+02, 0.000E+00
