s,C,kW/m2,C,kW/m2,C,kW/m2,C,kW/m2
 2.900E+01, 2.700E+01, 0.000E+00, 4.524E+02, 1.050E+02, 6.480E+02, 2.114E+02, 7.658E+02, 1.838E+02
 3.000E+01, 2.700E+01, 0.000E+00, 4.863E+02, 1.146E+02, 6.525E+02, 2.092E+02, 7.681E+02, 1.656E+02
 3.100E+01, 2.700E+01, 6.521E-01, 4.863E+02, 1.201E+02, 6.525E+02, 2.030E+02, 7.681E+02, 1.484E+02
 3.200E+01, 1.216E+02, 1.943E+00, 5.109E+02, 1.236E+02, 6.562E+02, 1.943E+02, 7.701E+02, 1.352E+02
 3.300E+01, 1.216E+02, 3.230E+00, 5.109E+02, 1.263E+02, 6.562E+02, 1.848E+02, 7.701E+02, 1.223E+02
 3.400E+01, 1.962E+02, 4.541E+00, 5.286E+02, 1.280E+02, 6.592E+02, 1.750E+02, 7.719E+02, 1.091E+02
 3.500E+01, 1.962E+02, 5.849E+00, 5.286E+02, 1.288E+02, 6.592E+02, 1.655E+02, 7.719E+02, 9.665E+01
 3.600E+01, 2.584E+02, 7.155E+00, 5.412E+02, 1.294E+02, 6.616E+02, 1.570E+02, 7.733E+02, 8.661E+01
 3.700E+01, 2.584E+02, 8.745E+00, 5.412E+02, 1.302E+02, 6.616E+02, 1.492E+02, 7.733E+02, 7.641E+01
 3.800E+01, 3.102E+02, 1.338E+01, 5.506E+02, 1.311E+02, 6.637E+02, 1.415E+02, 7.747E+02, 6.606E+01
 3.900E+01, 3.102E+02, 1.913E+01, 5.506E+02, 1.330E+02, 6.637E+02, 1.341E+02, 7.747E+02, 5.763E+01
 4.000E+01, 3.525E+02, 2.503E+01, 5.578E+02, 1.354E+02, 6.656E+02, 1.269E+02, 7.759E+02, 5.139E+01
 4.100E+01, 3.525E+02, 3.089E+01, 5.578E+02, 1.383E+02, 6.656E+02, 1.196E+02, 7.759E+02, 4.529E+01
 4.200E+01, 3.860E+02, 3.677E+01, 5.632E+02, 1.396E+02, 6.672E+02, 1.125E+02, 7.770E+02, 3.938E+01
 4.300E+01, 3.860E+02, 4.280E+01, 5.632E+02, 1.377E+02, 6.672E+02, 1.056E+02, 7.770E+02, 3.550E+01
 4.400E+01, 4.126E+02, 4.909E+01, 5.676E+02, 1.346E+02, 6.686E+02, 9.882E+01, 7.779E+02, 3.263E+01
 4.500E+01, 4.126E+02, 5.640E+01, 5.676E+02, 1.310E+02, 6.686E+02, 9.256E+01, 7.779E+02, 2.982E+01
 4.600E+01, 4.332E+02, 6.394E+01, 5.712E+02, 1.272E+02, 6.700E+02, 8.596E+01, 7.788E+02, 2.723E+01
 4.700E+01, 4.332E+02, 7.183E+01, 5.712E+02, 1.232E+02, 6.700E+02, 7.917E+01, 7.788E+02, 2.603E+01
 4.800E+01, 4.491E+02, 8.070E+01, 5.742E+02, 1.191E+02, 6.711E+02, 7.286E+01, 7.795E+02, 2.516E+01
 4.900E+01, 4.491E+02, 9.026E+01, 5.742E+02, 1.150E+02, 6.711E+02, 6.692E+01, 7.795E+02, 2.431E+01
 5.000E+01, 4.615E+02, 1.003E+02, 5.767E+02, 1.107E+02, 6.721E+02, 6.112E+01, 7.802E+02, 2.361E+01
 5.100E+01, 4.615E+02, 1.085E+02, 5.767E+02, 1.061E+02, 6.721E+02, 5.624E+01, 7.802E+02, 2.338E+01
 5.200E+01, 4.712E+02, 1.134E+02, 5.789E+02, 1.016E+02, 6.731E+02, 5.193E+01, 7.809E+02, 2.322E+01
 5.300E+01, 4.712E+02, 1.175E+02, 5.789E+02, 9.717E+01, 6.731E+02, 4.784E+01, 7.809E+02, 2.306E+01
 5.400E+01, 4.789E+02, 1.212E+02, 5.808E+02, 9.228E+01, 6.739E+02, 4.411E+01, 7.814E+02, 2.292E+01
 5.500E+01, 4.789E+02, 1.248E+02, 5.808E+02, 8.724E+01, 6.739E+02, 4.067E+01, 7.814E+02, 2.284E+01
 5.600E+01, 4.851E+02, 1.283E+02, 5.825E+02, 8.205E+01, 6.747E+02, 3.723E+01, 7.820E+02, 2.276E+01
 5.700E+01, 4.851E+02, 1.302E+02, 5.825E+02, 7.710E+01, 6.747E+02, 3.422E+01, 7.820E+02, 2.268E+01
 5.800E+01, 4.902E+02, 1.300E+02, 5.840E+02, 7.241E+01, 6.754E+02, 3.185E+01, 7.824E+02, 2.267E+01
 5.900E+01, 4.902E+02, 1.294E+02, 5.840E+02, 6.813E+01, 6.754E+02, 2.978E+01, 7.824E+02, 2.270E+01
 6.000E+01, 4.944E+02, 1.286E+02, 5.853E+02, 6.410E+01, 6.760E+02, 2.787E+01, 7.829E+02, 2.274E+01
 6.100E+01, 4.944E+02, 1.278E+02, 5.853E+02, 6.035E+01, 6.760E+02, 2.619E+01, 7.829E+02, 2.278E+01
 6.200E+01, 4.979E+02, 1.269E+02, 5.865E+02, 5.676E+01, 6.766E+02, 2.453E+01, 7.833E+02, 2.277E+01
 6.300E+01, 4.979E+02, 1.251E+02, 5.865E+02, 5.327E+01, 6.766E+02, 2.298E+01, 7.833E+02, 2.274E+01
 6.400E+01, 5.010E+02, 1.223E+02, 5.876E+02, 4.990E+01, 6.772E+02, 2.173E+01, 7.836E+02, 2.270E+01
 6.500E+01, 5.010E+02, 1.192E+02, 5.876E+02, 4.686E+01, 6.772E+02, 2.067E+01, 7.836E+02, 2.266E+01
 6.600E+01, 5.035E+02, 1.160E+02, 5.886E+02, 4.432E+01, 6.776E+02, 1.982E+01, 7.839E+02, 2.265E+01
 6.700E+01, 5.035E+02, 1.129E+02, 5.886E+02, 4.248E+01, 6.776E+02, 1.907E+01, 7.839E+02, 2.266E+01
 6.800E+01, 5.058E+02, 1.097E+02, 5.895E+02, 4.099E+01, 6.781E+02, 1.832E+01, 7.842E+02, 2.266E+01
 6.900E+01, 5.058E+02, 1.062E+02, 5.895E+02, 3.960E+01, 6.781E+02, 1.759E+01, 7.842E+02, 2.264E+01
 7.000E+01, 5.078E+02, 1.026E+02, 5.903E+02, 3.824E+01, 6.785E+02, 1.688E+01, 7.845E+02, 2.258E+01
 7.100E+01, 5.078E+02, 9.901E+01, 5.903E+02, 3.685E+01, 6.785E+02, 1.617E+01, 7.845E+02, 2.250E+01
 7.200E+01, 5.095E+02, 9.519E+01, 5.910E+02, 3.523E+01, 6.788E+02, 1.555E+01, 7.847E+02, 2.242E+01
 7.300E+01, 5.095E+02, 9.108E+01, 5.910E+02, 3.350E+01, 6.788E+02, 1.526E+01, 7.847E+02, 2.234E+01
 7.400E+01, 5.111E+02, 8.688E+01, 5.917E+02, 3.165E+01, 6.792E+02, 1.503E+01, 7.850E+02, 2.226E+01
 7.500E+01, 5.111E+02, 8.300E+01, 5.917E+02, 2.976E+01, 6.792E+02, 1.481E+01, 7.850E+02, 2.218E+01
 7.600E+01, 5.125E+02, 7.956E+01, 5.923E+02, 2.815E+01, 6.795E+02, 1.458E+01, 7.852E+02, 2.210E+01
 7.700E+01, 5.125E+02, 7.635E+01, 5.923E+02, 2.682E+01, 6.795E+02, 1.434E+01, 7.852E+02, 2.202E+01
 7.800E+01, 5.138E+02, 7.350E+01, 5.929E+02, 2.556E+01, 6.797E+02, 1.410E+01, 7.853E+02, 2.194E+01
 7.900E+01, 5.138E+02, 7.081E+01, 5.929E+02, 2.435E+01, 6.797E+02, 1.391E+01, 7.853E+02, 2.187E+01
 8.000E+01, 5.149E+02, 6.817E+01, 5.934E+02, 2.314E+01, 6.800E+02, 1.380E+01, 7.855E+02, 2.178E+01
 8.100E+01, 5.149E+02, 6.561E+01, 5.934E+02, 2.194E+01, 6.800E+02, 1.370E+01, 7.855E+02, 2.161E+01
 8.200E+01, 5.160E+02, 6.333E+01, 5.938E+02, 2.077E+01, 6.802E+02, 1.363E+01, 7.857E+02, 2.137E+01
 8.300E+01, 5.160E+02, 6.112E+01, 5.938E+02, 1.963E+01, 6.802E+02, 1.364E+01, 7.857E+02, 2.114E+01
 8.400E+01, 5.169E+02, 5.893E+01, 5.942E+02, 1.872E+01, 6.804E+02, 1.365E+01, 7.858E+02, 2.091E+01
 8.500E+01, 5.169E+02, 5.675E+01, 5.942E+02, 1.787E+01, 6.804E+02, 1.364E+01, 7.858E+02, 2.081E+01
 8.600E+01, 5.178E+02, 5.456E+01, 5.946E+02, 1.693E+01, 6.806E+02, 1.357E+01, 7.859E+02, 2.077E+01
 8.700E+01, 5.178E+02, 5.240E+01, 5.946E+02, 1.596E+01, 6.806E+02, 1.349E+01, 7.859E+02, 2.073E+01
 8.800E+01, 5.186E+02, 5.035E+01, 5.950E+02, 1.507E+01, 6.808E+02, 1.343E+01, 7.860E+02, 2.067E+01
 8.900E+01, 5.186E+02, 4.834E+01, 5.950E+02, 1.423E+01, 6.808E+02, 1.348E+01, 7.860E+02, 2.050E+01
 9.000E+01, 5.193E+02, 4.634E+01, 5.953E+02, 1.340E+01, 6.809E+02, 1.357E+01, 7.861E+02, 2.031E+01
 9.100E+01, 5.193E+02, 4.434E+01, 5.953E+02, 1.259E+01, 6.809E+02, 1.367E+01, 7.861E+02, 2.011E+01
 9.200E+01, 5.199E+02, 4.231E+01, 5.956E+02, 1.197E+01, 6.810E+02, 1.371E+01, 7.862E+02, 1.992E+01
 9.300E+01, 5.199E+02, 4.033E+01, 5.956E+02, 1.144E+01, 6.810E+02, 1.374E+01, 7.862E+02, 1.976E+01
 9.400E+01, 5.205E+02, 3.856E+01, 5.959E+02, 1.093E+01, 6.812E+02, 1.380E+01, 7.863E+02, 1.960E+01
 9.500E+01, 5.205E+02, 3.689E+01, 5.959E+02, 1.046E+01, 6.812E+02, 1.384E+01, 7.863E+02, 1.944E+01
 9.600E+01, 5.211E+02, 3.524E+01, 5.961E+02, 1.002E+01, 6.813E+02, 1.385E+01, 7.864E+02, 1.925E+01
 9.700E+01, 5.211E+02, 3.359E+01, 5.961E+02, 9.588E+00, 6.813E+02, 1.386E+01, 7.864E+02, 1.902E+01
 9.800E+01, 5.216E+02, 3.193E+01, 5.963E+02, 9.184E+00, 6.814E+02, 1.387E+01, 7.864E+02, 1.878E+01
 9.900E+01, 5.216E+02, 3.029E+01, 5.963E+02, 8.789E+00, 6.814E+02, 1.391E+01, 7.864E+02, 1.854E+01
 1.000E+02, 5.220E+02, 2.885E+01, 5.965E+02, 8.501E+00, 6.815E+02, 1.394E+01, 7.865E+02, 1.842E+01
 1.010E+02, 5.220E+02, 2.757E+01, 5.965E+02, 8.278E+00, 6.815E+02, 1.397E+01, 7.865E+02, 1.841E+01
 1.020E+02, 5.225E+02, 2.633E+01, 5.967E+02, 8.073E+00, 6.816E+02, 1.402E+01, 7.865E+02, 1.841E+01
 1.030E+02, 5.225E+02, 2.509E+01, 5.967E+02, 7.886E+00, 6.816E+02, 1.407E+01, 7.865E+02, 1.841E+01
 1.040E+02, 5.228E+02, 2.383E+01, 5.969E+02, 7.716E+00, 6.817E+02, 1.411E+01, 7.866E+02, 1.830E+01
 1.050E+02, 5.228E+02, 2.260E+01, 5.969E+02, 7.595E+00, 6.817E+02, 1.410E+01, 7.866E+02, 1.815E+01
 1.060E+02, 5.232E+02, 2.147E+01, 5.971E+02, 7.474E+00, 6.817E+02, 1.407E+01, 7.866E+02, 1.799E+01
 1.070E+02, 5.232E+02, 2.055E+01, 5.971E+02, 7.283E+00, 6.817E+02, 1.404E+01, 7.866E+02, 1.782E+01
 1.080E+02, 5.235E+02, 1.965E+01, 5.972E+02, 7.100E+00, 6.818E+02, 1.405E+01, 7.867E+02, 1.763E+01
 1.090E+02, 5.235E+02, 1.877E+01, 5.972E+02, 7.005E+00, 6.818E+02, 1.410E+01, 7.867E+02, 1.743E+01
 1.100E+02, 5.238E+02, 1.787E+01, 5.973E+02, 6.983E+00, 6.819E+02, 1.416E+01, 7.867E+02, 1.724E+01
 1.110E+02, 5.238E+02, 1.698E+01, 5.973E+02, 6.948E+00, 6.819E+02, 1.418E+01, 7.867E+02, 1.703E+01
 1.120E+02, 5.241E+02, 1.612E+01, 5.975E+02, 6.837E+00, 6.819E+02, 1.415E+01, 7.868E+02, 1.684E+01
 1.130E+02, 5.241E+02, 1.533E+01, 5.975E+02, 6.719E+00, 6.819E+02, 1.412E+01, 7.868E+02, 1.664E+01
 1.140E+02, 5.244E+02, 1.457E+01, 5.976E+02, 6.648E+00, 6.820E+02, 1.411E+01, 7.868E+02, 1.644E+01
 1.150E+02, 5.244E+02, 1.380E+01, 5.976E+02, 6.595E+00, 6.820E+02, 1.412E+01, 7.868E+02, 1.625E+01
 1.160E+02, 5.246E+02, 1.304E+01, 5.977E+02, 6.562E+00, 6.820E+02, 1.414E+01, 7.868E+02, 1.609E+01
 1.170E+02, 5.246E+02, 1.227E+01, 5.977E+02, 6.552E+00, 6.820E+02, 1.415E+01, 7.868E+02, 1.593E+01
 1.180E+02, 5.248E+02, 1.152E+01, 5.978E+02, 6.525E+00, 6.820E+02, 1.417E+01, 7.868E+02, 1.577E+01
 1.190E+02, 5.248E+02, 1.096E+01, 5.978E+02, 6.395E+00, 6.820E+02, 1.418E+01, 7.868E+02, 1.562E+01
 1.200E+02, 5.250E+02, 1.050E+01, 5.978E+02, 6.250E+00, 6.821E+02, 1.420E+01, 7.869E+02, 1.550E+01
 1.210E+02, 5.250E+02, 1.005E+01, 5.978E+02, 6.192E+00, 6.821E+02, 1.414E+01, 7.869E+02, 1.538E+01
 1.220E+02, 5.252E+02, 9.599E+00, 5.979E+02, 6.181E+00, 6.821E+02, 1.404E+01, 7.869E+02, 1.526E+01
 1.230E+02, 5.252E+02, 9.145E+00, 5.979E+02, 6.146E+00, 6.821E+02, 1.394E+01, 7.869E+02, 1.512E+01
 1.240E+02, 5.253E+02, 8.691E+00, 5.980E+02, 6.073E+00, 6.821E+02, 1.390E+01, 7.869E+02, 1.496E+01
 1.250E+02, 5.253E+02, 8.297E+00, 5.980E+02, 5.995E+00, 6.821E+02, 1.394E+01, 7.869E+02, 1.480E+01
 1.260E+02, 5.255E+02, 7.967E+00, 5.980E+02, 5.869E+00, 6.822E+02, 1.397E+01, 7.869E+02, 1.464E+01
 1.270E+02, 5.255E+02, 7.641E+00, 5.980E+02, 5.734E+00, 6.822E+02, 1.398E+01, 7.869E+02, 1.445E+01
 1.280E+02, 5.256E+02, 7.316E+00, 5.981E+02, 5.637E+00, 6.822E+02, 1.393E+01, 7.869E+02, 1.425E+01
 1.290E+02, 5.256E+02, 6.991E+00, 5.981E+02, 5.566E+00, 6.822E+02, 1.388E+01, 7.869E+02, 1.405E+01
 1.300E+02, 5.258E+02, 6.664E+00, 5.982E+02, 5.519E+00, 6.822E+02, 1.383E+01, 7.869E+02, 1.386E+01
 1.310E+02, 5.258E+02, 6.366E+00, 5.982E+02, 5.518E+00, 6.822E+02, 1.375E+01, 7.869E+02, 1.373E+01
 1.320E+02, 5.259E+02, 6.197E+00, 5.982E+02, 5.508E+00, 6.822E+02, 1.368E+01, 7.870E+02, 1.361E+01
 1.330E+02, 5.259E+02, 6.053E+00, 5.982E+02, 5.418E+00, 6.822E+02, 1.360E+01, 7.870E+02, 1.349E+01
 1.340E+02, 5.260E+02, 5.911E+00, 5.983E+02, 5.311E+00, 6.823E+02, 1.358E+01, 7.870E+02, 1.337E+01
 1.350E+02, 5.260E+02, 5.769E+00, 5.983E+02, 5.280E+00, 6.823E+02, 1.359E+01, 7.870E+02, 1.325E+01
 1.360E+02, 5.261E+02, 5.627E+00, 5.983E+02, 5.308E+00, 6.823E+02, 1.361E+01, 7.870E+02, 1.313E+01
 1.370E+02, 5.261E+02, 5.486E+00, 5.983E+02, 5.310E+00, 6.823E+02, 1.357E+01, 7.870E+02, 1.301E+01
 1.380E+02, 5.262E+02, 5.367E+00, 5.983E+02, 5.241E+00, 6.823E+02, 1.348E+01, 7.870E+02, 1.286E+01
 1.390E+02, 5.262E+02, 5.260E+00, 5.983E+02, 5.172E+00, 6.823E+02, 1.339E+01, 7.870E+02, 1.266E+01
 1.400E+02, 5.262E+02, 5.154E+00, 5.984E+02, 5.154E+00, 6.823E+02, 1.329E+01, 7.870E+02, 1.246E+01
 1.410E+02, 5.262E+02, 5.047E+00, 5.984E+02, 5.151E+00, 6.823E+02, 1.318E+01, 7.870E+02, 1.226E+01
 1.420E+02, 5.263E+02, 4.941E+00, 5.984E+02, 5.111E+00, 6.823E+02, 1.306E+01, 7.870E+02, 1.209E+01
 1.430E+02, 5.263E+02, 4.835E+00, 5.984E+02, 5.042E+00, 6.823E+02, 1.295E+01, 7.870E+02, 1.193E+01
 1.440E+02, 5.264E+02, 4.733E+00, 5.984E+02, 4.989E+00, 6.823E+02, 1.289E+01, 7.870E+02, 1.177E+01
 1.450E+02, 5.264E+02, 4.637E+00, 5.984E+02, 4.983E+00, 6.823E+02, 1.282E+01, 7.870E+02, 1.162E+01
 1.460E+02, 5.265E+02, 4.543E+00, 5.984E+02, 4.984E+00, 6.823E+02, 1.276E+01, 7.870E+02, 1.148E+01
 1.470E+02, 5.265E+02, 4.448E+00, 5.984E+02, 5.011E+00, 6.823E+02, 1.270E+01, 7.870E+02, 1.136E+01
 1.480E+02, 5.265E+02, 4.354E+00, 5.985E+02, 5.046E+00, 6.824E+02, 1.264E+01, 7.870E+02, 1.124E+01
 1.490E+02, 5.265E+02, 4.259E+00, 5.985E+02, 5.041E+00, 6.824E+02, 1.258E+01, 7.870E+02, 1.112E+01
 1.500E+02, 5.266E+02, 4.182E+00, 5.985E+02, 5.001E+00, 6.824E+02, 1.254E+01, 7.870E+02, 1.093E+01
 1.510E+02, 5.266E+02, 4.162E+00, 5.985E+02, 4.967E+00, 6.824E+02, 1.250E+01, 7.870E+02, 1.073E+01
 1.520E+02, 5.266E+02, 4.150E+00, 5.985E+02, 4.956E+00, 6.824E+02, 1.247E+01, 7.870E+02, 1.053E+01
 1.530E+02, 5.266E+02, 4.138E+00, 5.985E+02, 4.952E+00, 6.824E+02, 1.241E+01, 7.870E+02, 1.034E+01
 1.540E+02, 5.267E+02, 4.126E+00, 5.985E+02, 4.998E+00, 6.824E+02, 1.233E+01, 7.870E+02, 1.018E+01
 1.550E+02, 5.267E+02, 4.114E+00, 5.985E+02, 5.061E+00, 6.824E+02, 1.225E+01, 7.870E+02, 1.002E+01
 1.560E+02, 5.267E+02, 4.101E+00, 5.985E+02, 5.058E+00, 6.824E+02, 1.218E+01, 7.870E+02, 9.857E+00
 1.570E+02, 5.267E+02, 4.081E+00, 5.985E+02, 4.983E+00, 6.824E+02, 1.217E+01, 7.870E+02, 9.686E+00
 1.580E+02, 5.267E+02, 4.057E+00, 5.986E+02, 4.928E+00, 6.824E+02, 1.217E+01, 7.870E+02, 9.487E+00
 1.590E+02, 5.267E+02, 4.034E+00, 5.986E+02, 4.946E+00, 6.824E+02, 1.215E+01, 7.870E+02, 9.288E+00
 1.600E+02, 5.268E+02, 4.010E+00, 5.986E+02, 4.971E+00, 6.824E+02, 1.208E+01, 7.870E+02, 9.089E+00
 1.610E+02, 5.268E+02, 3.986E+00, 5.986E+02, 4.974E+00, 6.824E+02, 1.199E+01, 7.870E+02, 8.944E+00
 1.620E+02, 5.268E+02, 3.963E+00, 5.986E+02, 4.968E+00, 6.824E+02, 1.191E+01, 7.870E+02, 8.863E+00
 1.630E+02, 5.268E+02, 3.958E+00, 5.986E+02, 4.945E+00, 6.824E+02, 1.180E+01, 7.870E+02, 8.783E+00
 1.640E+02, 5.268E+02, 3.969E+00, 5.986E+02, 4.903E+00, 6.824E+02, 1.168E+01, 7.871E+02, 8.700E+00
 1.650E+02, 5.268E+02, 3.981E+00, 5.986E+02, 4.873E+00, 6.824E+02, 1.156E+01, 7.871E+02, 8.519E+00
 1.660E+02, 5.269E+02, 3.992E+00, 5.986E+02, 4.894E+00, 6.824E+02, 1.148E+01, 7.871E+02, 8.280E+00
 1.670E+02, 5.269E+02, 4.004E+00, 5.986E+02, 4.920E+00, 6.824E+02, 1.141E+01, 7.871E+02, 8.040E+00
 1.680E+02, 5.269E+02, 4.016E+00, 5.986E+02, 4.923E+00, 6.824E+02, 1.135E+01, 7.871E+02, 7.804E+00
 1.690E+02, 5.269E+02, 4.041E+00, 5.986E+02, 4.917E+00, 6.824E+02, 1.130E+01, 7.871E+02, 7.595E+00
 1.700E+02, 5.269E+02, 4.095E+00, 5.986E+02, 4.910E+00, 6.824E+02, 1.129E+01, 7.871E+02, 7.395E+00
 1.710E+02, 5.269E+02, 4.153E+00, 5.986E+02, 4.903E+00, 6.824E+02, 1.128E+01, 7.871E+02, 7.195E+00
 1.720E+02, 5.269E+02, 4.210E+00, 5.986E+02, 4.896E+00, 6.824E+02, 1.127E+01, 7.871E+02, 7.007E+00
 1.730E+02, 5.269E+02, 4.268E+00, 5.986E+02, 4.886E+00, 6.824E+02, 1.126E+01, 7.871E+02, 6.878E+00
 1.740E+02, 5.270E+02, 4.326E+00, 5.986E+02, 4.864E+00, 6.824E+02, 1.125E+01, 7.871E+02, 6.758E+00
 1.750E+02, 5.270E+02, 4.382E+00, 5.986E+02, 4.796E+00, 6.824E+02, 1.125E+01, 7.871E+02, 6.637E+00
 1.760E+02, 5.270E+02, 4.407E+00, 5.987E+02, 4.706E+00, 6.824E+02, 1.121E+01, 7.871E+02, 6.518E+00
 1.770E+02, 5.270E+02, 4.419E+00, 5.987E+02, 4.686E+00, 6.824E+02, 1.115E+01, 7.871E+02, 6.398E+00
 1.780E+02, 5.270E+02, 4.431E+00, 5.987E+02, 4.798E+00, 6.824E+02, 1.110E+01, 7.871E+02, 6.278E+00
 1.790E+02, 5.270E+02, 4.443E+00, 5.987E+02, 4.904E+00, 6.824E+02, 1.102E+01, 7.871E+02, 6.158E+00
 1.800E+02, 5.270E+02, 4.455E+00, 5.987E+02, 4.936E+00, 6.824E+02, 1.094E+01, 7.871E+02, 5.971E+00
 1.810E+02, 5.270E+02, 4.466E+00, 5.987E+02, 4.952E+00, 6.824E+02, 1.085E+01, 7.871E+02, 5.693E+00
 1.820E+02, 5.270E+02, 4.512E+00, 5.987E+02, 4.914E+00, 6.824E+02, 1.077E+01, 7.871E+02, 5.414E+00
 1.830E+02, 5.270E+02, 4.593E+00, 5.987E+02, 4.841E+00, 6.824E+02, 1.068E+01, 7.871E+02, 5.136E+00
 1.840E+02, 5.270E+02, 4.676E+00, 5.987E+02, 4.814E+00, 6.824E+02, 1.060E+01, 7.871E+02, 4.975E+00
 1.850E+02, 5.270E+02, 4.758E+00, 5.987E+02, 4.874E+00, 6.824E+02, 1.053E+01, 7.871E+02, 4.895E+00
 1.860E+02, 5.270E+02, 4.841E+00, 5.987E+02, 4.928E+00, 6.824E+02, 1.049E+01, 7.871E+02, 4.814E+00
 1.870E+02, 5.270E+02, 4.923E+00, 5.987E+02, 4.909E+00, 6.824E+02, 1.047E+01, 7.871E+02, 4.732E+00
 1.880E+02, 5.271E+02, 4.998E+00, 5.987E+02, 4.872E+00, 6.824E+02, 1.043E+01, 7.871E+02, 4.623E+00
 1.890E+02, 5.271E+02, 5.048E+00, 5.987E+02, 4.873E+00, 6.824E+02, 1.036E+01, 7.871E+02, 4.503E+00
 1.900E+02, 5.271E+02, 5.096E+00, 5.987E+02, 4.894E+00, 6.824E+02, 1.029E+01, 7.871E+02, 4.383E+00
