s,C,kW/m2,C,kW/m2,C,kW/m2
Time,"WALL TEMPERATURE-CONE_16p10_025","HRRPUA-CONE_16p10_025","WALL TEMPERATURE-CONE_16p10_050","HRRPUA-CONE_16p10_050","WALL TEMPERATURE-CONE_16p10_070","HRRPUA-CONE_16p10_070"
 0.000E+00, 2.700E+01, 0.000E+00, 2.700E+01, 0.000E+00, 2.700E+01, 0.000E+00
 1.000E+01, 1.467E+02, 0.000E+00, 2.585E+02, 0.000E+00, 3.404E+02, 3.636E+01
 2.000E+01, 2.475E+02, 0.000E+00, 4.263E+02, 3.326E+00, 5.397E+02, 1.829E+02
 3.000E+01, 2.927E+02, 0.000E+00, 4.839E+02, 1.013E+02, 5.958E+02, 2.740E+02
 4.000E+01, 3.211E+02, 0.000E+00, 5.147E+02, 1.835E+02, 6.237E+02, 2.988E+02
 5.000E+01, 3.410E+02, 0.000E+00, 5.342E+02, 2.056E+02, 6.408E+02, 3.009E+02
 6.000E+01, 3.561E+02, 0.000E+00, 5.482E+02, 2.219E+02, 6.531E+02, 2.928E+02
 7.000E+01, 3.682E+02, 0.000E+00, 5.591E+02, 2.257E+02, 6.626E+02, 2.744E+02
 8.000E+01, 3.784E+02, 0.000E+00, 5.681E+02, 2.184E+02, 6.705E+02, 2.540E+02
 9.000E+01, 3.873E+02, 0.000E+00, 5.758E+02, 2.125E+02, 6.773E+02, 2.379E+02
 1.000E+02, 3.950E+02, 4.903E+00, 5.825E+02, 2.052E+02, 6.831E+02, 2.276E+02
 1.100E+02, 4.020E+02, 2.694E+01, 5.884E+02, 1.966E+02, 6.883E+02, 2.204E+02
 1.200E+02, 4.083E+02, 5.119E+01, 5.937E+02, 1.906E+02, 6.930E+02, 2.132E+02
 1.300E+02, 4.140E+02, 7.673E+01, 5.985E+02, 1.839E+02, 6.972E+02, 2.060E+02
 1.400E+02, 4.193E+02, 9.608E+01, 6.028E+02, 1.792E+02, 7.010E+02, 1.993E+02
 1.500E+02, 4.241E+02, 1.140E+02, 6.067E+02, 1.764E+02, 7.044E+02, 1.967E+02
 1.600E+02, 4.285E+02, 1.245E+02, 6.103E+02, 1.721E+02, 7.075E+02, 1.913E+02
 1.700E+02, 4.326E+02, 1.269E+02, 6.136E+02, 1.685E+02, 7.103E+02, 1.843E+02
 1.800E+02, 4.363E+02, 1.292E+02, 6.166E+02, 1.621E+02, 7.129E+02, 1.799E+02
 1.900E+02, 4.398E+02, 1.295E+02, 6.193E+02, 1.578E+02, 7.152E+02, 1.777E+02
 2.000E+02, 4.430E+02, 1.292E+02, 6.218E+02, 1.559E+02, 7.173E+02, 1.755E+02
 2.100E+02, 4.460E+02, 1.284E+02, 6.241E+02, 1.540E+02, 7.193E+02, 1.735E+02
 2.200E+02, 4.487E+02, 1.261E+02, 6.262E+02, 1.521E+02, 7.211E+02, 1.718E+02
