s,kW/m2,kW/m2,kW/m2,kW/m2
Time,"HRRPUA-20","HRRPUA-35","HRRPUA-50","HRRPUA-65"
 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00
 4.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00
 8.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00
 1.200E+01, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00
 1.600E+01, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00
 2.000E+01, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00
 2.400E+01, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00
 2.800E+01, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00
 3.200E+01, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00
 3.600E+01, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00
 4.000E+01, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00
 4.400E+01, 0.000E+00, 0.000E+00, 0.000E+00, 1.862E+02
 4.800E+01, 0.000E+00, 0.000E+00, 0.000E+00, 1.981E+02
 5.200E+01, 0.000E+00, 0.000E+00, 0.000E+00, 1.996E+02
 5.600E+01, 0.000E+00, 0.000E+00, 0.000E+00, 1.975E+02
 6.000E+01, 0.000E+00, 0.000E+00, 0.000E+00, 1.940E+02
 6.400E+01, 0.000E+00, 0.000E+00, 0.000E+00, 1.890E+02
 6.800E+01, 0.000E+00, 0.000E+00, 1.529E+02, 1.834E+02
 7.200E+01, 0.000E+00, 0.000E+00, 1.625E+02, 1.785E+02
 7.600E+01, 0.000E+00, 0.000E+00, 1.658E+02, 1.746E+02
 8.000E+01, 0.000E+00, 0.000E+00, 1.648E+02, 1.711E+02
 8.400E+01, 0.000E+00, 0.000E+00, 1.631E+02, 1.675E+02
 8.800E+01, 0.000E+00, 0.000E+00, 1.605E+02, 1.635E+02
 9.200E+01, 0.000E+00, 0.000E+00, 1.571E+02, 1.595E+02
 9.600E+01, 0.000E+00, 0.000E+00, 1.533E+02, 1.556E+02
 1.000E+02, 0.000E+00, 0.000E+00, 1.497E+02, 1.521E+02
 1.040E+02, 0.000E+00, 0.000E+00, 1.467E+02, 1.488E+02
 1.080E+02, 0.000E+00, 0.000E+00, 1.442E+02, 1.457E+02
 1.120E+02, 0.000E+00, 0.000E+00, 1.418E+02, 1.433E+02
 1.160E+02, 0.000E+00, 1.196E+02, 1.393E+02, 1.413E+02
 1.200E+02, 0.000E+00, 1.266E+02, 1.366E+02, 1.393E+02
 1.240E+02, 0.000E+00, 1.305E+02, 1.338E+02, 1.374E+02
 1.280E+02, 0.000E+00, 1.313E+02, 1.311E+02, 1.356E+02
 1.320E+02, 0.000E+00, 1.304E+02, 1.285E+02, 1.338E+02
 1.360E+02, 0.000E+00, 1.294E+02, 1.261E+02, 1.321E+02
 1.400E+02, 0.000E+00, 1.279E+02, 1.238E+02, 1.305E+02
