s,C,kW/m2,C,kW/m2,C,kW/m2
Time,WALL TEMPERATURE-CONE_13p71_025,HRRPUA-CONE_13p71_025,WALL TEMPERATURE-CONE_13p71_050,HRRPUA-CONE_13p71_050,WALL TEMPERATURE-CONE_13p71_075,HRRPUA-CONE_13p71_075
 0.000E+00, 2.700E+01, 0.000E+00, 2.700E+01, 0.000E+00, 2.700E+01, 0.000E+00
 2.000E+00, 2.239E+02, 0.000E+00, 4.208E+02, 0.000E+00, 6.177E+02, 0.000E+00
 4.000E+00, 4.248E+02, 1.984E+01, 7.129E+02, 5.100E+01, 9.697E+02, 7.606E+01
 6.000E+00, 4.376E+02, 2.809E+01, 6.171E+02, 9.330E+01, 7.349E+02, 1.431E+02
 8.000E+00, 4.510E+02, 3.611E+01, 6.262E+02, 1.294E+02, 7.411E+02, 2.120E+02
 1.000E+01, 4.587E+02, 4.520E+01, 6.315E+02, 1.518E+02, 7.450E+02, 2.557E+02
 1.200E+01, 4.637E+02, 5.463E+01, 6.351E+02, 1.640E+02, 7.478E+02, 2.694E+02
 1.400E+01, 4.674E+02, 6.416E+01, 6.378E+02, 1.708E+02, 7.499E+02, 2.643E+02
 1.600E+01, 4.705E+02, 7.357E+01, 6.401E+02, 1.743E+02, 7.518E+02, 2.507E+02
 1.800E+01, 4.730E+02, 8.198E+01, 6.420E+02, 1.736E+02, 7.534E+02, 2.342E+02
 2.000E+01, 4.752E+02, 8.984E+01, 6.436E+02, 1.692E+02, 7.547E+02, 2.189E+02
 2.200E+01, 4.773E+02, 9.584E+01, 6.452E+02, 1.613E+02, 7.561E+02, 2.071E+02
 2.400E+01, 4.791E+02, 1.008E+02, 6.465E+02, 1.511E+02, 7.572E+02, 1.994E+02
 2.600E+01, 4.805E+02, 1.041E+02, 6.476E+02, 1.382E+02, 7.581E+02, 1.912E+02
 2.800E+01, 4.820E+02, 1.063E+02, 6.487E+02, 1.240E+02, 7.590E+02, 1.816E+02
 3.000E+01, 4.831E+02, 1.057E+02, 6.496E+02, 1.077E+02, 7.598E+02, 1.705E+02
 3.200E+01, 4.841E+02, 1.045E+02, 6.503E+02, 9.045E+01, 7.604E+02, 1.584E+02
 3.400E+01, 4.851E+02, 1.025E+02, 6.510E+02, 7.437E+01, 7.610E+02, 1.461E+02
 3.600E+01, 4.859E+02, 9.952E+01, 6.516E+02, 6.378E+01, 7.614E+02, 1.342E+02
 3.800E+01, 4.865E+02, 9.621E+01, 6.520E+02, 5.831E+01, 7.618E+02, 1.288E+02
 4.000E+01, 4.871E+02, 9.278E+01, 6.525E+02, 5.531E+01, 7.622E+02, 1.301E+02
