s,C,kW/m2,C,kW/m2,C,kW/m2
Time,"WALL TEMPERATURE-CONE_3p00_025","HRRPUA-CONE_3p00_025","WALL TEMPERATURE-CONE_3p00_050","HRRPUA-CONE_3p00_050","WALL TEMPERATURE-CONE_3p00_075","HRRPUA-CONE_3p00_075"
 0.000E+00, 2.700E+01, 0.000E+00, 2.700E+01, 0.000E+00, 2.700E+01, 0.000E+00
 2.000E+00, 6.898E+01, 0.000E+00, 1.110E+02, 0.000E+00, 1.530E+02, 0.000E+00
 4.000E+00, 1.443E+02, 0.000E+00, 2.583E+02, 0.000E+00, 3.675E+02, 0.000E+00
 6.000E+00, 1.929E+02, 0.000E+00, 3.460E+02, 0.000E+00, 4.821E+02, 0.000E+00
 8.000E+00, 2.212E+02, 0.000E+00, 3.900E+02, 0.000E+00, 5.288E+02, 0.000E+00
 1.000E+01, 2.439E+02, 0.000E+00, 4.229E+02, 0.000E+00, 5.626E+02, 0.000E+00
 1.200E+01, 2.616E+02, 0.000E+00, 4.464E+02, 0.000E+00, 5.853E+02, 0.000E+00
 1.400E+01, 2.761E+02, 0.000E+00, 4.646E+02, 0.000E+00, 6.022E+02, 0.000E+00
 1.600E+01, 2.885E+02, 0.000E+00, 4.792E+02, 0.000E+00, 6.155E+02, 6.064E+00
 1.800E+01, 2.991E+02, 0.000E+00, 4.913E+02, 0.000E+00, 6.263E+02, 3.478E+01
 2.000E+01, 3.085E+02, 0.000E+00, 5.015E+02, 0.000E+00, 6.353E+02, 7.814E+01
 2.200E+01, 3.169E+02, 0.000E+00, 5.104E+02, 0.000E+00, 6.430E+02, 1.441E+02
 2.400E+01, 3.244E+02, 0.000E+00, 5.181E+02, 0.000E+00, 6.498E+02, 2.186E+02
 2.600E+01, 3.312E+02, 0.000E+00, 5.249E+02, 0.000E+00, 6.557E+02, 2.905E+02
 2.800E+01, 3.375E+02, 0.000E+00, 5.311E+02, 4.629E+00, 6.610E+02, 3.637E+02
 3.000E+01, 3.432E+02, 0.000E+00, 5.367E+02, 2.248E+01, 6.658E+02, 4.361E+02
 3.200E+01, 3.486E+02, 0.000E+00, 5.417E+02, 4.125E+01, 6.701E+02, 5.027E+02
 3.400E+01, 3.535E+02, 0.000E+00, 5.463E+02, 6.248E+01, 6.741E+02, 5.664E+02
 3.600E+01, 3.582E+02, 0.000E+00, 5.506E+02, 8.701E+01, 6.777E+02, 6.296E+02
 3.800E+01, 3.625E+02, 0.000E+00, 5.546E+02, 1.147E+02, 6.811E+02, 6.847E+02
 4.000E+01, 3.666E+02, 0.000E+00, 5.583E+02, 1.438E+02, 6.842E+02, 7.373E+02
 4.200E+01, 3.705E+02, 0.000E+00, 5.617E+02, 1.770E+02, 6.872E+02, 7.815E+02
 4.400E+01, 3.741E+02, 0.000E+00, 5.650E+02, 2.106E+02, 6.899E+02, 8.119E+02
 4.600E+01, 3.776E+02, 0.000E+00, 5.680E+02, 2.399E+02, 6.925E+02, 8.240E+02
 4.800E+01, 3.809E+02, 0.000E+00, 5.709E+02, 2.665E+02, 6.950E+02, 8.014E+02
