s,kW/m2,kW/m2,kW/m2
Time,"HRRPUA-35","HRRPUA-50","HRRPUA-75"
 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00
 3.000E+00, 0.000E+00, 0.000E+00, 0.000E+00
 5.000E+00, 0.000E+00, 0.000E+00, 0.000E+00
 7.000E+00, 0.000E+00, 0.000E+00, 0.000E+00
 1.000E+01, 0.000E+00, 0.000E+00, 0.000E+00
 1.200E+01, 0.000E+00, 0.000E+00, 0.000E+00
 1.400E+01, 0.000E+00, 0.000E+00, 0.000E+00
 1.700E+01, 0.000E+00, 0.000E+00, 0.000E+00
 1.900E+01, 0.000E+00, 0.000E+00, 0.000E+00
 2.100E+01, 0.000E+00, 0.000E+00, 2.539E+01
 2.300E+01, 0.000E+00, 0.000E+00, 1.054E+02
 2.600E+01, 0.000E+00, 0.000E+00, 1.892E+02
 2.800E+01, 0.000E+00, 0.000E+00, 1.934E+02
 3.000E+01, 0.000E+00, 0.000E+00, 1.940E+02
 3.300E+01, 0.000E+00, 0.000E+00, 1.944E+02
 3.500E+01, 0.000E+00, 0.000E+00, 1.945E+02
 3.700E+01, 0.000E+00, 7.098E+01, 1.941E+02
 4.000E+01, 0.000E+00, 1.434E+02, 1.934E+02
 4.200E+01, 0.000E+00, 1.449E+02, 1.932E+02
 4.400E+01, 0.000E+00, 1.457E+02, 1.937E+02
 4.600E+01, 0.000E+00, 1.461E+02, 1.947E+02
 4.900E+01, 0.000E+00, 1.465E+02, 1.967E+02
 5.100E+01, 0.000E+00, 1.467E+02, 1.987E+02
 5.300E+01, 0.000E+00, 1.467E+02, 2.005E+02
 5.600E+01, 0.000E+00, 1.465E+02, 2.027E+02
 5.800E+01, 2.891E+01, 1.461E+02, 2.049E+02
 6.000E+01, 1.050E+02, 1.458E+02, 2.063E+02
 6.300E+01, 1.147E+02, 1.458E+02, 2.073E+02
 6.500E+01, 1.161E+02, 1.461E+02, 2.075E+02
 6.700E+01, 1.167E+02, 1.466E+02, 2.074E+02
 6.900E+01, 1.171E+02, 1.474E+02, 2.073E+02
 7.200E+01, 1.175E+02, 1.485E+02, 2.074E+02
 7.400E+01, 1.177E+02, 1.497E+02, 2.077E+02
 7.600E+01, 1.177E+02, 1.507E+02, 2.079E+02
 7.900E+01, 1.177E+02, 1.519E+02, 2.080E+02
 8.100E+01, 1.176E+02, 1.532E+02, 2.080E+02
 8.300E+01, 1.174E+02, 1.542E+02, 2.078E+02
 8.600E+01, 1.172E+02, 1.553E+02, 2.073E+02
 8.800E+01, 1.170E+02, 1.561E+02, 2.058E+02
 9.000E+01, 1.169E+02, 1.565E+02, 2.037E+02
 9.200E+01, 1.170E+02, 1.566E+02, 2.007E+02
 9.500E+01, 1.174E+02, 1.566E+02, 1.964E+02
 9.700E+01, 1.179E+02, 1.565E+02, 1.923E+02
 9.900E+01, 1.184E+02, 1.565E+02, 1.892E+02
 1.020E+02, 1.191E+02, 1.565E+02, 1.854E+02
 1.040E+02, 1.199E+02, 1.566E+02, 1.818E+02
 1.060E+02, 1.205E+02, 1.568E+02, 1.791E+02
 1.090E+02, 1.213E+02, 1.569E+02, 1.760E+02
 1.110E+02, 1.221E+02, 1.570E+02, 1.732E+02
 1.130E+02, 1.227E+02, 1.570E+02, 1.710E+02
 1.150E+02, 1.234E+02, 1.569E+02, 1.689E+02
 1.180E+02, 1.242E+02, 1.568E+02, 1.663E+02
 1.200E+02, 1.248E+02, 1.565E+02, 1.638E+02
 1.220E+02, 1.252E+02, 1.560E+02, 1.617E+02
 1.250E+02, 1.255E+02, 1.548E+02, 1.591E+02
 1.270E+02, 1.256E+02, 1.531E+02, 1.563E+02
 1.290E+02, 1.256E+02, 1.513E+02, 1.541E+02
 1.320E+02, 1.255E+02, 1.489E+02, 1.509E+02
 1.340E+02, 1.255E+02, 1.465E+02, 1.470E+02
 1.360E+02, 1.254E+02, 1.447E+02, 1.433E+02
 1.380E+02, 1.255E+02, 1.429E+02, 1.392E+02
 1.410E+02, 1.255E+02, 1.407E+02, 1.342E+02
 1.430E+02, 1.256E+02, 1.386E+02, 1.297E+02
 1.450E+02, 1.257E+02, 1.370E+02, 1.266E+02
 1.480E+02, 1.258E+02, 1.351E+02, 1.231E+02
 1.500E+02, 1.258E+02, 1.333E+02, 1.199E+02
 1.520E+02, 1.258E+02, 1.320E+02, 1.177E+02
 1.550E+02, 1.258E+02, 1.304E+02, 1.154E+02
 1.570E+02, 1.257E+02, 1.288E+02, 1.134E+02
 1.590E+02, 1.256E+02, 1.276E+02, 1.117E+02
 1.610E+02, 1.255E+02, 1.264E+02, 1.099E+02
 1.640E+02, 1.252E+02, 1.250E+02, 1.075E+02
 1.660E+02, 1.247E+02, 1.235E+02, 1.050E+02
 1.680E+02, 1.240E+02, 1.224E+02, 1.030E+02
 1.710E+02, 1.229E+02, 1.209E+02, 1.005E+02
 1.730E+02, 1.215E+02, 1.193E+02, 9.804E+01
 1.750E+02, 1.202E+02, 1.181E+02, 9.611E+01
 1.780E+02, 1.187E+02, 1.165E+02, 9.395E+01
 1.800E+02, 1.172E+02, 1.148E+02, 9.211E+01
 1.820E+02, 1.160E+02, 1.132E+02, 9.089E+01
 1.840E+02, 1.148E+02, 1.114E+02, 8.985E+01
 1.870E+02, 1.134E+02, 1.089E+02, 8.932E+01
 1.890E+02, 1.121E+02, 1.060E+02, 8.982E+01
 1.910E+02, 1.110E+02, 1.037E+02, 9.101E+01
 1.940E+02, 1.097E+02, 1.009E+02, 9.295E+01
 1.960E+02, 1.085E+02, 9.832E+01, 9.522E+01
 1.980E+02, 1.075E+02, 9.648E+01, 9.734E+01
 2.010E+02, 1.064E+02, 9.440E+01, 1.003E+02
 2.030E+02, 1.054E+02, 9.245E+01, 1.034E+02
 2.050E+02, 1.046E+02, 9.099E+01, 1.055E+02
 2.070E+02, 1.038E+02, 8.966E+01, 1.073E+02
 2.100E+02, 1.028E+02, 8.820E+01, 1.093E+02
