s,C,kW/m2,C,kW/m2,C,kW/m2
Time,WALL TEMPERATURE-CONE_1p07_025,HRRPUA-CONE_1p07_025,WALL TEMPERATURE-CONE_1p07_050,HRRPUA-CONE_1p07_050,WALL TEMPERATURE-CONE_1p07_075,HRRPUA-CONE_1p07_075
 0.000E+00, 2.700E+01, 0.000E+00, 2.700E+01, 0.000E+00, 2.700E+01, 0.000E+00
 2.000E+00, 7.557E+01, 0.000E+00, 1.241E+02, 0.000E+00, 1.727E+02, 0.000E+00
 4.000E+00, 1.581E+02, 0.000E+00, 2.813E+02, 0.000E+00, 3.947E+02, 0.000E+00
 6.000E+00, 2.102E+02, 0.000E+00, 3.700E+02, 0.000E+00, 5.033E+02, 0.000E+00
 8.000E+00, 2.419E+02, 0.000E+00, 4.178E+02, 0.000E+00, 5.553E+02, 5.729E+01
 1.000E+01, 2.662E+02, 0.000E+00, 4.511E+02, 0.000E+00, 5.891E+02, 1.633E+02
 1.200E+01, 2.861E+02, 0.000E+00, 4.765E+02, 4.289E+01, 6.137E+02, 3.304E+02
 1.400E+01, 3.032E+02, 0.000E+00, 4.971E+02, 1.091E+02, 6.329E+02, 5.564E+02
 1.600E+01, 3.183E+02, 0.000E+00, 5.144E+02, 1.941E+02, 6.487E+02, 7.760E+02
 1.800E+01, 3.318E+02, 0.000E+00, 5.290E+02, 2.930E+02, 6.618E+02, 9.344E+02
 2.000E+01, 3.440E+02, 0.000E+00, 5.416E+02, 4.014E+02, 6.729E+02, 9.842E+02
 2.200E+01, 3.550E+02, 0.000E+00, 5.525E+02, 5.064E+02, 6.825E+02, 9.250E+02
 2.400E+01, 3.650E+02, 0.000E+00, 5.621E+02, 5.881E+02, 6.907E+02, 7.734E+02
 2.600E+01, 3.741E+02, 0.000E+00, 5.705E+02, 6.348E+02, 6.978E+02, 5.978E+02
 2.800E+01, 3.824E+02, 0.000E+00, 5.780E+02, 6.464E+02, 7.040E+02, 4.312E+02
 3.000E+01, 3.900E+02, 0.000E+00, 5.845E+02, 6.345E+02, 7.095E+02, 3.134E+02
 3.200E+01, 3.969E+02, 0.000E+00, 5.904E+02, 5.991E+02, 7.143E+02, 2.443E+02
 3.400E+01, 4.033E+02, 0.000E+00, 5.956E+02, 5.463E+02, 7.186E+02, 2.051E+02
 3.600E+01, 4.091E+02, 1.142E+01, 6.003E+02, 4.777E+02, 7.223E+02, 1.791E+02
 3.800E+01, 4.144E+02, 2.074E+01, 6.045E+02, 4.169E+02, 7.257E+02, 1.518E+02
 4.000E+01, 4.194E+02, 3.236E+01, 6.083E+02, 3.576E+02, 7.287E+02, 1.357E+02
