s,kW/m2,kW/m2,kW/m2
Time,"HRRPUA-25","HRRPUA-50","HRRPUA-75"
 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00
 1.000E+01, 0.000E+00, 0.000E+00, 5.745E-01
 2.000E+01, 0.000E+00, 1.369E+00, 2.706E+01
 3.000E+01, 0.000E+00, 2.156E+01, 1.886E+02
 4.000E+01, 0.000E+00, 9.404E+01, 3.753E+02
 5.000E+01, 0.000E+00, 2.473E+02, 3.605E+02
 6.000E+01, 0.000E+00, 2.822E+02, 3.107E+02
 7.000E+01, 0.000E+00, 2.694E+02, 2.753E+02
 8.000E+01, 0.000E+00, 2.395E+02, 2.507E+02
 9.000E+01, 0.000E+00, 2.173E+02, 2.339E+02
 1.000E+02, 0.000E+00, 2.000E+02, 2.221E+02
 1.100E+02, 0.000E+00, 1.868E+02, 2.139E+02
 1.200E+02, 0.000E+00, 1.773E+02, 2.071E+02
 1.300E+02, 0.000E+00, 1.697E+02, 2.004E+02
 1.400E+02, 8.870E-01, 1.640E+02, 1.941E+02
 1.500E+02, 1.010E+01, 1.597E+02, 1.888E+02
 1.600E+02, 2.175E+01, 1.559E+02, 1.838E+02
 1.700E+02, 6.849E+01, 1.522E+02, 1.793E+02
 1.800E+02, 1.393E+02, 1.485E+02, 1.754E+02
 1.900E+02, 1.848E+02, 1.451E+02, 1.718E+02
 2.000E+02, 1.847E+02, 1.421E+02, 1.685E+02
 2.100E+02, 1.815E+02, 1.392E+02, 1.651E+02
 2.200E+02, 1.693E+02, 1.365E+02, 1.621E+02
 2.300E+02, 1.563E+02, 1.340E+02, 1.600E+02
 2.400E+02, 1.466E+02, 1.318E+02, 1.580E+02
 2.500E+02, 1.381E+02, 1.297E+02, 1.556E+02
 2.600E+02, 1.310E+02, 1.278E+02, 1.538E+02
 2.700E+02, 1.253E+02, 1.260E+02, 1.532E+02
 2.800E+02, 1.201E+02, 1.240E+02, 1.531E+02
 2.900E+02, 1.163E+02, 1.222E+02, 1.518E+02
 3.000E+02, 1.128E+02, 1.206E+02, 1.516E+02
 3.100E+02, 1.101E+02, 1.196E+02, 1.523E+02
 3.200E+02, 1.076E+02, 1.185E+02, 1.523E+02
 3.300E+02, 1.056E+02, 1.172E+02, 1.524E+02
 3.400E+02, 1.039E+02, 1.159E+02, 1.530E+02
 3.500E+02, 1.022E+02, 1.149E+02, 1.545E+02
 3.600E+02, 1.007E+02, 1.144E+02, 1.566E+02
 3.700E+02, 9.911E+01, 1.144E+02, 1.587E+02
 3.800E+02, 9.747E+01, 1.142E+02, 1.610E+02
 3.900E+02, 9.587E+01, 1.134E+02, 1.640E+02
 4.000E+02, 9.454E+01, 1.132E+02, 1.669E+02
 4.100E+02, 9.325E+01, 1.134E+02, 1.709E+02
 4.200E+02, 9.200E+01, 1.138E+02, 1.746E+02
 4.300E+02, 9.077E+01, 1.138E+02, 1.790E+02
 4.400E+02, 8.961E+01, 1.137E+02, 1.826E+02
 4.500E+02, 8.852E+01, 1.140E+02, 1.874E+02
 4.600E+02, 8.747E+01, 1.144E+02, 1.929E+02
 4.700E+02, 8.653E+01, 1.152E+02, 1.975E+02
 4.800E+02, 8.560E+01, 1.164E+02, 2.030E+02
 4.900E+02, 8.473E+01, 1.175E+02, 2.109E+02
 5.000E+02, 8.388E+01, 1.187E+02, 2.172E+02
 5.100E+02, 8.309E+01, 1.199E+02, 2.252E+02
 5.200E+02, 8.233E+01, 1.216E+02, 2.327E+02
 5.300E+02, 8.153E+01, 1.232E+02, 2.415E+02
 5.400E+02, 8.068E+01, 1.249E+02, 2.493E+02
 5.500E+02, 7.987E+01, 1.272E+02, 2.568E+02
 5.600E+02, 7.922E+01, 1.293E+02, 2.645E+02
 5.700E+02, 7.860E+01, 1.315E+02, 2.707E+02
 5.800E+02, 7.817E+01, 1.340E+02, 2.743E+02
 5.900E+02, 7.779E+01, 1.360E+02, 2.750E+02
 6.000E+02, 7.727E+01, 1.382E+02, 2.729E+02
 6.100E+02, 7.668E+01, 1.415E+02, 2.694E+02
 6.200E+02, 7.612E+01, 1.444E+02, 2.620E+02
 6.300E+02, 7.559E+01, 1.470E+02, 2.549E+02
 6.400E+02, 7.513E+01, 1.494E+02, 2.473E+02
 6.500E+02, 7.491E+01, 1.536E+02, 2.407E+02
 6.600E+02, 7.473E+01, 1.579E+02, 2.337E+02
 6.700E+02, 7.474E+01, 1.612E+02, 2.246E+02
 6.800E+02, 7.479E+01, 1.656E+02, 2.129E+02
 6.900E+02, 7.458E+01, 1.700E+02, 1.990E+02
 7.000E+02, 7.419E+01, 1.741E+02, 1.835E+02
 7.100E+02, 7.395E+01, 1.791E+02, 1.664E+02
 7.200E+02, 7.392E+01, 1.838E+02, 1.510E+02
 7.300E+02, 7.394E+01, 1.878E+02, 1.357E+02
 7.400E+02, 7.416E+01, 1.920E+02, 1.208E+02
 7.500E+02, 7.438E+01, 1.963E+02, 1.053E+02
 7.600E+02, 7.435E+01, 2.004E+02, 9.105E+01
 7.700E+02, 7.427E+01, 2.031E+02, 8.022E+01
 7.800E+02, 7.429E+01, 2.049E+02, 7.198E+01
 7.900E+02, 7.438E+01, 2.056E+02, 6.548E+01
 8.000E+02, 7.450E+01, 2.046E+02, 6.161E+01
 8.100E+02, 7.467E+01, 2.033E+02, 6.037E+01
 8.200E+02, 7.491E+01, 2.012E+02, 5.961E+01
 8.300E+02, 7.542E+01, 1.969E+02, 5.986E+01
 8.400E+02, 7.594E+01, 1.929E+02, 5.924E+01
 8.500E+02, 7.643E+01, 1.889E+02, 5.709E+01
 8.600E+02, 7.690E+01, 1.846E+02, 5.526E+01
 8.700E+02, 7.739E+01, 1.809E+02, 5.451E+01
 8.800E+02, 7.789E+01, 1.772E+02, 5.032E+01
 8.900E+02, 7.847E+01, 1.731E+02, 0.000E+00
 9.000E+02, 7.921E+01, 1.678E+02, 0.000E+00
 9.100E+02, 7.993E+01, 1.615E+02, 0.000E+00
 9.200E+02, 8.059E+01, 1.540E+02, 0.000E+00
 9.300E+02, 8.125E+01, 1.461E+02, 0.000E+00
